time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,IITM-ESM
2051.0,37659610000000.0,41033606000000.0,39608704000000.0,39263098000000.0,41400377000000.0,41662466000000.0,41733810000000.0,39172648000000.0,35082060000000.0
2052.0,37181914000000.0,40919055000000.0,39428590000000.0,39065026000000.0,41191886000000.0,41444723000000.0,41531040000000.0,38986850000000.0,34556682000000.0
2053.0,36869300000000.0,40797350000000.0,39181840000000.0,38841298000000.0,41043626000000.0,41378197000000.0,41503934000000.0,38646296000000.0,34160719000000.0
2054.0,36472267000000.0,40687000000000.0,38942600000000.0,38688330000000.0,40875790000000.0,41253840000000.0,41451333000000.0,38314455000000.0,33970211000000.0
2055.0,36187710000000.0,40628440000000.0,38591808000000.0,38546786000000.0,40775220000000.0,41086085000000.0,41319397000000.0,38079277000000.0,33549846000000.0
2056.0,35906233000000.0,40487717000000.0,38299140000000.0,38322563000000.0,40625114000000.0,40915486000000.0,41287198000000.0,37751080000000.0,33167168000000.0
2057.0,35502010000000.0,40170170000000.0,37965540000000.0,38154803000000.0,40519237000000.0,40709445000000.0,41196135000000.0,37486194000000.0,32832833000000.0
2058.0,35110234000000.0,40013750000000.0,37534508000000.0,37930500000000.0,40390620000000.0,40635575000000.0,41046394000000.0,37282040000000.0,32344675000000.0
2059.0,34648881000000.0,39943758000000.0,37290856000000.0,37762090000000.0,40160545000000.0,40478960000000.0,40874625000000.0,37000880000000.0,32084685000000.0
2060.0,34327646000000.0,39696516000000.0,36978372000000.0,37543250000000.0,39975446000000.0,40239720000000.0,40671610000000.0,36740715000000.0,31524636000000.0
2061.0,33918183000000.0,39557593000000.0,36759280000000.0,37365444000000.0,39789437000000.0,39990440000000.0,40571430000000.0,36493314000000.0,31212240000000.0
2062.0,33562122000000.0,39398062000000.0,36388574000000.0,37157960000000.0,39660747000000.0,39800288000000.0,40539798000000.0,36165840000000.0,30945980000000.0
2063.0,33280804000000.0,39282983000000.0,35991545000000.0,36966560000000.0,39549360000000.0,39681866000000.0,40439620000000.0,35829834000000.0,30548039000000.0
2064.0,32819390000000.0,39176024000000.0,35652980000000.0,36837330000000.0,39487573000000.0,39498092000000.0,40355366000000.0,35493635000000.0,30193796000000.0
2065.0,32395797000000.0,39076670000000.0,35348800000000.0,36501035000000.0,39423710000000.0,39359336000000.0,40259900000000.0,35187946000000.0,29786294000000.0
2066.0,31961282000000.0,38887095000000.0,35101190000000.0,36304610000000.0,39322552000000.0,39209637000000.0,40126344000000.0,34733505000000.0,29439793000000.0
2067.0,31400248000000.0,38746104000000.0,34774572000000.0,36098220000000.0,39128870000000.0,39058220000000.0,40028840000000.0,34459607000000.0,29095239000000.0
2068.0,31004350000000.0,38653187000000.0,34435420000000.0,35824870000000.0,38922235000000.0,38898256000000.0,39900670000000.0,34143333000000.0,28640970000000.0
2069.0,30605113000000.0,38543984000000.0,34129012000000.0,35566716000000.0,38682400000000.0,38730930000000.0,39741670000000.0,33839010000000.0,28209226000000.0
2070.0,30177891000000.0,38367670000000.0,33722410000000.0,35233160000000.0,38384404000000.0,38490290000000.0,39634480000000.0,33493573000000.0,27862655000000.0
2071.0,29717913000000.0,38225050000000.0,33397607000000.0,35012292000000.0,38177920000000.0,38290890000000.0,39487000000000.0,33125833000000.0,27374450000000.0
2072.0,29220021000000.0,38062490000000.0,32993798000000.0,34872184000000.0,37967045000000.0,38050315000000.0,39420570000000.0,32665520000000.0,26978179000000.0
2073.0,28613443000000.0,37894520000000.0,32565564000000.0,34658731000000.0,37794127000000.0,37795190000000.0,39339686000000.0,32202276000000.0,26513546000000.0
2074.0,28170357000000.0,37649025000000.0,32219339000000.0,34398362000000.0,37644533000000.0,37596487000000.0,39222543000000.0,31853646000000.0,26164186000000.0
2075.0,27674028000000.0,37532800000000.0,31882290000000.0,34149330000000.0,37471620000000.0,37391010000000.0,39111956000000.0,31539474000000.0,25846425000000.0
2076.0,27248237000000.0,37416790000000.0,31494788000000.0,33858058000000.0,37342442000000.0,37156895000000.0,39033420000000.0,31207027000000.0,25422325000000.0
2077.0,26795368000000.0,37295655000000.0,31092699000000.0,33628073000000.0,37197530000000.0,36865386000000.0,38933258000000.0,30849886000000.0,24985280000000.0
2078.0,26307950000000.0,37194626000000.0,30789092000000.0,33418019000000.0,37079930000000.0,36612470000000.0,38749702000000.0,30558776000000.0,24442185000000.0
2079.0,26065416000000.0,37155080000000.0,30468936000000.0,33138286000000.0,36914745000000.0,36399718000000.0,38631950000000.0,30203248000000.0,24110180000000.0
2080.0,25675935000000.0,37011004000000.0,30070817000000.0,32840792000000.0,36697153000000.0,36131077000000.0,38453564000000.0,29808166000000.0,23758370000000.0
2081.0,25168020000000.0,36876874000000.0,29577378000000.0,32565707000000.0,36584990000000.0,35907540000000.0,38320940000000.0,29444171000000.0,23423904000000.0
2082.0,24695647000000.0,36723480000000.0,29063796000000.0,32300025000000.0,36413316000000.0,35626737000000.0,38250190000000.0,29076706000000.0,22994794000000.0
2083.0,24355336000000.0,36594107000000.0,28748802000000.0,31945904000000.0,36113192000000.0,35448487000000.0,38071480000000.0,28724020000000.0,22635056000000.0
2084.0,23982410000000.0,36501665000000.0,28225657000000.0,31578936000000.0,35856230000000.0,35196942000000.0,37945430000000.0,28352184000000.0,22382046000000.0
2085.0,23717113000000.0,36427190000000.0,27884362000000.0,31256396000000.0,35610195000000.0,34909211000000.0,37878010000000.0,27895655000000.0,21808437000000.0
2086.0,23313598000000.0,36349126000000.0,27459408000000.0,30980562000000.0,35366800000000.0,34693517000000.0,37783167000000.0,27445055000000.0,21548730000000.0
2087.0,23014784000000.0,36268900000000.0,27085718000000.0,30785363000000.0,35197770000000.0,34475540000000.0,37697700000000.0,27178744000000.0,21342156000000.0
2088.0,22726828000000.0,36171074000000.0,26667689000000.0,30647440000000.0,35003927000000.0,34299273000000.0,37594850000000.0,26930187000000.0,20996973000000.0
2089.0,22399492000000.0,36032913000000.0,26248858000000.0,30332790000000.0,34710164000000.0,34099916000000.0,37493294000000.0,26559320000000.0,20718375000000.0
2090.0,21978036000000.0,35926590000000.0,25852505000000.0,30124678000000.0,34473821000000.0,33906603000000.0,37423686000000.0,26123025000000.0,20193525000000.0
2091.0,21589370000000.0,35850090000000.0,25498816000000.0,29914305000000.0,34262066000000.0,33679254000000.0,37336826000000.0,25744560000000.0,19884988000000.0
2092.0,21213594000000.0,35766835000000.0,25087660000000.0,29700064000000.0,34103850000000.0,33542675000000.0,37201027000000.0,25413894000000.0,19561766000000.0
2093.0,20856844000000.0,35705527000000.0,24660775000000.0,29417726000000.0,33916342000000.0,33346946000000.0,37098694000000.0,25080002000000.0,19205433000000.0
2094.0,20501083000000.0,35514577000000.0,24289737000000.0,29304461000000.0,33695746000000.0,33131660000000.0,36973343000000.0,24717994000000.0,18791128000000.0
2095.0,20178702000000.0,35279633000000.0,23948130000000.0,29143893000000.0,33463640000000.0,32861363000000.0,36872730000000.0,24353041000000.0,18494430000000.0
2096.0,19966440000000.0,35125067000000.0,23645950000000.0,28942348000000.0,33263337000000.0,32641592000000.0,36754984000000.0,24041367000000.0,18265967000000.0
2097.0,19579347000000.0,35005082000000.0,23266134000000.0,28743320000000.0,33005532000000.0,32410270000000.0,36642440000000.0,23755726000000.0,17998880000000.0
2098.0,19272787000000.0,34850690000000.0,22841467000000.0,28503574000000.0,32721854000000.0,32220362000000.0,36544627000000.0,23499924000000.0,17771027000000.0
2099.0,18968170000000.0,34727340000000.0,22503366000000.0,28249451000000.0,32472790000000.0,32071863000000.0,36444460000000.0,23205069000000.0,17475247000000.0
2100.0,18608667000000.0,34604916000000.0,22163113000000.0,27961158000000.0,32095867000000.0,31863320000000.0,36207700000000.0,22881749000000.0,17101401000000.0
