time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,IITM-ESM
2000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0
2001.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0
2002.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0
2003.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0
2004.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0
2005.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0
2006.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0
2007.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0
2008.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0
2009.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0
2010.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0
2011.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0
2012.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0
2013.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0
2014.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0
2015.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0
2016.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0
2017.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0
2018.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0
2019.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0
2020.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0
2021.0,44281580000000.0,44254510000000.0,44285303000000.0,44288033000000.0,44248775000000.0,44252290000000.0,44261150000000.0,44341066000000.0,44154646000000.0
2022.0,44249123000000.0,44153535000000.0,44248350000000.0,44248464000000.0,44039995000000.0,44222997000000.0,44238876000000.0,44217326000000.0,43991974000000.0
2023.0,44169540000000.0,44171545000000.0,44210577000000.0,44113140000000.0,43974800000000.0,44159250000000.0,44224095000000.0,44221403000000.0,43859564000000.0
2024.0,44041030000000.0,44076397000000.0,44085906000000.0,44043350000000.0,43786395000000.0,44145830000000.0,44174783000000.0,44057036000000.0,43662638000000.0
2025.0,43935600000000.0,43977353000000.0,43996970000000.0,43999320000000.0,43706740000000.0,44110224000000.0,44101605000000.0,43961595000000.0,43606937000000.0
2026.0,43863452000000.0,43932540000000.0,43922772000000.0,43945157000000.0,43706540000000.0,44031757000000.0,44021422000000.0,43691608000000.0,43430244000000.0
2027.0,43749870000000.0,43825800000000.0,43853516000000.0,43891835000000.0,43679070000000.0,44020260000000.0,43888600000000.0,43485885000000.0,43224354000000.0
2028.0,43661673000000.0,43766866000000.0,43710415000000.0,43847745000000.0,43716460000000.0,43926310000000.0,43790290000000.0,43363936000000.0,42963887000000.0
2029.0,43516764000000.0,43644790000000.0,43646930000000.0,43780766000000.0,43697903000000.0,43809630000000.0,43734704000000.0,43239537000000.0,42615353000000.0
2030.0,43413310000000.0,43491480000000.0,43555226000000.0,43669470000000.0,43674616000000.0,43754363000000.0,43718610000000.0,43133413000000.0,42399320000000.0
2031.0,43160190000000.0,43375495000000.0,43367530000000.0,43521357000000.0,43586993000000.0,43761745000000.0,43583973000000.0,43000480000000.0,42147613000000.0
2032.0,42950646000000.0,43311096000000.0,43285090000000.0,43493926000000.0,43544564000000.0,43730610000000.0,43496522000000.0,42830295000000.0,41901026000000.0
2033.0,42691967000000.0,43164740000000.0,43099320000000.0,43416193000000.0,43544270000000.0,43653760000000.0,43422837000000.0,42670668000000.0,41709753000000.0
2034.0,42472772000000.0,43077710000000.0,42941528000000.0,43301244000000.0,43426200000000.0,43556916000000.0,43346000000000.0,42485116000000.0,41429970000000.0
2035.0,42169860000000.0,42971156000000.0,42807110000000.0,43155265000000.0,43258797000000.0,43440855000000.0,43221710000000.0,42322330000000.0,41227970000000.0
2036.0,41929966000000.0,42943130000000.0,42704273000000.0,42983580000000.0,43164700000000.0,43375575000000.0,43033966000000.0,42093074000000.0,41000018000000.0
2037.0,41767177000000.0,42797525000000.0,42527185000000.0,42875530000000.0,43130133000000.0,43316427000000.0,42886470000000.0,41905237000000.0,40706177000000.0
2038.0,41524830000000.0,42720895000000.0,42424538000000.0,42673835000000.0,43054807000000.0,43211330000000.0,42731630000000.0,41701550000000.0,40431150000000.0
2039.0,41326502000000.0,42689358000000.0,42314517000000.0,42466565000000.0,42916630000000.0,43101146000000.0,42597318000000.0,41495055000000.0,40060846000000.0
2040.0,40978912000000.0,42628683000000.0,42153060000000.0,42237283000000.0,42818890000000.0,43006875000000.0,42475240000000.0,41327165000000.0,39460285000000.0
2041.0,40732390000000.0,42478150000000.0,41938190000000.0,41968310000000.0,42706660000000.0,42926150000000.0,42438836000000.0,41189634000000.0,39065780000000.0
2042.0,40506580000000.0,42419094000000.0,41716497000000.0,41816804000000.0,42643426000000.0,42779950000000.0,42332515000000.0,40962433000000.0,38769510000000.0
2043.0,40158628000000.0,42213330000000.0,41450025000000.0,41537644000000.0,42575927000000.0,42653727000000.0,42182020000000.0,40742194000000.0,38483450000000.0
2044.0,39808430000000.0,42001880000000.0,41171682000000.0,41262260000000.0,42429554000000.0,42580130000000.0,42160750000000.0,40608245000000.0,38155172000000.0
2045.0,39481147000000.0,41843157000000.0,40963553000000.0,41049003000000.0,42399275000000.0,42555730000000.0,42111743000000.0,40447343000000.0,37692977000000.0
2046.0,39160056000000.0,41720452000000.0,40762637000000.0,40765347000000.0,42316770000000.0,42467227000000.0,42063060000000.0,40155897000000.0,37256840000000.0
2047.0,38923680000000.0,41610160000000.0,40496185000000.0,40455236000000.0,42155444000000.0,42405770000000.0,41987537000000.0,39979716000000.0,36662740000000.0
2048.0,38614033000000.0,41501174000000.0,40264953000000.0,40087937000000.0,41925105000000.0,42205850000000.0,41928960000000.0,39870114000000.0,36214630000000.0
2049.0,38330373000000.0,41317150000000.0,40076770000000.0,39777655000000.0,41821816000000.0,42065983000000.0,41825900000000.0,39685480000000.0,35781730000000.0
2050.0,37928600000000.0,41158560000000.0,39807180000000.0,39545605000000.0,41590236000000.0,41849610000000.0,41833740000000.0,39381690000000.0,35416980000000.0
