time,UKESM1-0-LL,MIROC6,CNRM-ESM2-1,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,EC-EARTH3,MPI-ESM1-2-HR,TAIESM1,IPSL-CM6A-LR,CNRM-CM6-1,CANESM5,CESM2-WACCM
2027.0,44011243000000.0,44143296000000.0,43463886000000.0,43759900000000.0,43918213000000.0,43945753000000.0,43413668000000.0,43868510000000.0,43332730000000.0,43847434000000.0,43436330000000.0,43672410000000.0,43861645000000.0
2028.0,43921880000000.0,44179833000000.0,43309968000000.0,43721647000000.0,43748222000000.0,43935578000000.0,43361675000000.0,43870100000000.0,43149217000000.0,43703230000000.0,43289554000000.0,43631612000000.0,43831202000000.0
2029.0,43810227000000.0,44142046000000.0,43009300000000.0,43727788000000.0,43740547000000.0,43872740000000.0,43242322000000.0,43834206000000.0,43036055000000.0,43510795000000.0,43157534000000.0,43569792000000.0,43765226000000.0
2030.0,43711170000000.0,44112053000000.0,42782865000000.0,43627175000000.0,43653267000000.0,43806435000000.0,43109174000000.0,43825400000000.0,42902596000000.0,43383523000000.0,43046130000000.0,43459025000000.0,43652684000000.0
2031.0,43635404000000.0,44137676000000.0,42601646000000.0,43485567000000.0,43509067000000.0,43637174000000.0,43096675000000.0,43779490000000.0,42701462000000.0,43288200000000.0,42989343000000.0,43345804000000.0,43545503000000.0
2032.0,43539470000000.0,44132874000000.0,42483203000000.0,43496237000000.0,43362000000000.0,43606384000000.0,43057756000000.0,43751276000000.0,42432603000000.0,43114900000000.0,42851384000000.0,43282155000000.0,43503027000000.0
2033.0,43456236000000.0,44174040000000.0,42229075000000.0,43391384000000.0,43306277000000.0,43518860000000.0,42934160000000.0,43732770000000.0,42281076000000.0,42916840000000.0,42731854000000.0,43198685000000.0,43385973000000.0
2034.0,43262816000000.0,44175857000000.0,42072280000000.0,43314296000000.0,43285640000000.0,43481170000000.0,42886133000000.0,43611526000000.0,42103426000000.0,42723436000000.0,42403820000000.0,43086466000000.0,43236672000000.0
2035.0,43107475000000.0,44102645000000.0,41931447000000.0,43204087000000.0,43257057000000.0,43511090000000.0,42742400000000.0,43604504000000.0,41902570000000.0,42594634000000.0,42152720000000.0,42956174000000.0,43056187000000.0
2036.0,42911245000000.0,44068302000000.0,41683887000000.0,43150115000000.0,43145715000000.0,43395560000000.0,42555492000000.0,43486275000000.0,41774210000000.0,42409757000000.0,41921704000000.0,42926060000000.0,42845520000000.0
2037.0,42718844000000.0,43988790000000.0,41263180000000.0,43015066000000.0,43043135000000.0,43415253000000.0,42413680000000.0,43446930000000.0,41673933000000.0,42320460000000.0,41709450000000.0,42757400000000.0,42683536000000.0
2038.0,42631180000000.0,43966225000000.0,41027587000000.0,42885018000000.0,42894883000000.0,43366885000000.0,42249623000000.0,43326090000000.0,41438730000000.0,42107453000000.0,41499000000000.0,42650846000000.0,42639722000000.0
2039.0,42492280000000.0,43988630000000.0,40860990000000.0,42821864000000.0,42779833000000.0,43217460000000.0,42157935000000.0,43235016000000.0,41138470000000.0,41964680000000.0,41166637000000.0,42529353000000.0,42538140000000.0
2040.0,42351716000000.0,43936530000000.0,40769327000000.0,42756592000000.0,42683897000000.0,43197360000000.0,41955392000000.0,43165256000000.0,40921337000000.0,41789450000000.0,40885157000000.0,42379176000000.0,42362877000000.0
2041.0,42218780000000.0,43858264000000.0,40537660000000.0,42599870000000.0,42553600000000.0,43110415000000.0,41717676000000.0,42999820000000.0,40627614000000.0,41606577000000.0,40750450000000.0,42227080000000.0,42156924000000.0
2042.0,42037150000000.0,43832398000000.0,40325528000000.0,42506160000000.0,42465734000000.0,43032790000000.0,41633714000000.0,42849437000000.0,40380030000000.0,41509714000000.0,40429560000000.0,42134992000000.0,42011140000000.0
2043.0,41852787000000.0,43866883000000.0,40066950000000.0,42346675000000.0,42314886000000.0,42961670000000.0,41478684000000.0,42683790000000.0,40114776000000.0,41300074000000.0,39955183000000.0,42060100000000.0,41801298000000.0
2044.0,41674726000000.0,43779210000000.0,39780490000000.0,42224090000000.0,42252043000000.0,42918866000000.0,41325278000000.0,42549826000000.0,39977820000000.0,41105630000000.0,39680255000000.0,41895682000000.0,41575514000000.0
2045.0,41486970000000.0,43692925000000.0,39527398000000.0,42124760000000.0,42208615000000.0,42814704000000.0,41225850000000.0,42448076000000.0,39691894000000.0,40915054000000.0,39369010000000.0,41760097000000.0,41441682000000.0
2046.0,41302146000000.0,43669046000000.0,39028267000000.0,42037810000000.0,42186980000000.0,42710644000000.0,41098180000000.0,42364937000000.0,39274552000000.0,40701123000000.0,38981417000000.0,41578250000000.0,41247155000000.0
2047.0,40991856000000.0,43598045000000.0,38547380000000.0,42002110000000.0,42094983000000.0,42571238000000.0,40854853000000.0,42246420000000.0,38937536000000.0,40466444000000.0,38558077000000.0,41414797000000.0,41031530000000.0
2048.0,40733090000000.0,43549404000000.0,38175920000000.0,41812287000000.0,41934614000000.0,42411196000000.0,40657090000000.0,42053367000000.0,38616690000000.0,40174503000000.0,38148110000000.0,41273130000000.0,40826420000000.0
2049.0,40407760000000.0,43451780000000.0,37914847000000.0,41704384000000.0,41726320000000.0,42372314000000.0,40386500000000.0,41892130000000.0,38364890000000.0,39889610000000.0,37853963000000.0,41111010000000.0,40614030000000.0
2050.0,40080220000000.0,43408180000000.0,37706060000000.0,41568530000000.0,41444883000000.0,42246318000000.0,40146200000000.0,41713926000000.0,38027460000000.0,39698228000000.0,37416287000000.0,40971290000000.0,40414787000000.0
2051.0,39800413000000.0,43408750000000.0,37400227000000.0,41381104000000.0,41270144000000.0,42067024000000.0,39976240000000.0,41524640000000.0,37730516000000.0,39532630000000.0,37209734000000.0,40783900000000.0,40108166000000.0
2052.0,39561020000000.0,43341157000000.0,36991547000000.0,41184987000000.0,41088740000000.0,41895180000000.0,39776057000000.0,41435370000000.0,37403200000000.0,39331660000000.0,37010996000000.0,40602863000000.0,39858488000000.0
2053.0,39181280000000.0,43313395000000.0,36703335000000.0,40928630000000.0,40884565000000.0,41728410000000.0,39660642000000.0,41325300000000.0,37102394000000.0,39015646000000.0,36838916000000.0,40367697000000.0,39568190000000.0
2054.0,38786126000000.0,43333313000000.0,36398470000000.0,40818880000000.0,40717754000000.0,41630040000000.0,39460080000000.0,41183573000000.0,36715163000000.0,38759828000000.0,36595323000000.0,40179860000000.0,39328000000000.0
2055.0,38457530000000.0,43280545000000.0,36153244000000.0,40567094000000.0,40574630000000.0,41452227000000.0,39111940000000.0,41021245000000.0,36230100000000.0,38468170000000.0,36235150000000.0,39818880000000.0,39054830000000.0
2056.0,38032780000000.0,43211624000000.0,35742530000000.0,40329240000000.0,40403928000000.0,41380945000000.0,38894240000000.0,40891805000000.0,35775714000000.0,38322750000000.0,35912680000000.0,39610244000000.0,38683315000000.0
2057.0,37604943000000.0,43133990000000.0,35337340000000.0,40072167000000.0,40365020000000.0,41231200000000.0,38734146000000.0,40803030000000.0,35440904000000.0,38209960000000.0,35505777000000.0,39427628000000.0,38390070000000.0
2058.0,37264747000000.0,43097440000000.0,35049120000000.0,39796286000000.0,40164408000000.0,41119354000000.0,38586347000000.0,40703000000000.0,35088132000000.0,37943327000000.0,35139227000000.0,39293976000000.0,38058603000000.0
2059.0,36846840000000.0,42998616000000.0,34570968000000.0,39567330000000.0,39976566000000.0,41049790000000.0,38301750000000.0,40556235000000.0,34825331000000.0,37706235000000.0,34577658000000.0,39058220000000.0,37785277000000.0
2060.0,36429480000000.0,42955500000000.0,34244326000000.0,39421592000000.0,39725616000000.0,40941140000000.0,38086956000000.0,40329310000000.0,34417358000000.0,37447040000000.0,34041558000000.0,38730070000000.0,37476937000000.0
2061.0,36011443000000.0,42933865000000.0,33974118000000.0,39195268000000.0,39483865000000.0,40751023000000.0,37882640000000.0,40121592000000.0,33930883000000.0,37204810000000.0,33632968000000.0,38508540000000.0,37129002000000.0
2062.0,35701773000000.0,42955553000000.0,33673525000000.0,38996560000000.0,39171580000000.0,40630420000000.0,37694403000000.0,40021410000000.0,33522662000000.0,36953570000000.0,33113432000000.0,38255827000000.0,36864110000000.0
2063.0,35394268000000.0,42886590000000.0,33301566000000.0,38784360000000.0,38929620000000.0,40479470000000.0,37460847000000.0,39828400000000.0,33231313000000.0,36642123000000.0,32731807000000.0,38029373000000.0,36568778000000.0
2064.0,35073466000000.0,42834800000000.0,32866174000000.0,38560997000000.0,38721370000000.0,40328136000000.0,37158853000000.0,39705706000000.0,32746870000000.0,36404190000000.0,32013583000000.0,37733486000000.0,36231426000000.0
2065.0,34839825000000.0,42812704000000.0,32368274000000.0,38316950000000.0,38513900000000.0,40208920000000.0,36878175000000.0,39497940000000.0,32333845000000.0,36147450000000.0,31545940000000.0,37461976000000.0,35928274000000.0
2066.0,34395681000000.0,42832140000000.0,31816793000000.0,38067176000000.0,38326992000000.0,40042177000000.0,36617666000000.0,39308644000000.0,31979130000000.0,35925670000000.0,31154474000000.0,37174110000000.0,35704290000000.0
2067.0,33794095000000.0,42758330000000.0,31291780000000.0,37807133000000.0,38017440000000.0,39923302000000.0,36454114000000.0,39199374000000.0,31518481000000.0,35696773000000.0,30782953000000.0,36856192000000.0,35368970000000.0
2068.0,33183310000000.0,42675063000000.0,30765526000000.0,37515350000000.0,37831745000000.0,39752506000000.0,36172894000000.0,39066680000000.0,31124798000000.0,35381950000000.0,30468735000000.0,36592605000000.0,35011672000000.0
2069.0,32630358000000.0,42638548000000.0,30161787000000.0,37176935000000.0,37566498000000.0,39567915000000.0,35920275000000.0,38953764000000.0,30628666000000.0,35111926000000.0,30157077000000.0,36261920000000.0,34654787000000.0
2070.0,32185095000000.0,42689672000000.0,29703774000000.0,36874618000000.0,37348780000000.0,39370787000000.0,35739370000000.0,38768140000000.0,30276340000000.0,34814405000000.0,29687180000000.0,35973640000000.0,34299135000000.0
2071.0,31659064000000.0,42630306000000.0,29272188000000.0,36510980000000.0,37097574000000.0,39222220000000.0,35458038000000.0,38530844000000.0,29901269000000.0,34580917000000.0,29259326000000.0,35677810000000.0,33933234000000.0
2072.0,31058947000000.0,42583082000000.0,28760628000000.0,36186173000000.0,36857677000000.0,39028724000000.0,35149570000000.0,38240010000000.0,29556275000000.0,34278813000000.0,28805670000000.0,35369987000000.0,33604827000000.0
2073.0,30610639000000.0,42529475000000.0,28265605000000.0,35890072000000.0,36554750000000.0,38901557000000.0,34737222000000.0,38013837000000.0,29161276000000.0,33991028000000.0,28337374000000.0,34995690000000.0,33245675000000.0
2074.0,30127450000000.0,42478997000000.0,27750916000000.0,35543606000000.0,36310240000000.0,38618000000000.0,34474532000000.0,37811530000000.0,28781750000000.0,33684745000000.0,27791517000000.0,34672497000000.0,32877740000000.0
2075.0,29615846000000.0,42386620000000.0,27304902000000.0,35094824000000.0,36113117000000.0,38417627000000.0,34139768000000.0,37626450000000.0,28356054000000.0,33372716000000.0,27233305000000.0,34362278000000.0,32539075000000.0
2076.0,29235735000000.0,42289590000000.0,26831410000000.0,34800923000000.0,35963116000000.0,38217950000000.0,33844191000000.0,37446950000000.0,27957658000000.0,33014107000000.0,26689703000000.0,34001583000000.0,32174575000000.0
2077.0,28761542000000.0,42262490000000.0,26305733000000.0,34515527000000.0,35754240000000.0,38007587000000.0,33393178000000.0,37196933000000.0,27417784000000.0,32685350000000.0,26209290000000.0,33661940000000.0,31735782000000.0
2078.0,28304793000000.0,42128772000000.0,25641542000000.0,34174163000000.0,35415500000000.0,37852950000000.0,32858746000000.0,36999630000000.0,26875800000000.0,32356150000000.0,25573220000000.0,33320031000000.0,31299327000000.0
2079.0,27915025000000.0,42073844000000.0,25120572000000.0,33823625000000.0,35106647000000.0,37696785000000.0,32384657000000.0,36770080000000.0,26338060000000.0,32003170000000.0,24994145000000.0,32922453000000.0,30825895000000.0
2080.0,27490871000000.0,42060680000000.0,24602361000000.0,33413478000000.0,34667971000000.0,37527240000000.0,31931528000000.0,36613455000000.0,25846794000000.0,31710641000000.0,24366471000000.0,32523854000000.0,30378845000000.0
2081.0,26984843000000.0,41986816000000.0,24176662000000.0,33066026000000.0,34335340000000.0,37328987000000.0,31444410000000.0,36385075000000.0,25309766000000.0,31393483000000.0,23918770000000.0,32202107000000.0,30062817000000.0
2082.0,26390643000000.0,41955883000000.0,23633504000000.0,32805854000000.0,34032794000000.0,37076720000000.0,31050168000000.0,36204066000000.0,24759033000000.0,31147118000000.0,23346316000000.0,31829055000000.0,29654214000000.0
2083.0,25827316000000.0,41838150000000.0,23243980000000.0,32431384000000.0,33647915000000.0,36880112000000.0,30664412000000.0,35916330000000.0,24122915000000.0,30880163000000.0,22682870000000.0,31484178000000.0,29242773000000.0
2084.0,25317075000000.0,41724668000000.0,22881356000000.0,32184627000000.0,33244272000000.0,36713313000000.0,30277512000000.0,35693860000000.0,23620440000000.0,30509399000000.0,22088499000000.0,31214887000000.0,28801814000000.0
2085.0,24848800000000.0,41652194000000.0,22494132000000.0,31840880000000.0,32983996000000.0,36505730000000.0,29804940000000.0,35448995000000.0,23133285000000.0,30183790000000.0,21381578000000.0,30898272000000.0,28304382000000.0
2086.0,24362040000000.0,41676890000000.0,21970979000000.0,31527574000000.0,32608115000000.0,36282160000000.0,29436884000000.0,35267620000000.0,22567130000000.0,29763096000000.0,20857812000000.0,30475125000000.0,27779347000000.0
2087.0,23857853000000.0,41629700000000.0,21477949000000.0,31186101000000.0,32298022000000.0,36119622000000.0,29103957000000.0,35004617000000.0,21994030000000.0,29367032000000.0,20234646000000.0,30061430000000.0,27272285000000.0
2088.0,23309704000000.0,41511647000000.0,20989402000000.0,30907547000000.0,32028362000000.0,35987103000000.0,28761393000000.0,34784703000000.0,21489999000000.0,29021720000000.0,19570585000000.0,29737144000000.0,26827693000000.0
2089.0,22824698000000.0,41412530000000.0,20553593000000.0,30620820000000.0,31653982000000.0,35761852000000.0,28319934000000.0,34568732000000.0,20995157000000.0,28682905000000.0,18856830000000.0,29374621000000.0,26301251000000.0
2090.0,22366304000000.0,41251257000000.0,19963715000000.0,30272957000000.0,31222790000000.0,35512144000000.0,27742706000000.0,34369213000000.0,20502683000000.0,28362964000000.0,18195500000000.0,28951037000000.0,25747035000000.0
2091.0,21877859000000.0,41211717000000.0,19511963000000.0,29935677000000.0,30827012000000.0,35306514000000.0,27074526000000.0,34169870000000.0,20018807000000.0,28061316000000.0,17597144000000.0,28406918000000.0,25145897000000.0
2092.0,21429697000000.0,41165710000000.0,18942433000000.0,29595570000000.0,30459090000000.0,35057882000000.0,26598294000000.0,33903197000000.0,19450787000000.0,27712138000000.0,17094389000000.0,27935673000000.0,24502254000000.0
2093.0,21002954000000.0,41152514000000.0,18489210000000.0,29233043000000.0,30155894000000.0,34801657000000.0,26124774000000.0,33574634000000.0,18923653000000.0,27341498000000.0,16565556000000.0,27415724000000.0,23886333000000.0
2094.0,20528476000000.0,41099490000000.0,17981722000000.0,28824505000000.0,29768460000000.0,34608062000000.0,25676320000000.0,33227444000000.0,18436420000000.0,26942378000000.0,16003799000000.0,26862487000000.0,23361447000000.0
2095.0,19976077000000.0,41077126000000.0,17473618000000.0,28502013000000.0,29439490000000.0,34341495000000.0,25233367000000.0,32910954000000.0,17953685000000.0,26502314000000.0,15485310000000.0,26357193000000.0,22769150000000.0
2096.0,19530623000000.0,41011510000000.0,16927173000000.0,28239777000000.0,29086890000000.0,34120080000000.0,24725420000000.0,32640596000000.0,17451028000000.0,26066643000000.0,15045265000000.0,25807536000000.0,22194887000000.0
2097.0,19125234000000.0,40925270000000.0,16517733000000.0,27892099000000.0,28799368000000.0,33884878000000.0,24352987000000.0,32316286000000.0,16893902000000.0,25701942000000.0,14587244000000.0,25255578000000.0,21621817000000.0
2098.0,18690718000000.0,40819084000000.0,16085163000000.0,27586118000000.0,28444354000000.0,33731513000000.0,23947240000000.0,32085354000000.0,16391178000000.0,25247567000000.0,14164567000000.0,24675497000000.0,21176531000000.0
2099.0,18176063000000.0,40765317000000.0,15600550000000.0,27337700000000.0,28059393000000.0,33499120000000.0,23489570000000.0,31901474000000.0,15909876000000.0,24857683000000.0,13672760000000.0,24188920000000.0,20582990000000.0
2100.0,17702704000000.0,40653224000000.0,15104300000000.0,27066683000000.0,27679050000000.0,33277874000000.0,22861390000000.0,31533405000000.0,15381442000000.0,24524603000000.0,13271302000000.0,23624860000000.0,20115340000000.0
