time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2060.0,39380266000000.0,39249215000000.0,40687210000000.0,40968313000000.0
2061.0,39185820000000.0,39070490000000.0,40571980000000.0,40867080000000.0
2062.0,39065202000000.0,38990883000000.0,40427600000000.0,40749924000000.0
2063.0,39000400000000.0,38776487000000.0,40330292000000.0,40696065000000.0
2064.0,38853117000000.0,38572000000000.0,40240170000000.0,40666720000000.0
2065.0,38705755000000.0,38364590000000.0,40057410000000.0,40691867000000.0
2066.0,38586670000000.0,38174480000000.0,39989650000000.0,40608950000000.0
2067.0,38441597000000.0,37922154000000.0,39875563000000.0,40591455000000.0
2068.0,38302783000000.0,37753100000000.0,39717194000000.0,40569053000000.0
2069.0,38216023000000.0,37632503000000.0,39638593000000.0,40570504000000.0
2070.0,38153630000000.0,37548830000000.0,39476760000000.0,40527470000000.0
2071.0,38087732000000.0,37391180000000.0,39337014000000.0,40554897000000.0
2072.0,37944060000000.0,37199490000000.0,39189730000000.0,40557573000000.0
2073.0,37781360000000.0,37027300000000.0,39132420000000.0,40491547000000.0
2074.0,37608370000000.0,36889604000000.0,39043115000000.0,40431102000000.0
2075.0,37524170000000.0,36715080000000.0,38961800000000.0,40397103000000.0
2076.0,37356002000000.0,36517490000000.0,38914178000000.0,40246826000000.0
2077.0,37291330000000.0,36320700000000.0,38894796000000.0,40209020000000.0
2078.0,37220610000000.0,36052723000000.0,38768980000000.0,40209547000000.0
2079.0,37104190000000.0,35827180000000.0,38702642000000.0,40171840000000.0
2080.0,36917597000000.0,35670920000000.0,38594550000000.0,40252073000000.0
2081.0,36787720000000.0,35559154000000.0,38417174000000.0,40192157000000.0
2082.0,36706686000000.0,35312880000000.0,38178330000000.0,40092450000000.0
2083.0,36717640000000.0,35089325000000.0,37980620000000.0,40042303000000.0
2084.0,36645806000000.0,34925170000000.0,37849307000000.0,40021960000000.0
2085.0,36464608000000.0,34762956000000.0,37718630000000.0,39963470000000.0
2086.0,36265123000000.0,34659782000000.0,37644330000000.0,39929405000000.0
2087.0,36097208000000.0,34583978000000.0,37605035000000.0,39877780000000.0
2088.0,35972582000000.0,34508282000000.0,37560020000000.0,39819500000000.0
2089.0,35869193000000.0,34415230000000.0,37551270000000.0,39795760000000.0
2090.0,35747230000000.0,34363427000000.0,37446604000000.0,39804423000000.0
2091.0,35618390000000.0,34277612000000.0,37350640000000.0,39777013000000.0
2092.0,35485930000000.0,34094906000000.0,37227694000000.0,39789013000000.0
2093.0,35400360000000.0,33894707000000.0,37174016000000.0,39772177000000.0
2094.0,35281537000000.0,33749664000000.0,37004350000000.0,39700890000000.0
2095.0,35173314000000.0,33720359000000.0,36899687000000.0,39683673000000.0
2096.0,35057373000000.0,33683721000000.0,36742652000000.0,39653495000000.0
2097.0,34944705000000.0,33570419000000.0,36708884000000.0,39676937000000.0
2098.0,34874161000000.0,33486067000000.0,36583034000000.0,39629483000000.0
2099.0,34781385000000.0,33451520000000.0,36537195000000.0,39558654000000.0
2100.0,34757482000000.0,33396607000000.0,36515770000000.0,39509027000000.0
