time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,45082745000000.0,45082745000000.0
2001.0,45076403000000.0,45076403000000.0
2002.0,45071437000000.0,45071437000000.0
2003.0,44951600000000.0,44951600000000.0
2004.0,44916100000000.0,44916100000000.0
2005.0,44889220000000.0,44889220000000.0
2006.0,44918730000000.0,44918730000000.0
2007.0,44819376000000.0,44819376000000.0
2008.0,44763777000000.0,44763777000000.0
2009.0,44745040000000.0,44745040000000.0
2010.0,44660634000000.0,44660634000000.0
2011.0,44635250000000.0,44635250000000.0
2012.0,44570545000000.0,44570545000000.0
2013.0,44577013000000.0,44577013000000.0
2014.0,44477754000000.0,44477754000000.0
2015.0,44562643000000.0,44562643000000.0
2016.0,44532400000000.0,44532400000000.0
2017.0,44544250000000.0,44544250000000.0
2018.0,44403234000000.0,44403234000000.0
2019.0,44366440000000.0,44366440000000.0
2020.0,44350336000000.0,44350336000000.0
2021.0,44284410000000.0,44231890000000.0
2022.0,44219956000000.0,44122014000000.0
2023.0,44110970000000.0,44128994000000.0
2024.0,44060170000000.0,43973033000000.0
2025.0,43891180000000.0,43840413000000.0
2026.0,43770024000000.0,43750512000000.0
2027.0,43602382000000.0,43680830000000.0
2028.0,43483630000000.0,43532940000000.0
2029.0,43346100000000.0,43569390000000.0
2030.0,43224954000000.0,43566110000000.0
2031.0,43128594000000.0,43513585000000.0
2032.0,42955067000000.0,43446690000000.0
2033.0,42712766000000.0,43378247000000.0
2034.0,42551646000000.0,43325800000000.0
2035.0,42414035000000.0,43236308000000.0
2036.0,42223228000000.0,43130145000000.0
2037.0,42041094000000.0,43022322000000.0
2038.0,41831232000000.0,42995510000000.0
2039.0,41519650000000.0,42882390000000.0
2040.0,41342410000000.0,42754575000000.0
2041.0,41139650000000.0,42694070000000.0
2042.0,40941200000000.0,42604826000000.0
2043.0,40817717000000.0,42568600000000.0
2044.0,40709390000000.0,42425650000000.0
2045.0,40594410000000.0,42270846000000.0
2046.0,40487906000000.0,42098376000000.0
2047.0,40341256000000.0,41940347000000.0
2048.0,40182116000000.0,41816653000000.0
2049.0,39955447000000.0,41707710000000.0
2050.0,39765307000000.0,41536243000000.0
2051.0,39584507000000.0,41338130000000.0
2052.0,39357070000000.0,41131417000000.0
2053.0,39150816000000.0,41007570000000.0
2054.0,38922850000000.0,40847260000000.0
2055.0,38674560000000.0,40574665000000.0
2056.0,38473490000000.0,40305080000000.0
2057.0,38267080000000.0,40081730000000.0
2058.0,38047035000000.0,39854510000000.0
2059.0,37824737000000.0,39729730000000.0
2060.0,37591517000000.0,39508448000000.0
2061.0,37395730000000.0,39289790000000.0
2062.0,37181930000000.0,39084710000000.0
2063.0,36988700000000.0,38935246000000.0
2064.0,36746700000000.0,38784893000000.0
2065.0,36510724000000.0,38584270000000.0
2066.0,36310150000000.0,38352976000000.0
2067.0,36130267000000.0,38089943000000.0
2068.0,35890470000000.0,37827295000000.0
2069.0,35669942000000.0,37622960000000.0
2070.0,35442917000000.0,37366698000000.0
2071.0,35177525000000.0,37235223000000.0
2072.0,34879560000000.0,37062760000000.0
2073.0,34577810000000.0,36830320000000.0
2074.0,34363073000000.0,36506840000000.0
2075.0,34192893000000.0,36274027000000.0
2076.0,33994310000000.0,35979377000000.0
2077.0,33791414000000.0,35785810000000.0
2078.0,33603063000000.0,35613260000000.0
2079.0,33396122000000.0,35322675000000.0
2080.0,33038558000000.0,35042519000000.0
2081.0,32835868000000.0,34685506000000.0
2082.0,32571360000000.0,34348724000000.0
2083.0,32290750000000.0,34086238000000.0
2084.0,32022613000000.0,33827441000000.0
2085.0,31765550000000.0,33609562000000.0
2086.0,31544300000000.0,33325213000000.0
2087.0,31304190000000.0,33037165000000.0
2088.0,31121526000000.0,32828358000000.0
2089.0,30909634000000.0,32561613000000.0
2090.0,30752826000000.0,32300570000000.0
2091.0,30628207000000.0,32062868000000.0
2092.0,30367193000000.0,31789570000000.0
2093.0,30087588000000.0,31502595000000.0
2094.0,29795526000000.0,31236840000000.0
2095.0,29606306000000.0,30902310000000.0
2096.0,29306525000000.0,30605742000000.0
2097.0,29062305000000.0,30413683000000.0
2098.0,28760850000000.0,30170853000000.0
2099.0,28542060000000.0,29965825000000.0
2100.0,28227265000000.0,29712223000000.0
