time,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,ACCESS-CM2,INM-CM5-0,CESM2,TAIESM1,MPI-ESM1-2-HR,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4,CMCC-CM2-SR5,ACCESS-ESM1-5,MRI-ESM2-0,IPSL-CM6A-LR,EC-EARTH3,CANESM5,CESM2-WACCM,INM-CM4-8
2016.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0,3111347300000.0
2017.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0,3102432000000.0
2018.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0
2019.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0
2020.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0
2021.0,3058046300000.0,3053040200000.0,3057505500000.0,3051877000000.0,3050266400000.0,3049576000000.0,3052866400000.0,3043533800000.0,3053056400000.0,3044390000000.0,3035453700000.0,3062850400000.0,3052259800000.0,3044340700000.0,3066400300000.0,3033162600000.0,3035095600000.0,3051407500000.0,3043615600000.0
2022.0,3035710400000.0,3024155000000.0,3046636500000.0,3014708400000.0,3020586200000.0,3017840300000.0,3021613600000.0,3031523000000.0,3044892500000.0,3021742000000.0,3028378200000.0,3040847600000.0,3016879500000.0,3023928300000.0,3050600700000.0,3021768200000.0,2990305200000.0,3016717500000.0,3014724400000.0
2023.0,3006554700000.0,2995401000000.0,3038240000000.0,2979990600000.0,3009512200000.0,2981384400000.0,2979713300000.0,2997903000000.0,3037367400000.0,3006117000000.0,3001883800000.0,3017908200000.0,2973178500000.0,2974484800000.0,3044273800000.0,2999318000000.0,2931694000000.0,2975205200000.0,2979537400000.0
2024.0,2990192500000.0,2968987400000.0,3049285500000.0,2946608000000.0,2980556300000.0,2963717500000.0,2967572800000.0,2962508700000.0,3017843100000.0,2988818000000.0,2975740200000.0,3002241000000.0,2949960200000.0,2936218800000.0,3012407600000.0,2965846000000.0,2874055900000.0,2942000700000.0,2976781700000.0
2025.0,2971085300000.0,2925577400000.0,3043583300000.0,2903879000000.0,2946870500000.0,2938428700000.0,2931815400000.0,2925421700000.0,3015259200000.0,2959436700000.0,2959064700000.0,2987579700000.0,2913798200000.0,2896439500000.0,2994831000000.0,2929721300000.0,2818661200000.0,2909991000000.0,2939657400000.0
