time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,CMCC-CM2-SR5,MRI-ESM2-0,BCC-CSM2-MR,GFDL-ESM4,MPI-ESM1-2-HR,CESM2,CAMS-CSM1-0,EC-EARTH3-VEG,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2018.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0,3095914600000.0
2019.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0,3082908900000.0
2020.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0,3070688000000.0
2021.0,3062371700000.0,3063307600000.0,3025893000000.0,3059762300000.0,3041805700000.0,3049430500000.0,3030173400000.0,3061912700000.0,3038753300000.0,3052311200000.0,3039687300000.0,3047575000000.0,3060231600000.0,3038925000000.0
2022.0,3046325000000.0,3039891300000.0,3001037000000.0,3055387700000.0,3006728800000.0,3038790000000.0,3006028300000.0,3068154000000.0,2999891000000.0,3021536000000.0,3024623000000.0,3012565700000.0,3046044300000.0,3011952200000.0
2023.0,3013613200000.0,3028157700000.0,2967275300000.0,3035510900000.0,2979006500000.0,3008204000000.0,2981157400000.0,3044818800000.0,2961144500000.0,2994013200000.0,3007736200000.0,2989927200000.0,3026675300000.0,2989887000000.0
2024.0,2987070300000.0,3010590400000.0,2934378600000.0,3013630500000.0,2951932300000.0,2963145800000.0,2964478000000.0,3016250000000.0,2917959200000.0,2973551300000.0,2992546000000.0,2963071800000.0,3006082600000.0,2951154000000.0
2025.0,2967890000000.0,2956740300000.0,2893253000000.0,3013111400000.0,2910085200000.0,2924534000000.0,2938669600000.0,2997768400000.0,2893887000000.0,3000273700000.0,2997111000000.0,2931747000000.0,2960332000000.0,2919637000000.0
2026.0,2948119100000.0,2923032500000.0,2857832500000.0,3002820500000.0,2875287000000.0,2890700200000.0,2909783000000.0,2978847000000.0,2859203300000.0,2976355700000.0,2990120400000.0,2902758500000.0,2928045000000.0,2892123000000.0
2027.0,2926514000000.0,2906526300000.0,2811226800000.0,2972022500000.0,2850780300000.0,2879894600000.0,2882700300000.0,2953326600000.0,2834514000000.0,2959829400000.0,2977993900000.0,2878057000000.0,2907703000000.0,2870631200000.0
2028.0,2892726300000.0,2883313200000.0,2770905600000.0,2947686600000.0,2812878800000.0,2856610400000.0,2869186500000.0,2904636000000.0,2808845400000.0,2918190400000.0,2971910000000.0,2844043500000.0,2872211400000.0,2843304000000.0
2029.0,2892129400000.0,2849138800000.0,2719717300000.0,2923426700000.0,2775127200000.0,2833942600000.0,2850048000000.0,2892168200000.0,2784624000000.0,2918069300000.0,2934020500000.0,2805535600000.0,2842509000000.0,2811212000000.0
2030.0,2871780200000.0,2809021300000.0,2680043000000.0,2893248500000.0,2753434500000.0,2806959000000.0,2826003800000.0,2889221100000.0,2743650700000.0,2906564000000.0,2925517900000.0,2761772000000.0,2805368400000.0,2790536800000.0
2031.0,2841812700000.0,2782125000000.0,2634735200000.0,2870825700000.0,2712070800000.0,2788059500000.0,2808944800000.0,2872585000000.0,2715634600000.0,2891556600000.0,2900584300000.0,2733657800000.0,2758982800000.0,2775702300000.0
2032.0,2808855700000.0,2751352300000.0,2593560700000.0,2844459800000.0,2677535100000.0,2745696800000.0,2785938200000.0,2846490600000.0,2679158600000.0,2887348600000.0,2875144800000.0,2696618000000.0,2724470500000.0,2745043300000.0
2033.0,2787121000000.0,2731498000000.0,2558360000000.0,2807016200000.0,2644551700000.0,2718043200000.0,2762769000000.0,2816682800000.0,2645200200000.0,2847129200000.0,2863892300000.0,2643379400000.0,2686112500000.0,2715876900000.0
2034.0,2747868000000.0,2690179400000.0,2517154700000.0,2788282000000.0,2600996700000.0,2695571200000.0,2743195400000.0,2797545700000.0,2604526500000.0,2834350500000.0,2827112200000.0,2613279000000.0,2658693300000.0,2700613300000.0
2035.0,2739240000000.0,2639082600000.0,2488689000000.0,2772934600000.0,2571393000000.0,2661956200000.0,2727839300000.0,2804896200000.0,2578245500000.0,2825245700000.0,2806777000000.0,2584522500000.0,2613807700000.0,2667710300000.0
2036.0,2702821600000.0,2620579400000.0,2461686800000.0,2743314700000.0,2528219800000.0,2637048800000.0,2706457800000.0,2776164700000.0,2546815700000.0,2800201000000.0,2783258000000.0,2565996500000.0,2579720300000.0,2631239500000.0
2037.0,2667972100000.0,2607986200000.0,2420090600000.0,2733447600000.0,2473326300000.0,2608017400000.0,2680944300000.0,2738718000000.0,2511158600000.0,2773304000000.0,2772289500000.0,2517930300000.0,2565931000000.0,2602563500000.0
2038.0,2655028800000.0,2592057300000.0,2387093500000.0,2720269300000.0,2439803800000.0,2575549300000.0,2653265000000.0,2701047400000.0,2473710600000.0,2749661200000.0,2745098800000.0,2483847700000.0,2527364400000.0,2585931500000.0
2039.0,2635173700000.0,2568072000000.0,2349799300000.0,2703428000000.0,2402069500000.0,2553953000000.0,2617545900000.0,2671384200000.0,2446962200000.0,2730214000000.0,2726442800000.0,2446775000000.0,2497533200000.0,2556353600000.0
2040.0,2603654800000.0,2525479800000.0,2318111300000.0,2675603400000.0,2369670000000.0,2517103500000.0,2597145000000.0,2643647800000.0,2412556300000.0,2715115600000.0,2711590800000.0,2421516000000.0,2470632800000.0,2518868600000.0
2041.0,2576502200000.0,2487445000000.0,2281079800000.0,2635212300000.0,2324923200000.0,2482917600000.0,2573697000000.0,2614178600000.0,2390108000000.0,2686729000000.0,2693455700000.0,2384012200000.0,2427643500000.0,2474103000000.0
2042.0,2540614700000.0,2455599600000.0,2255183000000.0,2626795900000.0,2279676000000.0,2438855000000.0,2546472600000.0,2582757800000.0,2352668700000.0,2656973600000.0,2653704000000.0,2351069000000.0,2384199000000.0,2439981600000.0
2043.0,2513427000000.0,2420092400000.0,2222046000000.0,2602334000000.0,2247286600000.0,2405383800000.0,2535735200000.0,2553915600000.0,2316611000000.0,2626003400000.0,2607524300000.0,2325541600000.0,2359590000000.0,2408178300000.0
2044.0,2483483800000.0,2401489400000.0,2174321000000.0,2585213000000.0,2215271200000.0,2373338000000.0,2533267900000.0,2524721700000.0,2293436000000.0,2609014400000.0,2579820000000.0,2305722700000.0,2336093400000.0,2377406500000.0
2045.0,2452986800000.0,2380692000000.0,2137214700000.0,2582301000000.0,2181275300000.0,2334644200000.0,2513335000000.0,2465120400000.0,2262970000000.0,2589862400000.0,2567464000000.0,2280231500000.0,2286974700000.0,2344441300000.0
2046.0,2435525600000.0,2346654400000.0,2112487600000.0,2539941000000.0,2142888700000.0,2294151000000.0,2490059500000.0,2438139700000.0,2230585400000.0,2553355200000.0,2551179000000.0,2255845000000.0,2255890400000.0,2305892000000.0
2047.0,2405439600000.0,2322608200000.0,2096729600000.0,2515781300000.0,2114506300000.0,2249128100000.0,2461218600000.0,2423834000000.0,2216744500000.0,2528063000000.0,2521523600000.0,2218806700000.0,2245554600000.0,2278383200000.0
2048.0,2375781000000.0,2286363000000.0,2067072800000.0,2498072200000.0,2078771600000.0,2209704800000.0,2437018800000.0,2425344500000.0,2183952500000.0,2494248000000.0,2500244000000.0,2186560700000.0,2206081200000.0,2228357400000.0
2049.0,2333769200000.0,2255977000000.0,2041458500000.0,2477288800000.0,2045850700000.0,2175150500000.0,2431495000000.0,2386596200000.0,2152862400000.0,2471892600000.0,2475463500000.0,2147653000000.0,2166709800000.0,2204891600000.0
2050.0,2289286300000.0,2236622600000.0,2001356000000.0,2443630300000.0,2005871900000.0,2137149900000.0,2404326300000.0,2355658500000.0,2126462500000.0,2449311300000.0,2451323200000.0,2114212100000.0,2119141300000.0,2164073000000.0
2051.0,2254035700000.0,2212660000000.0,1969169000000.0,2400838500000.0,1959738900000.0,2102913400000.0,2369226300000.0,2321059700000.0,2102731000000.0,2419360000000.0,2412938800000.0,2074335500000.0,2074373500000.0,2124233600000.0
2052.0,2212122300000.0,2173248100000.0,1936446200000.0,2356489000000.0,1923120600000.0,2072441300000.0,2342881600000.0,2304855500000.0,2079353300000.0,2388947400000.0,2384201800000.0,2039111500000.0,2043649300000.0,2086140000000.0
2053.0,2173231600000.0,2147580900000.0,1902904900000.0,2316517800000.0,1890495100000.0,2036146000000.0,2316834400000.0,2274469600000.0,2046260800000.0,2358221500000.0,2356861000000.0,1996008600000.0,2006127300000.0,2053382500000.0
2054.0,2136401500000.0,2116652100000.0,1879512700000.0,2294488800000.0,1846150200000.0,1999092600000.0,2300560800000.0,2246890500000.0,2024430200000.0,2314032600000.0,2319378000000.0,1960636400000.0,1974049300000.0,2008639700000.0
2055.0,2102969500000.0,2099824300000.0,1844724100000.0,2262442400000.0,1812172600000.0,1952575000000.0,2267213500000.0,2205980800000.0,2003462000000.0,2273433600000.0,2278487200000.0,1931775400000.0,1938304300000.0,1968431400000.0
2056.0,2079012000000.0,2071159400000.0,1808387400000.0,2215955000000.0,1787332800000.0,1911009400000.0,2257113600000.0,2174346700000.0,1966699400000.0,2237848000000.0,2254142700000.0,1885113500000.0,1906734400000.0,1936282600000.0
2057.0,2058911700000.0,2044113200000.0,1777659800000.0,2184057800000.0,1755225800000.0,1869459100000.0,2239062900000.0,2134131900000.0,1929173900000.0,2200163300000.0,2214997000000.0,1851786300000.0,1859261200000.0,1898225700000.0
2058.0,2022045900000.0,1999838100000.0,1738489500000.0,2131185000000.0,1721955800000.0,1818562100000.0,2195725400000.0,2115556000000.0,1902906400000.0,2168716400000.0,2179370600000.0,1827286200000.0,1835985500000.0,1864348300000.0
2059.0,1985234200000.0,1961615400000.0,1706880500000.0,2095416600000.0,1688645300000.0,1769242500000.0,2170163200000.0,2092358200000.0,1870714400000.0,2145146000000.0,2141648200000.0,1809742200000.0,1807920000000.0,1835776200000.0
2060.0,1950482400000.0,1935615700000.0,1682559700000.0,2054516900000.0,1654314400000.0,1733213700000.0,2132223700000.0,2074543100000.0,1853488200000.0,2094415900000.0,2117651500000.0,1787938100000.0,1789684900000.0,1808938200000.0
2061.0,1932248600000.0,1916804800000.0,1650946000000.0,2023548000000.0,1620014500000.0,1685780200000.0,2095073500000.0,2027861300000.0,1834241100000.0,2053357800000.0,2090711800000.0,1756503500000.0,1772308500000.0,1777372000000.0
2062.0,1905025700000.0,1897741800000.0,1623863600000.0,2001080200000.0,1587041900000.0,1648171800000.0,2055496400000.0,1992121800000.0,1803911700000.0,2029706700000.0,2060214000000.0,1741314900000.0,1748441000000.0,1752567000000.0
2063.0,1874874600000.0,1868759300000.0,1595874700000.0,1978863700000.0,1556896200000.0,1605002100000.0,2025357000000.0,1950354000000.0,1768633400000.0,2006366800000.0,2025691000000.0,1712076600000.0,1728036700000.0,1730944600000.0
2064.0,1843518500000.0,1851705700000.0,1563971600000.0,1931995500000.0,1521515200000.0,1560297300000.0,1988967500000.0,1934155600000.0,1729829900000.0,1981973700000.0,1997131400000.0,1677419000000.0,1714201000000.0,1699121000000.0
2065.0,1813244800000.0,1821096400000.0,1538587000000.0,1886627000000.0,1492365100000.0,1521631500000.0,1963892100000.0,1899073100000.0,1704467600000.0,1958721900000.0,1949685800000.0,1654652400000.0,1691661900000.0,1670406000000.0
2066.0,1783677800000.0,1790086500000.0,1509815400000.0,1855468200000.0,1466548600000.0,1493496600000.0,1940865200000.0,1877478300000.0,1676150800000.0,1926848600000.0,1917156900000.0,1626462000000.0,1669458000000.0,1643314500000.0
2067.0,1744212600000.0,1771142900000.0,1492433600000.0,1819597900000.0,1440858000000.0,1452331500000.0,1922448800000.0,1849567700000.0,1651751500000.0,1901821300000.0,1890357700000.0,1603493200000.0,1646329000000.0,1614362300000.0
2068.0,1726070500000.0,1766512500000.0,1463278400000.0,1777523400000.0,1411628700000.0,1404704900000.0,1888112300000.0,1834298100000.0,1620336700000.0,1860478700000.0,1863629400000.0,1578087200000.0,1618368100000.0,1589593100000.0
2069.0,1704655800000.0,1735082000000.0,1438500300000.0,1748754200000.0,1385229300000.0,1372053700000.0,1864301700000.0,1803272800000.0,1588955400000.0,1822936800000.0,1830841700000.0,1554881600000.0,1605218500000.0,1564873600000.0
2070.0,1678559200000.0,1702489800000.0,1412303400000.0,1706593500000.0,1361890000000.0,1345219100000.0,1836427100000.0,1766373500000.0,1563042100000.0,1796873000000.0,1805251000000.0,1528290500000.0,1595752600000.0,1547232700000.0
2071.0,1656082000000.0,1677742800000.0,1396101100000.0,1673125800000.0,1332567500000.0,1314047300000.0,1813968800000.0,1730296700000.0,1536352300000.0,1776263800000.0,1772462000000.0,1513420800000.0,1560369200000.0,1522619100000.0
2072.0,1632279500000.0,1651528200000.0,1368903300000.0,1631564100000.0,1314090000000.0,1285582000000.0,1784302800000.0,1713175300000.0,1507826500000.0,1755511700000.0,1747635000000.0,1497461700000.0,1535795300000.0,1494578500000.0
2073.0,1593334400000.0,1638007000000.0,1346684200000.0,1592724800000.0,1291629400000.0,1250003400000.0,1763610000000.0,1687019600000.0,1481960000000.0,1724531100000.0,1719293400000.0,1490648600000.0,1511183200000.0,1467292200000.0
2074.0,1567048700000.0,1616546900000.0,1318852000000.0,1550008300000.0,1276313200000.0,1210092000000.0,1730675900000.0,1673746700000.0,1462161600000.0,1698490900000.0,1697222900000.0,1470921200000.0,1483806200000.0,1443215200000.0
2075.0,1545039400000.0,1595867800000.0,1298390500000.0,1515281200000.0,1256630100000.0,1182043100000.0,1704053800000.0,1647578300000.0,1428729900000.0,1674284900000.0,1670925400000.0,1447219000000.0,1462728400000.0,1412181100000.0
2076.0,1523582400000.0,1577475200000.0,1278782500000.0,1486081400000.0,1244680700000.0,1161616200000.0,1675028000000.0,1616291800000.0,1407308500000.0,1647759600000.0,1632475000000.0,1432330400000.0,1450585500000.0,1390193800000.0
2077.0,1502462700000.0,1552650300000.0,1252988300000.0,1447779900000.0,1225935600000.0,1136859200000.0,1648651300000.0,1578188400000.0,1387075300000.0,1629508900000.0,1577692800000.0,1406241200000.0,1427793500000.0,1378766700000.0
2078.0,1476671700000.0,1533694300000.0,1228096300000.0,1414796300000.0,1200158100000.0,1114515300000.0,1626936800000.0,1533200700000.0,1374691400000.0,1602157200000.0,1551438300000.0,1383523300000.0,1407815400000.0,1357346000000.0
2079.0,1454455900000.0,1519885900000.0,1211023800000.0,1374085200000.0,1177356900000.0,1095061000000.0,1608313000000.0,1492691500000.0,1345324200000.0,1574706600000.0,1527882700000.0,1355460500000.0,1380392400000.0,1332222500000.0
2080.0,1434530000000.0,1502898200000.0,1188252000000.0,1338202000000.0,1162974200000.0,1075763540000.0,1600357500000.0,1469019000000.0,1318483300000.0,1562837500000.0,1503174700000.0,1342478000000.0,1362678600000.0,1321017000000.0
2081.0,1411995900000.0,1477625500000.0,1170081600000.0,1322069000000.0,1148533000000.0,1052851500000.0,1579267100000.0,1438855300000.0,1300231900000.0,1536950700000.0,1467271000000.0,1316398800000.0,1335900800000.0,1299688500000.0
2082.0,1399743600000.0,1463007700000.0,1150066900000.0,1293486900000.0,1137525900000.0,1032588200000.0,1561834200000.0,1419504400000.0,1281412600000.0,1516662700000.0,1428070200000.0,1298883400000.0,1317512800000.0,1273742400000.0
2083.0,1387559100000.0,1448776700000.0,1128988100000.0,1270658500000.0,1124148400000.0,1013209800000.0,1538179900000.0,1394282000000.0,1269504400000.0,1501060100000.0,1397754000000.0,1277106200000.0,1283217000000.0,1258090900000.0
2084.0,1381165700000.0,1423997800000.0,1104745700000.0,1239278700000.0,1111391300000.0,992594600000.0,1518204600000.0,1364193400000.0,1254030600000.0,1496877900000.0,1374563100000.0,1265035400000.0,1256285400000.0,1233621100000.0
2085.0,1355214000000.0,1401887800000.0,1084389700000.0,1214416700000.0,1098563000000.0,977471800000.0,1502544500000.0,1341583500000.0,1239194300000.0,1497811400000.0,1349473900000.0,1249789200000.0,1242808200000.0,1218535200000.0
2086.0,1330601400000.0,1395997900000.0,1064411000000.0,1185796600000.0,1086195300000.0,963505400000.0,1483875700000.0,1319649100000.0,1219941600000.0,1479512600000.0,1318926300000.0,1228613100000.0,1223805400000.0,1203228500000.0
2087.0,1314073100000.0,1389822100000.0,1045956130000.0,1161296500000.0,1071863700000.0,944817100000.0,1458728300000.0,1293558600000.0,1204598300000.0,1456976200000.0,1285050700000.0,1219885900000.0,1208646900000.0,1186977200000.0
2088.0,1303096900000.0,1371956000000.0,1021914250000.0,1139129700000.0,1057464250000.0,922987300000.0,1439030600000.0,1277082700000.0,1188687900000.0,1439625500000.0,1260409000000.0,1193823600000.0,1192942100000.0,1166617300000.0
2089.0,1283280900000.0,1362056600000.0,1003145400000.0,1107862700000.0,1041074600000.0,909501400000.0,1421823700000.0,1251199500000.0,1171877800000.0,1438640200000.0,1238685300000.0,1175847000000.0,1169461100000.0,1155751600000.0
2090.0,1265436500000.0,1348536500000.0,983100000000.0,1080861600000.0,1028045800000.0,893764240000.0,1397760000000.0,1236064000000.0,1152582300000.0,1440159100000.0,1220735000000.0,1172556700000.0,1152488700000.0,1142585700000.0
2091.0,1242866600000.0,1340196100000.0,968595100000.0,1050096600000.0,1011573260000.0,870794400000.0,1385142300000.0,1218090400000.0,1138857900000.0,1422623200000.0,1206692300000.0,1160598800000.0,1134935300000.0,1131887200000.0
2092.0,1221242100000.0,1330007400000.0,950435640000.0,1026794060000.0,998765700000.0,855239560000.0,1372899800000.0,1204963900000.0,1129084400000.0,1401960100000.0,1186810600000.0,1141065500000.0,1122349900000.0,1116378400000.0
2093.0,1195650000000.0,1317862900000.0,938548260000.0,1000900850000.0,984990150000.0,841497400000.0,1356333300000.0,1185658600000.0,1119920200000.0,1388427500000.0,1165934200000.0,1125746500000.0,1100280600000.0,1107139100000.0
2094.0,1185649000000.0,1304726900000.0,925223200000.0,977185140000.0,981586540000.0,819741500000.0,1335420500000.0,1164519700000.0,1113624200000.0,1385632900000.0,1146034200000.0,1116582700000.0,1083613450000.0,1089859600000.0
2095.0,1164830700000.0,1291499200000.0,899782740000.0,954143600000.0,966749450000.0,811162600000.0,1316656800000.0,1147329000000.0,1091830600000.0,1378971500000.0,1129443800000.0,1106291200000.0,1066003600000.0,1073636500000.0
2096.0,1162313200000.0,1278220800000.0,886057900000.0,929445800000.0,950812600000.0,790372800000.0,1303388700000.0,1129000700000.0,1070837660000.0,1368936300000.0,1114485700000.0,1093685740000.0,1054427700000.0,1059107300000.0
2097.0,1139863300000.0,1259707800000.0,866056540000.0,906128900000.0,943183200000.0,776447600000.0,1287245800000.0,1112180500000.0,1058999200000.0,1352863700000.0,1093789200000.0,1082528400000.0,1042725800000.0,1044625800000.0
2098.0,1127206600000.0,1250416500000.0,841944200000.0,885605400000.0,932409970000.0,760908150000.0,1276077700000.0,1106508100000.0,1044621000000.0,1337406700000.0,1070134460000.0,1066497340000.0,1026119600000.0,1027521300000.0
2099.0,1116462000000.0,1235639500000.0,823668200000.0,868177200000.0,924344100000.0,745957300000.0,1256416700000.0,1093111450000.0,1024008900000.0,1324708800000.0,1048910230000.0,1054557140000.0,1011371300000.0,1016915200000.0
2100.0,1107613800000.0,1228260800000.0,813419860000.0,850992400000.0,919414240000.0,730233600000.0,1244326300000.0,1073344700000.0,1012276850000.0,1323944200000.0,1036408060000.0,1044985800000.0,1004020500000.0,1012160660000.0
