time,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG,GFDL-ESM4
2059.0,2719264000000.0,2579422000000.0,2797544100000.0,2908684300000.0
2060.0,2707614600000.0,2546827800000.0,2768685500000.0,2904645700000.0
2061.0,2704471200000.0,2532659000000.0,2754209400000.0,2893888000000.0
2062.0,2694899300000.0,2511866700000.0,2743458000000.0,2877947400000.0
2063.0,2677607800000.0,2500686500000.0,2720144000000.0,2865791000000.0
2064.0,2682456000000.0,2480566700000.0,2700309200000.0,2853093500000.0
2065.0,2681806800000.0,2462711800000.0,2690353500000.0,2844092000000.0
2066.0,2679462000000.0,2434574000000.0,2676609300000.0,2837418900000.0
2067.0,2675875500000.0,2417086700000.0,2667399600000.0,2825129300000.0
2068.0,2674681200000.0,2389545000000.0,2651367700000.0,2825669800000.0
2069.0,2671966000000.0,2375188200000.0,2635433000000.0,2807653700000.0
2070.0,2656475500000.0,2344638200000.0,2615313400000.0,2804329000000.0
2071.0,2648818000000.0,2317405700000.0,2590656700000.0,2802571500000.0
2072.0,2643664600000.0,2299363600000.0,2584826000000.0,2791959200000.0
2073.0,2636703000000.0,2285166400000.0,2571508000000.0,2780173700000.0
2074.0,2634089800000.0,2265196800000.0,2553399500000.0,2767433800000.0
2075.0,2626876000000.0,2253190300000.0,2535830300000.0,2765004500000.0
2076.0,2622047400000.0,2224419500000.0,2521035200000.0,2758836000000.0
2077.0,2620605600000.0,2203815200000.0,2506054000000.0,2755396600000.0
2078.0,2619889200000.0,2189194600000.0,2490537300000.0,2737479600000.0
2079.0,2624886700000.0,2175459500000.0,2477822600000.0,2734237700000.0
2080.0,2613277400000.0,2155146600000.0,2470625000000.0,2726915700000.0
2081.0,2609629400000.0,2140481400000.0,2462018200000.0,2734152000000.0
2082.0,2602044000000.0,2126426400000.0,2450459000000.0,2733295300000.0
2083.0,2598675400000.0,2115178200000.0,2432495000000.0,2727551400000.0
2084.0,2589103500000.0,2104985900000.0,2412859000000.0,2712525000000.0
2085.0,2586034600000.0,2093276100000.0,2396255200000.0,2700845300000.0
2086.0,2583379800000.0,2085390000000.0,2390830000000.0,2696000300000.0
2087.0,2573806300000.0,2076523600000.0,2381340200000.0,2694972700000.0
2088.0,2576360100000.0,2058424400000.0,2359457500000.0,2690632600000.0
2089.0,2577938500000.0,2044467000000.0,2356223400000.0,2686682000000.0
2090.0,2575162400000.0,2039219000000.0,2348214000000.0,2683178800000.0
2091.0,2576943000000.0,2023592800000.0,2323375700000.0,2680897000000.0
2092.0,2574569400000.0,2014990700000.0,2310414500000.0,2681158500000.0
2093.0,2575798400000.0,2001786500000.0,2298269100000.0,2675525300000.0
2094.0,2575665200000.0,1997471600000.0,2275475000000.0,2674856600000.0
2095.0,2580562800000.0,1985142200000.0,2250877200000.0,2667895300000.0
2096.0,2581227600000.0,1975074000000.0,2240348700000.0,2665181600000.0
2097.0,2582259000000.0,1967665800000.0,2227202200000.0,2663749500000.0
2098.0,2580192200000.0,1954874100000.0,2217655100000.0,2666276300000.0
2099.0,2587289700000.0,1948852400000.0,2204752200000.0,2666508000000.0
2100.0,2592418800000.0,1942253200000.0,2184676500000.0,2655108000000.0
