time,CESM2,GFDL-ESM4,ACCESS-ESM1-5,CESM2-WACCM,INM-CM5-0,NORESM2-MM,TAIESM1,IPSL-CM6A-LR,ACCESS-CM2,CMCC-CM2-SR5,CAMS-CSM1-0,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3,BCC-CSM2-MR,FGOALS-F3-L,MPI-ESM1-2-HR,MRI-ESM2-0,CANESM5
2038.0,3162089500000.0,3216737000000.0,3214119800000.0,3136724000000.0,3051827800000.0,3229881200000.0,2963794300000.0,3174842500000.0,3069350800000.0,3174611600000.0,3015668700000.0,3219362700000.0,3140101900000.0,2892140600000.0,3108197400000.0,3206480400000.0,3165440700000.0,2965425400000.0,2784959100000.0
2039.0,3136277000000.0,3189587300000.0,3204972800000.0,3126087400000.0,3026210800000.0,3219220000000.0,2934534800000.0,3154747600000.0,3041191000000.0,3137101600000.0,2995087700000.0,3208591400000.0,3130151000000.0,2849412700000.0,3091391000000.0,3184282600000.0,3144592400000.0,2941375700000.0,2741374800000.0
2040.0,3106452000000.0,3167100600000.0,3192861800000.0,3105837300000.0,2998018800000.0,3198125900000.0,2904074000000.0,3132831600000.0,3023613000000.0,3115918000000.0,2975381000000.0,3196156600000.0,3104249500000.0,2806026000000.0,3070609300000.0,3169534600000.0,3126382600000.0,2911758000000.0,2692314300000.0
2041.0,3081960200000.0,3134704000000.0,3181432500000.0,3085420000000.0,2972496700000.0,3171948200000.0,2880727700000.0,3117032700000.0,3004432600000.0,3094621500000.0,2956079100000.0,3181095000000.0,3086732000000.0,2760124400000.0,3045515900000.0,3154255800000.0,3106967700000.0,2883929500000.0,2648678600000.0
2042.0,3050937500000.0,3107571400000.0,3170158500000.0,3064177000000.0,2947461000000.0,3151695400000.0,2847802000000.0,3099990700000.0,2988020600000.0,3070915800000.0,2940013600000.0,3157127900000.0,3060335400000.0,2715533200000.0,3022488600000.0,3138080700000.0,3090737800000.0,2848961900000.0,2606945500000.0
2043.0,3032108200000.0,3097531300000.0,3154333400000.0,3039778800000.0,2921380400000.0,3140210000000.0,2818767000000.0,3076442600000.0,2973042500000.0,3039365400000.0,2924710700000.0,3149631800000.0,3030734900000.0,2665978300000.0,2993941400000.0,3126325700000.0,3067476400000.0,2819622700000.0,2569511600000.0
2044.0,3016917500000.0,3080090000000.0,3127663100000.0,3019508000000.0,2897009700000.0,3119605000000.0,2790905600000.0,3059207400000.0,2955176000000.0,2983985200000.0,2897202600000.0,3138459000000.0,3000021500000.0,2616026700000.0,2982034000000.0,3109159200000.0,3040556400000.0,2787709600000.0,2520045000000.0
2045.0,2998170600000.0,3072527700000.0,3122716500000.0,2999740300000.0,2869387300000.0,3098849300000.0,2745127400000.0,3035696700000.0,2933704000000.0,2945627000000.0,2872936800000.0,3118273400000.0,2977305000000.0,2576189200000.0,2962138600000.0,3089688200000.0,3021176800000.0,2756606200000.0,2458157600000.0
2046.0,2976829000000.0,3052928800000.0,3121506200000.0,2971542200000.0,2850674700000.0,3090127000000.0,2716400000000.0,3008933100000.0,2900891000000.0,2916202600000.0,2854881000000.0,3095340500000.0,2957515700000.0,2532689800000.0,2934324600000.0,3075463700000.0,2997035000000.0,2724751000000.0,2411454800000.0
2047.0,2951702000000.0,3038505000000.0,3106432400000.0,2952790300000.0,2823180500000.0,3080817000000.0,2675611300000.0,2979537000000.0,2868674800000.0,2876868700000.0,2830932600000.0,3074477500000.0,2937170200000.0,2479802300000.0,2914672400000.0,3051071200000.0,2977230200000.0,2685571000000.0,2359800000000.0
2048.0,2927978000000.0,3027892200000.0,3098763600000.0,2922740700000.0,2801775700000.0,3064412200000.0,2628346400000.0,2948054000000.0,2831566000000.0,2827584800000.0,2802786200000.0,3042509600000.0,2896017200000.0,2437220700000.0,2887054500000.0,3018727400000.0,2959131000000.0,2645190200000.0,2310917000000.0
2049.0,2909994500000.0,2993520000000.0,3083605000000.0,2898961600000.0,2781599500000.0,3049561300000.0,2580221300000.0,2916078600000.0,2807766000000.0,2779932500000.0,2778816300000.0,3012122000000.0,2868363400000.0,2401240600000.0,2869936300000.0,2981411200000.0,2944863800000.0,2614459400000.0,2259071800000.0
2050.0,2878378900000.0,2968359000000.0,3056078400000.0,2871641000000.0,2758372000000.0,3035817300000.0,2529275000000.0,2895975000000.0,2777571000000.0,2730388600000.0,2747404400000.0,2989167500000.0,2838213000000.0,2367584700000.0,2840601000000.0,2948944600000.0,2926610200000.0,2571296300000.0,2200565400000.0
2051.0,2850265800000.0,2958213500000.0,3036607000000.0,2848064300000.0,2733322800000.0,3013649600000.0,2473914000000.0,2870700000000.0,2761069000000.0,2703064000000.0,2726944600000.0,2961778700000.0,2801774000000.0,2321550100000.0,2808330300000.0,2919195700000.0,2918489800000.0,2535266500000.0,2146904700000.0
2052.0,2824830500000.0,2942309200000.0,3018148300000.0,2813721800000.0,2699274500000.0,3003921700000.0,2429696600000.0,2840651400000.0,2737129400000.0,2674333300000.0,2707070000000.0,2933502000000.0,2774874500000.0,2274511800000.0,2781499000000.0,2884508600000.0,2891929400000.0,2502506300000.0,2085051200000.0
2053.0,2788847500000.0,2921362000000.0,2992234000000.0,2792623000000.0,2669629700000.0,2992356700000.0,2373758000000.0,2814020400000.0,2704898800000.0,2644026300000.0,2689201000000.0,2905112000000.0,2722203000000.0,2229175800000.0,2759075600000.0,2855615300000.0,2870919000000.0,2469185700000.0,2041328300000.0
2054.0,2767104000000.0,2905875200000.0,2969288000000.0,2754804700000.0,2638890100000.0,2979859500000.0,2326364700000.0,2782343200000.0,2669859300000.0,2605797300000.0,2671934700000.0,2879480000000.0,2687826700000.0,2201792300000.0,2731454500000.0,2824160400000.0,2852279000000.0,2429300000000.0,1992438800000.0
2055.0,2742646200000.0,2891668000000.0,2942315800000.0,2727747300000.0,2606916200000.0,2966726400000.0,2271071700000.0,2746555000000.0,2635615000000.0,2578946500000.0,2649611300000.0,2851528000000.0,2648699600000.0,2162539000000.0,2707748000000.0,2783558000000.0,2827575600000.0,2397799000000.0,1941897500000.0
2056.0,2719971300000.0,2873704600000.0,2919381900000.0,2712689700000.0,2574973400000.0,2954467000000.0,2221088000000.0,2716111500000.0,2608867600000.0,2544600000000.0,2627681000000.0,2816457300000.0,2604331000000.0,2124812600000.0,2677393600000.0,2741130200000.0,2809535700000.0,2368272300000.0,1886705000000.0
2057.0,2690240700000.0,2855164700000.0,2884761000000.0,2684064400000.0,2550714000000.0,2934771500000.0,2176088800000.0,2681461300000.0,2575905300000.0,2498731000000.0,2603809500000.0,2793380200000.0,2568247300000.0,2085779700000.0,2652077000000.0,2702189000000.0,2788717000000.0,2337979500000.0,1834014200000.0
2058.0,2676093400000.0,2842396700000.0,2860843500000.0,2661769000000.0,2518553200000.0,2921742200000.0,2135721900000.0,2652745500000.0,2544969700000.0,2468718300000.0,2587623400000.0,2760706600000.0,2532774000000.0,2048202100000.0,2637176200000.0,2659013000000.0,2767883300000.0,2306280000000.0,1777380800000.0
2059.0,2649298600000.0,2816385500000.0,2847033000000.0,2641289300000.0,2492484000000.0,2910060800000.0,2102449400000.0,2629129000000.0,2505906800000.0,2437313200000.0,2564494500000.0,2742952700000.0,2507976200000.0,2010420700000.0,2614000000000.0,2614771600000.0,2759728600000.0,2286902600000.0,1726712100000.0
2060.0,2629683000000.0,2786053800000.0,2817615700000.0,2609356700000.0,2463741000000.0,2893253700000.0,2046608800000.0,2601969000000.0,2467293300000.0,2395380600000.0,2528200400000.0,2714007500000.0,2460346500000.0,1972719600000.0,2596597700000.0,2580451400000.0,2742093000000.0,2262751000000.0,1669114600000.0
2061.0,2607647000000.0,2760671000000.0,2796287000000.0,2577704400000.0,2440358000000.0,2878311200000.0,1991681200000.0,2568500500000.0,2432305700000.0,2355247400000.0,2501381500000.0,2675370400000.0,2429081400000.0,1933453200000.0,2572786300000.0,2550325000000.0,2729518800000.0,2230696800000.0,1610586500000.0
2062.0,2581077200000.0,2745631500000.0,2768259300000.0,2551766000000.0,2424421700000.0,2865029000000.0,1943897400000.0,2542369200000.0,2394453700000.0,2320874900000.0,2474327100000.0,2645738400000.0,2402412000000.0,1897813000000.0,2550938000000.0,2527864600000.0,2716437600000.0,2206724500000.0,1556398200000.0
2063.0,2570244800000.0,2733191200000.0,2742471600000.0,2536140200000.0,2400426100000.0,2846773500000.0,1895468800000.0,2509490000000.0,2364193000000.0,2267804300000.0,2455925200000.0,2592699800000.0,2373676000000.0,1867447700000.0,2510360400000.0,2488062000000.0,2695268000000.0,2183116000000.0,1509136800000.0
2064.0,2538139300000.0,2712272000000.0,2733213700000.0,2516978000000.0,2376183000000.0,2829021600000.0,1849487900000.0,2479940200000.0,2337306300000.0,2213140000000.0,2430776000000.0,2548647600000.0,2348723500000.0,1839579100000.0,2481886300000.0,2461703300000.0,2685383200000.0,2154600900000.0,1455344700000.0
2065.0,2502633200000.0,2690781800000.0,2725463000000.0,2503016400000.0,2350402800000.0,2811901200000.0,1813271800000.0,2452676000000.0,2308924500000.0,2160385200000.0,2411256300000.0,2515984000000.0,2309199200000.0,1800971700000.0,2454571000000.0,2424395000000.0,2662806300000.0,2137352700000.0,1402721300000.0
2066.0,2470757000000.0,2664333000000.0,2719263800000.0,2477556500000.0,2326827600000.0,2798649900000.0,1778660700000.0,2426393600000.0,2280671200000.0,2113569700000.0,2380686000000.0,2486054700000.0,2283944000000.0,1766048000000.0,2409849000000.0,2376552700000.0,2645390300000.0,2117652800000.0,1354758900000.0
2067.0,2437236700000.0,2649604000000.0,2700738000000.0,2459494000000.0,2297558000000.0,2787389000000.0,1741317100000.0,2400109200000.0,2247101800000.0,2069186500000.0,2356917000000.0,2447539400000.0,2244296600000.0,1735825300000.0,2379218400000.0,2342156800000.0,2626718500000.0,2101807300000.0,1310841500000.0
2068.0,2413884300000.0,2632588500000.0,2690268500000.0,2438904000000.0,2266106700000.0,2764491500000.0,1703577500000.0,2374326800000.0,2199877800000.0,2016018600000.0,2335127000000.0,2408964700000.0,2204373400000.0,1700357600000.0,2347001700000.0,2305906400000.0,2604948000000.0,2091947500000.0,1264042200000.0
2069.0,2395381200000.0,2617024400000.0,2679934000000.0,2417143000000.0,2245481700000.0,2754102200000.0,1667337600000.0,2350527800000.0,2162929400000.0,1960123200000.0,2321421000000.0,2367893000000.0,2163423400000.0,1660920700000.0,2321026400000.0,2272435600000.0,2586412300000.0,2071432300000.0,1208343600000.0
2070.0,2376186700000.0,2592885000000.0,2651362400000.0,2401700400000.0,2221028000000.0,2736982000000.0,1635997200000.0,2321676800000.0,2129992900000.0,1910555700000.0,2310030200000.0,2327355000000.0,2101257000000.0,1622420900000.0,2295795800000.0,2230055600000.0,2572352000000.0,2051363600000.0,1159519900000.0
2071.0,2348452700000.0,2574708600000.0,2622380600000.0,2386246000000.0,2195636500000.0,2714245800000.0,1606295600000.0,2292998000000.0,2082837100000.0,1871987000000.0,2288860000000.0,2297478500000.0,2069739000000.0,1585975500000.0,2268864700000.0,2193913000000.0,2554358000000.0,2026715000000.0,1110372400000.0
2072.0,2326589000000.0,2551242800000.0,2608057500000.0,2370530000000.0,2164495900000.0,2698375900000.0,1572149100000.0,2268241000000.0,2041132600000.0,1833618200000.0,2255491700000.0,2260750600000.0,2027436000000.0,1549566000000.0,2238337300000.0,2151327100000.0,2527408200000.0,2006595300000.0,1067738460000.0
2073.0,2304058600000.0,2530587000000.0,2597946000000.0,2347270000000.0,2144396900000.0,2687290000000.0,1542523800000.0,2239313500000.0,2002690600000.0,1787348600000.0,2230474500000.0,2220711200000.0,1986729900000.0,1520240200000.0,2201748000000.0,2105100100000.0,2505532500000.0,1993609300000.0,1023590330000.0
2074.0,2287991000000.0,2508363000000.0,2575602000000.0,2328448500000.0,2120470900000.0,2671749400000.0,1507878500000.0,2202875200000.0,1972149700000.0,1747702900000.0,2211712000000.0,2178820600000.0,1942526100000.0,1480247100000.0,2178158300000.0,2056410400000.0,2481318800000.0,1974829300000.0,977460850000.0
2075.0,2260805000000.0,2491027600000.0,2550956600000.0,2311230000000.0,2098376700000.0,2662270200000.0,1477860700000.0,2172272000000.0,1930056200000.0,1702993600000.0,2175278800000.0,2139387700000.0,1908376000000.0,1441669800000.0,2147004700000.0,2019988000000.0,2457485700000.0,1958133400000.0,927796400000.0
2076.0,2236195000000.0,2474128700000.0,2522017700000.0,2288683000000.0,2074133800000.0,2638266500000.0,1444545800000.0,2133967600000.0,1886304300000.0,1666322000000.0,2146244600000.0,2096921000000.0,1867386700000.0,1402799400000.0,2123818300000.0,1970543000000.0,2438070800000.0,1935332300000.0,883076040000.0
2077.0,2213546600000.0,2455341000000.0,2502515000000.0,2262236000000.0,2048234400000.0,2618302100000.0,1410879600000.0,2097561600000.0,1846918500000.0,1626628200000.0,2123878100000.0,2062612400000.0,1829174500000.0,1366936400000.0,2094224500000.0,1918365700000.0,2419784200000.0,1920972000000.0,839998700000.0
2078.0,2192857400000.0,2438076800000.0,2468716500000.0,2222452400000.0,2023849200000.0,2599326800000.0,1385506400000.0,2068168600000.0,1804807700000.0,1582976100000.0,2112926800000.0,2024540700000.0,1782103000000.0,1330914000000.0,2076178900000.0,1863304600000.0,2399348000000.0,1907928600000.0,791733140000.0
2079.0,2167909500000.0,2414742000000.0,2444507700000.0,2201477200000.0,2003559100000.0,2580769700000.0,1350792200000.0,2030181300000.0,1762602900000.0,1537938000000.0,2090993700000.0,1992890900000.0,1735283800000.0,1291196600000.0,2056208400000.0,1811914400000.0,2382961600000.0,1884546500000.0,745163700000.0
2080.0,2149607500000.0,2394818000000.0,2424124000000.0,2164070400000.0,1984073000000.0,2559667300000.0,1321238700000.0,1993037600000.0,1722297700000.0,1483388200000.0,2062391700000.0,1956008200000.0,1687429200000.0,1247023200000.0,2043787000000.0,1763781800000.0,2362945800000.0,1872452000000.0,703190400000.0
2081.0,2117992300000.0,2373597500000.0,2399181200000.0,2137627000000.0,1965075700000.0,2535206000000.0,1292274600000.0,1960471200000.0,1688219400000.0,1431969500000.0,2036139700000.0,1935637200000.0,1641522800000.0,1210006900000.0,2022026400000.0,1716882900000.0,2343658300000.0,1856713100000.0,660428800000.0
2082.0,2089831400000.0,2357820000000.0,2380170000000.0,2096563000000.0,1942348500000.0,2513267600000.0,1261494000000.0,1923642800000.0,1655326500000.0,1386377400000.0,2022653600000.0,1899674300000.0,1594055700000.0,1170421000000.0,1991891600000.0,1668062800000.0,2321221200000.0,1842678000000.0,619057100000.0
2083.0,2056405800000.0,2330613300000.0,2356251000000.0,2064402100000.0,1908672800000.0,2488230200000.0,1229049400000.0,1885314200000.0,1614883300000.0,1347452000000.0,2002468600000.0,1870927000000.0,1539779200000.0,1129203200000.0,1960422500000.0,1621393800000.0,2298413300000.0,1826521500000.0,576004800000.0
2084.0,2025194300000.0,2305587700000.0,2330760300000.0,2031864600000.0,1885663000000.0,2465105000000.0,1200359600000.0,1864094600000.0,1576379100000.0,1308714100000.0,1985904600000.0,1845871100000.0,1489100700000.0,1089343300000.0,1929879100000.0,1581920800000.0,2277751700000.0,1813010400000.0,534280140000.0
2085.0,1997885100000.0,2280032600000.0,2298323000000.0,1993639500000.0,1863743600000.0,2427257600000.0,1179718400000.0,1832733800000.0,1540107000000.0,1255942900000.0,1966698900000.0,1822552600000.0,1434022400000.0,1050926300000.0,1910559700000.0,1539905700000.0,2261869700000.0,1794141300000.0,492359580000.0
