time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CESM2-WACCM
2059.0,2678087700000.0,2339089700000.0,1764045800000.0,2758149100000.0
2060.0,2660599000000.0,2316713900000.0,1709863200000.0,2744439500000.0
2061.0,2640658000000.0,2295567200000.0,1668745800000.0,2726766800000.0
2062.0,2610201600000.0,2276167000000.0,1628203300000.0,2705937000000.0
2063.0,2589851400000.0,2253621600000.0,1587097200000.0,2696415800000.0
2064.0,2563859300000.0,2237609500000.0,1546293500000.0,2677277200000.0
2065.0,2541762400000.0,2226718200000.0,1501758600000.0,2659299600000.0
2066.0,2525017100000.0,2213451100000.0,1459870500000.0,2645861900000.0
2067.0,2502198600000.0,2202757500000.0,1417671300000.0,2641417700000.0
2068.0,2486877300000.0,2189258100000.0,1372521400000.0,2632920900000.0
2069.0,2468130300000.0,2189431500000.0,1332744300000.0,2623142400000.0
2070.0,2445518600000.0,2183768000000.0,1292332200000.0,2617093000000.0
2071.0,2423233000000.0,2176765900000.0,1250714000000.0,2611603600000.0
2072.0,2398232500000.0,2164400600000.0,1210092700000.0,2611540100000.0
2073.0,2380498000000.0,2155847200000.0,1170173100000.0,2609534200000.0
2074.0,2360751200000.0,2142628000000.0,1132689800000.0,2599462600000.0
2075.0,2344998100000.0,2132547600000.0,1096989150000.0,2595332000000.0
2076.0,2331654500000.0,2122953400000.0,1058394500000.0,2590612400000.0
2077.0,2319402000000.0,2109603300000.0,1018882300000.0,2585848000000.0
2078.0,2300752000000.0,2108430100000.0,982587700000.0,2579990000000.0
2079.0,2286103300000.0,2102560700000.0,950302500000.0,2577349200000.0
2080.0,2274498200000.0,2093709000000.0,920690500000.0,2569321800000.0
2081.0,2260326700000.0,2084739700000.0,888149400000.0,2570878000000.0
2082.0,2243578600000.0,2081445000000.0,858521860000.0,2574297900000.0
2083.0,2231238000000.0,2074513400000.0,829220260000.0,2572513700000.0
2084.0,2218298400000.0,2069397600000.0,801783700000.0,2575235300000.0
2085.0,2209657000000.0,2067440300000.0,769606000000.0,2576930600000.0
2086.0,2205543800000.0,2068944100000.0,738839360000.0,2576048700000.0
2087.0,2195173300000.0,2069329100000.0,707360600000.0,2581925000000.0
2088.0,2185881700000.0,2067635600000.0,676492100000.0,2583748700000.0
2089.0,2169371000000.0,2073092300000.0,644582300000.0,2585353500000.0
2090.0,2159819400000.0,2068597000000.0,616587130000.0,2583525300000.0
2091.0,2146212400000.0,2063636000000.0,591878950000.0,2586340000000.0
2092.0,2134648600000.0,2064777000000.0,569343900000.0,2591409000000.0
2093.0,2122739400000.0,2060923300000.0,550161600000.0,2593097500000.0
2094.0,2109098700000.0,2066305100000.0,523292380000.0,2591606700000.0
2095.0,2095914300000.0,2074026300000.0,501144350000.0,2589338000000.0
2096.0,2083363500000.0,2069623300000.0,479970600000.0,2593305700000.0
2097.0,2064084800000.0,2066837400000.0,461518140000.0,2595525200000.0
2098.0,2058933800000.0,2067351200000.0,443614230000.0,2592642400000.0
2099.0,2045751000000.0,2072706500000.0,428316460000.0,2600965200000.0
2100.0,2040238800000.0,2077648200000.0,415288800000.0,2604616600000.0
