time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2031.0,103891520000.0,103719920000.0,104354690000.0,103926910000.0,103775210000.0
2032.0,103828270000.0,103698690000.0,104102300000.0,103849830000.0,103747150000.0
2033.0,103813400000.0,103592690000.0,104686760000.0,103793610000.0,103657900000.0
2034.0,103772496000.0,103522640000.0,104121240000.0,103710320000.0,103561750000.0
2035.0,104125510000.0,103426425000.0,104021090000.0,103626390000.0,103483900000.0
2036.0,103822746000.0,103305530000.0,104473575000.0,103557330000.0,103398340000.0
2037.0,103737830000.0,103189820000.0,104076796000.0,103482140000.0,103352410000.0
2038.0,103680290000.0,103078470000.0,104333754000.0,103402220000.0,103245100000.0
2039.0,103655280000.0,102963995000.0,104059535000.0,103455425000.0,103141620000.0
2040.0,103716130000.0,102821030000.0,104203370000.0,103301640000.0,103097680000.0
2041.0,103525830000.0,102685510000.0,103910154000.0,103193625000.0,103001210000.0
2042.0,103518560000.0,102505510000.0,103901760000.0,103123060000.0,102856150000.0
2043.0,103391660000.0,102347020000.0,103938580000.0,103021216000.0,102796970000.0
2044.0,103295760000.0,102097860000.0,103937310000.0,102870835000.0,102585000000.0
2045.0,103240580000.0,101883036000.0,103685150000.0,102686640000.0,102496680000.0
2046.0,103198960000.0,101682940000.0,103609975000.0,102629410000.0,102618470000.0
2047.0,103130720000.0,101456175000.0,103546680000.0,102720910000.0,102469800000.0
2048.0,103003390000.0,101092440000.0,103698080000.0,102583520000.0,102203870000.0
2049.0,102863930000.0,100873945000.0,103539425000.0,102383360000.0,102024100000.0
2050.0,102811040000.0,100699600000.0,103448910000.0,102239535000.0,101839320000.0
2051.0,102721910000.0,100462220000.0,103295090000.0,102021554000.0,101774800000.0
2052.0,102636340000.0,100145880000.0,103192170000.0,101835400000.0,101493290000.0
2053.0,102554340000.0,99864450000.0,103002866000.0,101902440000.0,101315110000.0
2054.0,102420540000.0,99507610000.0,102823160000.0,102814530000.0,101073715000.0
2055.0,102317930000.0,99116300000.0,103064930000.0,101730060000.0,100873460000.0
2056.0,102208720000.0,98826625000.0,102777496000.0,101547330000.0,100716930000.0
2057.0,102073420000.0,98525400000.0,102725810000.0,101481220000.0,100434895000.0
2058.0,101997120000.0,98035190000.0,102511360000.0,101214340000.0,100246820000.0
2059.0,101798085000.0,97718640000.0,102318285000.0,100959330000.0,99989905000.0
2060.0,101590110000.0,97350170000.0,102388520000.0,100988700000.0,99744150000.0
2061.0,101345330000.0,96863310000.0,102046760000.0,100931944000.0,99501480000.0
2062.0,101258660000.0,96389276000.0,101951030000.0,100633800000.0,99165760000.0
2063.0,101102535000.0,96038370000.0,101833376000.0,100283650000.0,98981430000.0
2064.0,101258050000.0,95866250000.0,101637010000.0,99936440000.0,98714920000.0
2065.0,101121384000.0,95197680000.0,101534850000.0,99489030000.0,98566590000.0
2066.0,100736340000.0,94687035000.0,101356300000.0,100232560000.0,98323770000.0
2067.0,100499220000.0,94048410000.0,101614380000.0,99231330000.0,98420240000.0
2068.0,100196630000.0,93422820000.0,102014330000.0,98923050000.0,98010870000.0
2069.0,99941720000.0,92932420000.0,101607080000.0,98761310000.0,97663210000.0
2070.0,99743940000.0,92524100000.0,100997186000.0,98349740000.0,97527160000.0
2071.0,99566625000.0,91989010000.0,100809860000.0,98677694000.0,97229390000.0
2072.0,99559150000.0,91513710000.0,100942830000.0,98094720000.0,96936970000.0
2073.0,99307110000.0,90885870000.0,100576120000.0,97816800000.0,96654470000.0
2074.0,99072800000.0,90299200000.0,100388640000.0,98128720000.0,96650895000.0
2075.0,98925370000.0,90098690000.0,100227530000.0,97511700000.0,96105160000.0
2076.0,98507390000.0,89455590000.0,100149340000.0,97254150000.0,95732290000.0
2077.0,98513854000.0,88832200000.0,99940550000.0,97371940000.0,95408480000.0
2078.0,98346430000.0,88344895000.0,99758620000.0,96637240000.0,95195880000.0
2079.0,98277695000.0,87769130000.0,99642850000.0,96347480000.0,95229320000.0
2080.0,98158010000.0,87323705000.0,99348540000.0,96094610000.0,94843380000.0
2081.0,97926580000.0,86759880000.0,99113330000.0,95842020000.0,94572315000.0
2082.0,97706840000.0,86250120000.0,99198250000.0,95533660000.0,94242210000.0
2083.0,97476780000.0,85641100000.0,98694070000.0,96260210000.0,93946260000.0
2084.0,97308070000.0,85102330000.0,98509990000.0,95182586000.0,93616275000.0
2085.0,97035256000.0,84412695000.0,98326030000.0,94974220000.0,93357220000.0
2086.0,96777445000.0,83769090000.0,98277190000.0,94599660000.0,93280944000.0
2087.0,96496460000.0,83374640000.0,99129926000.0,94523150000.0,92910080000.0
2088.0,96512560000.0,82250460000.0,98920140000.0,94160320000.0,92914510000.0
2089.0,96725800000.0,81374405000.0,98538710000.0,94586634000.0,92421595000.0
2090.0,95954440000.0,81116580000.0,98339860000.0,93691360000.0,92131810000.0
2091.0,95732605000.0,80324630000.0,97802480000.0,93414460000.0,91871640000.0
2092.0,95750720000.0,80130300000.0,97490610000.0,93363720000.0,92136350000.0
2093.0,95436120000.0,79379080000.0,97421270000.0,92744930000.0,91805560000.0
2094.0,95180595000.0,78854300000.0,97166310000.0,92431204000.0,91266834000.0
2095.0,95126120000.0,78362900000.0,97395240000.0,92512000000.0,91461665000.0
2096.0,95211860000.0,77748440000.0,97259460000.0,91900810000.0,90658420000.0
2097.0,94975830000.0,78165460000.0,99189690000.0,91444730000.0,90385970000.0
2098.0,94496120000.0,77035454000.0,97232670000.0,91260084000.0,89998430000.0
2099.0,94445910000.0,76484846000.0,96836820000.0,90847890000.0,89780710000.0
2100.0,94112940000.0,75865640000.0,96698800000.0,90560545000.0,89455060000.0
