time,CESM2-WACCM,EC-EARTH3,CANESM5,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,MPI-ESM1-2-HR,TAIESM1,CNRM-CM6-1,MIROC6,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2051.0,102880670000.0,99692560000.0,101775580000.0,102768030000.0,102849460000.0,102991360000.0,102995190000.0,99848400000.0,102450970000.0,102602590000.0,102589980000.0,100843820000.0,103116325000.0
2052.0,102787630000.0,99346410000.0,101579530000.0,102623110000.0,102684010000.0,103011795000.0,102989180000.0,99583760000.0,102248420000.0,102533820000.0,102342090000.0,100577590000.0,102939340000.0
2053.0,102746930000.0,98916150000.0,101497815000.0,102401160000.0,102535560000.0,103045270000.0,102809805000.0,99242470000.0,102112820000.0,102423780000.0,102243600000.0,100280260000.0,102860140000.0
2054.0,102756050000.0,98275120000.0,101342970000.0,102272614000.0,102522680000.0,102898330000.0,102781125000.0,98860600000.0,101974040000.0,102313060000.0,102123545000.0,100065230000.0,102792790000.0
2055.0,103047960000.0,97700750000.0,101133130000.0,102128840000.0,102237840000.0,102732480000.0,102924250000.0,98441480000.0,101807596000.0,102202350000.0,101900165000.0,99711300000.0,102695180000.0
2056.0,102612550000.0,97183785000.0,100969636000.0,101918710000.0,101911190000.0,102778880000.0,102709125000.0,98017075000.0,101652320000.0,101999400000.0,101743150000.0,99372010000.0,102729730000.0
2057.0,102434930000.0,96536580000.0,100758266000.0,102087850000.0,101748960000.0,102726720000.0,102437590000.0,97507150000.0,101523600000.0,101835145000.0,101555860000.0,99067720000.0,102600030000.0
2058.0,102238790000.0,96066720000.0,100476430000.0,102212330000.0,101463380000.0,102606580000.0,102345700000.0,97162480000.0,101407380000.0,101820110000.0,101344690000.0,98750800000.0,102501510000.0
2059.0,102302570000.0,95583175000.0,100254890000.0,101732155000.0,101320204000.0,102537130000.0,102351320000.0,96643645000.0,101144270000.0,101574310000.0,101282030000.0,98328150000.0,102337920000.0
2060.0,102161930000.0,95128070000.0,100038700000.0,101688090000.0,101051790000.0,102469890000.0,102183920000.0,96127110000.0,101013640000.0,101417670000.0,100985390000.0,98201270000.0,102203730000.0
2061.0,102113214000.0,94627440000.0,99763020000.0,101461615000.0,100738560000.0,102365160000.0,102055110000.0,95651820000.0,100762320000.0,101337330000.0,100792280000.0,97728780000.0,102180135000.0
2062.0,101846426000.0,94089530000.0,99438270000.0,101383200000.0,100610380000.0,102267440000.0,102431850000.0,95159830000.0,100667924000.0,101204400000.0,100638564000.0,97231495000.0,101934890000.0
2063.0,101667930000.0,93400710000.0,99240090000.0,101158060000.0,100496790000.0,102114490000.0,102316490000.0,94515270000.0,100321270000.0,101095240000.0,100667120000.0,96799770000.0,101775520000.0
2064.0,101488665000.0,92971680000.0,99244420000.0,100964020000.0,99971236000.0,102185390000.0,101989720000.0,93907000000.0,100105910000.0,100926950000.0,100277930000.0,96405640000.0,101533880000.0
2065.0,101385270000.0,92403030000.0,98737160000.0,100823300000.0,99944400000.0,101957410000.0,102050390000.0,93245970000.0,99967580000.0,100802200000.0,100225090000.0,95903100000.0,101417500000.0
2066.0,101238120000.0,91622840000.0,98524440000.0,100751490000.0,100074570000.0,101880635000.0,101858740000.0,92640330000.0,99900050000.0,100498145000.0,99892750000.0,95451640000.0,101235270000.0
2067.0,101015570000.0,90860840000.0,98189240000.0,100744460000.0,99831860000.0,101685830000.0,101938800000.0,92257560000.0,99555254000.0,100337220000.0,99716235000.0,94953320000.0,101014430000.0
2068.0,100749320000.0,90202180000.0,97851410000.0,100351010000.0,99412795000.0,101741715000.0,101648610000.0,91578550000.0,99785500000.0,100167320000.0,99766260000.0,94480860000.0,101069470000.0
2069.0,100750670000.0,89445080000.0,97586860000.0,100514120000.0,98847780000.0,101497490000.0,101396595000.0,90917610000.0,99762230000.0,100068800000.0,99388236000.0,93904110000.0,100755650000.0
2070.0,100380230000.0,88835146000.0,97211830000.0,100001690000.0,98358060000.0,101409190000.0,101287080000.0,90311000000.0,99386640000.0,99708580000.0,99178090000.0,93370390000.0,100529030000.0
2071.0,100155556000.0,87947910000.0,96931600000.0,99786260000.0,98208620000.0,101242400000.0,101133115000.0,89527820000.0,99048150000.0,99556745000.0,99469890000.0,92736570000.0,100324700000.0
2072.0,99988260000.0,87433860000.0,96614270000.0,99540290000.0,97866890000.0,101194010000.0,100949295000.0,88612870000.0,98697765000.0,99424000000.0,98877190000.0,92141420000.0,100094040000.0
2073.0,99546700000.0,86588170000.0,96209620000.0,99607080000.0,97595010000.0,101739050000.0,100998990000.0,87830280000.0,98558270000.0,99066490000.0,98512020000.0,91577950000.0,100643330000.0
2074.0,99377365000.0,85953640000.0,95824410000.0,99260555000.0,97178450000.0,101122410000.0,100746720000.0,86850300000.0,98242626000.0,98882140000.0,98196414000.0,90952670000.0,99782060000.0
2075.0,99102370000.0,85294055000.0,95450210000.0,99374380000.0,96922220000.0,100872110000.0,100511285000.0,86242910000.0,98173640000.0,98757720000.0,97844610000.0,90366026000.0,99446630000.0
2076.0,98800665000.0,84471890000.0,95052956000.0,98947880000.0,96582070000.0,100696980000.0,100363560000.0,85375300000.0,97818980000.0,98549080000.0,97744050000.0,89664870000.0,99118105000.0
2077.0,98689890000.0,83690906000.0,95119794000.0,98775376000.0,96128420000.0,100509460000.0,100191460000.0,84440646000.0,97566786000.0,98327810000.0,97238925000.0,89033290000.0,98811404000.0
2078.0,98397000000.0,82878490000.0,94745805000.0,98519530000.0,95522920000.0,100358170000.0,100054980000.0,83636670000.0,97221435000.0,98058310000.0,96833850000.0,88381690000.0,98557360000.0
2079.0,98084620000.0,82045830000.0,94319200000.0,98272920000.0,95077106000.0,100252080000.0,99846120000.0,82653680000.0,96969330000.0,97745600000.0,96343120000.0,87766660000.0,98634580000.0
2080.0,97743010000.0,80151820000.0,93831720000.0,98066950000.0,94692794000.0,100014326000.0,99909796000.0,82063310000.0,96649730000.0,97371490000.0,96202000000.0,87124630000.0,97991630000.0
2081.0,97378310000.0,79286804000.0,93473130000.0,97899290000.0,94242140000.0,99922930000.0,100378150000.0,81299270000.0,96275530000.0,97049575000.0,95756690000.0,86513910000.0,97506250000.0
2082.0,97053360000.0,78348910000.0,93085190000.0,97735670000.0,93759540000.0,99805550000.0,99857514000.0,80494580000.0,95968310000.0,96727410000.0,95529484000.0,86005530000.0,97066344000.0
2083.0,96786560000.0,77586720000.0,92719420000.0,97500130000.0,93180355000.0,99799580000.0,99683280000.0,79677250000.0,95716835000.0,96437240000.0,95155400000.0,85268140000.0,96623110000.0
2084.0,96340115000.0,76695990000.0,92299250000.0,97263180000.0,92685580000.0,99597840000.0,99405130000.0,78251700000.0,95610430000.0,96018160000.0,94815085000.0,84462666000.0,96202236000.0
2085.0,96045040000.0,75981234000.0,91992370000.0,97047626000.0,92224135000.0,99364730000.0,99466930000.0,77602260000.0,94979700000.0,95689020000.0,94625505000.0,83609330000.0,95894544000.0
2086.0,95618015000.0,75133240000.0,91375150000.0,96781030000.0,91644720000.0,99230564000.0,99307480000.0,76729800000.0,94572410000.0,95268870000.0,94228440000.0,83171210000.0,95456350000.0
2087.0,95204510000.0,74330060000.0,90977330000.0,96732680000.0,90850480000.0,98934480000.0,98951890000.0,75671340000.0,94110690000.0,95028860000.0,93753580000.0,81796915000.0,95017500000.0
2088.0,94797690000.0,73621720000.0,90603225000.0,96380580000.0,90165350000.0,98719450000.0,99163500000.0,74678550000.0,93594030000.0,94855190000.0,93290095000.0,80776010000.0,94488120000.0
2089.0,94276080000.0,72611210000.0,90124480000.0,96178380000.0,89645040000.0,98819424000.0,98667680000.0,73978610000.0,92873785000.0,95035860000.0,92784190000.0,80029080000.0,93782340000.0
2090.0,93781510000.0,71376960000.0,89489770000.0,96081010000.0,88959350000.0,100133960000.0,98475270000.0,73089810000.0,92397490000.0,94449650000.0,92290180000.0,79110520000.0,93260680000.0
2091.0,93322510000.0,70248540000.0,89185970000.0,95864414000.0,88358860000.0,98973065000.0,98280760000.0,72304700000.0,91972060000.0,93853380000.0,91705260000.0,78445000000.0,92615295000.0
2092.0,93061915000.0,68932534000.0,88669370000.0,95389390000.0,87673390000.0,98442215000.0,98065555000.0,71330450000.0,92793880000.0,93368990000.0,91307050000.0,77527400000.0,91880890000.0
2093.0,92574730000.0,67391980000.0,88421655000.0,94808610000.0,87087700000.0,98194220000.0,97928200000.0,70637640000.0,91637830000.0,92884160000.0,90960960000.0,76836230000.0,91240230000.0
2094.0,91832290000.0,65990586000.0,87953330000.0,94554700000.0,86124320000.0,98050400000.0,97892540000.0,69756550000.0,91839540000.0,92430690000.0,90361000000.0,75881636000.0,90473850000.0
2095.0,91323920000.0,65166240000.0,87409350000.0,94270860000.0,85341720000.0,97765200000.0,97829850000.0,68927430000.0,91032680000.0,92755090000.0,89660950000.0,75087890000.0,89658280000.0
2096.0,90963170000.0,64194110000.0,86887940000.0,93880700000.0,84503720000.0,97643240000.0,97733270000.0,67957367000.0,90515640000.0,91681080000.0,88924340000.0,74014610000.0,88375350000.0
2097.0,90447410000.0,62896394000.0,86403400000.0,93840820000.0,83881780000.0,97453350000.0,97596290000.0,66988605000.0,89994445000.0,91419540000.0,88263110000.0,73115960000.0,87394820000.0
2098.0,89819046000.0,61890343000.0,85833270000.0,93369220000.0,83171920000.0,97179620000.0,97247855000.0,66348806000.0,89545010000.0,90701490000.0,87628430000.0,72340685000.0,86765770000.0
2099.0,89280450000.0,60232300000.0,85371190000.0,95117386000.0,82535380000.0,96914260000.0,97020220000.0,65893212000.0,88904065000.0,90353615000.0,87197350000.0,71355605000.0,86073070000.0
2100.0,88998010000.0,58725253000.0,84614240000.0,95972760000.0,81778370000.0,96849070000.0,96762690000.0,64830880000.0,88178660000.0,89821710000.0,86669470000.0,70463110000.0,85363800000.0
