time,CESM2-WACCM,ACCESS-ESM1-5,ACCESS-CM2,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2118.0,381998370.0,332900540.0,278219780.0,335240740.0,406478660.0,509369630.0
2119.0,388180300.0,457855580.0,266049840.0,335781060.0,438381120.0,509128480.0
2120.0,383498240.0,376736300.0,257321980.0,338126700.0,378529700.0,622381630.0
2121.0,377699000.0,442810200.0,296222900.0,337978560.0,490244930.0,616098560.0
2122.0,436262660.0,346293630.0,260761980.0,356667650.0,507056600.0,686279200.0
2123.0,403327400.0,347838940.0,267047730.0,354657900.0,415301380.0,572147840.0
2124.0,379478100.0,345845020.0,261993300.0,372602100.0,464872500.0,544433400.0
2125.0,372043420.0,347175680.0,256777200.0,363885220.0,437821100.0,544462600.0
2126.0,392365630.0,355589600.0,266791760.0,362645300.0,411666400.0,711821500.0
2127.0,570096800.0,348793200.0,260851700.0,360016930.0,478371420.0,628201000.0
2128.0,473646620.0,345072770.0,259778500.0,417691870.0,416334200.0,637745660.0
2129.0,411844830.0,357007600.0,253367220.0,448350050.0,403282300.0,590477000.0
2130.0,419537500.0,506279520.0,255001250.0,402334200.0,393910180.0,696498750.0
2131.0,414071360.0,427839650.0,252046600.0,381703140.0,472856100.0,606553000.0
2132.0,411858720.0,370560700.0,255984140.0,403005570.0,403391460.0,602969600.0
2133.0,421762980.0,356244030.0,250586220.0,396337200.0,616314600.0,585604900.0
2134.0,402147460.0,352591360.0,253567860.0,412331940.0,442498240.0,578704260.0
2135.0,400860000.0,373288060.0,247651090.0,383472670.0,446123680.0,569478340.0
2136.0,398418140.0,363364450.0,293564380.0,384865380.0,413720300.0,571488060.0
2137.0,395084960.0,361532480.0,251635250.0,446504400.0,417171360.0,604247100.0
2138.0,399321120.0,374667500.0,263357040.0,393125250.0,437848640.0,584474050.0
2139.0,410523300.0,354788100.0,265504700.0,411012960.0,414575870.0,575922370.0
2140.0,447617760.0,399202600.0,262962670.0,392505120.0,404528600.0,575115260.0
2141.0,397462880.0,403304600.0,252132620.0,397110400.0,564020100.0,573165060.0
2142.0,406395940.0,465426430.0,317758980.0,389490600.0,444010850.0,571490400.0
2143.0,480568900.0,440426880.0,254355070.0,387652130.0,413258300.0,631149060.0
2144.0,403155700.0,489546080.0,283008700.0,389207420.0,498741440.0,576825400.0
2145.0,450535420.0,432762300.0,261311780.0,447501100.0,421509630.0,632458800.0
2146.0,558645000.0,404615740.0,258024880.0,417040450.0,482212500.0,577653400.0
2147.0,495574180.0,455251330.0,257958510.0,410540260.0,473786430.0,598626750.0
2148.0,424536930.0,431692300.0,291671740.0,401060540.0,594724900.0,576919040.0
2149.0,429470750.0,454015070.0,280330270.0,452319970.0,482118660.0,576252900.0
2150.0,408826140.0,422803940.0,276498460.0,461657150.0,472391580.0,567047740.0
2151.0,507299230.0,408331780.0,310679580.0,482305920.0,458748830.0,587879200.0
2152.0,409374720.0,409114900.0,289754980.0,449531200.0,494597300.0,570356400.0
2153.0,423607740.0,555925250.0,276134100.0,432240420.0,475402140.0,571201100.0
2154.0,439227140.0,635110660.0,288722620.0,537684000.0,457306980.0,566157200.0
2155.0,414054530.0,554577800.0,282105250.0,427682000.0,448872740.0,595306800.0
2156.0,420584640.0,487425570.0,276281380.0,461493120.0,467953380.0,572916540.0
2157.0,428548640.0,439200100.0,288002020.0,435844500.0,565932100.0,567465200.0
2158.0,419544100.0,427900960.0,274580830.0,438640930.0,476949600.0,774489100.0
2159.0,416128060.0,466250620.0,359694340.0,427347330.0,506528000.0,731181600.0
2160.0,449851170.0,430087330.0,379333760.0,627695550.0,493329120.0,658803900.0
2161.0,453541150.0,428217860.0,298429820.0,437019680.0,711422460.0,667288600.0
2162.0,520144830.0,482880640.0,287242430.0,430916060.0,614162800.0,597351500.0
2163.0,458786050.0,471010900.0,291216260.0,452284350.0,561689660.0,588050560.0
2164.0,639327300.0,471093440.0,290042000.0,448202080.0,504301760.0,597462000.0
2165.0,452065920.0,441077600.0,289339780.0,463641920.0,586156100.0,722940100.0
2166.0,449526340.0,443036030.0,284596670.0,552532300.0,739125900.0,732609860.0
2167.0,441390800.0,434969920.0,304657250.0,499222000.0,670339650.0,728314100.0
2168.0,487338880.0,432237060.0,341821540.0,479275700.0,731913700.0,706454300.0
2169.0,554490240.0,432544930.0,289482660.0,490653760.0,644888700.0,696039800.0
2170.0,487473120.0,468206200.0,294067200.0,480664740.0,596659460.0,693758000.0
2171.0,466566140.0,456865570.0,284296600.0,492970620.0,597614500.0,671384000.0
2172.0,474333100.0,446450880.0,284102340.0,472299970.0,565175000.0,662057700.0
2173.0,500944800.0,454485730.0,286549250.0,465490460.0,595430850.0,667326600.0
2174.0,614205300.0,447007460.0,305214660.0,492057200.0,565365000.0,682026800.0
2175.0,542261060.0,626300700.0,287693300.0,533722660.0,582085100.0,688017800.0
2176.0,484721760.0,481197020.0,289375360.0,470883700.0,560401300.0,753839500.0
2177.0,476641700.0,459804400.0,293957700.0,469455420.0,572966100.0,674017150.0
2178.0,479222620.0,469235840.0,301053300.0,602476100.0,551469060.0,674256200.0
2179.0,476502720.0,454363870.0,313275460.0,521871420.0,582487700.0,668268160.0
2180.0,465852000.0,449060930.0,294367580.0,500246180.0,556665800.0,673676400.0
2181.0,510957340.0,471298020.0,324827070.0,485350180.0,559878100.0,653420600.0
2182.0,491950850.0,453633380.0,300100060.0,477658660.0,558258050.0,750544830.0
2183.0,470750940.0,453333020.0,348559800.0,476405540.0,544431800.0,790511040.0
2184.0,523513630.0,447485700.0,293833950.0,506777280.0,537725600.0,706546600.0
2185.0,494955100.0,461041300.0,287704130.0,488080960.0,805759600.0,745016400.0
2186.0,475589600.0,460725660.0,288085400.0,476094140.0,576657540.0,686077630.0
2187.0,506189280.0,450688420.0,296896220.0,469279070.0,616314430.0,748091700.0
2188.0,521445980.0,535971650.0,295067840.0,473546270.0,632226700.0,691125250.0
2189.0,541635140.0,493496200.0,303663170.0,473642100.0,681512260.0,718947840.0
2190.0,491326720.0,478669760.0,296648420.0,502083680.0,685169900.0,704799040.0
2191.0,485800030.0,479043500.0,296014180.0,484175800.0,608686800.0,686004300.0
2192.0,475542820.0,461967600.0,287430180.0,478237700.0,556830900.0,840377800.0
2193.0,471322180.0,454956600.0,285386780.0,499578880.0,621615800.0,695325400.0
2194.0,468170340.0,458906080.0,301298100.0,485154020.0,564171970.0,705112200.0
2195.0,465094980.0,450148540.0,286539170.0,465560420.0,551979840.0,697010600.0
2196.0,488114560.0,456358900.0,286193000.0,463135000.0,575242750.0,877550600.0
2197.0,466023650.0,528597630.0,293804450.0,461216200.0,571475500.0,793265100.0
2198.0,480518530.0,447094400.0,284656930.0,475869700.0,553560960.0,818709700.0
2199.0,471778530.0,485387520.0,283042370.0,465753900.0,543925300.0,790823500.0
2200.0,480823780.0,498165120.0,287944130.0,459400930.0,541496960.0,765145540.0
2201.0,474286340.0,466359200.0,279451230.0,457455200.0,541639230.0,892679550.0
2202.0,463451870.0,453010900.0,287547600.0,463189280.0,549884000.0,779319300.0
2203.0,487023680.0,445128060.0,279030460.0,452776160.0,624371900.0,873311940.0
2204.0,481890370.0,444503840.0,281628100.0,455142460.0,638891460.0,783586200.0
2205.0,530167330.0,441658700.0,275822340.0,487294560.0,551001340.0,773081340.0
2206.0,522683400.0,439656930.0,321555500.0,514963650.0,540152960.0,933265700.0
2207.0,480413150.0,444780640.0,324144060.0,500574530.0,623277060.0,858359400.0
2208.0,659228350.0,442781730.0,286736320.0,458362780.0,567791800.0,863718300.0
2209.0,630097800.0,445081060.0,278185500.0,492479650.0,547424200.0,852637950.0
2210.0,533022180.0,447102820.0,320147620.0,469418620.0,554392000.0,836593540.0
2211.0,546290000.0,437806900.0,273719170.0,513417300.0,594351300.0,832845630.0
2212.0,542348860.0,457365660.0,269300800.0,467850370.0,550257340.0,839060540.0
2213.0,540111740.0,430661730.0,271189920.0,466599360.0,598071900.0,827605500.0
2214.0,517127500.0,444812900.0,263902130.0,523754100.0,551866200.0,836852540.0
2215.0,548314600.0,461635400.0,264189860.0,474293730.0,638985200.0,830090940.0
2216.0,534631650.0,444633630.0,265291090.0,465900220.0,871270850.0,842803900.0
2217.0,733931460.0,434965440.0,261847680.0,462251680.0,742260900.0,820098300.0
2218.0,570154600.0,424757570.0,274003000.0,459917820.0,704885800.0,859128100.0
2219.0,557477900.0,419106370.0,263369390.0,459892700.0,637075650.0,839701200.0
2220.0,565408500.0,417145100.0,267271410.0,459743940.0,599802700.0,824267260.0
2221.0,671718460.0,414372500.0,266227580.0,481631740.0,612772740.0,818689600.0
2222.0,593423600.0,414151780.0,258133010.0,457123000.0,675167550.0,821495700.0
2223.0,614486500.0,417185660.0,318816300.0,462610750.0,625817400.0,810598500.0
2224.0,649360960.0,409907420.0,258898910.0,455988300.0,623032000.0,807113500.0
2225.0,618671360.0,412112200.0,262853300.0,454107650.0,597346900.0,900833400.0
2226.0,613893440.0,413509500.0,262613380.0,457051800.0,593705900.0,829130800.0
2227.0,608802750.0,407862370.0,271732800.0,653870850.0,585812030.0,805703300.0
2228.0,602193000.0,418699600.0,259674160.0,472119330.0,582219650.0,808045250.0
2229.0,607882560.0,406019000.0,269905660.0,459012830.0,654653760.0,802192500.0
2230.0,586203970.0,417205120.0,257544130.0,452223400.0,671565900.0,919082700.0
2231.0,592638900.0,402607970.0,276964480.0,459102820.0,634438800.0,812451500.0
2232.0,600194400.0,405304450.0,262952720.0,454536160.0,617997300.0,934988500.0
2233.0,612343100.0,429116100.0,259955680.0,460840580.0,591790600.0,826644740.0
2234.0,603035400.0,423312480.0,299807360.0,447476450.0,596779000.0,812092800.0
2235.0,597501600.0,434005300.0,271845470.0,457883070.0,588186400.0,821869600.0
2236.0,602079800.0,407199780.0,269017180.0,443372830.0,584191600.0,800103500.0
2237.0,602434050.0,405699460.0,269579800.0,450368220.0,616207700.0,865837950.0
2238.0,586654200.0,405362500.0,264662030.0,439273180.0,602324540.0,869532600.0
2239.0,605137150.0,405074140.0,272304450.0,461221220.0,589551550.0,817590340.0
2240.0,592361100.0,475107040.0,268135740.0,479071700.0,584669630.0,800663000.0
2241.0,610050300.0,491164260.0,264212320.0,517041340.0,737480960.0,793334600.0
2242.0,602990600.0,473430560.0,297371520.0,456887230.0,711313150.0,789081700.0
2243.0,586543500.0,431644480.0,288240600.0,449928160.0,627540160.0,793246700.0
2244.0,584311230.0,428545300.0,274302300.0,441395460.0,779921150.0,782695900.0
2245.0,589409100.0,437031260.0,267992290.0,473721760.0,659153900.0,778695800.0
2246.0,700022700.0,424559400.0,270747500.0,468042100.0,698309600.0,948721400.0
2247.0,626242370.0,531732830.0,264531520.0,444720200.0,720770940.0,862731400.0
2248.0,592172400.0,502245700.0,315840670.0,448728350.0,759142400.0,792941250.0
2249.0,600305660.0,466982560.0,301110180.0,444091870.0,702759940.0,796538430.0
2250.0,581168900.0,447766430.0,299013500.0,439341860.0,654660030.0,797477950.0
2251.0,585596350.0,453664060.0,270592540.0,438872130.0,652820540.0,796465700.0
2252.0,575278300.0,462379300.0,272268300.0,451142270.0,653860500.0,779738800.0
2253.0,634739650.0,441170400.0,268189090.0,437087840.0,681464700.0,777977800.0
2254.0,580331800.0,477669060.0,268587230.0,545734600.0,667224060.0,778858430.0
2255.0,636298700.0,464249860.0,265696350.0,703876860.0,638513500.0,767221900.0
2256.0,607978800.0,455977120.0,268461380.0,461159420.0,634276800.0,886360200.0
2257.0,585501760.0,541081200.0,264189380.0,451343230.0,638757440.0,955681100.0
2258.0,581996100.0,497116770.0,275311400.0,442058180.0,633227100.0,836233200.0
2259.0,572795140.0,477863870.0,272760770.0,435955360.0,630950300.0,824007740.0
2260.0,572378400.0,496346400.0,376523040.0,521164350.0,686785400.0,809799230.0
2261.0,604384830.0,480748860.0,328392700.0,451805700.0,645712000.0,798771840.0
2262.0,615190300.0,536432320.0,300271140.0,440508580.0,650746940.0,774685400.0
2263.0,583838340.0,472625540.0,281036100.0,513532800.0,635073540.0,827546100.0
2264.0,621660350.0,578232770.0,299328600.0,445303300.0,629215700.0,785100400.0
2265.0,570995100.0,505520480.0,285563500.0,449676030.0,644771200.0,794809000.0
2266.0,564801400.0,492357100.0,276180100.0,503655680.0,650094140.0,820431200.0
2267.0,570720260.0,508744540.0,354081950.0,474736500.0,776970500.0,795511400.0
2268.0,647849600.0,593750100.0,279251500.0,459145820.0,637395650.0,947502800.0
2269.0,564210500.0,638927040.0,278074020.0,459037150.0,637935300.0,929118900.0
2270.0,578199200.0,503368400.0,279611600.0,465328580.0,638152300.0,881842240.0
2271.0,566124860.0,549640300.0,275701400.0,569091200.0,749815800.0,821031300.0
2272.0,567377400.0,521362850.0,276844060.0,501267800.0,632699500.0,815156600.0
2273.0,567278400.0,505872540.0,288858850.0,469031650.0,637942500.0,908675200.0
2274.0,623521500.0,502597200.0,292035040.0,491737600.0,839268200.0,859516900.0
2275.0,604319400.0,523365000.0,276677440.0,464220900.0,641821700.0,833605100.0
2276.0,575204600.0,507287580.0,273236060.0,462600740.0,627808700.0,814295940.0
2277.0,589757900.0,502965500.0,277709500.0,480137380.0,833732160.0,817957570.0
2278.0,579197800.0,506147000.0,275486900.0,462372900.0,863821000.0,837491400.0
2279.0,595366100.0,507878460.0,272063460.0,466640320.0,843632960.0,811015300.0
2280.0,586573000.0,507107900.0,268869980.0,461819400.0,772572200.0,817189600.0
2281.0,585513900.0,497927400.0,275074980.0,483864100.0,749300540.0,843851140.0
2282.0,586207400.0,497235420.0,273264400.0,469815650.0,717489100.0,864333100.0
2283.0,571273150.0,513093200.0,268658850.0,481684480.0,718316400.0,1006664260.0
2284.0,566142460.0,498474400.0,270141120.0,474503800.0,685478900.0,885380500.0
2285.0,567208200.0,492972600.0,306292540.0,467058800.0,670684100.0,851002430.0
2286.0,566591000.0,491856260.0,311960030.0,593799300.0,724487200.0,838264800.0
2287.0,594999000.0,489426600.0,309402880.0,512489060.0,664392600.0,832190500.0
2288.0,565219460.0,487198850.0,279095600.0,533487300.0,676257900.0,825793150.0
2289.0,567548700.0,485928420.0,295848800.0,500568160.0,718914750.0,825160500.0
2290.0,606479600.0,505964200.0,288886180.0,477498780.0,921722200.0,886366900.0
2291.0,572145860.0,483674370.0,276569380.0,499713280.0,845929000.0,830747260.0
2292.0,570791000.0,499078800.0,276699400.0,499710300.0,701625900.0,824343360.0
2293.0,565441340.0,479602980.0,271422850.0,637106900.0,716910700.0,825378560.0
2294.0,561784800.0,486908320.0,323199460.0,548385100.0,692017540.0,832820400.0
2295.0,556617700.0,546102660.0,276749600.0,501680420.0,692687170.0,905363700.0
2296.0,558229100.0,484526050.0,271765440.0,494029300.0,745016500.0,850384640.0
2297.0,553926850.0,483600160.0,273366000.0,527627400.0,691428700.0,844159170.0
2298.0,643119000.0,497866880.0,269684380.0,493207300.0,679036300.0,834601200.0
2299.0,569685760.0,493688900.0,290907620.0,492931600.0,748998140.0,837172160.0
2300.0,565897300.0,474473540.0,272296960.0,552151300.0,771924740.0,833343400.0
