time,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM
2000.0,29589094000.0,29589094000.0,29589094000.0,29589094000.0
2001.0,29937640000.0,29937640000.0,29937640000.0,29937640000.0
2002.0,29636300000.0,29636300000.0,29636300000.0,29636300000.0
2003.0,30166610000.0,30166610000.0,30166610000.0,30166610000.0
2004.0,29787888000.0,29787888000.0,29787888000.0,29787888000.0
2005.0,29425684000.0,29425684000.0,29425684000.0,29425684000.0
2006.0,29436723000.0,29436723000.0,29436723000.0,29436723000.0
2007.0,29362459000.0,29362459000.0,29362459000.0,29362459000.0
2008.0,29292403000.0,29292403000.0,29292403000.0,29292403000.0
2009.0,29193716000.0,29193716000.0,29193716000.0,29193716000.0
2010.0,29138534000.0,29138534000.0,29138534000.0,29138534000.0
2011.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0
2012.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0
2013.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0
2014.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0
2015.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0
2016.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0
2017.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0
2018.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0
2019.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0
2020.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0
2021.0,28251142000.0,28177467000.0,28199608000.0,28268845000.0
2022.0,28021938000.0,28033032000.0,28049496000.0,28174029000.0
2023.0,27923526000.0,27923870000.0,27980728000.0,27907308000.0
2024.0,27756200000.0,28051317000.0,28045490000.0,27713096000.0
2025.0,27659200000.0,27764683000.0,27805596000.0,27527516000.0
2026.0,27578440000.0,27566735000.0,27714662000.0,27275225000.0
2027.0,27388963000.0,27477148000.0,27658136000.0,27305486000.0
2028.0,27191610000.0,27335301000.0,27453678000.0,27103939000.0
2029.0,27040467000.0,27157273000.0,27367630000.0,26804908000.0
2030.0,27077636000.0,26914490000.0,27246903000.0,26641945000.0
2031.0,26772744000.0,26845792000.0,27085894000.0,26488250000.0
2032.0,26563357000.0,26581535000.0,27001444000.0,26257394000.0
2033.0,26396470000.0,26376487000.0,27019868000.0,26083125000.0
2034.0,26381679000.0,26241552000.0,26828845000.0,25834750000.0
2035.0,26088729000.0,26021183000.0,26723826000.0,25656154000.0
2036.0,25904669000.0,25808159000.0,26586278000.0,25383518000.0
2037.0,25719527000.0,25664344000.0,26469580000.0,25180342000.0
2038.0,25482715000.0,25428533000.0,26316853000.0,24863488000.0
2039.0,25253270000.0,25226695000.0,26166990000.0,24651354000.0
2040.0,25047597000.0,25072058000.0,25996040000.0,24416762000.0
2041.0,24771140000.0,24843150000.0,25827095000.0,24467780000.0
2042.0,24563384000.0,24670260000.0,25682924000.0,24207380000.0
2043.0,24338315000.0,24418314000.0,25504252000.0,23920906000.0
2044.0,24167617000.0,24170641000.0,25372305000.0,23610425000.0
2045.0,23870276000.0,24236400000.0,25199636000.0,23351093000.0
2046.0,23547668000.0,23758475000.0,25056700000.0,23135726000.0
2047.0,23262474000.0,23530471000.0,24897323000.0,22922017000.0
2048.0,23045670000.0,23232100000.0,24695343000.0,22693570000.0
2049.0,22796825000.0,23000697000.0,24493896000.0,22489660000.0
2050.0,22547974000.0,22780527000.0,24310217000.0,22142430000.0
2051.0,22324324000.0,22626404000.0,24173752000.0,21914403000.0
2052.0,21983492000.0,22420378000.0,23999304000.0,21606630000.0
2053.0,21701370000.0,22186619000.0,23901532000.0,21350967000.0
2054.0,21442666000.0,21958599000.0,23736994000.0,21019419000.0
2055.0,21247017000.0,21682014000.0,23577060000.0,20756898000.0
2056.0,21063709000.0,21495882000.0,23457018000.0,20443370000.0
2057.0,20761833000.0,21255842000.0,23380042000.0,20187163000.0
2058.0,20473496000.0,20998940000.0,23400614000.0,19883268000.0
2059.0,20327066000.0,20787450000.0,23070851000.0,19550712000.0
2060.0,20111320000.0,20634104000.0,22886396000.0,19411920000.0
2061.0,19897854000.0,20355572000.0,22806036000.0,19154786000.0
2062.0,19632665000.0,20184736000.0,22629954000.0,18877622000.0
2063.0,19418327000.0,19998083000.0,22514790000.0,18677053000.0
2064.0,19218393000.0,19785544000.0,22308650000.0,18467300000.0
2065.0,19009700000.0,19547130000.0,22179066000.0,18260870000.0
2066.0,18771747000.0,19373800000.0,22066730000.0,18069086000.0
2067.0,18638550000.0,19165819000.0,21963723000.0,17875229000.0
2068.0,18484340000.0,18951123000.0,21813287000.0,17736763000.0
2069.0,18265418000.0,18753206000.0,21653529000.0,17525764000.0
2070.0,18132089000.0,18564780000.0,21585357000.0,17320387000.0
2071.0,17974340000.0,18481609000.0,21469364000.0,17114939000.0
2072.0,17858476000.0,18273139000.0,21387491000.0,17030586000.0
2073.0,17606445000.0,18147097000.0,21236462000.0,16876804000.0
2074.0,17454903000.0,18061849000.0,21156958000.0,16722687000.0
2075.0,17249954000.0,17897500000.0,21042164000.0,16581009000.0
2076.0,17089484000.0,17811780000.0,20909543000.0,16426553000.0
2077.0,16992075000.0,17665178000.0,21136110000.0,16342693000.0
2078.0,16882882000.0,17512382000.0,20695192000.0,16172447000.0
2079.0,16793589000.0,17443100000.0,20545358000.0,15990988000.0
2080.0,16724927000.0,17471371000.0,20506864000.0,15828779000.0
2081.0,16639666000.0,17294770000.0,20335899000.0,15724452000.0
