time,CAMS-CSM1-0,ACCESS-ESM1-5,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,EC-EARTH3,TAIESM1,MRI-ESM2-0,INM-CM5-0,CESM2,CESM2-WACCM,EC-EARTH3-VEG,NORESM2-MM,CANESM5,CMCC-CM2-SR5,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,ACCESS-CM2
2011.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0,29060813000.0
2012.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0,29027854000.0
2013.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0,28824920000.0
2014.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0,28695431000.0
2015.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0,28840614000.0
2016.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0,28712640000.0
2017.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0,28523026000.0
2018.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0,28408541000.0
2019.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0,28335081000.0
2020.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0,28316370000.0
2021.0,28172930000.0,28129490000.0,28157524000.0,28218071000.0,28111180000.0,28112600000.0,28096450000.0,28199608000.0,28177558000.0,28164813000.0,28268845000.0,28151032000.0,28178020000.0,28251142000.0,28145586000.0,28420067000.0,28144900000.0,28177467000.0,28113009000.0
2022.0,28050647000.0,28063689000.0,27992736000.0,28081086000.0,27990243000.0,28007477000.0,27988510000.0,28049496000.0,28099607000.0,28048220000.0,28174029000.0,28036841000.0,28040010000.0,28021938000.0,28084824000.0,28267074000.0,28016234000.0,28033032000.0,27915590000.0
2023.0,27944403000.0,27991660000.0,27891587000.0,27977290000.0,27856155000.0,27870382000.0,27898202000.0,27980728000.0,27989217000.0,27950946000.0,27907308000.0,28090980000.0,27960660000.0,27923526000.0,28224532000.0,28096500000.0,27926428000.0,27923870000.0,27825922000.0
2024.0,27799724000.0,27806534000.0,27764752000.0,27869270000.0,27716050000.0,27746080000.0,27711021000.0,28045490000.0,27883230000.0,27829072000.0,27713096000.0,27884840000.0,27791639000.0,27756200000.0,27944362000.0,27952325000.0,27803630000.0,28051317000.0,27670753000.0
2025.0,27805018000.0,27681528000.0,27669580000.0,27772316000.0,27547757000.0,27862772000.0,27524602000.0,27805596000.0,27691852000.0,27709979000.0,27527516000.0,27703503000.0,27810304000.0,27659200000.0,27827366000.0,27814097000.0,27656212000.0,27764683000.0,27549860000.0
2026.0,27552596000.0,27641762000.0,27499674000.0,27661482000.0,27384607000.0,27513025000.0,27355742000.0,27714662000.0,27622324000.0,27685784000.0,27275225000.0,27667134000.0,27674730000.0,27578440000.0,27760943000.0,27747324000.0,27526935000.0,27566735000.0,27399692000.0
2027.0,27408873000.0,27411452000.0,27371577000.0,27528362000.0,27335730000.0,27343954000.0,27234703000.0,27658136000.0,27513823000.0,27518544000.0,27305486000.0,27485262000.0,27332743000.0,27388963000.0,27675107000.0,27604666000.0,27309623000.0,27477148000.0,27292359000.0
2028.0,27274177000.0,27432366000.0,27238904000.0,27368585000.0,27252881000.0,27125436000.0,27013690000.0,27453678000.0,27359394000.0,27426290000.0,27103939000.0,27346237000.0,27154362000.0,27191610000.0,27528983000.0,27506946000.0,27144548000.0,27335301000.0,27058485000.0
2029.0,27174816000.0,27236878000.0,27058723000.0,27187712000.0,26772554000.0,26981923000.0,26798300000.0,27367630000.0,27422523000.0,27227976000.0,26804908000.0,27135048000.0,27140977000.0,27040467000.0,27439798000.0,27387697000.0,27060287000.0,27157273000.0,26811058000.0
2030.0,27008498000.0,27100934000.0,26824176000.0,27048403000.0,26547755000.0,26801910000.0,26572431000.0,27246903000.0,27243928000.0,27086650000.0,26641945000.0,27036164000.0,27263402000.0,27077636000.0,27295440000.0,27390810000.0,26790595000.0,26914490000.0,26629353000.0
2031.0,26935450000.0,26860770000.0,26591453000.0,26923538000.0,26289768000.0,26637707000.0,26335550000.0,27087303000.0,27079137000.0,26892814000.0,26487900000.0,26975070000.0,26902718000.0,26772433000.0,27141497000.0,27196320000.0,26578256000.0,26847210000.0,26623142000.0
2032.0,26756133000.0,26637648000.0,26413423000.0,26774596000.0,25996620000.0,26493884000.0,26126055000.0,27003523000.0,27052845000.0,26842601000.0,26257127000.0,26791653000.0,26610012000.0,26562466000.0,27018455000.0,27081499000.0,26366458000.0,26582272000.0,26202368000.0
2033.0,26592602000.0,26480470000.0,26197811000.0,26637568000.0,25738234000.0,26237309000.0,25904075000.0,27021844000.0,26860124000.0,26663440000.0,26081850000.0,26650413000.0,26440200000.0,26394526000.0,27090348000.0,26975551000.0,26152708000.0,26376330000.0,25929974000.0
2034.0,26404559000.0,26373680000.0,25982116000.0,26485060000.0,25563802000.0,25972445000.0,25447262000.0,26832112000.0,26849100000.0,26646710000.0,25834232000.0,26513568000.0,26326428000.0,26377472000.0,27033377000.0,26911115000.0,25862973000.0,26240141000.0,25643508000.0
2035.0,26241120000.0,26197647000.0,25684136000.0,26501587000.0,25250530000.0,26000630000.0,24991687000.0,26732327000.0,26630058000.0,26429317000.0,25654660000.0,26352763000.0,26143780000.0,26083144000.0,26871212000.0,26885930000.0,25699390000.0,26017410000.0,25363489000.0
2036.0,26073190000.0,25992714000.0,25432857000.0,26274159000.0,24968755000.0,25623427000.0,24763965000.0,26593660000.0,26472866000.0,26208684000.0,25384524000.0,26142054000.0,25946833000.0,25899100000.0,26675036000.0,26723873000.0,25606881000.0,25801126000.0,25118804000.0
2037.0,25934524000.0,26033860000.0,25303462000.0,26115283000.0,24743635000.0,25424474000.0,24493998000.0,26476708000.0,26312673000.0,26048162000.0,25183785000.0,25988550000.0,25820240000.0,25712146000.0,26472866000.0,26611028000.0,25293412000.0,25652892000.0,24996755000.0
2038.0,25729804000.0,25720494000.0,24747799000.0,25957648000.0,24500208000.0,25290772000.0,24149900000.0,26323860000.0,26286027000.0,25941580000.0,24864922000.0,25829507000.0,25782696000.0,25475297000.0,26317644000.0,26449574000.0,25093927000.0,25414296000.0,24676743000.0
2039.0,25521949000.0,25882026000.0,24536750000.0,25773255000.0,24093990000.0,25069355000.0,23810046000.0,26176023000.0,26170898000.0,25682921000.0,24653940000.0,25661587000.0,25502830000.0,25236986000.0,26299763000.0,26363382000.0,24839387000.0,25209014000.0,24396810000.0
2040.0,25335771000.0,25418965000.0,24126126000.0,25546928000.0,23873044000.0,24875950000.0,23453876000.0,26005746000.0,25942514000.0,25468040000.0,24418800000.0,25476741000.0,25335912000.0,25035418000.0,26051560000.0,26223206000.0,24618891000.0,25052666000.0,24111380000.0
2041.0,25301275000.0,25215627000.0,23867525000.0,25374913000.0,23699268000.0,24767290000.0,23178557000.0,25837455000.0,25714895000.0,25276137000.0,24229177000.0,25280274000.0,25162613000.0,24799764000.0,25922419000.0,26051314000.0,24394283000.0,24877249000.0,23894247000.0
2042.0,25038746000.0,25032860000.0,23583013000.0,25191692000.0,23372110000.0,24419944000.0,22984751000.0,25580165000.0,25510326000.0,25162398000.0,23971312000.0,25051329000.0,24942883000.0,24623677000.0,25766838000.0,25974550000.0,24168124000.0,24612887000.0,23617090000.0
2043.0,24823554000.0,24852277000.0,23397351000.0,25042622000.0,23173863000.0,24135105000.0,22638604000.0,25384720000.0,25360437000.0,24714959000.0,23697918000.0,24922636000.0,24791464000.0,24361327000.0,25552665000.0,25850214000.0,23940596000.0,24340700000.0,23351850000.0
2044.0,24731785000.0,24650486000.0,23162020000.0,24876749000.0,22916980000.0,23998607000.0,22362604000.0,25198914000.0,25233220000.0,24710090000.0,23484560000.0,24823294000.0,24660054000.0,24122092000.0,25307169000.0,25725954000.0,23691219000.0,24093018000.0,23122577000.0
2045.0,24433644000.0,24490668000.0,22868642000.0,24691663000.0,22531457000.0,23794223000.0,22052604000.0,25015538000.0,25079417000.0,24331487000.0,23237610000.0,24463014000.0,24390435000.0,23735972000.0,25150956000.0,25635346000.0,23489667000.0,23702432000.0,22800572000.0
2046.0,24238504000.0,24310018000.0,22661773000.0,24553468000.0,22229864000.0,23599680000.0,21803645000.0,24781967000.0,24933818000.0,23982277000.0,23008246000.0,24231623000.0,24253334000.0,23390173000.0,25083247000.0,25494813000.0,23188187000.0,23435512000.0,22497830000.0
2047.0,23966697000.0,24074103000.0,22347377000.0,24368400000.0,22010796000.0,23375446000.0,21484265000.0,24566342000.0,24807123000.0,23709510000.0,22785077000.0,24027654000.0,24086362000.0,23065790000.0,24833878000.0,25342837000.0,22994668000.0,23223440000.0,22268590000.0
2048.0,23696812000.0,23935971000.0,22030496000.0,24289190000.0,21707092000.0,22998016000.0,21203200000.0,24313006000.0,24587598000.0,23329296000.0,22556828000.0,23781409000.0,23863456000.0,22754456000.0,24667230000.0,25246292000.0,22766623000.0,22978363000.0,22293953000.0
2049.0,23511620000.0,24009275000.0,21765075000.0,24031363000.0,21454029000.0,22845985000.0,20871471000.0,24020240000.0,24431106000.0,22972275000.0,22295343000.0,23574094000.0,23537558000.0,22441783000.0,24449868000.0,25073947000.0,22540704000.0,22744515000.0,21965214000.0
2050.0,23413310000.0,23781032000.0,21473722000.0,23859243000.0,21271345000.0,22741720000.0,20506167000.0,23714939000.0,24282186000.0,22728340000.0,21962830000.0,23345490000.0,23245822000.0,22162035000.0,24232632000.0,25036630000.0,22342898000.0,22571141000.0,21856831000.0
2051.0,23084204000.0,23575124000.0,21108144000.0,23688210000.0,21123551000.0,22488836000.0,20172788000.0,23426507000.0,24017789000.0,22427353000.0,21977133000.0,23020216000.0,23029707000.0,21886810000.0,24028516000.0,24743018000.0,22384075000.0,22410803000.0,21510998000.0
2052.0,22929398000.0,23475714000.0,20800014000.0,23494850000.0,20907923000.0,22200445000.0,20006865000.0,23337986000.0,23806732000.0,22159374000.0,21636650000.0,22676128000.0,23040420000.0,21642470000.0,23782697000.0,24598729000.0,22024413000.0,22163096000.0,21346044000.0
2053.0,22685280000.0,23317524000.0,20608496000.0,23293084000.0,20632922000.0,21920053000.0,19726623000.0,23110676000.0,23587795000.0,21918611000.0,21367697000.0,22414488000.0,22842770000.0,21317700000.0,23570182000.0,24392910000.0,21782702000.0,21868261000.0,21100853000.0
2054.0,22482696000.0,23107641000.0,20460310000.0,23076500000.0,20382607000.0,21761104000.0,19505068000.0,22773460000.0,23389660000.0,21605224000.0,21172294000.0,22094518000.0,22390417000.0,21107657000.0,23497320000.0,24248617000.0,21628692000.0,21599537000.0,20815104000.0
2055.0,22294084000.0,22888165000.0,20185192000.0,22892106000.0,20149285000.0,21491853000.0,19203342000.0,22621161000.0,23228424000.0,21313198000.0,20816222000.0,21831117000.0,22234407000.0,20782793000.0,23180364000.0,24074959000.0,21490295000.0,21381464000.0,20544764000.0
2056.0,22140932000.0,22775456000.0,19979303000.0,22680957000.0,19929332000.0,21345276000.0,18906687000.0,22381340000.0,23179977000.0,21015566000.0,20599330000.0,21630190000.0,22084612000.0,20383269000.0,22951678000.0,23872150000.0,21348516000.0,21166440000.0,20305936000.0
2057.0,21946298000.0,22695373000.0,19797948000.0,22513359000.0,19696310000.0,21102465000.0,18671847000.0,22163620000.0,22905790000.0,20773243000.0,20340580000.0,21249266000.0,22262278000.0,20039900000.0,22552148000.0,23593280000.0,21069244000.0,20929067000.0,20112108000.0
2058.0,21744157000.0,22420859000.0,19647775000.0,22360031000.0,19573283000.0,20847753000.0,18442883000.0,21943865000.0,22740965000.0,20517714000.0,20066746000.0,21025880000.0,21848877000.0,19719516000.0,22308532000.0,23437437000.0,20913406000.0,20592884000.0,19907178000.0
2059.0,21690649000.0,22206960000.0,19403571000.0,22195382000.0,19348113000.0,20590068000.0,18208397000.0,21732230000.0,22615235000.0,20207086000.0,19900162000.0,20731790000.0,21544253000.0,19519800000.0,22033523000.0,23241850000.0,20709569000.0,20385948000.0,19626080000.0
2060.0,21421517000.0,21953968000.0,19158444000.0,22061013000.0,19058830000.0,20455051000.0,17941969000.0,21523569000.0,22412306000.0,19906781000.0,19681464000.0,20436100000.0,21278155000.0,19237888000.0,21781170000.0,23091370000.0,20527995000.0,20196016000.0,19400570000.0
2061.0,21298823000.0,21804851000.0,18898788000.0,21851865000.0,18857170000.0,20124340000.0,17718739000.0,21303204000.0,22240401000.0,19634080000.0,19369865000.0,20110160000.0,21060596000.0,18968801000.0,21600285000.0,22963317000.0,20353982000.0,19880470000.0,19165626000.0
2062.0,21075114000.0,21566695000.0,18654861000.0,21643262000.0,18689354000.0,19850346000.0,17496682000.0,21170252000.0,22030420000.0,19288267000.0,19114494000.0,19826387000.0,20790990000.0,18741975000.0,21314222000.0,22827300000.0,20219044000.0,19716490000.0,18903658000.0
2063.0,20857426000.0,21355737000.0,18500620000.0,21446066000.0,18509492000.0,19614046000.0,17290762000.0,20970232000.0,21835688000.0,18998983000.0,18855006000.0,19536925000.0,20609116000.0,18453789000.0,21147382000.0,22547250000.0,20068780000.0,19445176000.0,18666398000.0
2064.0,20691044000.0,21138650000.0,18331552000.0,21270610000.0,18310720000.0,19635750000.0,17085541000.0,20783892000.0,21672188000.0,18695602000.0,18577620000.0,19361421000.0,20458551000.0,18265390000.0,20726714000.0,22308400000.0,19909085000.0,19246504000.0,18505280000.0
2065.0,20582672000.0,20918580000.0,18157710000.0,21097386000.0,18146770000.0,19135795000.0,16879204000.0,20594946000.0,21500920000.0,18561840000.0,18407313000.0,19066160000.0,20319054000.0,18054644000.0,20413710000.0,22216446000.0,19725530000.0,18996036000.0,18170118000.0
2066.0,20378229000.0,20648516000.0,17985118000.0,20953540000.0,17889130000.0,19064244000.0,16653114000.0,20287007000.0,21361928000.0,18309888000.0,18058883000.0,18817286000.0,20173857000.0,17854118000.0,20275847000.0,22024972000.0,19582126000.0,18808588000.0,17925511000.0
2067.0,20231772000.0,20399335000.0,17796008000.0,20783790000.0,17571254000.0,18769476000.0,16392023000.0,20054917000.0,21242077000.0,18021728000.0,17821536000.0,18582835000.0,20012024000.0,17586168000.0,20038390000.0,21762695000.0,19419673000.0,18572925000.0,17687353000.0
2068.0,20061989000.0,20237527000.0,17663713000.0,20613569000.0,17428420000.0,18524453000.0,16159005000.0,19861635000.0,21035129000.0,17759140000.0,17603742000.0,18282750000.0,19794536000.0,17311193000.0,19833480000.0,21522026000.0,19299002000.0,18338726000.0,17432295000.0
2069.0,20072729000.0,19900928000.0,17517232000.0,20450224000.0,17264638000.0,18220878000.0,15901017000.0,19639063000.0,20928920000.0,17542345000.0,17312141000.0,18030064000.0,19691880000.0,17048804000.0,19530752000.0,21327671000.0,19181634000.0,18140040000.0,17230012000.0
2070.0,19862194000.0,19591172000.0,17325746000.0,20314663000.0,17028298000.0,17993916000.0,15719923000.0,19514288000.0,20817842000.0,17328103000.0,17046569000.0,17675094000.0,19499969000.0,16874958000.0,19363279000.0,21178999000.0,19057380000.0,17929312000.0,17005644000.0
2071.0,19647900000.0,19416455000.0,17112956000.0,20171620000.0,16776339000.0,17821778000.0,15509439000.0,19350825000.0,20678020000.0,17066646000.0,16767706000.0,17355033000.0,19295586000.0,16657985000.0,19189944000.0,20973480000.0,18924536000.0,17725237000.0,16679154000.0
2072.0,19550270000.0,19223316000.0,16938478000.0,19983970000.0,16597488000.0,17547796000.0,15203395000.0,19197037000.0,20531240000.0,16881089000.0,16468389000.0,17125613000.0,19150756000.0,16396524000.0,18984292000.0,20767345000.0,18755912000.0,17489605000.0,16423214000.0
2073.0,19362226000.0,19017734000.0,16747119000.0,19838374000.0,16350124000.0,17233860000.0,14971395000.0,19031923000.0,20382930000.0,16609274000.0,16129260000.0,16852232000.0,18971372000.0,16145719000.0,18771368000.0,20589009000.0,18714597000.0,17306554000.0,16169022000.0
2074.0,19286817000.0,18816051000.0,16534404000.0,19711076000.0,16078276000.0,17038182000.0,14760802000.0,18912735000.0,20252635000.0,16351311000.0,15886919000.0,16533004000.0,18794387000.0,15932611000.0,18515270000.0,20415873000.0,18754052000.0,17036669000.0,15968871000.0
2075.0,19109966000.0,18505153000.0,16359277000.0,19501050000.0,15861030000.0,16833204000.0,14492629000.0,18708777000.0,20139550000.0,16135830000.0,15653335000.0,16294809000.0,18660927000.0,15730428000.0,18393766000.0,20202300000.0,18439973000.0,16813615000.0,15746239000.0
2076.0,19021030000.0,18345767000.0,16129862000.0,19471368000.0,15585628000.0,16585698000.0,14286220000.0,18430822000.0,19999820000.0,15830034000.0,15350053000.0,16049322000.0,18514612000.0,15479025000.0,18203372000.0,20039550000.0,18292763000.0,16595297000.0,15457143000.0
2077.0,19080382000.0,18173282000.0,15966692000.0,19313810000.0,15324643000.0,16266626000.0,14071434000.0,18229400000.0,19881435000.0,15610560000.0,15019759000.0,15652637000.0,18324478000.0,15210148000.0,18040678000.0,19838994000.0,18180528000.0,16387714000.0,15163854000.0
2078.0,18876811000.0,17901250000.0,15796131000.0,19192984000.0,15098009000.0,16014980000.0,13793540000.0,18042507000.0,19695604000.0,15331836000.0,14713879000.0,15464322000.0,18087748000.0,14931180000.0,17958234000.0,19666452000.0,18177114000.0,16183167000.0,14969264000.0
2079.0,18768962000.0,17710230000.0,15640362000.0,19058285000.0,14840358000.0,15822195000.0,13490145000.0,17912414000.0,19569983000.0,15074372000.0,14505219000.0,15229527000.0,17914200000.0,14671621000.0,17748744000.0,19546946000.0,17974231000.0,16011236000.0,14733072000.0
2080.0,18612101000.0,17532803000.0,15430522000.0,18861960000.0,14544078000.0,15563199000.0,13257717000.0,17707293000.0,19417380000.0,14846854000.0,14209731000.0,15037355000.0,17781725000.0,14412158000.0,17521960000.0,19351103000.0,17831879000.0,15798681000.0,14488642000.0
2081.0,18503965000.0,17300265000.0,15250619000.0,18677810000.0,14338778000.0,15350613000.0,13059511000.0,17510494000.0,19218373000.0,14579027000.0,14067128000.0,14770862000.0,17596703000.0,14144313000.0,17258437000.0,19191677000.0,17684525000.0,15547532000.0,14263273000.0
2082.0,18399191000.0,17104841000.0,15051634000.0,18575987000.0,14086216000.0,15124366000.0,12928471000.0,17302458000.0,19011355000.0,14370193000.0,13776315000.0,14486782000.0,17425457000.0,13930893000.0,17081772000.0,19032805000.0,17519088000.0,15307006000.0,14107717000.0
2083.0,18312655000.0,16883167000.0,14923095000.0,18425250000.0,13839883000.0,14924078000.0,12697973000.0,17109890000.0,18891317000.0,14113518000.0,13551685000.0,14183182000.0,17264677000.0,13721210000.0,16932512000.0,18841805000.0,17389322000.0,15092648000.0,13901211000.0
2084.0,18171834000.0,16755990000.0,14742313000.0,18312823000.0,13603770000.0,14509489000.0,12492676000.0,16894825000.0,18735862000.0,13918565000.0,13328750000.0,13910479000.0,17089618000.0,13480984000.0,16714057000.0,18573226000.0,17271580000.0,14882734000.0,13640088000.0
2085.0,18087821000.0,16541011000.0,14553724000.0,18191262000.0,13386562000.0,14301638000.0,12283740000.0,16760298000.0,18581465000.0,13727705000.0,13042977000.0,13585832000.0,16887828000.0,13188078000.0,16528290000.0,18406935000.0,17140250000.0,14698281000.0,13388667000.0
2086.0,17910272000.0,16383077000.0,14354741000.0,18066780000.0,13163364000.0,14092529000.0,12059106000.0,16561418000.0,18439723000.0,13423772000.0,12734900000.0,13406797000.0,16672944000.0,12956695000.0,16338193000.0,18273624000.0,16956970000.0,14498461000.0,13172285000.0
2087.0,17762190000.0,16194053000.0,14195407000.0,17913813000.0,12976728000.0,13843033000.0,11833135000.0,16414205000.0,18320863000.0,13184054000.0,12599091000.0,13142984000.0,16533409000.0,12713609000.0,16168674000.0,18049511000.0,16845378000.0,14348124000.0,12988247000.0
2088.0,17663100000.0,15954459000.0,14149395000.0,17746215000.0,12795126000.0,13536606000.0,11644313000.0,16282888000.0,18198155000.0,12901726000.0,12293848000.0,12931215000.0,16329870000.0,12494014000.0,16040582000.0,17882194000.0,16663607000.0,14207044000.0,12828605000.0
2089.0,17546200000.0,15820198000.0,13872169000.0,17605081000.0,12645000000.0,13337453000.0,11481653000.0,16074310000.0,17997588000.0,12706086000.0,12129603000.0,12744978000.0,16120893000.0,12277478000.0,15875675000.0,17717391000.0,16674021000.0,14034011000.0,12636319000.0
2090.0,17427622000.0,15687116000.0,13706808000.0,17470257000.0,12445614000.0,13169299000.0,11302435000.0,15945464000.0,17785242000.0,12505858000.0,11904211000.0,12582740000.0,15981585000.0,12063275000.0,15653364000.0,17529457000.0,16290610000.0,13819121000.0,12416517000.0
2091.0,17309596000.0,15530144000.0,13582639000.0,17375656000.0,12267465000.0,13060225000.0,11077868000.0,15729379000.0,17646641000.0,12299761000.0,11665433000.0,12353753000.0,15761826000.0,11844429000.0,15453764000.0,17337958000.0,16112196000.0,13643618000.0,12199423000.0
2092.0,17160810000.0,15320212000.0,13455320000.0,17249536000.0,12054604000.0,12713214000.0,10854537000.0,15548245000.0,17513028000.0,12059956000.0,11355901000.0,12142277000.0,15588753000.0,11626161000.0,15290877000.0,17133273000.0,15957683000.0,13462808000.0,11958866000.0
2093.0,17051862000.0,15210027000.0,13257895000.0,17130646000.0,11884058000.0,12512893000.0,10603043000.0,15375147000.0,17353329000.0,11795103000.0,11111768000.0,11895885000.0,15429441000.0,11356248000.0,15107384000.0,16864495000.0,15785056000.0,13253757000.0,11776344000.0
2094.0,16913439000.0,15033794000.0,13131089000.0,16994419000.0,11675108000.0,12331316000.0,10419922000.0,15178318000.0,17186918000.0,11511025000.0,10928500000.0,11668204000.0,15286392000.0,11137572000.0,14941900000.0,16712495000.0,15658785000.0,13046338000.0,11565877000.0
2095.0,16790166000.0,14803870000.0,12981848000.0,16855294000.0,11551006000.0,12130603000.0,10101939000.0,14938009000.0,17057620000.0,11255676000.0,10680751000.0,11432677000.0,15028530000.0,10917733000.0,14821229000.0,16530532000.0,15515640000.0,12843315000.0,11322362000.0
2096.0,16711389000.0,14647334000.0,12839472000.0,16697376000.0,11364282000.0,11863367000.0,9821201000.0,14752109000.0,16899154000.0,11007536000.0,10436775000.0,11156835000.0,14882577000.0,10657312000.0,14653108000.0,16342191000.0,15610657000.0,12672424000.0,10993095000.0
2097.0,16594530000.0,14465827000.0,12745706000.0,16531710000.0,11206944000.0,11640478000.0,9597830000.0,14612225000.0,16788030000.0,10715776000.0,10100343000.0,10906672000.0,14779641000.0,10459706000.0,14470915000.0,16154289000.0,15173329000.0,12473961000.0,10692638000.0
