time,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5
2030.0,16485784000000.0,16803375000000.0,17101919000000.0,17144761000000.0
2031.0,16365905000000.0,16548291000000.0,16860767000000.0,17009113000000.0
2032.0,16258996000000.0,16435971000000.0,16709367000000.0,16822559000000.0
2033.0,16136089000000.0,16354149000000.0,16567860000000.0,16730467000000.0
2034.0,15946161000000.0,16248851000000.0,16495366000000.0,16562068000000.0
2035.0,15738303000000.0,16170029000000.0,16447268000000.0,16442085000000.0
2036.0,15605613000000.0,16085201000000.0,16345517000000.0,16305694000000.0
2037.0,15421233000000.0,15941600000000.0,16230391000000.0,16120805000000.0
2038.0,15179536000000.0,15759654000000.0,15996989000000.0,16049956000000.0
2039.0,15039135000000.0,15638928000000.0,15799431000000.0,15939275000000.0
2040.0,14966636000000.0,15451561000000.0,15576416000000.0,15752855000000.0
2041.0,14765380000000.0,15270556000000.0,15369344000000.0,15627803000000.0
2042.0,14499944000000.0,15104487000000.0,15161883000000.0,15410989000000.0
2043.0,14327286000000.0,14894735000000.0,14995578000000.0,15253178000000.0
2044.0,14131075000000.0,14731821000000.0,14875824000000.0,15102219000000.0
2045.0,13919286000000.0,14524402000000.0,14709823000000.0,14988100000000.0
2046.0,13694684000000.0,14335290000000.0,14629060000000.0,14805733000000.0
2047.0,13487195000000.0,14165288000000.0,14496894000000.0,14642091000000.0
2048.0,13241782000000.0,14071414000000.0,14348691000000.0,14463987000000.0
2049.0,13005354000000.0,13859333000000.0,14244708000000.0,14378177000000.0
2050.0,12826917000000.0,13613015000000.0,14000685000000.0,14247321000000.0
2051.0,12625820000000.0,13436720000000.0,13828222000000.0,14105801000000.0
2052.0,12341953000000.0,13237993000000.0,13765153000000.0,13897688000000.0
2053.0,12074267000000.0,13148578000000.0,13640232000000.0,13698462000000.0
2054.0,11875551000000.0,12998269000000.0,13511872000000.0,13598954000000.0
2055.0,11644505000000.0,12814813000000.0,13362680000000.0,13416412000000.0
2056.0,11339176000000.0,12628660000000.0,13222241000000.0,13281512000000.0
2057.0,11028754000000.0,12511595000000.0,13056218000000.0,13086065000000.0
2058.0,10763576000000.0,12262876000000.0,12899872000000.0,12856554000000.0
2059.0,10580523000000.0,12076071000000.0,12787554000000.0,12632380000000.0
2060.0,10400754000000.0,11934400000000.0,12659688000000.0,12380822000000.0
2061.0,10219980000000.0,11767924000000.0,12523886000000.0,12208564000000.0
2062.0,10003136000000.0,11562843000000.0,12389148000000.0,12025333000000.0
2063.0,9793966000000.0,11369201000000.0,12275653000000.0,11784804000000.0
2064.0,9596431000000.0,11257937000000.0,12106204000000.0,11609367000000.0
2065.0,9429088000000.0,11059758000000.0,12011917000000.0,11441620000000.0
2066.0,9293429000000.0,10969871000000.0,11930259000000.0,11249075000000.0
2067.0,9176930000000.0,10891288000000.0,11789093000000.0,11113701000000.0
2068.0,9057702000000.0,10767903000000.0,11742841000000.0,10984670000000.0
2069.0,8858252000000.0,10585277000000.0,11644247000000.0,10836529000000.0
2070.0,8718021000000.0,10507907000000.0,11633780000000.0,10663058000000.0
2071.0,8551462300000.0,10431392000000.0,11544237000000.0,10546654000000.0
2072.0,8390020000000.0,10242873000000.0,11369009000000.0,10407162000000.0
2073.0,8190761600000.0,10134464000000.0,11269672000000.0,10299297000000.0
2074.0,8038091000000.0,10003999000000.0,11187793000000.0,10169934000000.0
2075.0,7926258300000.0,9827878000000.0,11108987000000.0,10051363000000.0
2076.0,7823227000000.0,9702975000000.0,11012319000000.0,9884298000000.0
2077.0,7669490400000.0,9653635000000.0,10902826000000.0,9737664000000.0
2078.0,7514057300000.0,9575655000000.0,10838892000000.0,9638842000000.0
2079.0,7369998000000.0,9429118000000.0,10735886000000.0,9546830000000.0
2080.0,7237980000000.0,9364681000000.0,10595332000000.0,9485218000000.0
2081.0,7149529000000.0,9327508000000.0,10532563000000.0,9356849000000.0
2082.0,7035191000000.0,9191866000000.0,10398582000000.0,9283182000000.0
2083.0,6917466000000.0,9060409000000.0,10345665000000.0,9178789000000.0
2084.0,6845738500000.0,8988660000000.0,10297663000000.0,9067605000000.0
2085.0,6706858300000.0,8950562000000.0,10229452000000.0,9021108000000.0
2086.0,6629942000000.0,8891327000000.0,10177634000000.0,8977058000000.0
2087.0,6521104000000.0,8785769300000.0,10099235000000.0,8898342000000.0
2088.0,6389683000000.0,8705771300000.0,10027732000000.0,8727106700000.0
2089.0,6358228000000.0,8641124500000.0,9970533000000.0,8648766500000.0
2090.0,6320456500000.0,8590039000000.0,9963069000000.0,8560219500000.0
2091.0,6238448400000.0,8513184000000.0,9977454000000.0,8512379000000.0
2092.0,6176923000000.0,8431190000000.0,9919139000000.0,8474658300000.0
2093.0,6156086000000.0,8381253000000.0,9880521000000.0,8417803000000.0
2094.0,6111071000000.0,8362134600000.0,9828042000000.0,8343957500000.0
2095.0,6068778300000.0,8274415500000.0,9812733000000.0,8264957300000.0
2096.0,6039634000000.0,8220940000000.0,9794745000000.0,8221249500000.0
2097.0,6006558000000.0,8210669400000.0,9764517000000.0,8207953600000.0
2098.0,6010922600000.0,8149668000000.0,9738709000000.0,8188178500000.0
2099.0,5975714600000.0,8099445000000.0,9715796000000.0,8132050000000.0
2100.0,5920891300000.0,8066633300000.0,9704715000000.0,8050624700000.0
