time,MRI-ESM2-0,UKESM1-0-LL,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR
2035.0,1204429000.0,1218546800.0,1639188400.0,1394780000.0,1410795100.0
2036.0,1142922000.0,1145847900.0,1586211800.0,1315932700.0,1333649300.0
2037.0,1101446700.0,1103046900.0,1533165300.0,1271847800.0,1309805600.0
2038.0,1060416260.0,1037051000.0,1494950800.0,1248351700.0,1261448100.0
2039.0,1014253950.0,928625340.0,1449304300.0,1213754500.0,1224486400.0
2040.0,972742700.0,879623300.0,1418403300.0,1174430200.0,1179840500.0
2041.0,947908540.0,818903400.0,1381323900.0,1142201700.0,1147282300.0
2042.0,916575040.0,774138800.0,1355862700.0,1104178000.0,1137211900.0
2043.0,899460600.0,742576800.0,1296799100.0,1080865900.0,1091801600.0
2044.0,873949600.0,676288200.0,1241050500.0,1067832200.0,1057564300.0
2045.0,834180030.0,639941400.0,1213598700.0,1040918850.0,1028345100.0
2046.0,810581200.0,617843900.0,1187077000.0,1050306940.0,993190400.0
2047.0,787778500.0,572087940.0,1140278800.0,1009895360.0,947446300.0
2048.0,786461250.0,543442750.0,1144574000.0,974851460.0,926681400.0
2049.0,742524160.0,505771260.0,1107456400.0,943977100.0,881624260.0
2050.0,730826600.0,484333730.0,1079738800.0,923440500.0,838749000.0
2051.0,695482100.0,454660300.0,1079401200.0,989846200.0,782085200.0
2052.0,676032450.0,438618980.0,1137850900.0,905382700.0,763401340.0
2053.0,663050200.0,437158850.0,1079417200.0,893621900.0,790048100.0
2054.0,637253570.0,398805300.0,1041111200.0,893282400.0,705903360.0
2055.0,615758340.0,432665020.0,992201860.0,1002338100.0,679841900.0
2056.0,585686140.0,359550460.0,973326600.0,943639600.0,648700740.0
2057.0,570177660.0,345032700.0,962244800.0,911277060.0,629286140.0
2058.0,561151500.0,337539940.0,927683140.0,856603600.0,612528100.0
2059.0,583851650.0,317069860.0,902572300.0,843220740.0,603883970.0
2060.0,531547600.0,295215800.0,997880300.0,814006400.0,623244800.0
2061.0,518240930.0,281161150.0,870787900.0,803721600.0,564273200.0
2062.0,504430560.0,264140370.0,879366460.0,789720060.0,534569000.0
2063.0,554612030.0,248230620.0,844584260.0,772768500.0,542649500.0
2064.0,496214140.0,242086050.0,826043000.0,771670140.0,518106750.0
2065.0,471510900.0,366018600.0,820367360.0,793856300.0,497919600.0
2066.0,460770620.0,259756480.0,834609500.0,805516600.0,575958900.0
2067.0,444548200.0,241088030.0,794519360.0,752765250.0,494695900.0
2068.0,435889340.0,219733810.0,774159800.0,739880600.0,475222460.0
2069.0,424852580.0,341725950.0,751541800.0,728746300.0,460154780.0
2070.0,416998880.0,209913340.0,981043400.0,717046200.0,445276930.0
2071.0,408231900.0,290942000.0,795554900.0,701766300.0,436614140.0
2072.0,444886500.0,284724060.0,841884300.0,692783740.0,432335200.0
2073.0,547579900.0,212136750.0,843581060.0,737032770.0,417319360.0
2074.0,443206850.0,203259000.0,762148800.0,718652500.0,405514940.0
2075.0,462029300.0,205861360.0,785164800.0,681712830.0,386097630.0
2076.0,396122340.0,191971790.0,751878340.0,676681340.0,409824130.0
2077.0,408657760.0,191236030.0,903330100.0,677365900.0,378672480.0
2078.0,391184700.0,185214580.0,892888000.0,668110600.0,367171170.0
2079.0,373264600.0,189134380.0,1614280000.0,664605250.0,360421920.0
2080.0,376471360.0,226186910.0,1403329500.0,654609540.0,361382900.0
2081.0,392845300.0,187672160.0,1374284900.0,663246140.0,355145860.0
2082.0,379751520.0,184371730.0,1021948860.0,1027318000.0,377274340.0
2083.0,375987070.0,179707870.0,903977150.0,658318850.0,389182750.0
2084.0,403790750.0,177722860.0,870979700.0,1109478800.0,354462530.0
2085.0,368552400.0,175825020.0,889422140.0,750122500.0,342321540.0
2086.0,366679870.0,172363100.0,900212600.0,674273340.0,335437570.0
2087.0,402071300.0,164376030.0,830153660.0,667991200.0,327541630.0
2088.0,398199260.0,165567650.0,872237300.0,822716800.0,317388000.0
2089.0,411394750.0,245383100.0,822077630.0,678928830.0,312294880.0
2090.0,421410430.0,172812500.0,854153600.0,643715460.0,306245800.0
2091.0,418652160.0,164403820.0,1059758340.0,660885300.0,369777900.0
2092.0,381594340.0,161841890.0,1334170900.0,648942600.0,304984860.0
2093.0,429435870.0,168849580.0,962828100.0,669469600.0,303980000.0
2094.0,445281760.0,165272270.0,905204900.0,674841540.0,304583520.0
2095.0,428471170.0,160053980.0,933571260.0,660092600.0,304012960.0
2096.0,594649860.0,158341340.0,856502200.0,702139600.0,310513380.0
2097.0,425587260.0,156241700.0,854935200.0,644320200.0,290042980.0
2098.0,391483700.0,155921700.0,880013500.0,644917100.0,283935200.0
2099.0,386097300.0,210879890.0,823391300.0,701237760.0,315708930.0
2100.0,382490140.0,157228060.0,846867650.0,943310200.0,305538720.0
