time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,MPI-ESM1-2-HR,IPSL-CM6A-LR
2035.0,1216656500.0,1310458800.0,1495647900.0,1403314600.0,1239452700.0
2036.0,1150648700.0,1260229100.0,1458592900.0,1383226000.0,1204634800.0
2037.0,1059005440.0,1207528800.0,1435101300.0,1336493700.0,1174009100.0
2038.0,1015539000.0,1167525400.0,1397836800.0,1314086300.0,1114996900.0
2039.0,975367300.0,1115325800.0,1351746800.0,1327266000.0,1077306100.0
2040.0,928553500.0,1076069200.0,1315980700.0,1431847400.0,1022903300.0
2041.0,846243650.0,1019077950.0,1264121300.0,1264744300.0,957649600.0
2042.0,783812030.0,975287300.0,1236646500.0,1217191600.0,934443600.0
2043.0,758212700.0,934062460.0,1218393600.0,1189949200.0,907369150.0
2044.0,713435800.0,897077500.0,1164991400.0,1161678800.0,859868860.0
2045.0,667327700.0,877619140.0,1151383700.0,1142208900.0,811486800.0
2046.0,617285000.0,848271360.0,1121620400.0,1118371600.0,778064400.0
2047.0,569509060.0,825623300.0,1096558800.0,1087944300.0,753625200.0
2048.0,519229730.0,791843260.0,1067857000.0,1050450750.0,717808900.0
2049.0,524429440.0,751698800.0,1031793400.0,1045230400.0,687330800.0
2050.0,464216770.0,734768830.0,1002528960.0,1001606700.0,707040400.0
2051.0,430758000.0,702218400.0,974041700.0,958267200.0,656036600.0
2052.0,391648930.0,696106100.0,953864640.0,932086850.0,639136260.0
2053.0,357729280.0,664043800.0,907796740.0,896912900.0,606851650.0
2054.0,329409060.0,648670500.0,887212500.0,874420200.0,577442400.0
2055.0,302118340.0,756960640.0,856508300.0,851565500.0,545760830.0
2056.0,282775940.0,648351170.0,830266700.0,826669100.0,529005250.0
2057.0,247869660.0,611752640.0,787895400.0,921089400.0,503196830.0
2058.0,224660400.0,585270700.0,765684100.0,804538600.0,481060700.0
2059.0,210464800.0,574543300.0,744223700.0,783671400.0,458856100.0
2060.0,179477250.0,542704000.0,723733700.0,767051400.0,434173470.0
2061.0,171069580.0,524590000.0,714114200.0,797460400.0,434789150.0
2062.0,156904180.0,495889020.0,691831800.0,725213500.0,417689730.0
2063.0,150701490.0,486724740.0,665308160.0,689065700.0,397970300.0
2064.0,137871000.0,477904300.0,646424450.0,656497500.0,375164700.0
2065.0,136089120.0,472198460.0,619760900.0,636697660.0,357885540.0
2066.0,121514370.0,457957120.0,614797440.0,656662660.0,331933660.0
2067.0,111324510.0,446188480.0,577421760.0,595227900.0,313116200.0
2068.0,100758660.0,434157760.0,551466500.0,570163000.0,315808350.0
2069.0,90426904.0,420643800.0,530768300.0,548451500.0,289282100.0
2070.0,81880200.0,410415040.0,498108000.0,536130300.0,269614270.0
2071.0,78150740.0,396436220.0,479325120.0,528015200.0,253155800.0
2072.0,77099200.0,380810080.0,490952860.0,513778200.0,237761280.0
2073.0,68366030.0,370541470.0,451121900.0,511750660.0,222173200.0
2074.0,60809760.0,369303740.0,425099520.0,468798530.0,207725000.0
2075.0,58294220.0,357507230.0,413020500.0,446320580.0,194249440.0
2076.0,56386600.0,346483870.0,396641920.0,425522370.0,184040300.0
2077.0,47831100.0,343749200.0,387938300.0,411290750.0,167772930.0
2078.0,43644440.0,330350620.0,376802240.0,402133340.0,162788370.0
2079.0,40808292.0,320636600.0,364376100.0,442794080.0,153757000.0
2080.0,36839290.0,312676640.0,341892700.0,377348700.0,134585010.0
2081.0,35405784.0,322127940.0,336572220.0,372093060.0,126921200.0
2082.0,33738680.0,306068830.0,323409920.0,367101540.0,118628390.0
2083.0,30674468.0,292340320.0,309283400.0,349793700.0,106998810.0
2084.0,26969266.0,284967330.0,301420160.0,335887300.0,99640570.0
2085.0,25235112.0,277465500.0,293229020.0,352869200.0,93173976.0
2086.0,23352534.0,271889120.0,280777380.0,311316480.0,82838740.0
2087.0,22586486.0,259272700.0,272011170.0,297349400.0,81151304.0
2088.0,20511576.0,241460240.0,269134660.0,285415200.0,78716904.0
2089.0,19010366.0,224962960.0,259384720.0,277213380.0,72884340.0
2090.0,18954294.0,216423150.0,252026910.0,270759680.0,69557380.0
2091.0,15158384.0,206449740.0,238933540.0,263982990.0,67504310.0
2092.0,14850245.0,201823020.0,234885170.0,261565150.0,62844644.0
2093.0,12827357.0,196924030.0,230287630.0,249693840.0,58099320.0
2094.0,12415546.0,251382510.0,219046350.0,236294800.0,52751428.0
2095.0,11662515.0,189672830.0,209669540.0,223165980.0,50739220.0
2096.0,11247115.0,184635020.0,197230720.0,211140830.0,45400530.0
2097.0,10848410.0,169328600.0,188022740.0,200871860.0,42578028.0
2098.0,9263592.0,165625920.0,182570850.0,206561570.0,38446070.0
2099.0,8929671.0,158137900.0,177848100.0,201392640.0,34640784.0
2100.0,8116875.0,151856220.0,173511020.0,190226980.0,32582874.0
