time,GFDL-ESM2G,CNRM-CM5,GISS-E2-R,GFDL-CM3,NORESM1-M,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2039.0,39586190000.0,39199367000.0,39260930000.0,38327320000.0,39060554000.0,39367184000.0,39337333000.0,39581020000.0,39617618000.0,39570720000.0
2040.0,39512986000.0,39169663000.0,39188312000.0,38100337000.0,38953173000.0,39263666000.0,39351783000.0,39515380000.0,39544350000.0,39473877000.0
2041.0,39430746000.0,39051645000.0,39082980000.0,37868564000.0,38827934000.0,39168490000.0,39139828000.0,39530643000.0,39498980000.0,39398826000.0
2042.0,39349068000.0,38903693000.0,38952430000.0,37603760000.0,38696944000.0,39076120000.0,39048135000.0,39421235000.0,39495692000.0,39312536000.0
2043.0,39273468000.0,38769828000.0,38894617000.0,37330160000.0,38538190000.0,38971503000.0,38917743000.0,39314964000.0,39358760000.0,39206265000.0
2044.0,39188386000.0,38650860000.0,38735460000.0,37029040000.0,38384620000.0,38841553000.0,38766540000.0,39217566000.0,39261192000.0,39119020000.0
2045.0,39132010000.0,38498755000.0,38574060000.0,36695190000.0,38231790000.0,38702830000.0,38706532000.0,39153420000.0,39181490000.0,39001874000.0
2046.0,39054287000.0,38366663000.0,38423994000.0,36362297000.0,38069210000.0,38548234000.0,38531060000.0,39052816000.0,39068226000.0,38912440000.0
2047.0,38953816000.0,38210875000.0,38240063000.0,35982995000.0,37907034000.0,38436418000.0,38395335000.0,38963216000.0,38957110000.0,38812094000.0
2048.0,38828937000.0,38036898000.0,38099400000.0,35597214000.0,37738717000.0,38230440000.0,38262223000.0,38884010000.0,38926060000.0,38672175000.0
2049.0,38720238000.0,37930127000.0,37952848000.0,35179946000.0,37567705000.0,38055678000.0,38089073000.0,38799192000.0,38765605000.0,38565065000.0
2050.0,38608110000.0,37747520000.0,37786610000.0,34725240000.0,37388706000.0,37885346000.0,37926460000.0,38694797000.0,38636536000.0,38468547000.0
2051.0,38490740000.0,37597925000.0,37624136000.0,34245108000.0,37182010000.0,37776114000.0,37732774000.0,38602500000.0,38518833000.0,38318960000.0
2052.0,38391820000.0,37374090000.0,37475800000.0,33695975000.0,36953870000.0,37531582000.0,37511676000.0,38518067000.0,38405984000.0,38168370000.0
2053.0,38287720000.0,37158117000.0,37346517000.0,33118773000.0,36744470000.0,37317430000.0,37325350000.0,38386430000.0,38283837000.0,37965804000.0
2054.0,38184960000.0,36989180000.0,37138250000.0,32610898000.0,36562235000.0,37116686000.0,37134410000.0,38271582000.0,38145840000.0,37779860000.0
2055.0,38010170000.0,36874363000.0,36914147000.0,32086995000.0,36337010000.0,36919734000.0,36898040000.0,38130580000.0,38004425000.0,37656430000.0
2056.0,37868564000.0,36632040000.0,36755690000.0,31449740000.0,36094984000.0,36664697000.0,36634493000.0,38034120000.0,37868974000.0,37447000000.0
2057.0,37687316000.0,36455970000.0,36881330000.0,30839233000.0,35755940000.0,36424300000.0,36385990000.0,37895172000.0,37748690000.0,37281227000.0
2058.0,37545590000.0,36300206000.0,36513247000.0,30136678000.0,35459420000.0,36229075000.0,36078710000.0,37734535000.0,37575810000.0,37100250000.0
2059.0,37404110000.0,36093860000.0,36428685000.0,29493023000.0,35145003000.0,35929810000.0,35776600000.0,37633225000.0,37411830000.0,36897650000.0
2060.0,37239960000.0,35913945000.0,36165570000.0,28893460000.0,34807296000.0,35733210000.0,35445035000.0,37450842000.0,37272260000.0,36760416000.0
2061.0,37117600000.0,35667740000.0,35893770000.0,28296593000.0,34509378000.0,35453227000.0,35078345000.0,37277774000.0,37188090000.0,36486263000.0
2062.0,36930770000.0,35383562000.0,35693347000.0,27705725000.0,34205049000.0,35130140000.0,34697210000.0,37109720000.0,36955263000.0,36174020000.0
2063.0,36776080000.0,35117880000.0,35501380000.0,27120486000.0,33875161000.0,34820870000.0,34366000000.0,36931367000.0,36745875000.0,35923788000.0
2064.0,36580696000.0,34818450000.0,35442320000.0,26491462000.0,33491436000.0,34574740000.0,33973040000.0,36779192000.0,36574430000.0,35632808000.0
2065.0,36419460000.0,34559738000.0,35100844000.0,25948125000.0,33054374000.0,34274320000.0,33643246000.0,36617700000.0,36354870000.0,35387765000.0
2066.0,36439134000.0,34236275000.0,34858070000.0,25411686000.0,32671633000.0,34005955000.0,33222996000.0,36426883000.0,36161917000.0,35137040000.0
2067.0,36120535000.0,33945438000.0,34631565000.0,24764172000.0,32301197000.0,33753637000.0,32774940000.0,36219662000.0,35950610000.0,34994800000.0
2068.0,35960435000.0,33632086000.0,34395630000.0,24213887000.0,31875381000.0,33344287000.0,32317600000.0,35968650000.0,35665550000.0,34668510000.0
2069.0,35832110000.0,33418110000.0,34150000000.0,23604877000.0,31394767000.0,32956008000.0,31855784000.0,35735126000.0,35476468000.0,34405080000.0
2070.0,35713917000.0,33104454000.0,33840095000.0,23006384000.0,30887709000.0,32559106000.0,31374651000.0,35481310000.0,35322150000.0,34179897000.0
2071.0,35518353000.0,32842244000.0,33581380000.0,22359132000.0,30478864000.0,32211276000.0,30861416000.0,35261060000.0,35073925000.0,33903520000.0
2072.0,35294536000.0,32584698000.0,33380747000.0,21751222000.0,30067835000.0,31823559000.0,30307203000.0,35020790000.0,34813940000.0,33648636000.0
2073.0,35198448000.0,32200393000.0,33130797000.0,21227536000.0,29573163000.0,31392030000.0,29865812000.0,34773156000.0,34530100000.0,33384194000.0
2074.0,34979185000.0,31802750000.0,32868856000.0,20603275000.0,29061173000.0,30940035000.0,29411316000.0,34470384000.0,34278314000.0,33048607000.0
2075.0,34757964000.0,31380417000.0,32580630000.0,19995226000.0,28608440000.0,30511315000.0,28959605000.0,34174112000.0,34014054000.0,32796856000.0
2076.0,34540098000.0,31026538000.0,32294170000.0,19450597000.0,28113625000.0,30092298000.0,28306084000.0,33769744000.0,33743436000.0,32486500000.0
2077.0,34267257000.0,30659360000.0,31993897000.0,18740435000.0,27670462000.0,29628037000.0,27786357000.0,33469890000.0,33473155000.0,32206850000.0
2078.0,34007896000.0,30262342000.0,31635450000.0,18165529000.0,27206013000.0,29168325000.0,27151852000.0,33103186000.0,33182562000.0,31938218000.0
2079.0,33770846000.0,29833167000.0,31298683000.0,17496986000.0,26634056000.0,28714400000.0,26684506000.0,32763296000.0,32932080000.0,31629722000.0
2080.0,33517246000.0,29353122000.0,30906896000.0,16959612000.0,26014126000.0,28236450000.0,26183110000.0,32390110000.0,32522992000.0,31349156000.0
2081.0,33256720000.0,28953072000.0,30669520000.0,16369729000.0,25509600000.0,27871605000.0,25716998000.0,32026282000.0,32216822000.0,31028847000.0
2082.0,33037380000.0,28577237000.0,30373300000.0,15773093000.0,24977172000.0,27384046000.0,25244774000.0,31666129000.0,31900017000.0,30659269000.0
2083.0,32843848000.0,28118145000.0,30016799000.0,15192165000.0,24507281000.0,26992904000.0,24671343000.0,31256093000.0,31566883000.0,30377837000.0
2084.0,32695966000.0,27655039000.0,29753663000.0,14549745000.0,23993422000.0,26508505000.0,24182974000.0,30836183000.0,31411913000.0,30122031000.0
2085.0,32505050000.0,27176313000.0,29454550000.0,13969290000.0,23448801000.0,26070720000.0,23604724000.0,30350232000.0,30983735000.0,29745980000.0
2086.0,32251353000.0,26807460000.0,29251187000.0,13486313000.0,23032689000.0,25610890000.0,23164168000.0,29881920000.0,30666166000.0,29382433000.0
2087.0,31960392000.0,26357377000.0,28942948000.0,13070995000.0,22579986000.0,25068230000.0,22663741000.0,29447027000.0,30359505000.0,29033730000.0
2088.0,31667620000.0,25824657000.0,28606579000.0,12458505000.0,22043867000.0,24600910000.0,22115633000.0,28896379000.0,30062256000.0,28683305000.0
2089.0,31407227000.0,25368566000.0,28249842000.0,12095189000.0,21416126000.0,24110207000.0,21606463000.0,28423890000.0,29726755000.0,28308759000.0
2090.0,31150266000.0,24893102000.0,27831212000.0,11615218000.0,20919960000.0,23725609000.0,21051994000.0,27956724000.0,29371330000.0,27947864000.0
2091.0,30973192000.0,24409342000.0,27566459000.0,11120971000.0,20421046000.0,23219510000.0,20574075000.0,27456805000.0,29085989000.0,27571150000.0
2092.0,30665286000.0,24034867000.0,27312255000.0,10844444000.0,19944550000.0,22682620000.0,20090866000.0,26997934000.0,28776688000.0,27147928000.0
2093.0,30363472000.0,23599555000.0,26855344000.0,10512081000.0,19450286000.0,22217347000.0,19419982000.0,26469423000.0,28459096000.0,26836769000.0
2094.0,30116030000.0,23228488000.0,26516840000.0,10187879000.0,18923057000.0,21722479000.0,18799725000.0,25859300000.0,28076247000.0,26377880000.0
2095.0,29881993000.0,22709422000.0,26154840000.0,9825756000.0,18406103000.0,21258631000.0,18128499000.0,25350566000.0,27632760000.0,25972994000.0
2096.0,29579352000.0,22248272000.0,25784160000.0,9545223000.0,17779642000.0,20735527000.0,17641310000.0,24888465000.0,27212655000.0,25629130000.0
2097.0,29218185000.0,21726341000.0,25503357000.0,9265730000.0,17253556000.0,20294578000.0,16968835000.0,24452172000.0,26882644000.0,25305678000.0
2098.0,28919970000.0,21380862000.0,25188375000.0,8916100000.0,16757463000.0,19832785000.0,16270901000.0,23850826000.0,26510400000.0,24944087000.0
2099.0,28593068000.0,21054106000.0,24882506000.0,8597133000.0,16354979000.0,19279993000.0,15662266000.0,23247661000.0,26166385000.0,24531294000.0
2100.0,28227123000.0,20546030000.0,24538327000.0,8156626000.0,15945634000.0,18910464000.0,15155169000.0,22727107000.0,25722388000.0,24166697000.0
