time,GFDL-ESM2G,GFDL-CM3,CESM1-CAM5,CNRM-CM5,GISS-E2-R,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR,CCSM4
2076.0,35884540000.0,22390987000.0,21140433000.0,34884514000.0,35119153000.0,34688664000.0,29896364000.0,35473820000.0,32872356000.0,34894640000.0,36584554000.0
2077.0,35765297000.0,21970582000.0,20716225000.0,34726633000.0,34935034000.0,34562010000.0,29545275000.0,35346735000.0,32571935000.0,34718550000.0,36439065000.0
2078.0,35635626000.0,21566546000.0,20145440000.0,34495586000.0,34775884000.0,34359607000.0,29219568000.0,35112330000.0,32338213000.0,34526990000.0,36295315000.0
2079.0,35531380000.0,21183805000.0,19679013000.0,34720625000.0,34572820000.0,34160339000.0,28930451000.0,34909086000.0,32092662000.0,34350936000.0,36139446000.0
2080.0,35484370000.0,20718168000.0,19279060000.0,34627375000.0,34371076000.0,33968783000.0,28615293000.0,34720960000.0,31871530000.0,34276125000.0,35997467000.0
2081.0,35299160000.0,20131746000.0,18791910000.0,34107068000.0,34204040000.0,33753887000.0,28249086000.0,34535940000.0,31549784000.0,34034672000.0,35855565000.0
2082.0,35169927000.0,19673623000.0,18150785000.0,33857137000.0,33977993000.0,33579094000.0,27964936000.0,34457084000.0,31234658000.0,33768813000.0,35671420000.0
2083.0,35033543000.0,19239234000.0,17555410000.0,33683778000.0,33771170000.0,33362772000.0,27663753000.0,34202886000.0,30909571000.0,33554547000.0,35515350000.0
2084.0,34891030000.0,18794637000.0,16972777000.0,33416493000.0,33563967000.0,33218152000.0,27379300000.0,33999636000.0,30659290000.0,33369151000.0,35469664000.0
2085.0,34772320000.0,18426628000.0,16434157000.0,33190748000.0,33466671000.0,33004500000.0,27035116000.0,33741650000.0,30364780000.0,33154440000.0,35284107000.0
2086.0,34633368000.0,17989730000.0,16045902000.0,32955111000.0,33277827000.0,32782465000.0,26636147000.0,33495472000.0,30047201000.0,33265950000.0,35162510000.0
2087.0,34527506000.0,17584495000.0,15605028000.0,32746002000.0,33085160000.0,32476535000.0,26299644000.0,33279173000.0,29679708000.0,32874990000.0,34984116000.0
2088.0,34417205000.0,17217585000.0,15156220000.0,32532464000.0,33010866000.0,32212961000.0,25983450000.0,33091873000.0,29347613000.0,32727847000.0,34858287000.0
2089.0,34295720000.0,16643099000.0,14797071000.0,32366365000.0,32802922000.0,31994878000.0,25686718000.0,32889913000.0,29051163000.0,32475260000.0,34697585000.0
2090.0,34161610000.0,16290487000.0,14301723000.0,32124867000.0,32658993000.0,31771510000.0,25266977000.0,32720181000.0,28797774000.0,32265787000.0,34604364000.0
2091.0,34094682000.0,15864575000.0,13961505000.0,31934413000.0,32437348000.0,31579087000.0,24944568000.0,32496990000.0,28430080000.0,32320975000.0,34443055000.0
2092.0,33916082000.0,15510883000.0,13727326000.0,31663548000.0,32339347000.0,31314946000.0,24731110000.0,32414628000.0,28090245000.0,31965012000.0,34216956000.0
2093.0,33813316000.0,15090432000.0,13420321000.0,31494361000.0,32132827000.0,31097481000.0,24559352000.0,32171676000.0,27778988000.0,31775873000.0,34115150000.0
2094.0,33636557000.0,14766540000.0,13019336000.0,31175900000.0,31976385000.0,30852151000.0,24210690000.0,31957195000.0,27463630000.0,31620184000.0,34044518000.0
2095.0,33509165000.0,14467370000.0,12822912000.0,30952284000.0,31794225000.0,30575130000.0,23823050000.0,31762794000.0,27165710000.0,31443990000.0,33912285000.0
2096.0,33338778000.0,14104543000.0,12558812000.0,30746466000.0,31629445000.0,30314750000.0,23528542000.0,31535938000.0,26906038000.0,31207424000.0,34054828000.0
2097.0,33285075000.0,13814167000.0,12293505000.0,30480718000.0,31452168000.0,29999677000.0,23294330000.0,31417977000.0,26655896000.0,31105362000.0,33783149000.0
2098.0,33036073000.0,13450365000.0,12049499000.0,30315434000.0,31255032000.0,29798992000.0,23063226000.0,31180042000.0,26338046000.0,30893523000.0,33586740000.0
2099.0,32914850000.0,13148993000.0,11711800000.0,30128554000.0,31088650000.0,29512190000.0,22878380000.0,30938341000.0,26040740000.0,30694620000.0,33656257000.0
2100.0,32770630000.0,12955995000.0,11454232000.0,29909885000.0,30900974000.0,29336265000.0,22626617000.0,30746880000.0,25686082000.0,30493202000.0,33597485000.0
