time,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5,GFDL-CM3,GISS-E2-R
2000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0
2001.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0
2002.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0
2003.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0
2004.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0
2005.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0
2006.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0
2007.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0
2008.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0
2009.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0
2010.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0
2011.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0
2012.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0
2013.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0
2014.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0
2015.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40337412000.0,40377180000.0,40366120000.0,40481310000.0,40344460000.0,40329960000.0,40321393000.0,40613605000.0
2022.0,40293150000.0,40635294000.0,40347537000.0,40470438000.0,40318657000.0,40272960000.0,40261150000.0,40484620000.0
2023.0,40234230000.0,40419205000.0,40282935000.0,40359780000.0,40301300000.0,40205270000.0,40201460000.0,40465180000.0
2024.0,40182370000.0,40377220000.0,40247124000.0,40312360000.0,40243982000.0,40135418000.0,40146850000.0,40396292000.0
2025.0,40208450000.0,40278454000.0,40206680000.0,40261644000.0,40242950000.0,40048830000.0,40099656000.0,40318902000.0
2026.0,40125014000.0,40225706000.0,40147964000.0,40217130000.0,40207712000.0,39960457000.0,40010002000.0,40335974000.0
2027.0,40046420000.0,40247583000.0,40099172000.0,40185983000.0,40200765000.0,39902945000.0,39939220000.0,40332296000.0
2028.0,39994515000.0,40175796000.0,40049185000.0,40135246000.0,40149316000.0,39846322000.0,39843275000.0,40233402000.0
2029.0,39958053000.0,40213852000.0,40002007000.0,40087370000.0,40186642000.0,39731310000.0,39754410000.0,40171460000.0
2030.0,39880335000.0,40119034000.0,39958483000.0,40036147000.0,40128920000.0,39640710000.0,39677900000.0,40167272000.0
2031.0,39827300000.0,40066703000.0,39909057000.0,40041530000.0,40061813000.0,39522220000.0,39578780000.0,40100913000.0
2032.0,39746527000.0,40051417000.0,39857127000.0,39978910000.0,40026132000.0,39418724000.0,39460830000.0,40094786000.0
2033.0,39659192000.0,39993782000.0,39816250000.0,40001876000.0,40045613000.0,39306650000.0,39362314000.0,40032317000.0
2034.0,39593198000.0,39932580000.0,39756880000.0,39896818000.0,40032750000.0,39170230000.0,39230650000.0,39969247000.0
2035.0,39500685000.0,39877464000.0,39687580000.0,39844315000.0,40012235000.0,39017923000.0,39097745000.0,40025465000.0
2036.0,39400206000.0,39842124000.0,39614116000.0,39817680000.0,39977517000.0,38892480000.0,38918680000.0,39968830000.0
2037.0,39296377000.0,39804183000.0,39560774000.0,39756665000.0,39866300000.0,38718685000.0,38728573000.0,39880820000.0
