time,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,CCSM4,GFDL-ESM2G,CESM1-CAM5,GFDL-CM3,GISS-E2-R
2038.0,39212036000.0,39748550000.0,39480095000.0,39837245000.0,39781892000.0,38546410000.0,38569775000.0,39824360000.0
2039.0,39075510000.0,39890480000.0,39494470000.0,39665967000.0,39750810000.0,38350246000.0,38368887000.0,39769297000.0
2040.0,38965470000.0,39688053000.0,39364780000.0,39628734000.0,39685580000.0,38162915000.0,38213200000.0,39720776000.0
2041.0,38927750000.0,39599690000.0,39239050000.0,39583646000.0,39629670000.0,37942145000.0,38012187000.0,39661190000.0
2042.0,38798720000.0,39538860000.0,39154080000.0,39481040000.0,39549280000.0,37745615000.0,37795385000.0,39715095000.0
2043.0,38671667000.0,39473066000.0,39052915000.0,39418806000.0,39497870000.0,37514363000.0,37582066000.0,39610910000.0
2044.0,38633020000.0,39398126000.0,38949500000.0,39342756000.0,39453655000.0,37295686000.0,37376520000.0,39505150000.0
2045.0,38483780000.0,39319760000.0,38845284000.0,39258726000.0,39419960000.0,37034897000.0,37140926000.0,39418910000.0
2046.0,38345007000.0,39239190000.0,38717706000.0,39171370000.0,39382807000.0,36763652000.0,36885800000.0,39405138000.0
2047.0,38234130000.0,39265354000.0,38593536000.0,39176450000.0,39410350000.0,36407755000.0,36692103000.0,39282120000.0
2048.0,38078312000.0,39128134000.0,38449697000.0,39033782000.0,39434908000.0,36076470000.0,36411440000.0,39221203000.0
2049.0,37897515000.0,39057280000.0,38345610000.0,38933700000.0,39328520000.0,35775738000.0,36137740000.0,39117984000.0
2050.0,37724926000.0,38956438000.0,38228664000.0,38819967000.0,39207748000.0,35460104000.0,35882074000.0,39046357000.0
2051.0,37575905000.0,38911128000.0,38115627000.0,38784060000.0,39110435000.0,35061314000.0,35565572000.0,38945087000.0
2052.0,37362414000.0,38810960000.0,37976380000.0,38634177000.0,39043617000.0,34658836000.0,35252160000.0,38874202000.0
2053.0,37232267000.0,38712156000.0,37807428000.0,38485920000.0,38925450000.0,34250387000.0,34913833000.0,38777750000.0
2054.0,37023610000.0,38608605000.0,37656367000.0,38332445000.0,38908850000.0,33910751000.0,34583323000.0,38710755000.0
2055.0,36848476000.0,38538280000.0,37486645000.0,38224800000.0,38769710000.0,33510820000.0,34229936000.0,38630244000.0
2056.0,36614463000.0,38422655000.0,37312200000.0,38079600000.0,38711206000.0,33057305000.0,33817072000.0,38566978000.0
2057.0,36430373000.0,38323990000.0,37096346000.0,37931078000.0,38748324000.0,32617642000.0,33442712000.0,38475657000.0
2058.0,36160080000.0,38216864000.0,36903710000.0,37824250000.0,38632284000.0,32262160000.0,33063930000.0,38362080000.0
2059.0,35962245000.0,38101560000.0,36724425000.0,37688254000.0,38545445000.0,31845636000.0,32628302000.0,38268550000.0
2060.0,35672297000.0,38058040000.0,36518924000.0,37525500000.0,38525907000.0,31375008000.0,32199401000.0,38169730000.0
2061.0,35388850000.0,37961710000.0,36287795000.0,37396440000.0,38453735000.0,30934671000.0,31829256000.0,38013047000.0
2062.0,35083903000.0,37869056000.0,36052996000.0,37213570000.0,38282480000.0,30446594000.0,31388045000.0,37984477000.0
2063.0,34780525000.0,37915693000.0,35808140000.0,37036564000.0,38152660000.0,30001000000.0,30911336000.0,37834070000.0
2064.0,34454508000.0,37676278000.0,35560903000.0,36920914000.0,38045330000.0,29600373000.0,30421123000.0,37727610000.0
2065.0,34172946000.0,37580700000.0,35304292000.0,36770816000.0,37945870000.0,29156084000.0,29868384000.0,37741265000.0
2066.0,33876476000.0,37424742000.0,34996425000.0,36561723000.0,38003855000.0,28686776000.0,29437905000.0,37568940000.0
2067.0,33627896000.0,37285245000.0,34728227000.0,36369146000.0,37807817000.0,28193692000.0,28962728000.0,37444518000.0
2068.0,33432183000.0,37187895000.0,34471150000.0,36197294000.0,37662663000.0,27719620000.0,28495872000.0,37323686000.0
2069.0,33131235000.0,37052940000.0,34251975000.0,36053058000.0,37523472000.0,27297104000.0,28088520000.0,37197644000.0
2070.0,32839379000.0,36906533000.0,34005023000.0,35867644000.0,37392736000.0,26767815000.0,27656006000.0,37030015000.0
2071.0,32555293000.0,36852650000.0,33663136000.0,35699556000.0,37275550000.0,26308200000.0,27232274000.0,36891767000.0
2072.0,32241850000.0,36669990000.0,33293834000.0,35492024000.0,37167043000.0,25890593000.0,26678510000.0,36726383000.0
2073.0,31884524000.0,36655837000.0,32971600000.0,35384332000.0,37056877000.0,25497661000.0,26127233000.0,36593460000.0
2074.0,31599245000.0,36442460000.0,32679471000.0,35253633000.0,36911520000.0,25090181000.0,25678377000.0,36457193000.0
2075.0,31223818000.0,36210336000.0,32331282000.0,35083543000.0,36750180000.0,24651084000.0,25135018000.0,36302170000.0
2076.0,30965450000.0,36045922000.0,31926157000.0,34867536000.0,36620665000.0,24314395000.0,24687616000.0,36190294000.0
2077.0,30770125000.0,35910510000.0,31546920000.0,34622370000.0,36493140000.0,23958452000.0,24178993000.0,36005605000.0
2078.0,30462521000.0,35707023000.0,31201150000.0,34387137000.0,36344504000.0,23548449000.0,23586333000.0,35835736000.0
2079.0,30107945000.0,35551730000.0,30873934000.0,34196105000.0,36206756000.0,23157893000.0,23109267000.0,35710325000.0
2080.0,29778467000.0,35366000000.0,30468917000.0,34051658000.0,36205674000.0,22683787000.0,22726928000.0,35528573000.0
2081.0,29412295000.0,35114730000.0,30092100000.0,33823285000.0,36020646000.0,22238167000.0,22193664000.0,35369210000.0
2082.0,29083916000.0,34919410000.0,29686913000.0,33640800000.0,35832570000.0,21893695000.0,21661954000.0,35215757000.0
2083.0,28683004000.0,34708287000.0,29249155000.0,33410826000.0,35695514000.0,21473135000.0,21085741000.0,35052028000.0
2084.0,28331450000.0,34521430000.0,28857373000.0,33156047000.0,35598303000.0,20980072000.0,20598130000.0,35001900000.0
2085.0,28030783000.0,34319503000.0,28479705000.0,32900598000.0,35504726000.0,20569639000.0,19921980000.0,34793923000.0
2086.0,27678097000.0,34111814000.0,28092215000.0,32640217000.0,35286650000.0,20196954000.0,19308044000.0,34784727000.0
2087.0,27322840000.0,33894386000.0,27711885000.0,32424917000.0,35135620000.0,19847900000.0,18756663000.0,34553030000.0
2088.0,26911980000.0,33646223000.0,27318802000.0,32178964000.0,34979220000.0,19462666000.0,18258086000.0,34325550000.0
2089.0,26486567000.0,33376786000.0,27023665000.0,31970398000.0,34793103000.0,18812414000.0,17845795000.0,34155217000.0
2090.0,26168816000.0,33181751000.0,26583917000.0,31743523000.0,34615005000.0,18280395000.0,17351018000.0,33941180000.0
2091.0,25790867000.0,32963357000.0,26066469000.0,31464358000.0,34421990000.0,17599994000.0,16906024000.0,33821145000.0
2092.0,25328886000.0,32763230000.0,25739457000.0,31158614000.0,34300744000.0,17214994000.0,16443924000.0,33621720000.0
2093.0,24945215000.0,32570808000.0,25327423000.0,30921275000.0,34170178000.0,16749805000.0,15927314000.0,33368699000.0
2094.0,24627470000.0,32317039000.0,24917203000.0,30673498000.0,34043044000.0,16222971000.0,15457297000.0,33182542000.0
2095.0,24380310000.0,32109750000.0,24583279000.0,30386573000.0,33896466000.0,15802193000.0,14960095000.0,33032757000.0
2096.0,24084429000.0,31852282000.0,24205111000.0,30124122000.0,33707813000.0,15411249000.0,14459056000.0,32859873000.0
2097.0,23736490000.0,31581309000.0,23704613000.0,29791267000.0,33559550000.0,14904766000.0,14071076000.0,32661170000.0
2098.0,23428387000.0,31252316000.0,23285066000.0,29623110000.0,33432703000.0,14501308000.0,13691860000.0,32438888000.0
2099.0,23152626000.0,30962364000.0,22970626000.0,29222971000.0,33219103000.0,14141676000.0,13288165000.0,32275990000.0
2100.0,22808568000.0,30669976000.0,22600421000.0,28975739000.0,33071010000.0,13657843000.0,12941448000.0,32116590000.0
