time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,51698606000.0,51698606000.0,51698606000.0,51698606000.0
2001.0,51718270000.0,51718270000.0,51718270000.0,51718270000.0
2002.0,51699010000.0,51699010000.0,51699010000.0,51699010000.0
2003.0,51678550000.0,51678550000.0,51678550000.0,51678550000.0
2004.0,51658387000.0,51658387000.0,51658387000.0,51658387000.0
2005.0,51747754000.0,51747754000.0,51747754000.0,51747754000.0
2006.0,51633394000.0,51633394000.0,51633394000.0,51633394000.0
2007.0,51634340000.0,51634340000.0,51634340000.0,51634340000.0
2008.0,51698680000.0,51698680000.0,51698680000.0,51698680000.0
2009.0,52219974000.0,52219974000.0,52219974000.0,52219974000.0
2010.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0
2011.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0
2012.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0
2013.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0
2014.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0
2015.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0
2016.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0
2017.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0
2018.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0
2019.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0
2020.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0
2021.0,51498280000.0,51475374000.0,51501690000.0,51498607000.0
2022.0,51456033000.0,51441914000.0,51485086000.0,51505357000.0
2023.0,51445555000.0,51412582000.0,51456990000.0,51463960000.0
2024.0,51395486000.0,51386896000.0,51433730000.0,51607196000.0
2025.0,51379405000.0,51335754000.0,51389520000.0,51466973000.0
2026.0,51353313000.0,51302190000.0,51355595000.0,51421037000.0
2027.0,51306185000.0,51267592000.0,51342870000.0,51457270000.0
2028.0,51287237000.0,51240580000.0,51338256000.0,51383840000.0
2029.0,51265937000.0,51232076000.0,51317650000.0,51344753000.0
2030.0,51243310000.0,51180080000.0,51295543000.0,51318395000.0
2031.0,51225096000.0,51141930000.0,51301520000.0,51301253000.0
2032.0,51219993000.0,51107330000.0,51278030000.0,51284275000.0
2033.0,51182070000.0,51056780000.0,51255984000.0,51265560000.0
2034.0,51151667000.0,50931466000.0,51246305000.0,51256672000.0
2035.0,51128220000.0,50882937000.0,51219280000.0,51224424000.0
2036.0,51105956000.0,50788807000.0,51196555000.0,51206080000.0
2037.0,51044340000.0,50706640000.0,51181695000.0,51179643000.0
2038.0,51015410000.0,50634555000.0,51171480000.0,51147780000.0
2039.0,50974667000.0,50561053000.0,51139420000.0,51099970000.0
2040.0,50931450000.0,50459970000.0,51113950000.0,51078144000.0
2041.0,50878240000.0,50362870000.0,51092650000.0,51055750000.0
2042.0,50816430000.0,50277577000.0,51066590000.0,51015250000.0
2043.0,50751853000.0,50213270000.0,51018363000.0,50968056000.0
2044.0,50719326000.0,50057503000.0,50966536000.0,50903800000.0
2045.0,50654765000.0,49928188000.0,50947584000.0,50861797000.0
2046.0,50578674000.0,49777060000.0,50917210000.0,50804130000.0
2047.0,50533605000.0,49611950000.0,50885693000.0,50784498000.0
2048.0,50435355000.0,49472130000.0,50855678000.0,50743110000.0
2049.0,50378047000.0,49308086000.0,50829648000.0,50711250000.0
2050.0,50339540000.0,49149915000.0,50790850000.0,50690126000.0
2051.0,50300740000.0,49007440000.0,50762460000.0,50666344000.0
2052.0,50218086000.0,48784634000.0,50745782000.0,50619245000.0
2053.0,50131526000.0,48644400000.0,50701410000.0,50569916000.0
2054.0,50067980000.0,48378913000.0,50684113000.0,50509525000.0
2055.0,50005664000.0,48174125000.0,50625380000.0,50453440000.0
2056.0,49925810000.0,47932826000.0,50557340000.0,50425217000.0
2057.0,49812880000.0,47738600000.0,50509648000.0,50380706000.0
2058.0,49727710000.0,47570200000.0,50458534000.0,50306257000.0
2059.0,49664860000.0,47350630000.0,50425164000.0,50244043000.0
2060.0,49567630000.0,47126614000.0,50391683000.0,50178790000.0
2061.0,49486615000.0,46881610000.0,50336915000.0,50126836000.0
2062.0,49408315000.0,46622265000.0,50285120000.0,50130383000.0
2063.0,49308238000.0,46335775000.0,50226280000.0,50007216000.0
2064.0,49224660000.0,46132773000.0,50182180000.0,49971680000.0
2065.0,49144934000.0,45940320000.0,50104140000.0,49891870000.0
2066.0,49037713000.0,45764370000.0,50056716000.0,49823870000.0
2067.0,48963805000.0,45499350000.0,50001166000.0,49725747000.0
2068.0,48808116000.0,45220598000.0,49932150000.0,49673277000.0
2069.0,48682620000.0,44992040000.0,49893798000.0,49603777000.0
2070.0,48598540000.0,44762710000.0,49799510000.0,49522074000.0
2071.0,48453740000.0,44440120000.0,49743397000.0,49403683000.0
2072.0,48282743000.0,44216030000.0,49702280000.0,49324163000.0
2073.0,48062493000.0,44012130000.0,49651050000.0,49232638000.0
2074.0,47903360000.0,43659063000.0,49591087000.0,49147703000.0
2075.0,47771914000.0,43334680000.0,49548070000.0,49056227000.0
2076.0,47647170000.0,43005235000.0,49469837000.0,48973505000.0
2077.0,47502160000.0,42784970000.0,49379180000.0,48867760000.0
2078.0,47364375000.0,42447800000.0,49320776000.0,48762053000.0
2079.0,47210970000.0,42145680000.0,49278310000.0,48698077000.0
2080.0,47105516000.0,41952186000.0,49224450000.0,48627393000.0
2081.0,46990750000.0,41698853000.0,49196306000.0,48568940000.0
2082.0,46868464000.0,41462125000.0,49091805000.0,48478730000.0
2083.0,46764356000.0,41133820000.0,48962716000.0,48416630000.0
2084.0,46629716000.0,40871612000.0,48918295000.0,48319316000.0
2085.0,46466888000.0,40579224000.0,48849010000.0,48251860000.0
2086.0,46206630000.0,40386320000.0,48763440000.0,48130945000.0
2087.0,46078947000.0,40147500000.0,48659410000.0,48049504000.0
2088.0,45968216000.0,39876207000.0,48606050000.0,47990825000.0
2089.0,45773340000.0,39703740000.0,48547774000.0,47850530000.0
2090.0,45607686000.0,39391416000.0,48439180000.0,47769616000.0
2091.0,45384155000.0,39082000000.0,48318714000.0,47650720000.0
2092.0,45211128000.0,38825690000.0,48246657000.0,47537005000.0
2093.0,45002020000.0,38591447000.0,48151510000.0,47442370000.0
2094.0,44784824000.0,38277566000.0,48087990000.0,47352513000.0
2095.0,44601836000.0,37972505000.0,48017535000.0,47273624000.0
2096.0,44380328000.0,37655240000.0,47909794000.0,47173935000.0
2097.0,44214160000.0,37386150000.0,47838360000.0,47054696000.0
2098.0,43972210000.0,37177710000.0,47763317000.0,46931984000.0
2099.0,43802305000.0,36938125000.0,47698735000.0,46827258000.0
2100.0,43564040000.0,36669430000.0,47618765000.0,46727614000.0
2101.0,43373232000.0,36369830000.0,47527125000.0,46547948000.0
2102.0,43212726000.0,36068057000.0,47466664000.0,46420950000.0
2103.0,43097740000.0,35887903000.0,47354577000.0,46348530000.0
2104.0,42881405000.0,35627130000.0,47324705000.0,46216570000.0
2105.0,42664985000.0,35345076000.0,47135154000.0,46104457000.0
2106.0,42504460000.0,35023868000.0,47165456000.0,45960570000.0
2107.0,42326540000.0,34749150000.0,47004500000.0,45775213000.0
2108.0,42210992000.0,34501450000.0,46860040000.0,45588566000.0
2109.0,41952477000.0,34204586000.0,46750680000.0,45420757000.0
2110.0,41801912000.0,33997433000.0,46665420000.0,45310500000.0
2111.0,41578406000.0,33784936000.0,46632080000.0,45120960000.0
2112.0,41419706000.0,33496318000.0,46594675000.0,44903500000.0
2113.0,41266614000.0,33283370000.0,46487187000.0,44758598000.0
2114.0,41131524000.0,32987937000.0,46397837000.0,44629148000.0
2115.0,40995578000.0,32719421000.0,46318985000.0,44508537000.0
2116.0,40804670000.0,32532263000.0,46157550000.0,44349430000.0
2117.0,40555127000.0,32276374000.0,46044504000.0,44165440000.0
2118.0,40323830000.0,32067539000.0,45909717000.0,44065423000.0
2119.0,40143286000.0,31860650000.0,45830200000.0,43912200000.0
2120.0,39941358000.0,31590371000.0,45707317000.0,43771073000.0
2121.0,39653933000.0,31386083000.0,45600756000.0,43622543000.0
2122.0,39472312000.0,31175334000.0,45484753000.0,43464860000.0
2123.0,39299060000.0,30966047000.0,45365367000.0,43310460000.0
2124.0,39083823000.0,30716082000.0,45266182000.0,43194356000.0
2125.0,38919960000.0,30435609000.0,45084987000.0,43016794000.0
2126.0,38757880000.0,30135767000.0,44984558000.0,42920070000.0
2127.0,38529710000.0,29973221000.0,44867396000.0,42815010000.0
2128.0,38374860000.0,29663859000.0,44786180000.0,42691650000.0
2129.0,38175720000.0,29416350000.0,44655088000.0,42538440000.0
2130.0,37939200000.0,29127006000.0,44566860000.0,42356930000.0
2131.0,37798290000.0,28849902000.0,44446000000.0,42228190000.0
2132.0,37532193000.0,28611942000.0,44401320000.0,42122744000.0
2133.0,37338080000.0,28397961000.0,44277320000.0,41961824000.0
2134.0,37117820000.0,28164538000.0,44133945000.0,41782310000.0
2135.0,36930730000.0,27827177000.0,44025704000.0,41670496000.0
2136.0,36755380000.0,27571343000.0,43969020000.0,41530847000.0
2137.0,36592083000.0,27332956000.0,43857630000.0,41382770000.0
2138.0,36458213000.0,27087649000.0,43735710000.0,41229304000.0
2139.0,36250243000.0,26860663000.0,43617358000.0,41114882000.0
2140.0,36091210000.0,26603657000.0,43546604000.0,40929436000.0
2141.0,35865480000.0,26375182000.0,43404620000.0,40803983000.0
2142.0,35668705000.0,26116768000.0,43317030000.0,40664343000.0
2143.0,35384790000.0,25908617000.0,43243450000.0,40465752000.0
2144.0,35266343000.0,25667506000.0,43096584000.0,40298205000.0
2145.0,35156566000.0,25466378000.0,42912830000.0,40163460000.0
2146.0,35018580000.0,25180072000.0,42844630000.0,39986557000.0
2147.0,34872090000.0,24937430000.0,42739085000.0,39825920000.0
2148.0,34754187000.0,24614095000.0,42640650000.0,39732670000.0
2149.0,34577568000.0,24329048000.0,42453250000.0,39491105000.0
2150.0,34392453000.0,24059361000.0,42368434000.0,39291585000.0
2151.0,34248595000.0,23895810000.0,42253726000.0,39090720000.0
2152.0,34104461000.0,23581514000.0,42151207000.0,38878280000.0
2153.0,33951726000.0,23240323000.0,42077590000.0,38685503000.0
2154.0,33666802000.0,22928114000.0,41978495000.0,38539465000.0
2155.0,33440270000.0,22635889000.0,41812770000.0,38384837000.0
2156.0,33240216000.0,22376708000.0,41713450000.0,38192026000.0
2157.0,33119280000.0,22104945000.0,41705873000.0,38054867000.0
2158.0,32974901000.0,21829302000.0,41521350000.0,37865923000.0
2159.0,32797362000.0,21582550000.0,41494890000.0,37632963000.0
2160.0,32674007000.0,21345485000.0,41350566000.0,37436596000.0
2161.0,32477876000.0,21146560000.0,41210397000.0,37261033000.0
2162.0,32297300000.0,20845185000.0,41102426000.0,37070100000.0
2163.0,32167240000.0,20559077000.0,40968643000.0,36940235000.0
2164.0,32067120000.0,20272167000.0,40894226000.0,36810490000.0
2165.0,31912140000.0,20042201000.0,40835506000.0,36698145000.0
2166.0,31692753000.0,19832842000.0,40856210000.0,36518210000.0
2167.0,31528706000.0,19552885000.0,40756960000.0,36390072000.0
2168.0,31271266000.0,19241440000.0,40606044000.0,36224025000.0
2169.0,31139471000.0,18968383000.0,40486380000.0,36019070000.0
2170.0,30922710000.0,18694904000.0,40393560000.0,35881873000.0
2171.0,30742405000.0,18491343000.0,40280908000.0,35756958000.0
2172.0,30570678000.0,18289463000.0,40179356000.0,35565515000.0
2173.0,30439174000.0,17905600000.0,40164745000.0,35394270000.0
2174.0,30273378000.0,17675348000.0,40035190000.0,35210514000.0
2175.0,30114757000.0,17425826000.0,39936570000.0,35024024000.0
2176.0,29916750000.0,17150690000.0,39816724000.0,34903077000.0
2177.0,29821473000.0,16879530000.0,39672193000.0,34837234000.0
2178.0,29581370000.0,16633866000.0,39503032000.0,34688930000.0
2179.0,29379883000.0,16441631000.0,39415693000.0,34542390000.0
2180.0,29202942000.0,16214500000.0,39282810000.0,34395062000.0
2181.0,29061929000.0,15976931000.0,39195560000.0,34236815000.0
2182.0,28852013000.0,15642799000.0,39009240000.0,34062800000.0
2183.0,28652650000.0,15475513000.0,38885090000.0,33928761000.0
2184.0,28377192000.0,15283780000.0,38802457000.0,33768114000.0
2185.0,28191996000.0,15095936000.0,38710694000.0,33580607000.0
2186.0,27958075000.0,14895868000.0,38618276000.0,33468666000.0
2187.0,27823452000.0,14752693000.0,38506240000.0,33332926000.0
2188.0,27630594000.0,14508099000.0,38449766000.0,33209592000.0
2189.0,27467518000.0,14333672000.0,38291640000.0,33116705000.0
2190.0,27301958000.0,14112272000.0,38190985000.0,32941414000.0
2191.0,27125200000.0,13923095000.0,38081786000.0,32746744000.0
2192.0,26950760000.0,13649299000.0,38044148000.0,32620077000.0
2193.0,26699063000.0,13384221000.0,37980963000.0,32465975000.0
2194.0,26509000000.0,13091476000.0,37918650000.0,32340867000.0
2195.0,26323239000.0,12898692000.0,37832892000.0,32175532000.0
2196.0,26153816000.0,12736965000.0,37730030000.0,32053234000.0
2197.0,25944959000.0,12489253000.0,37625954000.0,31845933000.0
2198.0,25859980000.0,12243735000.0,37577863000.0,31719592000.0
2199.0,25617168000.0,12000297000.0,37484003000.0,31562109000.0
2200.0,25382207000.0,11808188000.0,37322334000.0,31448885000.0
2201.0,25263360000.0,11594429000.0,37210497000.0,31296782000.0
2202.0,25029380000.0,11408402000.0,37090950000.0,31138877000.0
2203.0,24821826000.0,11161537000.0,36954534000.0,31008890000.0
2204.0,24641040000.0,10916883000.0,36882743000.0,30873297000.0
2205.0,24402534000.0,10730411000.0,36850258000.0,30698693000.0
2206.0,24156035000.0,10550570000.0,36755530000.0,30591020000.0
2207.0,23919155000.0,10378800000.0,36865847000.0,30509173000.0
2208.0,23794760000.0,10216062000.0,36599677000.0,30313773000.0
2209.0,23581800000.0,10057782000.0,36549500000.0,30175850000.0
2210.0,23458034000.0,9871460000.0,36418896000.0,30049323000.0
2211.0,23228492000.0,9715126000.0,36319840000.0,29956938000.0
2212.0,23057973000.0,9585358000.0,36236200000.0,29802363000.0
2213.0,22932711000.0,9411505000.0,36157230000.0,29657156000.0
2214.0,22799362000.0,9245029000.0,36067710000.0,29558016000.0
2215.0,22609224000.0,9006980000.0,35943432000.0,29450336000.0
2216.0,22404640000.0,8811911000.0,35841712000.0,29373366000.0
2217.0,22207302000.0,8616190000.0,35718050000.0,29300566000.0
2218.0,22051390000.0,8442353000.0,35633213000.0,29223119000.0
2219.0,21901922000.0,8301093000.0,35540218000.0,29117360000.0
2220.0,21691214000.0,8171966000.0,35470460000.0,28943983000.0
2221.0,21535035000.0,8019719700.0,35412230000.0,28899330000.0
2222.0,21294975000.0,7791928000.0,35295310000.0,28961400000.0
2223.0,21194330000.0,7609453600.0,35231633000.0,28709782000.0
2224.0,21060528000.0,7442080000.0,35122230000.0,28575360000.0
2225.0,20888670000.0,7190584000.0,35022640000.0,28407132000.0
2226.0,20783931000.0,7042728400.0,34945330000.0,28314915000.0
2227.0,20609098000.0,6907021000.0,34861584000.0,28269316000.0
2228.0,20650934000.0,6784551000.0,34795024000.0,28162724000.0
2229.0,20376367000.0,6706419700.0,34720600000.0,28058180000.0
2230.0,20220380000.0,6549969000.0,34654953000.0,27939785000.0
2231.0,20083909000.0,6463124500.0,34582930000.0,27819327000.0
2232.0,19931443000.0,6350892000.0,34512867000.0,27684422000.0
2233.0,19739542000.0,6234907600.0,34434590000.0,27601461000.0
2234.0,19565689000.0,6117552600.0,34261758000.0,27521948000.0
2235.0,19383460000.0,6009098000.0,34153974000.0,27371921000.0
2236.0,19286310000.0,5884134400.0,34082146000.0,27263170000.0
2237.0,19124610000.0,5802575400.0,34020127000.0,27123847000.0
2238.0,19000797000.0,5700728300.0,33940679000.0,27014756000.0
2239.0,18824157000.0,5566757000.0,33851744000.0,26908015000.0
2240.0,18701416000.0,5520788500.0,33811304000.0,26738921000.0
2241.0,18576912000.0,5409315000.0,33681232000.0,26636886000.0
2242.0,18488166000.0,5317915000.0,33631707000.0,26506445000.0
2243.0,18370791000.0,5238399000.0,33561194000.0,26422962000.0
2244.0,18297332000.0,5143696000.0,33500606000.0,26314346000.0
2245.0,18206167000.0,5029728000.0,33444567000.0,26215705000.0
2246.0,18085300000.0,4946074600.0,33287074000.0,26146750000.0
2247.0,17930869000.0,4857520000.0,33336410000.0,26019875000.0
2248.0,17807976000.0,4750338600.0,33142587000.0,25972574000.0
2249.0,17694730000.0,4715311000.0,33093000000.0,25904517000.0
2250.0,17523014000.0,4617878500.0,33084125000.0,25809308000.0
2251.0,17364494000.0,4487771000.0,32950725000.0,25670197000.0
2252.0,17282454000.0,4450770000.0,32781236000.0,25514365000.0
2253.0,17176097000.0,4396823600.0,32707754000.0,25446085000.0
