time,CANESM5,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0
2113.0,331711840.0,472779230.0,357925150.0,490176350.0
2114.0,314459780.0,443463870.0,355779140.0,535727550.0
2115.0,303608420.0,438049060.0,351957660.0,492948350.0
2116.0,307756200.0,436101020.0,359765400.0,490857470.0
2117.0,326522600.0,426623200.0,351959800.0,486012860.0
2118.0,342593120.0,427234940.0,350867300.0,483046180.0
2119.0,354532320.0,431784930.0,353303000.0,480675070.0
2120.0,339005700.0,435626500.0,351246050.0,612907500.0
2121.0,329600500.0,430119800.0,349290720.0,577166000.0
2122.0,328640000.0,455197600.0,411053980.0,535453800.0
2123.0,377834020.0,446134300.0,362254340.0,536492830.0
2124.0,356424960.0,439397600.0,351409570.0,517836600.0
2125.0,339434660.0,432640960.0,350734370.0,507376960.0
2126.0,357927460.0,431678340.0,349696770.0,496746560.0
2127.0,348409440.0,428418200.0,351274430.0,496335070.0
2128.0,353352860.0,426089500.0,365065020.0,499621730.0
2129.0,370216900.0,424877060.0,353920200.0,501012100.0
2130.0,366002050.0,424323970.0,358159040.0,513374100.0
2131.0,374452400.0,426640030.0,351147550.0,516277920.0
2132.0,406835940.0,453930180.0,354517280.0,516949280.0
2133.0,401364770.0,423897660.0,349093380.0,532771650.0
2134.0,381522980.0,429338180.0,349300160.0,502205000.0
2135.0,372082980.0,447579550.0,359713380.0,503375680.0
2136.0,407411100.0,427778140.0,349962140.0,502824000.0
2137.0,394793920.0,423748160.0,348172500.0,499931740.0
2138.0,382492160.0,426998050.0,354186750.0,556622850.0
2139.0,382508930.0,492984740.0,349583650.0,500606820.0
2140.0,382939040.0,496217150.0,348195040.0,512594200.0
2141.0,381967900.0,597656450.0,357108830.0,501141950.0
2142.0,429231900.0,468016030.0,350047650.0,501306300.0
2143.0,422589500.0,442316220.0,347732450.0,503809600.0
2144.0,407059780.0,442737100.0,346268380.0,496778880.0
2145.0,431922800.0,451379700.0,398959580.0,497535170.0
2146.0,396417340.0,445098020.0,352701120.0,503664580.0
2147.0,423639870.0,450551170.0,347064670.0,585445200.0
2148.0,398065570.0,454464600.0,345222460.0,506916600.0
2149.0,393296450.0,447605020.0,344840100.0,500773660.0
2150.0,392868700.0,502233180.0,343780260.0,500106620.0
2151.0,391720480.0,471613700.0,349523300.0,549776000.0
2152.0,558750100.0,455964900.0,345217630.0,528176960.0
2153.0,421754780.0,455282050.0,350045000.0,547865900.0
2154.0,407288030.0,452563940.0,426321380.0,585430500.0
2155.0,397389440.0,451467260.0,407007420.0,570773700.0
2156.0,400400200.0,460881340.0,386844220.0,542605440.0
2157.0,393756740.0,450913400.0,380101570.0,530205600.0
2158.0,392294560.0,526284960.0,371675360.0,528222980.0
2159.0,426854370.0,518909900.0,376699900.0,543580800.0
2160.0,600875900.0,492642460.0,369415700.0,563224770.0
2161.0,491806400.0,491978340.0,366687260.0,535210660.0
2162.0,435925400.0,504118100.0,368807460.0,538285630.0
2163.0,412685860.0,750228350.0,366717700.0,540917400.0
2164.0,406874780.0,576552640.0,394524160.0,534187170.0
2165.0,440908480.0,599821900.0,397417100.0,547039200.0
2166.0,420390880.0,547722500.0,378964450.0,570974800.0
2167.0,500748480.0,537164200.0,377218400.0,555699500.0
2168.0,452527520.0,540356100.0,377358430.0,539698800.0
2169.0,433860860.0,574103500.0,442796380.0,545270100.0
2170.0,478175460.0,623428860.0,425295550.0,533941900.0
2171.0,454838100.0,636287040.0,407190940.0,560166000.0
2172.0,462963420.0,569141900.0,398091900.0,545364500.0
2173.0,466706200.0,575954200.0,407683500.0,543380700.0
2174.0,488479740.0,586676160.0,457199070.0,559276600.0
2175.0,495584100.0,576774200.0,403411600.0,540234000.0
2176.0,506188930.0,571806700.0,414277820.0,533028130.0
2177.0,505465120.0,568503200.0,404045630.0,531918080.0
2178.0,486159780.0,632642200.0,398764540.0,528955200.0
2179.0,486236100.0,597146400.0,398364670.0,533957020.0
2180.0,586842560.0,576220350.0,502948130.0,562738200.0
2181.0,518970240.0,578020700.0,404851870.0,553376830.0
2182.0,506506880.0,577000600.0,397797250.0,535970400.0
2183.0,558457500.0,573056400.0,402127230.0,527026240.0
2184.0,552119740.0,595376500.0,434750750.0,524592900.0
2185.0,504190240.0,582738800.0,414750620.0,534135330.0
2186.0,501656960.0,572158300.0,397304640.0,524650850.0
2187.0,521523780.0,578563700.0,396223460.0,526408600.0
2188.0,516119420.0,576223900.0,395512200.0,530529900.0
2189.0,529295230.0,619814600.0,396214750.0,521537100.0
2190.0,531009700.0,572775230.0,393787170.0,518880260.0
2191.0,522312480.0,575618100.0,393647780.0,518198140.0
2192.0,525715780.0,600083800.0,390666620.0,516192700.0
2193.0,520593920.0,574270340.0,423613570.0,513647360.0
2194.0,511481540.0,575119500.0,417047600.0,512258270.0
2195.0,523499000.0,631787970.0,399359300.0,510043360.0
2196.0,610109500.0,616104400.0,396382200.0,508305730.0
2197.0,517924320.0,603600450.0,411029220.0,506675650.0
2198.0,513791580.0,600189200.0,396214460.0,504803650.0
2199.0,556493900.0,591055700.0,390442020.0,503183900.0
2200.0,521107520.0,611172700.0,418267070.0,538407500.0
2201.0,510965800.0,706782100.0,391246800.0,497678300.0
2202.0,508300930.0,681539200.0,388408320.0,493243420.0
2203.0,546140100.0,663143550.0,391822560.0,490084830.0
2204.0,722573200.0,653306050.0,390642020.0,489105760.0
2205.0,549200960.0,769905150.0,392094660.0,485464740.0
2206.0,556213440.0,749435840.0,393666430.0,536056480.0
2207.0,530268000.0,781536100.0,411956380.0,487525200.0
2208.0,536863970.0,734895200.0,397278100.0,482085540.0
2209.0,549362750.0,707498200.0,395384860.0,599152960.0
2210.0,560218430.0,706006100.0,398824580.0,483892930.0
2211.0,566572540.0,711847940.0,416076700.0,480417700.0
2212.0,569285950.0,711752600.0,413042720.0,478063780.0
2213.0,549735400.0,840841150.0,404461060.0,489600640.0
2214.0,536251600.0,788568060.0,406516860.0,475174720.0
2215.0,534958620.0,738285250.0,423423100.0,473249300.0
2216.0,534873540.0,725632200.0,406131200.0,471358400.0
2217.0,527661630.0,709079300.0,483393860.0,468446620.0
2218.0,527254720.0,718979800.0,429752700.0,471602240.0
2219.0,523921570.0,711330700.0,413107040.0,477584480.0
2220.0,615480450.0,700638300.0,410247740.0,561582900.0
2221.0,539765950.0,697576700.0,412174050.0,473734750.0
2222.0,561924350.0,695972700.0,425659740.0,462734700.0
2223.0,607680640.0,714537700.0,417999040.0,461156100.0
2224.0,606979460.0,776417000.0,422454850.0,461968740.0
2225.0,571441340.0,727146400.0,418118850.0,456127600.0
2226.0,561600260.0,743355100.0,417163460.0,455071260.0
2227.0,560277900.0,708263400.0,412456350.0,455556130.0
2228.0,552440200.0,700791360.0,409971870.0,452141920.0
2229.0,664401200.0,709207600.0,421635600.0,451445730.0
2230.0,686973100.0,705243970.0,414972450.0,453855800.0
2231.0,587074300.0,717800260.0,410226660.0,446090620.0
2232.0,607591740.0,691442400.0,419763230.0,443546430.0
2233.0,582751800.0,694035400.0,431061200.0,479168060.0
2234.0,590300900.0,749850430.0,408000060.0,438201200.0
2235.0,584308350.0,693711400.0,405748580.0,437894000.0
2236.0,574853570.0,686515260.0,404349150.0,460795070.0
2237.0,573230500.0,681419970.0,406929000.0,441661250.0
2238.0,573380600.0,679949630.0,402878700.0,435960200.0
2239.0,569630800.0,676156740.0,401492200.0,429529020.0
2240.0,565420600.0,673017700.0,405209250.0,426559420.0
2241.0,565415300.0,669734700.0,400861860.0,430631260.0
2242.0,576317250.0,682989100.0,441223360.0,428102240.0
2243.0,561387700.0,704195600.0,405037660.0,422832500.0
2244.0,555515260.0,680469500.0,401159870.0,422310800.0
2245.0,554703100.0,686792400.0,397705180.0,449947070.0
2246.0,550305900.0,666774700.0,396519550.0,417125340.0
2247.0,548281200.0,661506750.0,394689250.0,414970050.0
2248.0,544197200.0,706781060.0,393144600.0,412589380.0
2249.0,540376960.0,660910140.0,390363870.0,409463970.0
2250.0,591777500.0,655644300.0,389796220.0,406542300.0
2251.0,553948160.0,654775600.0,388587500.0,406963200.0
2252.0,545256100.0,819482500.0,407137950.0,403699140.0
2253.0,547250940.0,714776000.0,395318980.0,404746530.0
2254.0,533597660.0,667469800.0,386373980.0,443509500.0
2255.0,529650900.0,651689340.0,385832130.0,403708860.0
2256.0,530850980.0,644031740.0,411029730.0,439939550.0
2257.0,521982240.0,639633400.0,388690620.0,422766370.0
2258.0,524707300.0,638900860.0,381594720.0,403751970.0
2259.0,564890400.0,730841700.0,379778700.0,398590000.0
2260.0,526537570.0,641329500.0,379311300.0,397951420.0
2261.0,520604740.0,639273540.0,386808060.0,395846620.0
2262.0,615627260.0,741097300.0,411657800.0,438917730.0
2263.0,526364900.0,735871100.0,382855040.0,424420670.0
2264.0,520159800.0,681528060.0,393084380.0,411173300.0
2265.0,521099040.0,650545500.0,389293150.0,401867000.0
2266.0,544402700.0,646781800.0,384815400.0,398207580.0
2267.0,551473300.0,635166850.0,380510800.0,395706340.0
2268.0,549970800.0,632424600.0,380214700.0,417015420.0
2269.0,547194900.0,636741300.0,380127680.0,396460670.0
2270.0,541710200.0,634477760.0,378578700.0,394789760.0
2271.0,539893900.0,629420400.0,376661630.0,401139620.0
2272.0,547652860.0,658389600.0,375793280.0,429990240.0
2273.0,538602430.0,641325440.0,384912420.0,421290700.0
2274.0,588244200.0,627900300.0,392159840.0,408426700.0
2275.0,561315000.0,624254300.0,377974050.0,405454430.0
2276.0,552822660.0,643880640.0,377918100.0,409170080.0
2277.0,629728060.0,645118700.0,374255870.0,406878940.0
2278.0,600436160.0,627667650.0,407307870.0,406260540.0
2279.0,582237800.0,718800800.0,412471100.0,422830560.0
2280.0,715121200.0,664890100.0,411925980.0,410982240.0
2281.0,669135900.0,651148500.0,392940300.0,476054240.0
2282.0,639465000.0,638167500.0,472824130.0,419164700.0
2283.0,813072600.0,643341500.0,414703680.0,414652320.0
2284.0,670470460.0,629315840.0,394533250.0,414110300.0
2285.0,639737900.0,639267840.0,391081820.0,411255330.0
2286.0,678518200.0,646540860.0,390652580.0,412302620.0
2287.0,637153900.0,637732200.0,389528700.0,410945300.0
2288.0,644083200.0,635444030.0,389113150.0,409054800.0
2289.0,638159000.0,628640300.0,387734050.0,407924670.0
2290.0,646132540.0,639879550.0,390102880.0,413268380.0
2291.0,633107800.0,630499000.0,390614340.0,406438660.0
2292.0,645538240.0,635864000.0,387936670.0,403673660.0
2293.0,737405400.0,861029440.0,386640260.0,400803800.0
2294.0,673608600.0,743774100.0,403743500.0,397151070.0
2295.0,646925100.0,691365700.0,393853340.0,397056830.0
2296.0,650110400.0,659236030.0,390350900.0,393951740.0
2297.0,650641400.0,642361860.0,387548350.0,393205920.0
2298.0,655409400.0,638750600.0,382869000.0,389897470.0
2299.0,650273540.0,647232960.0,382375400.0,386969700.0
2300.0,737989800.0,645759200.0,382927070.0,386137500.0
