time,ACCESS-CM2,IPSL-CM6A-LR,ACCESS-ESM1-5,CANESM5,MRI-ESM2-0,CESM2-WACCM
2060.0,556484160.0,670528960.0,859978200.0,626649860.0,960371600.0,737291260.0
2061.0,554529300.0,661515650.0,849330400.0,614500200.0,953870140.0,731363460.0
2062.0,546134100.0,649690900.0,846288200.0,608741500.0,946230460.0,727252540.0
2063.0,544102700.0,650699260.0,838365440.0,600460860.0,935228800.0,720659700.0
2064.0,549080400.0,638135230.0,855575800.0,598105800.0,923181630.0,713380860.0
2065.0,542284740.0,628433860.0,832493800.0,594377150.0,917936900.0,733823800.0
2066.0,538415900.0,622423500.0,821334400.0,588076100.0,914203000.0,715177800.0
2067.0,531142820.0,610238900.0,840168500.0,579361660.0,893250940.0,699918660.0
2068.0,526783580.0,604034900.0,829914940.0,574255600.0,883038340.0,695217100.0
2069.0,524095400.0,594138200.0,811760450.0,567753540.0,875157500.0,693354400.0
2070.0,520270940.0,586354940.0,810985500.0,565063000.0,881286300.0,767779000.0
2071.0,515793280.0,576593660.0,801038900.0,564109060.0,853351500.0,698375300.0
2072.0,511568930.0,563578200.0,806194700.0,554099460.0,838628300.0,685966800.0
2073.0,507240130.0,564989300.0,790109200.0,545516350.0,857031300.0,678158140.0
2074.0,503904100.0,556505000.0,816180100.0,538548300.0,840569300.0,666980900.0
2075.0,501743230.0,548438850.0,787533630.0,532584450.0,829352000.0,661206200.0
2076.0,495905920.0,544841340.0,780424500.0,523189200.0,830300900.0,655486340.0
2077.0,492030430.0,539008640.0,771638300.0,514453020.0,818192900.0,650480060.0
2078.0,495655970.0,532083360.0,764949700.0,510760770.0,808793100.0,641971500.0
2079.0,488734340.0,522647300.0,760106900.0,525147650.0,796268100.0,634029250.0
2080.0,495148960.0,549369200.0,757802400.0,501195300.0,782908000.0,626446500.0
2081.0,484258000.0,534513060.0,749634560.0,496963940.0,776669900.0,624683300.0
2082.0,481846940.0,524315400.0,741012860.0,492962660.0,765305660.0,614022000.0
2083.0,477577000.0,691464200.0,728243400.0,497142900.0,750805760.0,602173300.0
2084.0,479004480.0,619288300.0,721966340.0,496595420.0,741578240.0,591782100.0
2085.0,477516860.0,572970430.0,716524300.0,482674780.0,761637000.0,581350500.0
2086.0,540817700.0,542151100.0,712897700.0,479964740.0,763496800.0,572435140.0
2087.0,490642880.0,526419700.0,796735900.0,482273400.0,750589000.0,562281400.0
2088.0,473671900.0,621847500.0,707379460.0,472450900.0,735441600.0,551734660.0
2089.0,473802340.0,657104600.0,712675800.0,473665860.0,726009300.0,545886600.0
2090.0,477062560.0,597336600.0,700337860.0,482693660.0,753367700.0,543084600.0
2091.0,496737900.0,575442000.0,692495170.0,473096860.0,717471000.0,534104740.0
2092.0,473754460.0,559919550.0,687108700.0,466426020.0,713386200.0,528316900.0
2093.0,476988770.0,560619460.0,687773300.0,467655600.0,718699260.0,524250080.0
2094.0,476209760.0,593937660.0,677555300.0,471941120.0,701809700.0,520758100.0
2095.0,475365820.0,568140100.0,686337860.0,464830430.0,767676800.0,514152320.0
2096.0,489527740.0,554606400.0,705604200.0,510905540.0,750944450.0,508946460.0
2097.0,471983520.0,566296260.0,685093200.0,471541200.0,784725250.0,504923360.0
2098.0,474111330.0,603337700.0,672746300.0,466381470.0,717134700.0,499542140.0
2099.0,473659040.0,623639200.0,669296900.0,590897600.0,709170560.0,491700300.0
2100.0,474776200.0,627952450.0,681872800.0,523393400.0,712409660.0,488223550.0
2101.0,471207780.0,601544400.0,668198850.0,477101760.0,708859400.0,491328480.0
2102.0,468438880.0,591564740.0,666483800.0,476480030.0,702527900.0,482766560.0
2103.0,466022880.0,616866700.0,661574700.0,471065820.0,722097660.0,490576220.0
2104.0,463124000.0,626921300.0,654681540.0,498329100.0,700354400.0,481746620.0
2105.0,459905630.0,615281400.0,651621600.0,479751360.0,697302850.0,478233950.0
2106.0,456068030.0,599862300.0,644944060.0,485922660.0,695075260.0,471940770.0
2107.0,453500540.0,631247300.0,643861300.0,474231360.0,694647800.0,491203170.0
2108.0,448419500.0,633268200.0,640992400.0,472062850.0,691499700.0,496455400.0
2109.0,452296480.0,610217000.0,640395600.0,473461300.0,695418200.0,476933400.0
2110.0,449971600.0,609732900.0,655826560.0,472980220.0,693992500.0,471134850.0
2111.0,439761250.0,618710000.0,642072100.0,474923420.0,688106400.0,467017700.0
2112.0,436399650.0,631426900.0,680577340.0,471958340.0,684349800.0,478929180.0
2113.0,441540830.0,658751800.0,648237760.0,487573820.0,682901250.0,470736830.0
2114.0,430626180.0,643299650.0,700350400.0,481440100.0,681493600.0,466006140.0
2115.0,429588350.0,623826100.0,654623170.0,483724500.0,676856450.0,469090370.0
2116.0,430268200.0,619982140.0,637725300.0,471003140.0,680490100.0,465622300.0
2117.0,424446800.0,645844700.0,637176400.0,469806900.0,672939260.0,461106300.0
2118.0,422251650.0,667523900.0,637575400.0,472482660.0,669683900.0,462100220.0
2119.0,420345570.0,713498900.0,630712600.0,468529150.0,671486300.0,458355200.0
2120.0,416991840.0,652595140.0,627172800.0,467244480.0,670734660.0,457117730.0
2121.0,421344220.0,668126800.0,624915700.0,472358200.0,664905900.0,455295420.0
2122.0,413549150.0,638194940.0,721342850.0,465223070.0,663584300.0,464991580.0
2123.0,409573730.0,642534800.0,636716100.0,472986080.0,662427840.0,464217630.0
2124.0,406588320.0,630361900.0,660123300.0,474372260.0,658174100.0,455191940.0
2125.0,402908580.0,656633700.0,656777100.0,467716100.0,654150700.0,451845250.0
2126.0,398321200.0,628971140.0,623943400.0,516601280.0,651490100.0,521095400.0
2127.0,397120100.0,624601700.0,623587800.0,477803740.0,654878300.0,461855870.0
2128.0,395432160.0,621179200.0,629138050.0,583692160.0,643794200.0,453077800.0
2129.0,393998500.0,617835800.0,622064800.0,494287040.0,639090560.0,453958900.0
2130.0,390731800.0,615183940.0,629009200.0,484993700.0,632652600.0,454721820.0
2131.0,386834240.0,613328060.0,619899300.0,485754600.0,624283200.0,467506270.0
2132.0,382694530.0,608832500.0,619249500.0,504842020.0,620410750.0,544871100.0
2133.0,377733220.0,653272800.0,621327000.0,535307840.0,612732350.0,502817280.0
2134.0,374438300.0,633974100.0,641620300.0,525242780.0,600024770.0,468808700.0
2135.0,373911600.0,675180160.0,627037250.0,507750700.0,596397440.0,462480350.0
2136.0,371663170.0,636880000.0,622812350.0,497247360.0,598667140.0,462766820.0
2137.0,366573340.0,625889660.0,788643300.0,518960930.0,690994800.0,460008830.0
2138.0,369604380.0,617213900.0,704552800.0,514509630.0,599621500.0,457976600.0
2139.0,363177860.0,605125600.0,662666900.0,530684300.0,615063700.0,505090270.0
2140.0,359813600.0,639490000.0,637189000.0,511898980.0,594257400.0,484164450.0
2141.0,352060480.0,620581600.0,670248200.0,595992400.0,577424450.0,468751420.0
2142.0,346665500.0,622484600.0,667738560.0,513706340.0,589874240.0,466865630.0
2143.0,341125500.0,621126140.0,749014300.0,510572670.0,611927300.0,462980700.0
2144.0,339422820.0,607045440.0,690630800.0,509023170.0,573989950.0,461307900.0
2145.0,336525100.0,619719900.0,677564500.0,506464960.0,591377100.0,461526600.0
2146.0,331146780.0,648446900.0,773348900.0,510259400.0,577875200.0,459640800.0
2147.0,326775520.0,733713300.0,687352700.0,630409200.0,575670900.0,460798270.0
2148.0,321107400.0,643458370.0,697080500.0,542217150.0,598165300.0,492560450.0
2149.0,318721660.0,636413900.0,679548350.0,513752640.0,579367360.0,478221800.0
2150.0,351840800.0,640024700.0,670781500.0,514627300.0,576478800.0,472572380.0
2151.0,334693440.0,628270460.0,664819600.0,541713400.0,575181060.0,469292380.0
2152.0,322847580.0,630951040.0,662809700.0,509742600.0,573086400.0,465649950.0
2153.0,344636700.0,620869400.0,660476600.0,514885600.0,590208640.0,461564400.0
2154.0,327715780.0,645086800.0,660474400.0,510531870.0,571488450.0,473468100.0
2155.0,329209540.0,629285000.0,821605600.0,504748100.0,566441200.0,460015550.0
2156.0,321388900.0,637713540.0,781581440.0,504389470.0,579612600.0,462322850.0
2157.0,343727420.0,629736600.0,714703740.0,501458500.0,564897800.0,459737660.0
2158.0,333882050.0,626138560.0,685780200.0,499609180.0,567631940.0,458312580.0
2159.0,322365600.0,658990500.0,802587400.0,510931200.0,564289540.0,480160350.0
2160.0,321072420.0,623594560.0,721070850.0,498335870.0,573179840.0,460497280.0
2161.0,320444670.0,617504960.0,681540000.0,508241250.0,563729500.0,465691100.0
2162.0,325707300.0,616456640.0,665511230.0,495672160.0,610731500.0,456985470.0
2163.0,321967200.0,621976900.0,671226000.0,494047900.0,585132000.0,455545920.0
2164.0,328580030.0,615600200.0,664842940.0,495188030.0,562229900.0,454663520.0
2165.0,335560350.0,632413950.0,661729000.0,492681150.0,568455360.0,453508540.0
2166.0,323652450.0,626410900.0,659248100.0,496830050.0,592959400.0,453390340.0
2167.0,329286000.0,617875140.0,661099500.0,492169180.0,640416800.0,452593280.0
2168.0,324468320.0,618964860.0,652788600.0,492076860.0,585970240.0,451482340.0
2169.0,321900830.0,613323200.0,650733060.0,497017920.0,594167300.0,451219550.0
2170.0,349654940.0,614448060.0,658381250.0,553417660.0,586092540.0,449362530.0
2171.0,350144600.0,608313600.0,647969150.0,513062940.0,605392900.0,448777020.0
2172.0,368049700.0,616225500.0,644411840.0,519492320.0,586339140.0,447080900.0
2173.0,343959500.0,618782700.0,730330940.0,513557570.0,580426800.0,446123200.0
2174.0,348081250.0,622165000.0,714030140.0,552045000.0,587467650.0,476118140.0
2175.0,362606200.0,616500100.0,716200500.0,543039700.0,585556800.0,454264130.0
2176.0,352715940.0,616258800.0,676688000.0,525022720.0,584658900.0,450976450.0
2177.0,344728800.0,612468030.0,663388160.0,517245540.0,584730900.0,440323500.0
2178.0,358077950.0,621761540.0,657030140.0,624807000.0,620557950.0,437205950.0
2179.0,355373570.0,640662660.0,645795140.0,594788030.0,586410900.0,439182750.0
2180.0,349520450.0,648195140.0,758689000.0,539675500.0,577841400.0,435079170.0
2181.0,386615300.0,662250200.0,651276300.0,533119330.0,580442800.0,434194100.0
2182.0,356027400.0,701170200.0,656170800.0,528840130.0,576454500.0,430310600.0
2183.0,352325920.0,650883800.0,741098600.0,533004500.0,684686200.0,426325440.0
2184.0,362207500.0,653702900.0,661037300.0,569465000.0,581832900.0,424976740.0
2185.0,441995200.0,639761660.0,937455700.0,534260480.0,574499600.0,424329380.0
2186.0,391532700.0,639167550.0,701988200.0,528363100.0,572719300.0,419302100.0
2187.0,364566240.0,701700000.0,670696100.0,525779300.0,595317800.0,414449730.0
2188.0,411208350.0,656483260.0,668744260.0,540269700.0,572991900.0,419009630.0
2189.0,368292030.0,648694100.0,670919900.0,564230800.0,568017200.0,416838880.0
2190.0,365825120.0,749157900.0,661720060.0,545476300.0,563041600.0,460480640.0
2191.0,365210530.0,660665340.0,677490750.0,603029600.0,560595400.0,415080600.0
2192.0,415103140.0,817055740.0,660690940.0,532967940.0,555927200.0,404304930.0
2193.0,464033300.0,767771000.0,658655700.0,533417600.0,553664000.0,401306080.0
2194.0,399206750.0,674157700.0,659856960.0,544525900.0,574331200.0,396829150.0
2195.0,384071500.0,678221950.0,719606140.0,537609300.0,553204400.0,394293570.0
2196.0,374713180.0,710543800.0,689748350.0,574296640.0,549284540.0,394314000.0
2197.0,389727360.0,668056260.0,754503400.0,532503170.0,550074560.0,389439300.0
2198.0,378060380.0,676279100.0,767806660.0,529039300.0,558831500.0,397395170.0
2199.0,393357660.0,675245500.0,709981700.0,529597820.0,552356100.0,388853800.0
2200.0,386209020.0,672027260.0,772512500.0,526288500.0,544452740.0,385641860.0
2201.0,383772580.0,682800060.0,738306240.0,525577380.0,539418560.0,385791000.0
2202.0,379642100.0,691446400.0,719143230.0,525595070.0,536023230.0,384626200.0
2203.0,381657500.0,709534460.0,703225340.0,525392670.0,534512480.0,381840260.0
2204.0,376923400.0,683553540.0,700963400.0,523510400.0,528756200.0,384785660.0
2205.0,377322050.0,695418940.0,692295600.0,526920100.0,559670140.0,378848300.0
2206.0,390071580.0,693921600.0,691101440.0,559101250.0,525966300.0,377248220.0
2207.0,398163400.0,681750200.0,702310800.0,542913700.0,522406700.0,373349660.0
2208.0,380451800.0,673356540.0,700868300.0,533809570.0,521997630.0,378387870.0
2209.0,448014800.0,686408900.0,696282600.0,555134340.0,519152300.0,373051550.0
2210.0,385406240.0,671620350.0,690819260.0,533890050.0,517175170.0,371571420.0
2211.0,400942270.0,669419000.0,691526000.0,525210720.0,515419260.0,370996450.0
2212.0,383015300.0,676827400.0,705448260.0,522353180.0,559619460.0,367046530.0
2213.0,387971230.0,667998700.0,899880700.0,520347600.0,527104770.0,369200160.0
2214.0,382864160.0,667156160.0,779470400.0,517880830.0,515090020.0,364727330.0
2215.0,382130020.0,661854900.0,694153600.0,590097500.0,537754200.0,363164640.0
2216.0,380855140.0,665777900.0,688196200.0,547452500.0,516377570.0,361086370.0
2217.0,379544900.0,667161100.0,696767800.0,557017900.0,513823460.0,390157660.0
2218.0,377313300.0,658955600.0,686794900.0,608999100.0,513213060.0,363948000.0
2219.0,378897700.0,654110000.0,683866240.0,564112640.0,548075260.0,382196060.0
2220.0,375681500.0,652437700.0,681294100.0,547125060.0,516782080.0,362652380.0
2221.0,402965900.0,649486000.0,689285100.0,619107900.0,513623230.0,360183400.0
2222.0,431075550.0,645423040.0,723235260.0,551786500.0,510944770.0,356993000.0
2223.0,401470980.0,642724000.0,689396200.0,548503900.0,506272100.0,354150300.0
2224.0,387041280.0,636496900.0,681224640.0,546559550.0,503329380.0,352657730.0
2225.0,378393760.0,634901000.0,804250800.0,546202750.0,518117000.0,368000580.0
2226.0,375480220.0,632635300.0,718387300.0,545124030.0,517574200.0,354974270.0
2227.0,391438600.0,670214900.0,694303740.0,542276200.0,534664800.0,351077920.0
2228.0,376006050.0,648253300.0,680959500.0,542399700.0,569039940.0,351852640.0
2229.0,374728700.0,647287900.0,710689150.0,546434200.0,524048160.0,349505500.0
2230.0,373192060.0,745460160.0,724051700.0,799504000.0,535136500.0,352798340.0
2231.0,412813980.0,663009860.0,681410500.0,619631600.0,525886140.0,352130750.0
2232.0,447868830.0,628721800.0,720569800.0,583733500.0,514903330.0,349674140.0
2233.0,382989760.0,624836740.0,686270340.0,580162400.0,510055140.0,348356860.0
2234.0,373928260.0,725529540.0,689128500.0,566758340.0,514206880.0,356165920.0
2235.0,375361700.0,676792060.0,737444350.0,553288450.0,509236800.0,351248930.0
2236.0,474580160.0,627175940.0,684817500.0,550375800.0,509147400.0,347914500.0
2237.0,403175200.0,622569400.0,685842560.0,546555460.0,508272700.0,437343100.0
2238.0,460940000.0,627913000.0,715665300.0,560355400.0,508169820.0,381654600.0
2239.0,403812740.0,634162560.0,691211100.0,564667260.0,508001860.0,361892160.0
2240.0,401967900.0,632645760.0,812108800.0,556518600.0,505807330.0,360134660.0
2241.0,424736540.0,639328450.0,735357440.0,549437800.0,541111400.0,353935420.0
2242.0,401457060.0,627475300.0,708589600.0,547892900.0,519811460.0,352723400.0
2243.0,391825570.0,622274750.0,699706400.0,573052160.0,549102660.0,350863300.0
2244.0,391861280.0,630306000.0,705658560.0,558919100.0,534665700.0,350815520.0
2245.0,401768540.0,620430300.0,787543200.0,589337340.0,545342460.0,350569660.0
2246.0,393665100.0,652945660.0,775648640.0,560074240.0,542918500.0,382573250.0
2247.0,389677220.0,619032260.0,740903900.0,583885200.0,535380930.0,353662240.0
2248.0,393915700.0,638478140.0,738267460.0,607992770.0,532065120.0,351039870.0
2249.0,388301980.0,625878140.0,788544260.0,572324300.0,529351230.0,348658180.0
2250.0,387154700.0,619786050.0,819146400.0,562581400.0,529593300.0,351231800.0
2251.0,385799420.0,616092900.0,769198600.0,630866750.0,528103400.0,350693860.0
2252.0,389773540.0,685077400.0,792562750.0,577083600.0,529696160.0,358837100.0
2253.0,394708380.0,635612300.0,748041100.0,679336200.0,527619040.0,348719170.0
2254.0,382905100.0,623394800.0,762681700.0,585405700.0,529709440.0,347412930.0
2255.0,380407230.0,630300160.0,787542850.0,587883900.0,533932130.0,388678080.0
2256.0,378560220.0,713482430.0,762933900.0,576151740.0,557276300.0,372899100.0
2257.0,384464640.0,619919400.0,766577860.0,639767000.0,543745000.0,357801340.0
2258.0,377890900.0,621757300.0,751477200.0,583375200.0,561883840.0,354463200.0
2259.0,378166700.0,617897200.0,783116000.0,771814700.0,531847420.0,352875940.0
2260.0,378002270.0,616210400.0,765906560.0,677743500.0,528928740.0,353656830.0
2261.0,372797730.0,621559550.0,769168450.0,732957200.0,532026880.0,358889440.0
2262.0,371612000.0,632940740.0,753608000.0,675271500.0,525717820.0,371837400.0
2263.0,369237900.0,618391740.0,807318600.0,692287740.0,526973700.0,378183170.0
2264.0,366117980.0,632756800.0,763305900.0,690550140.0,523625540.0,358148300.0
2265.0,364596260.0,685830850.0,752100300.0,727242800.0,522089120.0,356643200.0
2266.0,362637800.0,627175700.0,751048100.0,708978240.0,520587940.0,355434560.0
2267.0,360807520.0,622061950.0,762381440.0,742587600.0,519507940.0,358225100.0
2268.0,359716500.0,622660860.0,755213800.0,687852000.0,518826200.0,354957340.0
2269.0,357057380.0,619511200.0,756986100.0,684100160.0,519985700.0,398224830.0
2270.0,354708380.0,620661500.0,748510460.0,736169700.0,517198240.0,525275780.0
2271.0,352697730.0,614216900.0,840903900.0,676589300.0,513265100.0,452810980.0
2272.0,349445600.0,612440700.0,775169000.0,669666050.0,511833700.0,402121200.0
2273.0,344467520.0,612010000.0,760033900.0,669605600.0,510026720.0,375061100.0
2274.0,343970880.0,644353400.0,747030460.0,665435700.0,507756220.0,372599100.0
2275.0,365784160.0,666247040.0,739132600.0,673513800.0,505336800.0,370866460.0
2276.0,341140160.0,626418560.0,736345340.0,660973500.0,503268600.0,371320960.0
2277.0,345625280.0,764417340.0,731098100.0,665722600.0,504266620.0,369179400.0
2278.0,336798460.0,674668200.0,725745300.0,713440500.0,500234140.0,370347100.0
2279.0,332423360.0,677899700.0,744566200.0,785521500.0,496580260.0,366680860.0
2280.0,333931400.0,662845060.0,794228200.0,723364500.0,495489380.0,369391870.0
2281.0,332237540.0,642903900.0,828941200.0,844039200.0,496937800.0,377429220.0
2282.0,331177860.0,650809300.0,737893500.0,716545900.0,491609730.0,367229200.0
2283.0,329191040.0,656089100.0,733998800.0,692135200.0,489007140.0,364153150.0
2284.0,332363840.0,693156160.0,828487600.0,682055800.0,519083620.0,361545440.0
2285.0,326085020.0,649047800.0,747860030.0,675168830.0,487511100.0,360611420.0
2286.0,325059840.0,648351000.0,729659260.0,675960600.0,483872930.0,359456740.0
2287.0,327636900.0,690722370.0,723013600.0,664762240.0,499495420.0,358425060.0
2288.0,322075400.0,654707840.0,717973800.0,670043800.0,484928220.0,359923900.0
2289.0,320337400.0,647027000.0,715194560.0,678610700.0,480754500.0,356575940.0
2290.0,352944100.0,645451700.0,712558500.0,744725100.0,478094240.0,356854340.0
2291.0,321574900.0,657923260.0,708401200.0,715844700.0,474898020.0,353144450.0
2292.0,318755700.0,645936830.0,711761860.0,682074800.0,471366980.0,351224220.0
2293.0,317657120.0,715799900.0,740191300.0,695261000.0,467483420.0,349792320.0
2294.0,317127840.0,662841540.0,710796860.0,676605250.0,485187650.0,382924540.0
2295.0,313471420.0,670290500.0,822196600.0,704826560.0,470696420.0,375598750.0
2296.0,313961500.0,650608000.0,709024260.0,678445440.0,465424130.0,360897800.0
2297.0,313509760.0,672613570.0,703878900.0,676211600.0,462295800.0,348685540.0
2298.0,312137540.0,695517500.0,698885950.0,672743800.0,477640960.0,346749600.0
2299.0,312700000.0,655604000.0,694435000.0,669143940.0,466523040.0,349876670.0
2300.0,310486080.0,677987000.0,693856800.0,675071040.0,465955970.0,347384450.0
