time,IPSL-CM6A-LR,FGOALS-F3-L,MRI-ESM2-0,CESM2,MPI-ESM1-2-HR,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,ACCESS-CM2,NORESM2-MM,INM-CM5-0,ACCESS-ESM1-5,CESM2-WACCM,GFDL-ESM4,CANESM5
2011.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0,1158774100.0
2012.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0,1157816300.0
2013.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0,1151259300.0
2014.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0,1149258000.0
2015.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0,1141856400.0
2016.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0,1134794200.0
2017.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0,1131525400.0
2018.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0,1123737300.0
2019.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0,1113759900.0
2020.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0,1103291800.0
2021.0,1087510500.0,1087601400.0,1091258900.0,1099974300.0,1089177500.0,1094351500.0,1090692700.0,1099038800.0,1098307500.0,1091716600.0,1099936400.0,1104582900.0,1101683100.0,1106618100.0,1089039100.0,1084837200.0,1083163800.0
2022.0,1076698000.0,1077905400.0,1077030800.0,1076020200.0,1083112400.0,1084153700.0,1086767000.0,1081864600.0,1081294500.0,1084844500.0,1082740000.0,1082029000.0,1093376600.0,1086873900.0,1084738300.0,1067625900.0,1078118400.0
2023.0,1052511800.0,1053818100.0,1066031600.0,1067227000.0,1064093800.0,1068292300.0,1073583740.0,1068221900.0,1069664640.0,1070120200.0,1070210800.0,1074450600.0,1076491100.0,1065399500.0,1065165100.0,1044527500.0,1066234050.0
2024.0,1033593660.0,1042257100.0,1043213500.0,1044057300.0,1052699600.0,1066648400.0,1066620160.0,1045608900.0,1055493900.0,1052308030.0,1053495700.0,1046114240.0,1067111230.0,1054817540.0,1061671700.0,1024912600.0,1042337200.0
2025.0,1018845630.0,1021539700.0,1045395800.0,1029461950.0,1043744260.0,1044672260.0,1055406340.0,1034207400.0,1027873200.0,1023106050.0,1031967360.0,1035132900.0,1054172600.0,1033592900.0,1059375360.0,1009095040.0,1020098800.0
2026.0,987614900.0,1034079500.0,1009451260.0,1016971500.0,1016836860.0,1032589800.0,1017828100.0,1016364350.0,1009895400.0,1000394000.0,1021517250.0,1012833900.0,1043373060.0,1020256700.0,1038074500.0,970405400.0,1002453900.0
2027.0,964620860.0,993808260.0,985765060.0,994395900.0,988278000.0,1017820000.0,978814600.0,987498560.0,977587500.0,1055543800.0,1002009900.0,993151000.0,1029091260.0,988836030.0,1014118600.0,944442300.0,1000456200.0
2028.0,949887300.0,969294460.0,967696060.0,957613300.0,968987460.0,1004327400.0,956186940.0,953307460.0,979068860.0,1032108740.0,975928770.0,989087600.0,1002730560.0,976110300.0,993344450.0,928119600.0,971228400.0
2029.0,931296960.0,951706500.0,954321300.0,932181440.0,961707970.0,975107000.0,939900540.0,1024560450.0,942873200.0,966725400.0,943479740.0,970498000.0,981724500.0,961085060.0,980726140.0,906239360.0,949369500.0
2030.0,913361200.0,951586400.0,934327200.0,923119940.0,921599040.0,954392060.0,896166100.0,967611840.0,924322700.0,946612000.0,936536400.0,949188030.0,989647360.0,943355900.0,986341700.0,893299650.0,925288100.0
2031.0,919073150.0,923069900.0,902230400.0,892720600.0,894080600.0,978474000.0,858257800.0,921557000.0,905773200.0,926506940.0,908362700.0,930472770.0,975936260.0,919285760.0,950134400.0,870848300.0,897236600.0
2032.0,881410940.0,897886100.0,876299800.0,870631040.0,872141400.0,935125000.0,829117000.0,894197950.0,887472450.0,912533570.0,903694460.0,939606900.0,960395200.0,900591400.0,932952960.0,846032900.0,924450560.0
2033.0,859998100.0,866771100.0,849099300.0,844476540.0,859506940.0,923853400.0,815268100.0,909540900.0,869169600.0,882272900.0,867408800.0,918848700.0,937437500.0,879498500.0,925005300.0,821042200.0,870729400.0
2034.0,844889860.0,867468700.0,828094660.0,857142400.0,846919360.0,909588860.0,820520400.0,935694600.0,864424300.0,878469950.0,850430460.0,902852160.0,921746240.0,875119000.0,906577540.0,797585200.0,847323300.0
2035.0,833459140.0,831954100.0,815785200.0,806010000.0,832111940.0,884287360.0,784809300.0,890651300.0,850059260.0,855086400.0,847097200.0,881812100.0,908187500.0,845330000.0,877974800.0,760612100.0,828946240.0
2036.0,804669100.0,811325760.0,788691400.0,779203600.0,851619600.0,868080640.0,764826050.0,848678660.0,813767550.0,859150660.0,806976200.0,860584900.0,878417100.0,823540300.0,859877900.0,756293440.0,813892860.0
2037.0,777239900.0,809445600.0,770780200.0,770231000.0,806663600.0,904701600.0,750864260.0,818615600.0,800558850.0,822681300.0,769953660.0,846460800.0,872367700.0,829376200.0,841412700.0,735741060.0,790056600.0
2038.0,764249400.0,772866200.0,749744100.0,743011900.0,816996800.0,847966100.0,719674600.0,830611300.0,792158300.0,798654300.0,754444400.0,877313300.0,845523600.0,808138000.0,820813630.0,716068860.0,767641300.0
2039.0,746076100.0,756518800.0,756870460.0,726132860.0,784571700.0,825311040.0,680086800.0,796165500.0,775882600.0,776771140.0,740691100.0,825396160.0,822329000.0,800273100.0,794488060.0,697353340.0,757777660.0
2040.0,728395700.0,752376640.0,735482800.0,705856800.0,770971400.0,829209540.0,660077400.0,812437250.0,841609860.0,758658370.0,731206200.0,812011460.0,808688260.0,777226940.0,778173760.0,676465300.0,762822660.0
2041.0,726782500.0,732900350.0,724614100.0,678465340.0,759473300.0,836222700.0,637404300.0,777097200.0,757984830.0,736111100.0,722947700.0,793164740.0,809379500.0,755072000.0,774410240.0,663187140.0,725058300.0
2042.0,696038600.0,720734100.0,696212540.0,663405200.0,741203000.0,805625150.0,624560200.0,761606600.0,791357500.0,755273800.0,696229300.0,802278660.0,792714750.0,742689600.0,753353700.0,646491800.0,709406800.0
2043.0,685089200.0,742949400.0,680553400.0,650606400.0,746213000.0,792658370.0,595384500.0,743603500.0,743174800.0,721925900.0,677851650.0,773809300.0,780428300.0,723675800.0,727909900.0,653141100.0,689050100.0
2044.0,668404030.0,706841540.0,659592100.0,626708350.0,722971900.0,781963650.0,566803000.0,738047800.0,751784960.0,706845630.0,659562560.0,757314560.0,762667300.0,703787460.0,710745150.0,641979650.0,675004700.0
2045.0,666147000.0,702161200.0,648925700.0,605422200.0,738540400.0,766101950.0,560068350.0,746885800.0,716361500.0,729896770.0,642559800.0,766881660.0,750936600.0,690902200.0,693066900.0,613106500.0,668572100.0
2046.0,634971000.0,685502800.0,648962100.0,593294700.0,754856450.0,765538000.0,543297300.0,722074300.0,778989300.0,676966900.0,621974460.0,750952450.0,739540800.0,672955900.0,670901000.0,607739700.0,644181700.0
2047.0,622415600.0,666608400.0,628118900.0,594082240.0,709507500.0,748972500.0,533954370.0,706905600.0,703191550.0,656792900.0,606264450.0,732565950.0,718813440.0,653543000.0,650633150.0,619386750.0,619790100.0
2048.0,616137500.0,671945600.0,606850750.0,571950140.0,689557800.0,739039940.0,528370400.0,697877400.0,695435600.0,720774140.0,587290500.0,725488450.0,711830000.0,633236100.0,633599740.0,597819140.0,607921540.0
2049.0,601396200.0,650911200.0,603543000.0,552360000.0,671437760.0,890574800.0,517976960.0,745066000.0,696786400.0,673776830.0,565674800.0,709594000.0,701252200.0,619611100.0,622508160.0,593276700.0,588622460.0
2050.0,584427900.0,637430500.0,602689000.0,539427200.0,658520770.0,750490940.0,498294400.0,685205600.0,738040600.0,647840300.0,563720960.0,699138900.0,700457400.0,609000300.0,603669100.0,582306750.0,583053100.0
2051.0,572319040.0,627915700.0,593739260.0,538768450.0,643946560.0,738690600.0,491830940.0,688080400.0,679575800.0,636087800.0,548270800.0,709934900.0,688738400.0,602144100.0,586309800.0,572569000.0,558786000.0
2052.0,556572400.0,610530400.0,604255700.0,528694660.0,643432300.0,731166850.0,482709820.0,728935400.0,673757600.0,622740000.0,527659260.0,711193800.0,671977660.0,589046140.0,566113660.0,568078200.0,540900100.0
2053.0,543575500.0,609756540.0,656707100.0,514313500.0,644788160.0,717965900.0,469045760.0,673623740.0,665381200.0,616942400.0,506542750.0,698266560.0,657569500.0,574452300.0,548222300.0,554671600.0,523374400.0
2054.0,550197200.0,613072700.0,571642430.0,516029280.0,629004860.0,707967400.0,463897000.0,673530100.0,664051600.0,687988800.0,520910900.0,686431100.0,659648830.0,556341600.0,529767870.0,546130370.0,508099780.0
2055.0,526934940.0,606732300.0,564655740.0,495549060.0,680487000.0,702680100.0,455295140.0,686670850.0,653912500.0,676233600.0,492832450.0,680928500.0,638453500.0,591978750.0,519520900.0,540767360.0,490285600.0
2056.0,571035140.0,584835600.0,574330500.0,486809180.0,641816640.0,700856100.0,444905020.0,666655600.0,645375100.0,612375700.0,484567580.0,665354560.0,622407200.0,541458600.0,511504770.0,532980350.0,479122530.0
2057.0,520333570.0,607248200.0,559432200.0,476435360.0,612572700.0,698577000.0,438418720.0,653868700.0,650576260.0,597990340.0,486436220.0,654101060.0,608105000.0,526099620.0,508395680.0,521141440.0,489865200.0
2058.0,513362660.0,584755900.0,549083900.0,468537820.0,602521300.0,687067460.0,443923400.0,646995840.0,640015170.0,596525950.0,454993950.0,648694200.0,595277700.0,504530200.0,496125820.0,514145440.0,495831840.0
2059.0,495517730.0,579651500.0,537714050.0,462036220.0,602174850.0,676955200.0,428722000.0,645245700.0,634856000.0,617257200.0,445355040.0,638099140.0,591740600.0,492281820.0,484707970.0,508019040.0,457048060.0
2060.0,487652100.0,606494660.0,528055550.0,452564380.0,668504500.0,799293800.0,425663230.0,637004400.0,630416200.0,581537100.0,436548830.0,627749800.0,584064060.0,492413760.0,470734460.0,503049060.0,432334900.0
2061.0,473212500.0,567886900.0,537307800.0,443820000.0,630827000.0,705747300.0,436455460.0,733011700.0,623933950.0,572638140.0,428882460.0,617655000.0,572650240.0,474234240.0,468062700.0,502294700.0,431053250.0
2062.0,465977950.0,564638100.0,525351400.0,435925760.0,619064900.0,662550000.0,417132670.0,630101000.0,615818940.0,575403460.0,426204580.0,609064300.0,612883140.0,461496830.0,458945700.0,495333300.0,410366460.0
2063.0,456310270.0,562367170.0,514753250.0,428215170.0,594792500.0,656118140.0,414407100.0,673285800.0,619044700.0,567876800.0,408854660.0,599503100.0,561231900.0,462144220.0,440630820.0,519868480.0,397101600.0
2064.0,444030660.0,555572860.0,508136600.0,420675600.0,701682700.0,648085300.0,412378850.0,638632000.0,616772350.0,616657800.0,404745280.0,586277060.0,550598900.0,443428300.0,432875900.0,486878140.0,416126000.0
2065.0,433333340.0,552824600.0,541233600.0,412981950.0,601354000.0,698256830.0,444282980.0,628821700.0,619954050.0,581707840.0,398885820.0,614486600.0,572221060.0,430988130.0,423246460.0,480047740.0,442307100.0
2066.0,428722800.0,551926200.0,504342850.0,409850980.0,593556000.0,653455740.0,408144740.0,619467840.0,615891840.0,560328500.0,398671700.0,592793200.0,558488300.0,421236480.0,423053760.0,477691400.0,404085060.0
2067.0,419933440.0,546042240.0,501377100.0,403041660.0,645249660.0,635752450.0,400843330.0,627346560.0,614438460.0,553696800.0,387278500.0,576706560.0,570463200.0,431074720.0,412355230.0,499495500.0,384655900.0
2068.0,409964670.0,543688000.0,505857600.0,399330800.0,881352900.0,684536400.0,424767650.0,612351000.0,598906050.0,591904060.0,379535740.0,562950200.0,552547650.0,469467260.0,432133020.0,489854080.0,376204830.0
2069.0,405628100.0,537970600.0,497943140.0,393672220.0,704019100.0,625185100.0,409289660.0,650286660.0,590978000.0,650908540.0,380494140.0,557059140.0,551318340.0,423432670.0,414938460.0,487610660.0,363216860.0
2070.0,408882900.0,534933340.0,491371400.0,390228000.0,630951100.0,630207100.0,402475680.0,732007550.0,587300600.0,558417600.0,375854300.0,551649900.0,541219840.0,415997150.0,403511600.0,477670940.0,365985380.0
2071.0,417095000.0,529521950.0,483011330.0,392436000.0,611219000.0,623611140.0,399879000.0,681335200.0,582594600.0,551850750.0,368455900.0,540865860.0,584005500.0,448276670.0,395326940.0,476290980.0,373335230.0
2072.0,393580860.0,523307740.0,483047970.0,391079700.0,597371600.0,619404000.0,411496100.0,647404540.0,608025150.0,547223800.0,363419100.0,533557380.0,538739900.0,436253700.0,388458140.0,477386050.0,386236600.0
2073.0,389843940.0,524717570.0,473766980.0,399215520.0,583813000.0,618808400.0,389716960.0,641852200.0,643788160.0,601783400.0,358211100.0,529259680.0,530555330.0,419716480.0,385648030.0,474455740.0,348033700.0
2074.0,390971700.0,516671970.0,484694140.0,386439500.0,585761400.0,604477500.0,384477100.0,617499700.0,581475800.0,551132500.0,353154780.0,517540900.0,519808670.0,409124350.0,384779360.0,480810000.0,343568830.0
2075.0,379181980.0,549761340.0,510623070.0,450861600.0,579755460.0,595400640.0,386344200.0,621148800.0,572664260.0,543571460.0,350470500.0,515014080.0,515448580.0,401940200.0,380180500.0,483229700.0,338204100.0
2076.0,377136580.0,512960160.0,630246140.0,391017020.0,580724160.0,600262850.0,433824300.0,605722600.0,567616100.0,582618000.0,342262850.0,503427360.0,547514750.0,401309820.0,497006430.0,464193060.0,331974560.0
2077.0,370112600.0,522021380.0,477343420.0,453389540.0,581023500.0,618736900.0,418576670.0,606601860.0,562014140.0,552775200.0,337429660.0,499339460.0,512684200.0,391381660.0,408678050.0,460804030.0,326808770.0
2078.0,396298000.0,523868800.0,467337700.0,422585060.0,628121860.0,592858940.0,391682050.0,604494850.0,554426100.0,659023940.0,332843260.0,492058140.0,519012540.0,385698800.0,397094880.0,454308200.0,345896580.0
2079.0,364807580.0,515409820.0,502255650.0,403906600.0,579023940.0,580180600.0,392107260.0,605942200.0,551746700.0,551787650.0,326663000.0,512293540.0,535968420.0,390349540.0,373397630.0,462755650.0,349573540.0
2080.0,354770020.0,506072000.0,498963870.0,403042780.0,572872600.0,578259400.0,391785100.0,598815040.0,565998340.0,539919500.0,320603650.0,490505730.0,534386980.0,380988830.0,373928320.0,458901470.0,323927200.0
2081.0,355112500.0,502403620.0,464745200.0,387137820.0,571503100.0,566387000.0,430935170.0,600222500.0,547663900.0,536066370.0,314435740.0,484426500.0,515687140.0,390375100.0,451637570.0,455540260.0,348913100.0
2082.0,346091940.0,497178080.0,464403200.0,387526900.0,576990500.0,558980000.0,467016400.0,595162750.0,538995800.0,630805250.0,313271840.0,478297340.0,512050460.0,378341600.0,383706800.0,452516160.0,318743230.0
2083.0,343350750.0,529172130.0,474088670.0,381419870.0,566425000.0,566663900.0,403923170.0,592198700.0,532171740.0,578517000.0,307578100.0,474207870.0,521372580.0,385451870.0,373314200.0,449652450.0,358314370.0
2084.0,337505760.0,499535940.0,462193760.0,378520580.0,566813100.0,552124400.0,393141020.0,586147650.0,601675140.0,554674900.0,303946940.0,467671230.0,504772500.0,373618700.0,390703940.0,447764540.0,340414600.0
2085.0,332715500.0,490364160.0,485799140.0,373808770.0,562706600.0,585799000.0,382660030.0,583784770.0,526374600.0,538054850.0,302412770.0,466102720.0,587548400.0,385318980.0,375443800.0,444775330.0,319467650.0
2086.0,343102460.0,485914370.0,478430240.0,372769500.0,564262600.0,542873800.0,380258370.0,598453700.0,516141820.0,536143300.0,306702620.0,463220030.0,558711600.0,370209500.0,382508100.0,443413500.0,369376770.0
2087.0,350433400.0,575521600.0,464406750.0,372469950.0,556776260.0,534957470.0,386852350.0,588577860.0,531860770.0,540006300.0,317185860.0,638874600.0,517817200.0,374540580.0,369142600.0,448904400.0,463017730.0
2088.0,341845980.0,495263520.0,493108450.0,370824220.0,553631400.0,530609820.0,383466000.0,581909100.0,505481600.0,536970400.0,300705920.0,470909980.0,506210600.0,367087200.0,364645630.0,443290140.0,355523680.0
2089.0,374416350.0,577047740.0,468929660.0,399716300.0,550415200.0,530847680.0,380991680.0,586990850.0,509967680.0,548073860.0,295150400.0,456008900.0,525731000.0,360667460.0,404188000.0,439669760.0,341075970.0
2090.0,337574180.0,557188000.0,590702850.0,375692380.0,568545200.0,523030800.0,381128670.0,675704700.0,498706000.0,547439500.0,296140320.0,454766720.0,506810560.0,368665630.0,369086620.0,438124830.0,463736480.0
2091.0,338105540.0,514212300.0,555580300.0,368838880.0,555043700.0,513962780.0,482718370.0,580444740.0,491535460.0,534235940.0,292699900.0,531233660.0,499972580.0,357620860.0,367770340.0,437092160.0,407634620.0
2092.0,332859870.0,502762180.0,581514300.0,368062600.0,546726600.0,506616930.0,404279840.0,569999940.0,486877570.0,529288030.0,286689200.0,457439400.0,499829660.0,353167260.0,366573760.0,435755330.0,348522880.0
2093.0,327008320.0,496053300.0,540155260.0,366765900.0,542589200.0,502323170.0,389199580.0,566132900.0,513006750.0,559671200.0,285949800.0,447793340.0,497296960.0,358719550.0,359592540.0,431841760.0,349814900.0
2094.0,328330700.0,484733020.0,501357540.0,365330700.0,537899500.0,496379230.0,391875680.0,569531970.0,489661860.0,587719230.0,284243260.0,452108220.0,591962300.0,346175330.0,419314980.0,441289800.0,356941540.0
2095.0,327455140.0,482148860.0,495338050.0,365579620.0,545466000.0,492762180.0,426622460.0,592830800.0,492063800.0,544416450.0,410552000.0,455549730.0,574746940.0,347602620.0,378887100.0,482337470.0,354033700.0
2096.0,323750180.0,480780130.0,488257630.0,359981060.0,535856900.0,489657300.0,409051260.0,567861500.0,495984900.0,534871420.0,296696830.0,443254720.0,550094700.0,348781220.0,362240000.0,590121860.0,352076060.0
2097.0,319252600.0,559305300.0,499152300.0,357948700.0,525897600.0,485029920.0,383854400.0,569562300.0,485934850.0,537493600.0,288061630.0,436447070.0,521103740.0,339311800.0,356177300.0,506311970.0,350424100.0
2098.0,316337470.0,479801630.0,526951170.0,356737280.0,523014400.0,535154620.0,428108130.0,562937100.0,472214850.0,572956350.0,283610900.0,442843520.0,515923100.0,338318050.0,360906980.0,487868350.0,343155460.0
2099.0,391367300.0,599245950.0,531661500.0,354530000.0,703648260.0,486412450.0,414114370.0,562477700.0,472287040.0,534672770.0,285368160.0,468040800.0,501752160.0,335280670.0,396461000.0,440882430.0,337109120.0
2100.0,332077820.0,558873400.0,505994660.0,353547970.0,581002050.0,470055680.0,419278000.0,588251900.0,476904700.0,525565470.0,278003870.0,431764400.0,506954780.0,332060540.0,384262620.0,430009660.0,344967780.0
