time,CANESM5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR
2037.0,756243100.0,679241600.0,854807700.0,849866050.0
2038.0,725266100.0,667213800.0,818076600.0,828428700.0
2039.0,712272400.0,645966600.0,794167900.0,806925500.0
2040.0,683155400.0,630990340.0,765903200.0,790082050.0
2041.0,654814800.0,615027140.0,735485100.0,770585600.0
2042.0,642045100.0,624394430.0,711206800.0,744419300.0
2043.0,606461300.0,577285300.0,680366100.0,729146560.0
2044.0,569216300.0,553239700.0,660626300.0,707649150.0
2045.0,541997100.0,538565570.0,637820200.0,682621600.0
2046.0,515698500.0,525399140.0,608832400.0,656240960.0
2047.0,485378340.0,506188030.0,584351200.0,634137400.0
2048.0,467832400.0,496227500.0,562298050.0,608418700.0
2049.0,454216060.0,490324500.0,543146400.0,581626600.0
2050.0,425706900.0,475113470.0,528573860.0,559802940.0
2051.0,406855400.0,457275620.0,507857800.0,545506700.0
2052.0,392035460.0,443234140.0,491823800.0,531650940.0
2053.0,374177440.0,432279070.0,472325920.0,516525540.0
2054.0,348590370.0,419685980.0,453873380.0,510242240.0
2055.0,336728450.0,408059420.0,421450900.0,485549100.0
2056.0,336196830.0,408076300.0,407810430.0,468980600.0
2057.0,325464450.0,387976400.0,388106270.0,448383000.0
2058.0,315410140.0,381232420.0,371119040.0,437981760.0
2059.0,344386240.0,370018850.0,354617800.0,426983970.0
2060.0,312089120.0,362418370.0,340316700.0,407988200.0
2061.0,321964740.0,364830500.0,326355650.0,400851550.0
2062.0,292052060.0,349364480.0,326886880.0,389711040.0
2063.0,279688060.0,337197980.0,313324400.0,381602940.0
2064.0,277360260.0,334374050.0,298085900.0,365811460.0
2065.0,271007870.0,324203620.0,292747550.0,350271070.0
2066.0,265907790.0,311580130.0,286115650.0,342775460.0
2067.0,262478080.0,302557300.0,275482340.0,341773950.0
2068.0,253666540.0,294091170.0,270375500.0,332937540.0
2069.0,243522880.0,293769020.0,281937630.0,321528670.0
2070.0,239858050.0,281003140.0,254902350.0,311133250.0
2071.0,251996960.0,279151200.0,273720030.0,302109920.0
2072.0,231874560.0,274787360.0,259546780.0,290203260.0
2073.0,225686000.0,280290940.0,297668640.0,285668380.0
2074.0,219328140.0,271469600.0,265686350.0,278772580.0
2075.0,226557810.0,339519230.0,254029630.0,272279970.0
2076.0,309164380.0,310351420.0,260586700.0,269149340.0
2077.0,237769440.0,375164260.0,296598460.0,264413780.0
2078.0,230166860.0,300757600.0,252930260.0,258580980.0
2079.0,238534320.0,289207040.0,248544060.0,262446960.0
2080.0,215578560.0,282637540.0,290475260.0,255907600.0
2081.0,224468340.0,285148600.0,248741380.0,256386080.0
2082.0,229570770.0,287657380.0,248858560.0,266826220.0
2083.0,237148510.0,289173630.0,276471500.0,250790610.0
2084.0,234151680.0,312609060.0,277219420.0,246572450.0
2085.0,213888820.0,291211230.0,240218270.0,242770720.0
2086.0,210755920.0,300550460.0,254958430.0,240842260.0
2087.0,234327260.0,302649570.0,254473280.0,237850130.0
2088.0,219832110.0,285468450.0,245468020.0,296119170.0
2089.0,359510980.0,286529470.0,267261630.0,239413900.0
2090.0,213659170.0,295345950.0,250925810.0,237764910.0
2091.0,286883070.0,286124450.0,249421630.0,278551040.0
2092.0,235106180.0,282715970.0,240828820.0,253736930.0
2093.0,303437000.0,329846270.0,273475940.0,254359470.0
2094.0,262449630.0,360852450.0,251206270.0,246179630.0
2095.0,261934940.0,323047680.0,255371330.0,245586580.0
2096.0,237633400.0,332004500.0,255457170.0,238731070.0
2097.0,315181500.0,512143780.0,242623470.0,245916530.0
2098.0,319302530.0,334731360.0,276778850.0,244654560.0
2099.0,367096800.0,322694750.0,253036140.0,253696100.0
2100.0,301369700.0,397780800.0,243196860.0,245704350.0
