time,FGOALS-F3-L,NORESM2-MM,ACCESS-CM2,CESM2,INM-CM5-0,ACCESS-ESM1-5,TAIESM1,CAMS-CSM1-0,BCC-CSM2-MR,CMCC-CM2-SR5,IPSL-CM6A-LR,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,MPI-ESM1-2-HR,CESM2-WACCM,INM-CM4-8,CANESM5
2067.0,145302750000.0,106500415000.0,67902423000.0,96531100000.0,238518910000.0,93808220000.0,42971537000.0,379166500000.0,176720900000.0,145712020000.0,76193660000.0,266730500000.0,163507080000.0,148678510000.0,155890040000.0,287459840000.0,62055977000.0,210506020000.0,61263905000.0
2068.0,136290340000.0,97971670000.0,61656367000.0,88859435000.0,230489500000.0,82182410000.0,36035730000.0,375267230000.0,160944310000.0,132856650000.0,66671174000.0,258440940000.0,156507010000.0,138738780000.0,141499530000.0,278786080000.0,55573987000.0,201654300000.0,56304530000.0
2069.0,126058280000.0,89259390000.0,54105194000.0,82153140000.0,219732020000.0,73180240000.0,31450870000.0,365119440000.0,150501650000.0,121377120000.0,57816404000.0,245814410000.0,144168480000.0,132493206000.0,133422570000.0,268784810000.0,49745360000.0,192599180000.0,50581300000.0
2070.0,114677060000.0,80308430000.0,46763598000.0,73188250000.0,210667750000.0,63078170000.0,27072877000.0,347421770000.0,136744320000.0,111929475000.0,50124304000.0,232686420000.0,138012250000.0,128586580000.0,124469330000.0,252935400000.0,44641632000.0,186913280000.0,43936320000.0
2071.0,105574340000.0,72287674000.0,39930340000.0,66572255000.0,200288830000.0,54911422000.0,23296317000.0,339770740000.0,126599410000.0,102205450000.0,43294425000.0,215345710000.0,128581330000.0,118773710000.0,114702655000.0,239357720000.0,38673916000.0,178723320000.0,37374747000.0
2072.0,97612120000.0,66271007000.0,35715523000.0,59605570000.0,190887660000.0,46603993000.0,19860605000.0,330385400000.0,117087020000.0,94990310000.0,37600180000.0,211695040000.0,120660040000.0,110861740000.0,102567660000.0,228344400000.0,32957487000.0,169277720000.0,32460716000.0
2073.0,90329390000.0,59616420000.0,31498054000.0,53058064000.0,180855060000.0,40753650000.0,17308535000.0,325611620000.0,106724280000.0,86607200000.0,32241775000.0,204726320000.0,111070870000.0,103657040000.0,92766520000.0,215627480000.0,28625547000.0,163243840000.0,28097366000.0
2074.0,84875100000.0,52977218000.0,27582958000.0,46940963000.0,174778700000.0,34853302000.0,14376634000.0,316815380000.0,98184470000.0,78206116000.0,28084420000.0,198537970000.0,103741840000.0,97051420000.0,84583740000.0,204917370000.0,23936834000.0,154514750000.0,23966652000.0
2075.0,78279025000.0,47593980000.0,23592362000.0,40844210000.0,169154220000.0,30172430000.0,11382528000.0,313087700000.0,90363900000.0,70835180000.0,23075832000.0,190204120000.0,96166030000.0,90151950000.0,76832020000.0,193286520000.0,19781300000.0,147767740000.0,20333122000.0
2076.0,70720050000.0,43173356000.0,20293853000.0,35411833000.0,157795000000.0,25754737000.0,9012836000.0,305617040000.0,83013526000.0,63870770000.0,19330574000.0,182176510000.0,89391415000.0,82831800000.0,67224113000.0,184302270000.0,16750451000.0,138439500000.0,17000994000.0
2077.0,65127690000.0,39134950000.0,17331208000.0,32013154000.0,150023900000.0,21807129000.0,7409811500.0,295661440000.0,77178890000.0,58485354000.0,16072771000.0,178105350000.0,80482025000.0,78028180000.0,61491696000.0,170358440000.0,13867914000.0,132663500000.0,14368874000.0
2078.0,60259455000.0,34049427000.0,15221543000.0,28230855000.0,142130330000.0,18730177000.0,6160286000.0,285827370000.0,71616180000.0,51882484000.0,13021886000.0,171145280000.0,74447340000.0,73584990000.0,54300127000.0,161474280000.0,11755300000.0,126160765000.0,12371246000.0
2079.0,54153286000.0,30643728000.0,12806142000.0,24705077000.0,136817170000.0,16137911000.0,5181252600.0,282793800000.0,65497950000.0,44989120000.0,10724986000.0,161253770000.0,66264797000.0,69062345000.0,48391614000.0,151230500000.0,9731780000.0,120755180000.0,10533715000.0
2080.0,50246525000.0,27187840000.0,10989270000.0,21505096000.0,131081085000.0,13385660000.0,4484143600.0,272945410000.0,60723188000.0,39765920000.0,8730179000.0,155386940000.0,59748225000.0,64128640000.0,42826977000.0,143772160000.0,8353614300.0,115849430000.0,8807392000.0
2081.0,44923253000.0,23609362000.0,9239914000.0,18620047000.0,125023840000.0,10244269000.0,3917959200.0,264904150000.0,54800090000.0,35185955000.0,6951290400.0,147883020000.0,52497416000.0,59067040000.0,39250997000.0,136655050000.0,6753894000.0,110505075000.0,7395098600.0
2082.0,40536380000.0,20310800000.0,7934757000.0,15688176000.0,119957955000.0,8160371700.0,3407281200.0,251791110000.0,49870557000.0,30488107000.0,5765068000.0,142169460000.0,47976464000.0,54821590000.0,34089894000.0,127497070000.0,5829064000.0,105190780000.0,5988325000.0
2083.0,36951704000.0,17145544000.0,7044253000.0,13751056000.0,112368850000.0,6924878300.0,3016397600.0,242172850000.0,45737796000.0,26245896000.0,5006737400.0,133956140000.0,43434390000.0,52509794000.0,28663669000.0,117319210000.0,4919117000.0,99462150000.0,4875953000.0
2084.0,34060106000.0,15059921000.0,6425776600.0,11807785000.0,108196920000.0,5831252500.0,2686151700.0,232086500000.0,41767506000.0,22494245000.0,4518787600.0,128262170000.0,37805273000.0,47594860000.0,25256724000.0,109997430000.0,4295201000.0,94463386000.0,4090605000.0
2085.0,31154113000.0,13130632000.0,5511620600.0,10259452000.0,103953820000.0,5031662600.0,2366046200.0,223567680000.0,37568560000.0,19807529000.0,3968143000.0,122006790000.0,32588098000.0,44543685000.0,23216440000.0,101859656000.0,3674855400.0,88123105000.0,3475949800.0
2086.0,28385458000.0,11469695000.0,4948605000.0,8803552000.0,98409340000.0,4427686000.0,2128023000.0,215905730000.0,32978072000.0,17306477000.0,3626055000.0,114662290000.0,28970058000.0,41936220000.0,20368757000.0,96582320000.0,3292917200.0,84059010000.0,2887640600.0
2087.0,24818407000.0,9579703000.0,4491750000.0,7411613700.0,94137400000.0,3867984400.0,1895825700.0,202343420000.0,29599377000.0,15018230000.0,3164468700.0,107429585000.0,25510066000.0,39522394000.0,16871873000.0,90758790000.0,2904650500.0,79018566000.0,2538707200.0
2088.0,22453127000.0,8259948000.0,4191157800.0,6363324000.0,88526496000.0,3480834800.0,1763274800.0,191217990000.0,26927675000.0,13143355000.0,2799046700.0,102104556000.0,22977450000.0,36149723000.0,14758665000.0,83208356000.0,2649515000.0,74272570000.0,2270774800.0
2089.0,20256293000.0,7422368300.0,3851040300.0,5275792000.0,82628880000.0,2974521600.0,1667768700.0,185622320000.0,24783036000.0,10766135000.0,2480430800.0,97157690000.0,20630186000.0,33308440000.0,13092897000.0,75995460000.0,2420253000.0,68450820000.0,2044608000.0
2090.0,17925150000.0,6309211600.0,3615787300.0,4397387000.0,79223620000.0,2652482800.0,1535521400.0,180808380000.0,22854294000.0,8938594000.0,2199730400.0,90932890000.0,17736055000.0,31710400000.0,11173522000.0,68243706000.0,2323159300.0,63940993000.0,1866036500.0
2091.0,16278896000.0,5647890000.0,3317445600.0,3789447400.0,73691710000.0,2420741600.0,1425160000.0,170141610000.0,21145231000.0,7558912500.0,1978481300.0,86509840000.0,15071676000.0,29934103000.0,9069015000.0,61913383000.0,2150465300.0,60515058000.0,1678535000.0
2092.0,14840662000.0,5224890400.0,3066784800.0,3323882200.0,69063066000.0,2191563800.0,1367137000.0,162943370000.0,19629115000.0,6288110600.0,1845278700.0,80993140000.0,12288320000.0,28493468000.0,7739070500.0,55559803000.0,1966357200.0,56527356000.0,1438296400.0
2093.0,13179952000.0,4739566600.0,2800307000.0,2995200300.0,63460780000.0,2014898700.0,1318234100.0,154604810000.0,17668186000.0,5276282400.0,1710285800.0,74616120000.0,10429535000.0,26301018000.0,6913911300.0,49671270000.0,1790900700.0,53218660000.0,1285280400.0
2094.0,11738860000.0,4179235800.0,2623052300.0,2722571800.0,60611764000.0,1867909100.0,1237120500.0,146254710000.0,15793228000.0,4624065500.0,1579097100.0,70721995000.0,8721763000.0,24048095000.0,5812679000.0,44974137000.0,1661321600.0,49737306000.0,1207335400.0
2095.0,10451391000.0,3828464400.0,2405814300.0,2395892700.0,58373920000.0,1793021800.0,1186583400.0,137004620000.0,14200305000.0,4008148000.0,1459994100.0,67487080000.0,7192264000.0,21925165000.0,4799695000.0,40994857000.0,1514351500.0,46580080000.0,1186403700.0
2096.0,9272877000.0,3532154600.0,2179159300.0,2017125000.0,56163275000.0,1737607700.0,1106497200.0,128660260000.0,12759526000.0,3656999700.0,1333589600.0,64498830000.0,6380308500.0,20430283000.0,4165890300.0,38093570000.0,1429040000.0,42926166000.0,1148429400.0
2097.0,8304515600.0,3283917300.0,2015535600.0,1906670600.0,52880200000.0,1611534700.0,1068189400.0,120537670000.0,11556122000.0,3292500500.0,1230252400.0,62533470000.0,5759701000.0,18773170000.0,3586517000.0,34613494000.0,1329276900.0,40384690000.0,1082374500.0
