time,EC-EARTH3-VEG,MRI-ESM2-0,GFDL-ESM4,CAMS-CSM1-0
2059.0,417692060000.0,358683900000.0,439529570000.0,523264820000.0
2060.0,420881600000.0,349616500000.0,427587270000.0,527205400000.0
2061.0,422875960000.0,350140000000.0,423426230000.0,525013500000.0
2062.0,419608630000.0,339897900000.0,415658600000.0,514965100000.0
2063.0,415403400000.0,334312700000.0,403791100000.0,515391260000.0
2064.0,409520240000.0,328024460000.0,398587430000.0,512428500000.0
2065.0,401961750000.0,319614300000.0,395539800000.0,515830870000.0
2066.0,399386540000.0,306493750000.0,391240970000.0,510513840000.0
2067.0,393059040000.0,296627670000.0,387216600000.0,503095700000.0
2068.0,393116880000.0,295345880000.0,379142440000.0,500642220000.0
2069.0,390788120000.0,294335380000.0,371559760000.0,504933300000.0
2070.0,386884530000.0,286015100000.0,366679200000.0,518990560000.0
2071.0,383239420000.0,288381080000.0,358943950000.0,513658880000.0
2072.0,372664570000.0,291112300000.0,346192050000.0,510598840000.0
2073.0,370982500000.0,290421870000.0,340432030000.0,505751800000.0
2074.0,374730400000.0,288333370000.0,334581430000.0,513181160000.0
2075.0,369409820000.0,284332980000.0,329364340000.0,515620470000.0
2076.0,362100900000.0,284853080000.0,325229120000.0,519173440000.0
2077.0,361560300000.0,279896200000.0,322754870000.0,515977020000.0
2078.0,351043550000.0,277854680000.0,321637120000.0,512554500000.0
2079.0,343700730000.0,275277050000.0,315802980000.0,506804800000.0
2080.0,337087760000.0,270331200000.0,310966500000.0,505103780000.0
2081.0,340253840000.0,275037700000.0,298544530000.0,496321560000.0
2082.0,335137240000.0,269394800000.0,299342600000.0,497045670000.0
2083.0,334777480000.0,266012110000.0,296351300000.0,494805480000.0
2084.0,332090500000.0,261437460000.0,295486400000.0,492946030000.0
2085.0,327405440000.0,260674160000.0,290661470000.0,500053380000.0
2086.0,324991520000.0,261552880000.0,289472840000.0,496345350000.0
2087.0,318273030000.0,255499030000.0,287131760000.0,496073050000.0
2088.0,313130160000.0,249289130000.0,284992500000.0,490534500000.0
2089.0,310817550000.0,254768630000.0,281586100000.0,489366220000.0
2090.0,299778180000.0,252324050000.0,278051160000.0,487297800000.0
2091.0,297666450000.0,246856910000.0,279146360000.0,485876040000.0
2092.0,295233800000.0,242457310000.0,281509560000.0,490104980000.0
2093.0,298971660000.0,244011290000.0,280197660000.0,486604600000.0
2094.0,298379500000.0,244952990000.0,280332530000.0,488617080000.0
2095.0,291438460000.0,239938900000.0,279901080000.0,494987000000.0
2096.0,287750420000.0,239516520000.0,281767180000.0,496357080000.0
2097.0,281716100000.0,240207530000.0,282050700000.0,494008070000.0
2098.0,276834880000.0,237292260000.0,284353660000.0,497540760000.0
2099.0,276199050000.0,238444020000.0,281439170000.0,495993520000.0
2100.0,277742680000.0,237425260000.0,279349300000.0,496253960000.0
