time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,MPI-ESM1-2-HR,EC-EARTH3-VEG,MRI-ESM2-0,CMCC-CM2-SR5,BCC-CSM2-MR,GFDL-ESM4,CAMS-CSM1-0,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2046.0,425849160000.0,438336850000.0,428304330000.0,550544000000.0,535477130000.0,406126130000.0,467926300000.0,533501870000.0,507100700000.0,699933100000.0,346230500000.0,546730480000.0,540137650000.0,452967270000.0
2047.0,402197840000.0,428811580000.0,413215300000.0,548929270000.0,523294830000.0,391614900000.0,456880650000.0,527013500000.0,500570000000.0,696708700000.0,331709450000.0,534099920000.0,514975330000.0,429699730000.0
2048.0,382330100000.0,423061650000.0,406430800000.0,533770370000.0,510225200000.0,384843800000.0,436400950000.0,521796850000.0,490999250000.0,698056250000.0,322482540000.0,525554600000.0,493727740000.0,407819300000.0
2049.0,364777440000.0,415202080000.0,393444920000.0,527474950000.0,494938720000.0,361056570000.0,417445400000.0,509023030000.0,481615940000.0,696520800000.0,312425300000.0,518070140000.0,468979650000.0,398199320000.0
2050.0,349121480000.0,403601400000.0,384751370000.0,525953140000.0,482970100000.0,353431130000.0,403766740000.0,502548860000.0,472304800000.0,685647500000.0,299496960000.0,510436400000.0,455400460000.0,384930020000.0
2051.0,327685830000.0,392636430000.0,368428400000.0,512339840000.0,467583830000.0,335575970000.0,393218820000.0,486480800000.0,462675640000.0,681253800000.0,287095700000.0,505061870000.0,449518960000.0,371005460000.0
2052.0,310896200000.0,388649200000.0,362855830000.0,494666650000.0,452210720000.0,323640430000.0,378396020000.0,469129720000.0,457962000000.0,672818860000.0,275485820000.0,493141850000.0,431942040000.0,356345050000.0
2053.0,294548180000.0,376991500000.0,356728370000.0,486562270000.0,435572180000.0,311688900000.0,369850160000.0,462153800000.0,452426960000.0,659017300000.0,263698700000.0,482835760000.0,416275530000.0,342850960000.0
2054.0,283722800000.0,363965580000.0,351910040000.0,476921100000.0,429672100000.0,303953440000.0,360086600000.0,450599940000.0,430734700000.0,644759500000.0,253815960000.0,482523970000.0,397900870000.0,320387000000.0
2055.0,275418100000.0,354181970000.0,339111900000.0,470240200000.0,413269750000.0,292540680000.0,349070460000.0,442655970000.0,419052000000.0,623081900000.0,240588260000.0,476242940000.0,386191900000.0,305583600000.0
2056.0,261159580000.0,347316880000.0,326378000000.0,462033220000.0,404633220000.0,285614300000.0,335113450000.0,438723150000.0,402697780000.0,619229740000.0,231903250000.0,470336140000.0,364884160000.0,292807670000.0
2057.0,248463670000.0,340228570000.0,312859160000.0,454331370000.0,390805880000.0,276690830000.0,325860660000.0,425921680000.0,389286100000.0,605123600000.0,225981560000.0,464224300000.0,361469640000.0,281566740000.0
2058.0,237889260000.0,330230400000.0,304417100000.0,444024620000.0,374245400000.0,267267780000.0,312698340000.0,415144100000.0,383932300000.0,587479650000.0,215806920000.0,458792300000.0,347175350000.0,273549310000.0
2059.0,228443950000.0,320458420000.0,296374930000.0,428204980000.0,360052130000.0,255655840000.0,301841000000.0,401728960000.0,381648270000.0,583115300000.0,204334530000.0,450497640000.0,329479700000.0,266697620000.0
2060.0,214076180000.0,310637500000.0,282873070000.0,417125470000.0,359288050000.0,242795270000.0,292982260000.0,391622230000.0,377133270000.0,574515800000.0,193457140000.0,436737770000.0,316678860000.0,255327080000.0
2061.0,202458380000.0,303413070000.0,259973760000.0,412549940000.0,346925860000.0,235222710000.0,285854370000.0,379082540000.0,364796800000.0,556916600000.0,186749160000.0,424240900000.0,300673430000.0,241342020000.0
2062.0,191968770000.0,298286020000.0,249628250000.0,402780450000.0,334024600000.0,224861220000.0,276951370000.0,367830200000.0,350934200000.0,545367600000.0,179246870000.0,422477920000.0,283595050000.0,233033420000.0
2063.0,184149930000.0,290391980000.0,237468530000.0,387580200000.0,327010000000.0,221896080000.0,263700550000.0,355832820000.0,340916630000.0,545070940000.0,173625300000.0,408775660000.0,278037600000.0,224462240000.0
2064.0,175814930000.0,284924800000.0,228811720000.0,381737370000.0,316614740000.0,217039750000.0,247426190000.0,346389600000.0,333794380000.0,543817630000.0,167556120000.0,402660000000.0,266980380000.0,218300710000.0
2065.0,166753200000.0,278201340000.0,215736420000.0,374697460000.0,304625250000.0,208396190000.0,234510810000.0,331415200000.0,327386000000.0,538594250000.0,159848020000.0,397010100000.0,255013900000.0,212526700000.0
2066.0,158496300000.0,271777170000.0,206267120000.0,368456500000.0,294837000000.0,198663550000.0,224560920000.0,321602520000.0,325018940000.0,525254070000.0,148537130000.0,383943300000.0,246651370000.0,207311290000.0
2067.0,149226550000.0,263688420000.0,195705300000.0,361072850000.0,282146800000.0,191482090000.0,215393470000.0,314575500000.0,320232700000.0,517499880000.0,141191790000.0,375019630000.0,240279260000.0,199477280000.0
2068.0,141214560000.0,254603310000.0,187982680000.0,357063560000.0,273884360000.0,181031520000.0,203553360000.0,303422370000.0,312280200000.0,502951050000.0,135763436000.0,362630550000.0,236426220000.0,194638180000.0
2069.0,133963360000.0,250477070000.0,175390640000.0,353144300000.0,260861530000.0,175176270000.0,192874680000.0,292958200000.0,305327800000.0,499574240000.0,129467015000.0,350465130000.0,227101400000.0,188443900000.0
2070.0,128122030000.0,246467850000.0,167923000000.0,348294770000.0,251373860000.0,171752280000.0,181425860000.0,287965350000.0,302490030000.0,488702300000.0,122958630000.0,340575000000.0,218708890000.0,179204640000.0
2071.0,121868665000.0,239876690000.0,154198330000.0,336300930000.0,241137190000.0,163557130000.0,174811600000.0,289443100000.0,297928160000.0,486426180000.0,115992800000.0,331082370000.0,212918960000.0,169589490000.0
2072.0,115090610000.0,234349410000.0,148663830000.0,331773120000.0,226545300000.0,155488520000.0,167019540000.0,276846000000.0,292922500000.0,482233400000.0,110274224000.0,324047960000.0,207667680000.0,163606050000.0
2073.0,108546580000.0,228804030000.0,141578170000.0,324157830000.0,217750370000.0,150018470000.0,158489280000.0,271376190000.0,283898770000.0,473247120000.0,106050494000.0,316488940000.0,201859170000.0,156769290000.0
2074.0,104295050000.0,220901920000.0,133286370000.0,311467380000.0,205062050000.0,143865790000.0,148335380000.0,258252880000.0,277847150000.0,469916420000.0,101280220000.0,302571200000.0,196911320000.0,150496350000.0
2075.0,99207710000.0,218076940000.0,128153190000.0,305479450000.0,199378830000.0,138716870000.0,136986460000.0,249677760000.0,272000700000.0,459292280000.0,96305650000.0,295472560000.0,190945300000.0,144336360000.0
2076.0,93646250000.0,209616140000.0,125413430000.0,296165970000.0,192815600000.0,135562020000.0,126747620000.0,247026630000.0,270166020000.0,444830300000.0,93337100000.0,289152200000.0,181809840000.0,140675990000.0
2077.0,87891870000.0,204789630000.0,119819660000.0,286333340000.0,185187320000.0,127114990000.0,119118430000.0,234197240000.0,267779230000.0,428299680000.0,88167160000.0,279305650000.0,176162140000.0,134956110000.0
2078.0,84124580000.0,200779560000.0,113401250000.0,280361340000.0,174903150000.0,123070040000.0,110049436000.0,224003520000.0,257780140000.0,425769170000.0,82503150000.0,272002730000.0,170411670000.0,127402190000.0
2079.0,77581030000.0,197574080000.0,109214720000.0,273965430000.0,169833430000.0,120132805000.0,101043170000.0,212984550000.0,255254430000.0,410810940000.0,78860960000.0,262128290000.0,162554090000.0,122790880000.0
2080.0,71979030000.0,192886750000.0,104392430000.0,267769220000.0,160800850000.0,116482340000.0,93565740000.0,209647370000.0,246347070000.0,401495230000.0,74767700000.0,258707420000.0,153852610000.0,115817505000.0
2081.0,67373842000.0,187412510000.0,98152960000.0,263266070000.0,153434000000.0,112415640000.0,86023510000.0,204931190000.0,238031700000.0,402157200000.0,71352870000.0,255749590000.0,151675930000.0,109269480000.0
2082.0,63167150000.0,184117410000.0,91415240000.0,254576740000.0,150577250000.0,106489230000.0,78417895000.0,195624100000.0,235294400000.0,392851550000.0,67024232000.0,254776770000.0,143735260000.0,104889890000.0
2083.0,58552275000.0,179667140000.0,86721900000.0,245985980000.0,146735000000.0,103172310000.0,71047300000.0,187785940000.0,226335880000.0,382582700000.0,63515124000.0,251341820000.0,137341270000.0,100881780000.0
2084.0,54797832000.0,173990460000.0,85161530000.0,243266630000.0,136985770000.0,97600004000.0,66783666000.0,182100590000.0,218902020000.0,376773020000.0,60473120000.0,246774840000.0,129054350000.0,95181550000.0
2085.0,51547607000.0,171164630000.0,82491170000.0,238372880000.0,126181390000.0,94272840000.0,63189135000.0,176051880000.0,214021230000.0,375982720000.0,57998447000.0,241584820000.0,124049924000.0,90884300000.0
2086.0,48582070000.0,168739910000.0,78503330000.0,229178850000.0,119568740000.0,89665850000.0,59883803000.0,171982720000.0,208431640000.0,367406800000.0,54768374000.0,233874930000.0,117094380000.0,85283060000.0
2087.0,45770203000.0,164489250000.0,74302700000.0,218426310000.0,113797080000.0,86575100000.0,56621887000.0,165592250000.0,203637420000.0,363054630000.0,52098093000.0,227109010000.0,111936365000.0,79971850000.0
2088.0,41924723000.0,160947420000.0,73529470000.0,210328420000.0,107789650000.0,81997914000.0,53233967000.0,159805830000.0,203678190000.0,352313280000.0,49278230000.0,217843700000.0,107919220000.0,75338530000.0
2089.0,39621250000.0,156014350000.0,70140670000.0,201111190000.0,102561276000.0,78818750000.0,49853334000.0,155712200000.0,197210700000.0,348242840000.0,48125063000.0,213854040000.0,104298980000.0,70891180000.0
2090.0,38093365000.0,149870690000.0,66868230000.0,194757350000.0,98494610000.0,75951825000.0,46885896000.0,148668650000.0,190445750000.0,341306100000.0,46204860000.0,206882200000.0,99269845000.0,66863985000.0
2091.0,35949680000.0,143957700000.0,62998495000.0,191907530000.0,94227464000.0,73900696000.0,43849056000.0,144475750000.0,183884020000.0,330675620000.0,43783290000.0,204097880000.0,92477460000.0,63783040000.0
2092.0,33682878000.0,139888690000.0,59378905000.0,187294880000.0,91389610000.0,71281720000.0,41741644000.0,136393480000.0,181898360000.0,323160100000.0,41431355000.0,194835710000.0,86702465000.0,60482933000.0
2093.0,31636335000.0,135132850000.0,56546357000.0,178705320000.0,86734586000.0,68721840000.0,39581274000.0,130641240000.0,175417520000.0,321035670000.0,39247307000.0,190879220000.0,82301560000.0,57516675000.0
2094.0,30349441000.0,131873860000.0,54574277000.0,172137480000.0,79806520000.0,66547800000.0,38345683000.0,125915230000.0,170785520000.0,315009930000.0,36763200000.0,185814810000.0,77635590000.0,55745343000.0
2095.0,29022194000.0,126665600000.0,52258615000.0,166635230000.0,77059850000.0,64541086000.0,35607933000.0,120627210000.0,168969750000.0,311550570000.0,35511837000.0,181367950000.0,73399710000.0,53778500000.0
2096.0,27812637000.0,123385130000.0,50132546000.0,155852500000.0,71798284000.0,62408684000.0,33599430000.0,114621450000.0,162548650000.0,309290070000.0,34473370000.0,176172650000.0,70876730000.0,51038160000.0
2097.0,26170612000.0,120327170000.0,47213440000.0,153962280000.0,67117707000.0,60897206000.0,31467336000.0,112064496000.0,160116800000.0,304904370000.0,32416117000.0,172821270000.0,68084404000.0,49177522000.0
2098.0,24918840000.0,114487206000.0,45830156000.0,151613540000.0,62966660000.0,59240137000.0,29751484000.0,109135060000.0,154105020000.0,302143930000.0,31166775000.0,165566000000.0,65243316000.0,48401990000.0
2099.0,24352730000.0,108317320000.0,45302837000.0,147055250000.0,60319134000.0,57972450000.0,27848303000.0,106720230000.0,151870200000.0,291819520000.0,29686067000.0,161806570000.0,64502702000.0,46157484000.0
2100.0,23075172000.0,106217520000.0,42008930000.0,145121950000.0,57666097000.0,56786174000.0,25487757000.0,104478910000.0,150891200000.0,289120120000.0,29097495000.0,157960300000.0,60920074000.0,44643357000.0
