time,GFDL-ESM4,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,NORESM2-MM,TAIESM1,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM4-8,MPI-ESM1-2-HR,CESM2,CESM2-WACCM,EC-EARTH3,CANESM5,MRI-ESM2-0,EC-EARTH3-VEG
2000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0,104758540000.0
2001.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0,104715470000.0
2002.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0,104686810000.0
2003.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0,104649120000.0
2004.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0,104617570000.0
2005.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0,104800210000.0
2006.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0,104637350000.0
2007.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0,104858690000.0
2008.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0,104622810000.0
2009.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0,104535000000.0
2010.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0,104463770000.0
2011.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0,104421106000.0
2012.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0,104361790000.0
2013.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0,104300660000.0
2014.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0,105858380000.0
2015.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0,104440710000.0
2016.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0,104273350000.0
2017.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0,104262560000.0
2018.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0,104279180000.0
2019.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0,104349510000.0
2020.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0,104408965000.0
2021.0,104263926000.0,104418350000.0,104322105000.0,104221520000.0,104249330000.0,104200830000.0,104382750000.0,104307280000.0,104248730000.0,104230440000.0,104591024000.0,104257070000.0,104232450000.0,104331930000.0,104300855000.0,104278295000.0,104301650000.0,104568910000.0,104236230000.0
2022.0,104199270000.0,104250270000.0,104444000000.0,104180500000.0,104241220000.0,104143730000.0,104354610000.0,104177115000.0,104179810000.0,104144320000.0,104247040000.0,104211760000.0,104220344000.0,104300675000.0,104268920000.0,104414420000.0,104233470000.0,104404810000.0,104156750000.0
2023.0,104165520000.0,104178210000.0,104255290000.0,104143360000.0,104172680000.0,104106700000.0,104250016000.0,104141430000.0,104174240000.0,104187560000.0,104186430000.0,104180950000.0,104149480000.0,104287650000.0,104213130000.0,104239555000.0,104173980000.0,104257150000.0,104084455000.0
2024.0,104114830000.0,104220870000.0,104223680000.0,104121410000.0,104257580000.0,104034730000.0,104185960000.0,104158130000.0,104126370000.0,104124030000.0,104132930000.0,104144610000.0,104209120000.0,104174710000.0,104230590000.0,104152695000.0,104160420000.0,104206470000.0,103999480000.0
2025.0,104085316000.0,104178120000.0,104212046000.0,104083060000.0,104193810000.0,104015350000.0,104138880000.0,104058724000.0,104041270000.0,104074306000.0,104075050000.0,104087410000.0,104106370000.0,104148160000.0,104121385000.0,104070970000.0,104053470000.0,104776670000.0,103966270000.0
2026.0,104064745000.0,104084595000.0,104094280000.0,104052690000.0,104120550000.0,103942760000.0,104107390000.0,104008280000.0,104139780000.0,104308660000.0,104026370000.0,104051810000.0,104054160000.0,104079020000.0,104083400000.0,104078130000.0,104051310000.0,104451770000.0,103918770000.0
2027.0,104033810000.0,104073050000.0,104088180000.0,103981380000.0,104045430000.0,103918300000.0,104102360000.0,103985650000.0,103949220000.0,104052850000.0,103954230000.0,103981720000.0,104357260000.0,104034740000.0,104148380000.0,104065565000.0,104028130000.0,104237490000.0,103859225000.0
2028.0,104065670000.0,103976820000.0,104024826000.0,103928580000.0,103999865000.0,103850360000.0,104029370000.0,103942414000.0,103958430000.0,104017854000.0,103904130000.0,103949435000.0,104069480000.0,103993860000.0,104430240000.0,104030330000.0,103929020000.0,104126720000.0,103888000000.0
2029.0,103981050000.0,103919210000.0,103943210000.0,104041740000.0,103956130000.0,103767030000.0,103974584000.0,103897690000.0,103905230000.0,103958910000.0,103837060000.0,103897860000.0,104169955000.0,103947010000.0,104078380000.0,103937740000.0,103849705000.0,104108966000.0,103722470000.0
2030.0,103936120000.0,103852220000.0,103898950000.0,103907920000.0,103901190000.0,103677070000.0,103986050000.0,104005020000.0,103878970000.0,103919880000.0,103790985000.0,103839560000.0,103983490000.0,103886990000.0,104066020000.0,103864940000.0,103914040000.0,104031360000.0,103640424000.0
2031.0,103832360000.0,103833620000.0,103843370000.0,103829850000.0,103830266000.0,103588360000.0,103955010000.0,103824980000.0,103892340000.0,103876940000.0,103773190000.0,103838760000.0,103939840000.0,103829720000.0,104041760000.0,103768080000.0,103796630000.0,104088175000.0,103569740000.0
2032.0,103754990000.0,103730870000.0,103957830000.0,103753480000.0,103765360000.0,103481790000.0,103941054000.0,103742570000.0,103813690000.0,103799540000.0,103698300000.0,103776730000.0,103893340000.0,103840140000.0,103981850000.0,103704570000.0,103777280000.0,103959690000.0,103547020000.0
2033.0,103727464000.0,103709910000.0,103761125000.0,103690760000.0,103781550000.0,103391030000.0,103849120000.0,103716510000.0,103813734000.0,103748970000.0,103649214000.0,103713270000.0,103854330000.0,103739640000.0,103884160000.0,103604445000.0,103690520000.0,104095580000.0,103406560000.0
2034.0,103684030000.0,103678890000.0,103725040000.0,103655170000.0,103751750000.0,103262630000.0,103758350000.0,103660510000.0,103699870000.0,103731470000.0,103568744000.0,103673020000.0,103868150000.0,103680960000.0,103834890000.0,103521960000.0,103600700000.0,103891350000.0,103322400000.0
2035.0,103628145000.0,103615594000.0,103689175000.0,103674900000.0,103674750000.0,103076160000.0,103811360000.0,103900060000.0,103617140000.0,103728130000.0,103459906000.0,103728250000.0,103963030000.0,103647170000.0,103782425000.0,103428300000.0,103530090000.0,103846986000.0,103231370000.0
2036.0,103640220000.0,103682350000.0,103633690000.0,103575150000.0,103631070000.0,102951666000.0,103747300000.0,103677930000.0,103564710000.0,103786860000.0,103373040000.0,103671860000.0,103824654000.0,103599050000.0,103774380000.0,103348990000.0,103441190000.0,103920400000.0,103143490000.0
2037.0,103771270000.0,103597600000.0,103573830000.0,103530290000.0,103575510000.0,102767600000.0,103635910000.0,103585325000.0,103507190000.0,103622700000.0,103265034000.0,103535690000.0,103806345000.0,103566066000.0,103749680000.0,103275290000.0,103390330000.0,103756290000.0,103206290000.0
2038.0,103507920000.0,103497100000.0,103514720000.0,103480885000.0,103707690000.0,102534860000.0,103571630000.0,103544350000.0,103480260000.0,103600980000.0,103095910000.0,103474260000.0,103677270000.0,103455160000.0,103641710000.0,103155810000.0,103290670000.0,103960140000.0,102950170000.0
2039.0,103524370000.0,103468620000.0,103606790000.0,103394710000.0,103564010000.0,102376430000.0,103531364000.0,103499850000.0,103390020000.0,103508320000.0,102990400000.0,103414300000.0,103631440000.0,103402100000.0,103566690000.0,103142000000.0,103202240000.0,103697890000.0,102737680000.0
2040.0,103394220000.0,103395254000.0,103647800000.0,103508300000.0,103498195000.0,102186870000.0,103492624000.0,103518994000.0,103293970000.0,103538440000.0,102910075000.0,103357810000.0,103559280000.0,103255870000.0,103509370000.0,102949680000.0,103136944000.0,103695475000.0,102635240000.0
2041.0,103328784000.0,103352700000.0,103484170000.0,103296840000.0,103407690000.0,101891830000.0,103528820000.0,103357700000.0,103294260000.0,103477720000.0,103068350000.0,103279560000.0,103503490000.0,103241196000.0,103579700000.0,102820200000.0,103040310000.0,103565810000.0,102499360000.0
2042.0,103249084000.0,103263380000.0,103472420000.0,103194700000.0,103350665000.0,101530255000.0,103391370000.0,103302810000.0,103196066000.0,103439850000.0,102910960000.0,103222850000.0,103453790000.0,103121250000.0,103356195000.0,102666930000.0,102960005000.0,103490230000.0,102358180000.0
2043.0,103212350000.0,103191765000.0,103379880000.0,103127015000.0,103249830000.0,101204770000.0,103674980000.0,103220970000.0,103090620000.0,103341834000.0,102613010000.0,103122320000.0,103497380000.0,103014520000.0,103304610000.0,102515820000.0,102963270000.0,103411290000.0,102207226000.0
2044.0,103107174000.0,103149200000.0,103384260000.0,103021330000.0,103189130000.0,100864836000.0,103450760000.0,103141245000.0,102968370000.0,103266870000.0,102476330000.0,103070425000.0,103441320000.0,102908305000.0,103139885000.0,102351810000.0,102710430000.0,103266580000.0,102025890000.0
2045.0,103015916000.0,103098350000.0,103387090000.0,103002690000.0,103057990000.0,100578886000.0,103282160000.0,103066130000.0,102888620000.0,103240830000.0,102346210000.0,102963680000.0,103332920000.0,102751500000.0,103061700000.0,102198980000.0,102614910000.0,103146635000.0,101893230000.0
2046.0,102882890000.0,103026520000.0,103246970000.0,102905970000.0,102976545000.0,100148250000.0,103243510000.0,102925910000.0,102767480000.0,103129400000.0,102170255000.0,102884040000.0,103448320000.0,102596140000.0,102932324000.0,101917900000.0,102572564000.0,103043980000.0,101691180000.0
2047.0,102770246000.0,102908600000.0,103210620000.0,102886860000.0,102883510000.0,99674530000.0,103064060000.0,102837535000.0,102646210000.0,103051280000.0,102063464000.0,102788380000.0,103458130000.0,102421530000.0,102857990000.0,101583634000.0,102365290000.0,102899606000.0,101475066000.0
2048.0,102694035000.0,102828474000.0,103082480000.0,102872620000.0,102741300000.0,99340900000.0,102964000000.0,102827650000.0,102497575000.0,102947740000.0,101803950000.0,102711730000.0,103168385000.0,102257100000.0,103358560000.0,101332840000.0,102245474000.0,102663830000.0,101244010000.0
2049.0,102617620000.0,102923715000.0,103082980000.0,102805060000.0,102617720000.0,98802910000.0,102937760000.0,102578260000.0,102386704000.0,102881020000.0,101669670000.0,102641950000.0,103154590000.0,102159930000.0,102811910000.0,101021560000.0,102073740000.0,102676830000.0,100953600000.0
2050.0,102473564000.0,102699870000.0,103014570000.0,102644260000.0,102616154000.0,98171820000.0,102945010000.0,102420455000.0,102223900000.0,102813710000.0,101369410000.0,102488060000.0,103739500000.0,101959180000.0,102541290000.0,100725965000.0,101925900000.0,102423580000.0,100758850000.0
2051.0,102517875000.0,102578730000.0,102970090000.0,102477095000.0,102393790000.0,97583390000.0,102868230000.0,102348120000.0,102202474000.0,102661940000.0,101344220000.0,102364170000.0,102982540000.0,101628020000.0,102299380000.0,100381975000.0,101719670000.0,102208800000.0,100502120000.0
2052.0,102298850000.0,102462050000.0,102856010000.0,102425936000.0,102360760000.0,97020020000.0,102696550000.0,102171664000.0,101934770000.0,102565010000.0,100912450000.0,102271800000.0,102963870000.0,101348270000.0,102219920000.0,99988260000.0,101623040000.0,102145760000.0,100270500000.0
2053.0,102180830000.0,102328295000.0,102750200000.0,102257090000.0,102164860000.0,96439290000.0,102581715000.0,102165070000.0,101758575000.0,102470000000.0,100766860000.0,102160350000.0,102964210000.0,101084865000.0,102044746000.0,99655746000.0,101372715000.0,102019875000.0,99973670000.0
2054.0,102088470000.0,102176090000.0,102737945000.0,102170940000.0,101956130000.0,95683950000.0,102667830000.0,101950100000.0,101614625000.0,102371340000.0,100415350000.0,102089710000.0,102730695000.0,100856660000.0,101930040000.0,99203300000.0,101181420000.0,101825600000.0,99567020000.0
2055.0,101880980000.0,102036590000.0,102593830000.0,102048860000.0,101857210000.0,94908780000.0,102359690000.0,101797920000.0,101563880000.0,102260695000.0,100119560000.0,101934825000.0,102671655000.0,100536800000.0,101720150000.0,98665400000.0,100931120000.0,101663880000.0,99184140000.0
2056.0,101783170000.0,102033990000.0,102458016000.0,101913800000.0,101768660000.0,94353940000.0,102279310000.0,101576520000.0,101179600000.0,102140910000.0,99721040000.0,101751300000.0,102538270000.0,100323610000.0,101785760000.0,98277780000.0,100751430000.0,101427240000.0,98776910000.0
2057.0,101633860000.0,101799630000.0,102584345000.0,101794820000.0,101585215000.0,93460230000.0,102146370000.0,101308520000.0,100984350000.0,102088150000.0,99360620000.0,101577180000.0,102452920000.0,99974910000.0,101461025000.0,97924700000.0,100573980000.0,101119790000.0,98381460000.0
2058.0,101456765000.0,101726120000.0,102348590000.0,101707110000.0,101469135000.0,92949530000.0,101989260000.0,101209220000.0,100763170000.0,101915120000.0,99122050000.0,101409880000.0,102343110000.0,99686290000.0,101224250000.0,97475985000.0,100439960000.0,100968950000.0,97940440000.0
2059.0,101291100000.0,101497430000.0,102248160000.0,101572150000.0,101272640000.0,92314600000.0,101923774000.0,100983650000.0,100572180000.0,101758890000.0,98773210000.0,101213100000.0,102241680000.0,99363815000.0,100906960000.0,96941550000.0,100224000000.0,100870950000.0,97448150000.0
2060.0,101160346000.0,101323880000.0,102234040000.0,101471470000.0,101237700000.0,91771980000.0,101772050000.0,100798685000.0,100290010000.0,101607195000.0,98564200000.0,100986350000.0,102141985000.0,98945930000.0,100648804000.0,96515760000.0,99991070000.0,100595950000.0,97004340000.0
2061.0,101048000000.0,101070120000.0,102133555000.0,101291065000.0,101096160000.0,90984670000.0,101650970000.0,100690160000.0,100135666000.0,101501900000.0,98740460000.0,100843450000.0,101958566000.0,99252910000.0,100327326000.0,96033580000.0,100114700000.0,100368030000.0,96514210000.0
2062.0,100808720000.0,100887380000.0,101986570000.0,101182630000.0,100991730000.0,90225890000.0,101488350000.0,100425580000.0,99915160000.0,101373930000.0,98187250000.0,100755420000.0,101847200000.0,98307070000.0,99950530000.0,95555650000.0,99658916000.0,100130610000.0,96129690000.0
2063.0,100652950000.0,100842890000.0,101915845000.0,101028954000.0,100884550000.0,89482620000.0,101296440000.0,100238870000.0,99578070000.0,101481810000.0,97710060000.0,100551050000.0,101678620000.0,97839550000.0,99600196000.0,95219890000.0,99267590000.0,100245640000.0,96154880000.0
