time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,INM-CM4-8,CESM2,CESM2-WACCM,FGOALS-F3-L,CMCC-CM2-SR5,INM-CM5-0,NORESM2-MM,CAMS-CSM1-0,GFDL-ESM4,BCC-CSM2-MR
2057.0,101919820000.0,100727130000.0,99480770000.0,101739790000.0,102132780000.0,100433890000.0,101716650000.0,101792900000.0,101039270000.0,102307830000.0,101818610000.0,102452830000.0,102505830000.0,102250470000.0
2058.0,101699260000.0,100491770000.0,99004420000.0,101611380000.0,101920540000.0,100081090000.0,101520570000.0,101705230000.0,100716740000.0,102265780000.0,101970250000.0,102271310000.0,102490276000.0,102187990000.0
2059.0,101513070000.0,100166320000.0,98726370000.0,101480350000.0,101766580000.0,99926590000.0,101276975000.0,101561740000.0,100436845000.0,102092186000.0,101736720000.0,102176360000.0,102404350000.0,102060320000.0
2060.0,101362930000.0,99870425000.0,98409020000.0,101366465000.0,101695260000.0,99606680000.0,100980875000.0,101412770000.0,100172775000.0,101978100000.0,101562990000.0,102086350000.0,102483910000.0,101939310000.0
2061.0,101212790000.0,99553940000.0,97903590000.0,101255440000.0,101592260000.0,99405890000.0,100824820000.0,101293200000.0,100048300000.0,101892260000.0,101360460000.0,101957110000.0,102433270000.0,101943660000.0
2062.0,101000320000.0,99339700000.0,97425830000.0,101021670000.0,101404600000.0,99127640000.0,100546820000.0,101183470000.0,99816020000.0,101783960000.0,101205254000.0,101931246000.0,102339790000.0,101801880000.0
2063.0,100870440000.0,99061965000.0,96936320000.0,100882740000.0,101262520000.0,98867080000.0,100251810000.0,101039810000.0,99567420000.0,101777820000.0,101070780000.0,101840750000.0,102077700000.0,101648090000.0
2064.0,100715140000.0,98753030000.0,96462360000.0,100870850000.0,101250925000.0,98752290000.0,100059250000.0,100917070000.0,99601280000.0,101589140000.0,100923910000.0,101704490000.0,101959210000.0,101740900000.0
2065.0,100709750000.0,98447160000.0,95933840000.0,100580470000.0,100969740000.0,98250880000.0,99909940000.0,100801150000.0,99161280000.0,101485640000.0,100744470000.0,101556560000.0,101952954000.0,101507850000.0
2066.0,100547576000.0,98172130000.0,95576270000.0,100475030000.0,100922974000.0,97892920000.0,99852410000.0,100621380000.0,98805170000.0,101320974000.0,100660160000.0,101565630000.0,102200720000.0,101270840000.0
2067.0,100828890000.0,97806760000.0,95089460000.0,100488480000.0,100747580000.0,97568990000.0,100400490000.0,100453245000.0,98449160000.0,101189260000.0,100478220000.0,101500930000.0,101822060000.0,101104810000.0
2068.0,101096180000.0,97473740000.0,94634580000.0,100219420000.0,100558330000.0,97189280000.0,99364680000.0,100297210000.0,97978440000.0,101102805000.0,100414775000.0,101429110000.0,101666230000.0,100941220000.0
2069.0,100635720000.0,97000670000.0,94205130000.0,100583555000.0,100440720000.0,96855106000.0,99058510000.0,100126620000.0,97653735000.0,101041220000.0,100234320000.0,101287030000.0,101511900000.0,100764350000.0
2070.0,100239590000.0,96646865000.0,93732630000.0,100004120000.0,100323520000.0,96583385000.0,98715116000.0,99919225000.0,97277110000.0,100930126000.0,100089110000.0,101141230000.0,101401160000.0,100530760000.0
2071.0,100122980000.0,96240484000.0,93286780000.0,99873990000.0,100231800000.0,96253660000.0,98871540000.0,99706085000.0,97034260000.0,100774790000.0,99884970000.0,101094750000.0,101282190000.0,100438620000.0
2072.0,99845030000.0,95865700000.0,92862230000.0,99748630000.0,100088210000.0,96001310000.0,98317350000.0,99599245000.0,96490120000.0,100617404000.0,99787000000.0,100954240000.0,101250695000.0,100350130000.0
2073.0,99657540000.0,95477440000.0,92460120000.0,99677150000.0,99919610000.0,95511560000.0,98043260000.0,99349500000.0,96128160000.0,100474300000.0,99557410000.0,100834420000.0,101089630000.0,100217094000.0
2074.0,99846160000.0,95343040000.0,92216190000.0,99594265000.0,99751485000.0,95180500000.0,97687495000.0,99175150000.0,95563100000.0,100562810000.0,99462390000.0,100679655000.0,100908830000.0,100029686000.0
2075.0,99417730000.0,94954920000.0,91647250000.0,99357740000.0,99600785000.0,94724940000.0,97271185000.0,99065310000.0,95249640000.0,100253230000.0,99349380000.0,100508480000.0,100793740000.0,99808360000.0
2076.0,99313990000.0,94558820000.0,91056644000.0,99200820000.0,99425810000.0,94991740000.0,96906310000.0,99076550000.0,94840740000.0,100257276000.0,99161506000.0,100326980000.0,100591220000.0,99666060000.0
2077.0,99048540000.0,94119030000.0,90485380000.0,99053765000.0,99385070000.0,94200820000.0,96435530000.0,98790710000.0,94401190000.0,99996860000.0,98912560000.0,100192625000.0,100439610000.0,99581580000.0
2078.0,98746106000.0,93567120000.0,89803130000.0,98956310000.0,99259920000.0,93981050000.0,96891590000.0,98601435000.0,93877040000.0,99818630000.0,98679685000.0,100260520000.0,100429380000.0,99671270000.0
2079.0,98512260000.0,92994370000.0,89491830000.0,99025420000.0,99067670000.0,93682800000.0,96026894000.0,98499625000.0,93465534000.0,99676200000.0,98498580000.0,100231620000.0,100172920000.0,99549370000.0
2080.0,98237700000.0,92743025000.0,88809760000.0,99238590000.0,98830310000.0,93077455000.0,95762145000.0,98311184000.0,92926380000.0,99523000000.0,98272040000.0,99887530000.0,100104170000.0,99261690000.0
2081.0,98030050000.0,92174300000.0,88232575000.0,98507140000.0,98645615000.0,92730860000.0,95299710000.0,98133220000.0,92339390000.0,99370410000.0,98050260000.0,99737666000.0,99908790000.0,98911700000.0
2082.0,97875160000.0,91623900000.0,87932810000.0,98306245000.0,98461000000.0,92579684000.0,94714250000.0,97865510000.0,91766320000.0,99212150000.0,97939970000.0,99642974000.0,100137400000.0,98800480000.0
2083.0,98472590000.0,91195330000.0,87639790000.0,98178140000.0,98298770000.0,92393020000.0,94380410000.0,97604060000.0,91095605000.0,99090520000.0,97747720000.0,99698930000.0,99908590000.0,98509720000.0
2084.0,97613390000.0,90693080000.0,87058550000.0,97956170000.0,98037030000.0,91814630000.0,94029160000.0,97619530000.0,90362460000.0,98970395000.0,97599810000.0,99386190000.0,99801014000.0,98227980000.0
2085.0,97227540000.0,90321200000.0,86522544000.0,97766490000.0,97889985000.0,91232560000.0,93442654000.0,97266700000.0,89812560000.0,98837600000.0,97293250000.0,99578620000.0,99452700000.0,97976670000.0
2086.0,97453230000.0,90018830000.0,85848520000.0,97790630000.0,97571960000.0,90991480000.0,93069976000.0,97097130000.0,89766810000.0,98716560000.0,97075100000.0,99162685000.0,99509400000.0,97651000000.0
2087.0,96791360000.0,89398950000.0,85358150000.0,97525965000.0,97439250000.0,90419510000.0,92870270000.0,96887460000.0,88910450000.0,98553300000.0,97235436000.0,98981350000.0,99173474000.0,97510960000.0
2088.0,96470790000.0,88725110000.0,84708640000.0,97327540000.0,97468146000.0,89840070000.0,94523010000.0,96601140000.0,88326550000.0,98377160000.0,96750470000.0,98898665000.0,98941580000.0,97261770000.0
2089.0,96158110000.0,88219210000.0,84024420000.0,97117230000.0,97159280000.0,89319735000.0,92174570000.0,96302825000.0,87800840000.0,98288690000.0,96526140000.0,98792040000.0,98892520000.0,97039720000.0
2090.0,97469860000.0,87548230000.0,83549650000.0,97393340000.0,96976970000.0,88958435000.0,91568820000.0,96160140000.0,87143735000.0,98145520000.0,96748800000.0,99519290000.0,98792055000.0,97049200000.0
2091.0,95821210000.0,86910820000.0,83100300000.0,96783380000.0,96741100000.0,88615895000.0,91093910000.0,96512010000.0,86782050000.0,98076560000.0,96139800000.0,98677070000.0,98547480000.0,96743400000.0
2092.0,95490970000.0,86088220000.0,82364800000.0,96508560000.0,96514980000.0,87733420000.0,91202990000.0,96149660000.0,86263005000.0,97867630000.0,95921950000.0,98339906000.0,98304550000.0,96546090000.0
2093.0,95414740000.0,85310005000.0,81655960000.0,96349580000.0,96311370000.0,89255670000.0,90476910000.0,96069165000.0,85688410000.0,97646860000.0,95635160000.0,98175140000.0,98180970000.0,96229040000.0
2094.0,95441580000.0,84754960000.0,81055020000.0,96149275000.0,96121630000.0,87260635000.0,89700500000.0,95605020000.0,84874480000.0,97585635000.0,95462570000.0,98003575000.0,98012774000.0,96075850000.0
2095.0,94923950000.0,84290500000.0,80510706000.0,95949505000.0,95958204000.0,86664230000.0,89545370000.0,95358620000.0,84271910000.0,97380630000.0,95304760000.0,97960300000.0,97939644000.0,95752990000.0
2096.0,95648390000.0,83982090000.0,79870580000.0,95746064000.0,95814975000.0,86433374000.0,89010274000.0,95038440000.0,83636770000.0,97224420000.0,95195090000.0,97948836000.0,97614280000.0,95487360000.0
2097.0,94560040000.0,83533365000.0,79117850000.0,95671665000.0,95605350000.0,86697370000.0,88748170000.0,94892010000.0,83154166000.0,97120780000.0,94959550000.0,97956530000.0,97394220000.0,95223310000.0
2098.0,94248990000.0,82832490000.0,78537564000.0,95332220000.0,95334520000.0,86025350000.0,88183180000.0,94605670000.0,82306770000.0,96885730000.0,94761390000.0,97531810000.0,97318950000.0,95012200000.0
2099.0,94781250000.0,82258160000.0,77850370000.0,95320360000.0,95133480000.0,84827430000.0,87755014000.0,94684640000.0,81547120000.0,96637220000.0,94486490000.0,99032840000.0,97090890000.0,94738060000.0
2100.0,94099700000.0,81691700000.0,77156320000.0,95426810000.0,94948120000.0,84052780000.0,87501914000.0,94119550000.0,80529736000.0,96594450000.0,94229980000.0,97307386000.0,97034895000.0,94440500000.0
