time,MPI-ESM1-2-HR,FGOALS-F3-L,MRI-ESM2-0,CESM2,BCC-CSM2-MR,INM-CM4-8,EC-EARTH3,EC-EARTH3-VEG,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,CESM2-WACCM,GFDL-ESM4
2026.0,40535216000.0,41010830000.0,39918707000.0,41996833000.0,41428680000.0,44507128000.0,40229552000.0,45569920000.0,42395700000.0,41563890000.0,41446343000.0,42053263000.0,42528838000.0
2027.0,41030697000.0,39212577000.0,38943120000.0,39760572000.0,40162185000.0,43857840000.0,39333155000.0,45591474000.0,41981034000.0,40812320000.0,40346200000.0,41304834000.0,41636800000.0
2028.0,40674140000.0,39064720000.0,37295550000.0,39265410000.0,39283642000.0,43538020000.0,39479443000.0,45094793000.0,41709170000.0,40363487000.0,40467270000.0,40766060000.0,41536910000.0
2029.0,40838370000.0,37729526000.0,36353180000.0,38302986000.0,37489422000.0,42502373000.0,37584175000.0,44434090000.0,41441670000.0,41200833000.0,40662606000.0,39607902000.0,40557950000.0
2030.0,39344190000.0,37211255000.0,34773586000.0,37179855000.0,36655490000.0,40723850000.0,35132228000.0,43100713000.0,40999068000.0,39789974000.0,40403984000.0,37949340000.0,39742180000.0
2031.0,39500763000.0,36717154000.0,34542700000.0,37352567000.0,36974047000.0,40500994000.0,34243287000.0,41878594000.0,40573874000.0,38377927000.0,39732044000.0,38148080000.0,38516257000.0
2032.0,39224590000.0,35756732000.0,33897234000.0,36374786000.0,36064526000.0,39016493000.0,32706466000.0,42349470000.0,39565115000.0,37505778000.0,40059884000.0,38471053000.0,36845818000.0
2033.0,38757986000.0,34433544000.0,32680841000.0,35272643000.0,35039334000.0,37812120000.0,32082737000.0,42207810000.0,38067650000.0,36862095000.0,40426940000.0,36829774000.0,35143635000.0
2034.0,39712790000.0,33935254000.0,32104724000.0,34111275000.0,33754444000.0,35452600000.0,31126026000.0,42111422000.0,37144375000.0,35552756000.0,38850780000.0,35621200000.0,34379790000.0
2035.0,40037970000.0,33033286000.0,30940013000.0,33934960000.0,33015450000.0,35886830000.0,30285703000.0,41257950000.0,37279474000.0,34692186000.0,38191976000.0,34963255000.0,34042335000.0
2036.0,39125946000.0,32222585000.0,30353383000.0,32669688000.0,31900447000.0,34564383000.0,28714410000.0,39539106000.0,36531170000.0,34068232000.0,38038737000.0,33783218000.0,34145274000.0
2037.0,38533566000.0,32325840000.0,29109117000.0,31600976000.0,30465319000.0,33339402000.0,28036688000.0,40196290000.0,35498033000.0,34032183000.0,37682856000.0,33053774000.0,32505096000.0
2038.0,37263440000.0,31090740000.0,28123720000.0,31572238000.0,30241140000.0,31941261000.0,27411761000.0,40688808000.0,33918431000.0,34140965000.0,36899135000.0,32175710000.0,30879530000.0
2039.0,36382274000.0,30440710000.0,27934302000.0,30743177000.0,30877700000.0,30951234000.0,26785505000.0,39055827000.0,33634908000.0,33662605000.0,36882305000.0,30489428000.0,30046681000.0
2040.0,36405410000.0,29573427000.0,26723430000.0,29658730000.0,30370816000.0,30241700000.0,26562025000.0,38395253000.0,33539355000.0,33332060000.0,36776563000.0,30174000000.0,29029350000.0
2041.0,36680925000.0,27669895000.0,26662060000.0,29291692000.0,28815479000.0,29276960000.0,25560457000.0,38452904000.0,32270488000.0,31989307000.0,36263340000.0,29309032000.0,28331913000.0
2042.0,36230700000.0,26372751000.0,26118353000.0,29201562000.0,28255764000.0,27837639000.0,24620730000.0,37249974000.0,31759178000.0,31419273000.0,34940613000.0,28576090000.0,27553390000.0
2043.0,34997220000.0,26095850000.0,26453137000.0,28268894000.0,27836617000.0,26757570000.0,24068448000.0,37061075000.0,30059555000.0,31482153000.0,33751351000.0,28341635000.0,26413865000.0
2044.0,34614817000.0,26766698000.0,26102286000.0,27078494000.0,26744850000.0,25993662000.0,23729893000.0,36287740000.0,30117655000.0,30420281000.0,33191447000.0,26859704000.0,25506460000.0
2045.0,34564497000.0,25716525000.0,25286314000.0,25989470000.0,26620529000.0,24929010000.0,22813747000.0,34962150000.0,28436648000.0,29047820000.0,31965730000.0,25884500000.0,24232960000.0
2046.0,33762540000.0,25432250000.0,24835377000.0,25298506000.0,25319238000.0,24905148000.0,22339949000.0,33506652000.0,28015636000.0,27723991000.0,31417102000.0,25089427000.0,24625717000.0
2047.0,33220055000.0,24298830000.0,23930771000.0,24910164000.0,24704492000.0,23024339000.0,21892626000.0,32684904000.0,27647732000.0,26159866000.0,29531937000.0,25057671000.0,24057686000.0
2048.0,33262449000.0,23613090000.0,23034740000.0,23176321000.0,23347732000.0,22263726000.0,21201832000.0,31812577000.0,27058866000.0,24504986000.0,29280250000.0,24459135000.0,22949294000.0
2049.0,31937585000.0,23006470000.0,22376088000.0,21784707000.0,21678643000.0,21747536000.0,20349815000.0,30925033000.0,26205334000.0,23551992000.0,28464652000.0,24450695000.0,22353740000.0
2050.0,31143356000.0,22249685000.0,22060251000.0,20989060000.0,20520387000.0,21408367000.0,19574114000.0,29944302000.0,25364693000.0,22427552000.0,28289544000.0,23391269000.0,21563259000.0
2051.0,30413697000.0,22128048000.0,21445612000.0,20487696000.0,19451451000.0,21407480000.0,19447370000.0,29776853000.0,24812919000.0,21975003000.0,28480492000.0,22534646000.0,20679115000.0
2052.0,30046240000.0,21415057000.0,20306735000.0,19750232000.0,18646364000.0,20646377000.0,18957935000.0,28972116000.0,23291795000.0,21151717000.0,27297999000.0,21744941000.0,19696882000.0
2053.0,29020960000.0,21471275000.0,19986287000.0,19190356000.0,16930103000.0,20425726000.0,18324292000.0,28233284000.0,23717861000.0,20194914000.0,26609801000.0,21162144000.0,19385944000.0
2054.0,28395022000.0,20595080000.0,18892399000.0,18398843000.0,16209376000.0,19678622000.0,18058797000.0,26509597000.0,24078748000.0,19309826000.0,24604967000.0,20624114000.0,19388500000.0
2055.0,26677873000.0,19901102000.0,18396991000.0,17398673000.0,15417767000.0,18693716000.0,17270374000.0,25235268000.0,24662403000.0,17990752000.0,23926557000.0,19812557000.0,18873650000.0
2056.0,25289757000.0,19128898000.0,17492883000.0,16636652000.0,14989153000.0,18721219000.0,16706096000.0,24018491000.0,24001096000.0,17080137000.0,24221008000.0,19200156000.0,17712150000.0
2057.0,24924810000.0,18045448000.0,16836529000.0,16303969000.0,14474057000.0,18527013000.0,16121640000.0,23471266000.0,22773697000.0,16049546000.0,23351767000.0,18469597000.0,16511439000.0
2058.0,24494570000.0,17202029000.0,16517539000.0,15463372000.0,13345811000.0,18161768000.0,15739211000.0,22990615000.0,22920534000.0,15077410000.0,22666959000.0,17634730000.0,15659013000.0
2059.0,23494437000.0,17465917000.0,15322663000.0,14700578000.0,12464726000.0,17583874000.0,15365408000.0,21901169000.0,22920200000.0,14796489000.0,21787386000.0,16984184000.0,14756523000.0
2060.0,22595617000.0,16457944000.0,14598959000.0,13990404000.0,12091718000.0,16355628000.0,14630576000.0,21678948000.0,22811693000.0,14058403000.0,21337862000.0,16463387000.0,13626161000.0
2061.0,21833548000.0,16598077000.0,13944083000.0,13539910000.0,12028670000.0,16200382000.0,14136941000.0,20710509000.0,22942962000.0,13562995000.0,21010560000.0,15279507000.0,13135158000.0
2062.0,21901271000.0,16129857000.0,13622758000.0,12831154000.0,11454468000.0,15408110000.0,13398648000.0,20182927000.0,22455482000.0,13141150000.0,20211177000.0,14327375000.0,12799863000.0
2063.0,21279120000.0,15686267000.0,13360899000.0,11919035000.0,10994843000.0,15457232000.0,12981698000.0,19383499000.0,22168631000.0,12810564000.0,19849800000.0,13812758000.0,12160342000.0
2064.0,21033350000.0,15125640000.0,12779917000.0,10988905000.0,10427429000.0,14270238000.0,12491309000.0,18784977000.0,22041156000.0,12103809000.0,19223712000.0,13610408000.0,11755374000.0
2065.0,20381196000.0,15330193000.0,12103580000.0,10719330000.0,10118404000.0,13746652000.0,12236280000.0,18335828000.0,21194453000.0,11721359000.0,18788151000.0,12695747000.0,11208669000.0
2066.0,18978415000.0,15062015000.0,11786861000.0,10398660000.0,9698151000.0,13027626000.0,12002329000.0,17998900000.0,20298197000.0,11222212000.0,18466898000.0,12088710000.0,10640320000.0
2067.0,18666105000.0,14230659000.0,11126359000.0,9867047000.0,9642305000.0,12580138000.0,11391587000.0,17428111000.0,19842520000.0,10646501000.0,18136445000.0,11365513000.0,10098870000.0
2068.0,17647870000.0,13747011000.0,11084019000.0,9287342000.0,9679922000.0,12466085000.0,11183443000.0,17069767000.0,19081480000.0,10001796000.0,17708866000.0,10855844000.0,9606870000.0
2069.0,17133367000.0,12622182000.0,10940430000.0,8534720500.0,9223032000.0,12439867000.0,10832889000.0,16510765000.0,19739859000.0,9663801000.0,16961905000.0,10415661000.0,9218554000.0
2070.0,16292092000.0,12078349000.0,10620652000.0,8165084000.0,8859254000.0,11774439000.0,10579912000.0,15813610000.0,19424016000.0,9345469000.0,16071602000.0,9824332000.0,9054909000.0
2071.0,15018045000.0,11659557000.0,10500635000.0,7727083500.0,8546941400.0,11078437000.0,10709771000.0,14831792000.0,18422688000.0,8777540000.0,15664071000.0,9243601000.0,8665211000.0
2072.0,14722661000.0,11358394000.0,10053345000.0,7393887000.0,8472150000.0,10266841000.0,10388718000.0,13917922000.0,18249396000.0,8308459000.0,15428725000.0,8919964000.0,8418447000.0
2073.0,14211769000.0,11125298000.0,9496542000.0,7379720000.0,8249085400.0,10059128000.0,9945251000.0,13253027000.0,17448184000.0,7792988700.0,15174355000.0,8598962000.0,8043436500.0
2074.0,13579992000.0,10525172000.0,9018743000.0,7229315000.0,7963965400.0,9452213000.0,9534356000.0,12067024000.0,17273463000.0,7451248000.0,14749469000.0,8413323000.0,7872468000.0
2075.0,13560402000.0,9946896000.0,8599995000.0,6935166000.0,7566687700.0,9324137000.0,9006481000.0,11452972000.0,16790377000.0,7295984000.0,14318724000.0,8174358000.0,7382737400.0
2076.0,12918489000.0,9846853000.0,8542513000.0,6725074400.0,7004099000.0,9096639000.0,8496577500.0,10721736000.0,16188775000.0,7170151400.0,14326363000.0,7795179000.0,7199930400.0
2077.0,12793196000.0,9876422000.0,8220498400.0,6644063000.0,6618492000.0,8850160000.0,8136006700.0,10395671000.0,15885275000.0,7038876700.0,13596872000.0,7416209400.0,7082330600.0
2078.0,12069751000.0,9399637000.0,7910523400.0,6500975600.0,6160098000.0,8511432700.0,7689346600.0,10019318000.0,15083061000.0,6630667000.0,12891728000.0,7162498000.0,6958964000.0
2079.0,11493476000.0,8743735000.0,7565576000.0,6394582500.0,5687250400.0,8249039000.0,7351473700.0,9262290000.0,14005655000.0,6298125000.0,12234567000.0,7021786000.0,6670948000.0
2080.0,11282007000.0,8577744400.0,7408991000.0,6173610500.0,5450330000.0,7818704000.0,6926762500.0,8607362000.0,13562462000.0,6271321000.0,11660101000.0,6487342600.0,6381729000.0
2081.0,10741920000.0,8169654000.0,7120079400.0,5954513400.0,5222080000.0,7549852000.0,6116978000.0,8570903000.0,13446811000.0,6328667600.0,10944453000.0,6152783000.0,6310097000.0
2082.0,10048551000.0,7875400000.0,7022757400.0,5789169000.0,4836610600.0,7346523000.0,5540139500.0,8020847000.0,12601421000.0,6087106600.0,10544285000.0,5876009000.0,5953397000.0
2083.0,9539503000.0,7564952600.0,6871921700.0,5532767000.0,4730952700.0,6890161700.0,5285744000.0,7958939600.0,12424642000.0,5960697000.0,10211103000.0,5578384400.0,5935619600.0
2084.0,8873096000.0,7356711400.0,6700908500.0,5274191000.0,4496787000.0,6567237000.0,4941635600.0,7603404300.0,12133894000.0,5848036000.0,9760282000.0,5500273700.0,5665793000.0
2085.0,8320744000.0,6818814000.0,6718352000.0,4941364000.0,4320882000.0,6202955300.0,4644750000.0,7148077600.0,11733289000.0,5499196000.0,9494394000.0,5333959700.0,5339490000.0
2086.0,7865444000.0,6796254700.0,6507403300.0,4672692700.0,4175523800.0,5964950000.0,4331225000.0,6400959500.0,11328889000.0,5308036000.0,8855328000.0,5132349400.0,5280272400.0
2087.0,7309280000.0,6776209400.0,6356257300.0,4355860000.0,4034879700.0,5666905600.0,3905807000.0,6009427000.0,10983124000.0,5092841500.0,8462374400.0,5060454400.0,4854031000.0
2088.0,6949346300.0,6511656400.0,6136435000.0,4144639200.0,3576240600.0,5369245700.0,3757535700.0,5906786000.0,10505839000.0,4682322400.0,8081941500.0,4977217000.0,4730206000.0
2089.0,6400080400.0,6142203000.0,6070557700.0,3905049900.0,3265593300.0,5055663600.0,3630014500.0,5584533500.0,10184074000.0,4446469000.0,7640392700.0,4812100000.0,4588008000.0
2090.0,6130269000.0,6161962500.0,5957577000.0,3691466200.0,3017737200.0,5030548000.0,3509427700.0,5457892400.0,9975813000.0,4284492500.0,7206930000.0,4774967300.0,4567555600.0
2091.0,5569666600.0,6080819700.0,5772218000.0,3566970000.0,2676895000.0,4971810300.0,3387564000.0,5300421000.0,9831407000.0,4204707000.0,6904674300.0,4652335600.0,4459914000.0
2092.0,5095644700.0,5837730300.0,5399620000.0,3459491600.0,2508309500.0,4844735500.0,3251984000.0,5026200000.0,9265888000.0,3913068800.0,6699103000.0,4502568400.0,4429272600.0
2093.0,4765881300.0,5863635000.0,5263660000.0,3438949000.0,2289750800.0,4623214600.0,2998251800.0,4715166000.0,9100098000.0,3694780400.0,6384217600.0,4243348500.0,4139851300.0
2094.0,4175073300.0,5553039000.0,5032910000.0,3093311000.0,2171829200.0,4648093700.0,2868599300.0,4510399000.0,8950472000.0,3451697200.0,6003983000.0,4152468700.0,4027961300.0
2095.0,3803226400.0,5292710000.0,4806159400.0,2977314800.0,2089967400.0,4583675000.0,2661450800.0,3996109000.0,8757913000.0,3217034200.0,5856236000.0,4008256000.0,3857105000.0
2096.0,3686213000.0,4990928400.0,4541589500.0,2910936600.0,2016320600.0,4384042500.0,2484125000.0,3669678300.0,8682440000.0,3090498300.0,5665856000.0,3848760600.0,3722747400.0
2097.0,3596083200.0,4813864000.0,4381077500.0,2623934000.0,1909925500.0,4290166300.0,2302246000.0,3500623400.0,8359342600.0,2818591200.0,5467345400.0,3885921800.0,3326310100.0
2098.0,3327007000.0,4555150300.0,4458156000.0,2598452000.0,1804718100.0,4196428800.0,2242351900.0,3455120600.0,8257395700.0,2721629000.0,5164380700.0,3739654400.0,3339985700.0
2099.0,3233234200.0,4309924400.0,4281589000.0,2525013500.0,1708546700.0,4209073200.0,2166363600.0,3207346200.0,8231212500.0,2688337000.0,5269412000.0,3683154700.0,3309090800.0
2100.0,3138334500.0,4180526600.0,4264184600.0,2447053000.0,1526960800.0,4081106200.0,2134691300.0,3032769000.0,8176488000.0,2603187200.0,5223198700.0,3605093600.0,3241118000.0
