time,IPSL-CM6A-LR,FGOALS-F3-L,MRI-ESM2-0,CESM2,MPI-ESM1-2-HR,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,ACCESS-CM2,NORESM2-MM,INM-CM5-0,ACCESS-ESM1-5,CESM2-WACCM,GFDL-ESM4,CANESM5
2035.0,32833650000.0,32721398000.0,32488135000.0,31003770000.0,31922640000.0,36085068000.0,28778504000.0,36900530000.0,33952560000.0,34013952000.0,33307757000.0,37016330000.0,37882830000.0,33527294000.0,35471620000.0,29066592000.0,32627956000.0
2036.0,31550087000.0,31605864000.0,31198716000.0,29719398000.0,32117883000.0,35469165000.0,28054168000.0,35328668000.0,31873716000.0,33971515000.0,31715291000.0,36247890000.0,36060602000.0,32449956000.0,34869195000.0,29021897000.0,31988654000.0
2037.0,30402990000.0,31267727000.0,30568172000.0,29424530000.0,31364047000.0,35925320000.0,27747338000.0,33604850000.0,31538248000.0,32519576000.0,29556937000.0,35646517000.0,35990725000.0,32647668000.0,34099866000.0,28766874000.0,31301310000.0
2038.0,29979517000.0,29714485000.0,29848631000.0,28434584000.0,31438387000.0,35130147000.0,26493092000.0,33960114000.0,31382649000.0,31800541000.0,29185309000.0,36068696000.0,34573206000.0,32350908000.0,32978630000.0,28169705000.0,30146052000.0
2039.0,29181377000.0,29129622000.0,29906678000.0,27892832000.0,30906685000.0,33961515000.0,24703052000.0,33381410000.0,30894590000.0,30636823000.0,28864293000.0,34890818000.0,33083042000.0,32226867000.0,31297862000.0,27475378000.0,29178235000.0
2040.0,28515156000.0,29117900000.0,29686830000.0,26984276000.0,30432412000.0,33838470000.0,24120662000.0,33653530000.0,31498490000.0,30096540000.0,28410448000.0,34372550000.0,32542284000.0,31620610000.0,30694793000.0,26581860000.0,29618700000.0
2041.0,28053303000.0,28451140000.0,29619400000.0,25652020000.0,30210191000.0,33802086000.0,23388637000.0,33119840000.0,30898184000.0,28938641000.0,28367501000.0,33327768000.0,32627007000.0,30478965000.0,29967434000.0,26201342000.0,28662413000.0
2042.0,27129660000.0,28075352000.0,28410872000.0,25103387000.0,29778469000.0,33484394000.0,23074818000.0,32442282000.0,30903456000.0,29094533000.0,27269663000.0,33212273000.0,32240420000.0,30119158000.0,29141360000.0,25665022000.0,28367616000.0
2043.0,26966178000.0,28297112000.0,27797846000.0,24898834000.0,29988825000.0,33236988000.0,21774694000.0,31388295000.0,30450026000.0,28871200000.0,26462657000.0,32362306000.0,31803005000.0,29143610000.0,28101536000.0,25839890000.0,27597670000.0
2044.0,25803629000.0,27897154000.0,26969190000.0,23828832000.0,29554188000.0,32774556000.0,20774180000.0,31379820000.0,30713540000.0,27894018000.0,25670605000.0,31262170000.0,30901959000.0,28044882000.0,27303117000.0,25930967000.0,27067270000.0
2045.0,25779032000.0,27917232000.0,26676427000.0,22917802000.0,29863553000.0,31859740000.0,20668880000.0,31297712000.0,29457293000.0,28161665000.0,25060841000.0,31572697000.0,30507192000.0,27502686000.0,26572380000.0,25067290000.0,27011766000.0
2046.0,24592499000.0,27431310000.0,26492960000.0,22385394000.0,30265078000.0,31751752000.0,20235053000.0,30768833000.0,30076820000.0,26907912000.0,24221135000.0,31616043000.0,30063426000.0,26621764000.0,25244828000.0,24684999000.0,25748769000.0
2047.0,24096184000.0,26463504000.0,26060333000.0,22344090000.0,29852877000.0,31198550000.0,19980014000.0,29986318000.0,29543880000.0,25906160000.0,22874080000.0,30839376000.0,28776653000.0,25453412000.0,24387944000.0,24776333000.0,23846960000.0
2048.0,23833324000.0,26556938000.0,24948365000.0,21976076000.0,29147744000.0,31033910000.0,19890534000.0,29526866000.0,29493856000.0,26324122000.0,21999254000.0,30374066000.0,28718078000.0,24350988000.0,23587180000.0,24706806000.0,23373808000.0
2049.0,23526492000.0,26173204000.0,24968385000.0,20890590000.0,28343292000.0,32080118000.0,19653730000.0,29828921000.0,29669067000.0,26215030000.0,21282466000.0,29728995000.0,28496232000.0,23759784000.0,23301030000.0,24821393000.0,22446434000.0
2050.0,22609054000.0,25784005000.0,25174712000.0,20317428000.0,27274730000.0,31539145000.0,18903767000.0,29080674000.0,30250342000.0,26187688000.0,21304455000.0,28984484000.0,28629076000.0,23180630000.0,22497400000.0,24311030000.0,22420787000.0
2051.0,22069195000.0,25475283000.0,25208402000.0,20107130000.0,26446980000.0,31585840000.0,18632670000.0,29278654000.0,29579418000.0,26107754000.0,20962814000.0,30878087000.0,28535857000.0,22595019000.0,21722450000.0,24063066000.0,20923324000.0
2052.0,21497098000.0,24681388000.0,25394604000.0,20146072000.0,26252730000.0,31602400000.0,18327255000.0,29658667000.0,29462020000.0,25494804000.0,19874818000.0,30722578000.0,27864920000.0,22321100000.0,20762237000.0,24082506000.0,19803646000.0
2053.0,20959416000.0,24542196000.0,25782878000.0,19805022000.0,26066774000.0,31340290000.0,17564903000.0,28974674000.0,29056930000.0,25308416000.0,18361498000.0,29622546000.0,27211262000.0,21791744000.0,20105277000.0,23306885000.0,18762648000.0
2054.0,20968858000.0,24711506000.0,25188465000.0,19876565000.0,25784890000.0,30906405000.0,17489950000.0,29080054000.0,29072128000.0,25864765000.0,18509838000.0,28594885000.0,27304899000.0,20907346000.0,19273957000.0,22835007000.0,17917463000.0
2055.0,20490854000.0,24879040000.0,24838169000.0,19273376000.0,26337737000.0,30478377000.0,17243280000.0,29511035000.0,28839342000.0,26262479000.0,17732096000.0,28406600000.0,26517942000.0,21293582000.0,18875087000.0,22485453000.0,17092524000.0
2056.0,20869136000.0,24088228000.0,25019642000.0,19109564000.0,26460563000.0,30168287000.0,17053914000.0,29293148000.0,28411374000.0,25843790000.0,17495288000.0,27434545000.0,25490776000.0,20765958000.0,18564145000.0,22079113000.0,16558043000.0
2057.0,20551408000.0,24437870000.0,24929989000.0,18741040000.0,25711497000.0,29636725000.0,16875215000.0,28414384000.0,28478034000.0,25533528000.0,17607930000.0,26781377000.0,24518610000.0,19952716000.0,18481814000.0,21289850000.0,16707330000.0
2058.0,20526969000.0,24437242000.0,24458584000.0,18507250000.0,25060956000.0,29326526000.0,16998318000.0,27963347000.0,28291510000.0,25593890000.0,16577833000.0,26522501000.0,23774982000.0,18931460000.0,18268123000.0,20645992000.0,16962687000.0
2059.0,19778380000.0,24517265000.0,23531325000.0,18225447000.0,25014796000.0,28614617000.0,16688916000.0,27707940000.0,28137622000.0,25879822000.0,16286419000.0,25893534000.0,23782906000.0,18270290000.0,18050940000.0,20356841000.0,16644825000.0
2060.0,19433679000.0,24995120000.0,22662290000.0,18018726000.0,25597618000.0,29422428000.0,16703298000.0,27196590000.0,27662305000.0,25148197000.0,16151841000.0,25260489000.0,23362298000.0,18372508000.0,17347211000.0,20219300000.0,15454785000.0
2061.0,18466333000.0,24441577000.0,22663408000.0,17766680000.0,25872876000.0,29355448000.0,16939681000.0,27951462000.0,27152028000.0,24426942000.0,15925166000.0,24757303000.0,22470117000.0,17833384000.0,17084121000.0,20133788000.0,15025467000.0
2062.0,18241073000.0,24457503000.0,22706743000.0,17293541000.0,25891510000.0,28460003000.0,16653955000.0,27088988000.0,26206239000.0,24468030000.0,15930451000.0,24341844000.0,22870909000.0,17144111000.0,17191954000.0,19806872000.0,14637279000.0
2063.0,17735545000.0,24450154000.0,22276540000.0,16658772000.0,25739969000.0,28155613000.0,16711071000.0,27359580000.0,26240856000.0,24283759000.0,15217160000.0,23991920000.0,22284351000.0,16756992000.0,16305606000.0,20134680000.0,13958710000.0
2064.0,17169056000.0,24272816000.0,21460005000.0,16252782000.0,26579098000.0,27485835000.0,16719622000.0,27251340000.0,26194395000.0,24850910000.0,15212589000.0,23452817000.0,21840904000.0,16166676000.0,16160556000.0,19526294000.0,14250323000.0
2065.0,16631758000.0,24244419000.0,21808703000.0,15765546000.0,26131263000.0,27948722000.0,17018231000.0,27306893000.0,26132664000.0,24868553000.0,15075232000.0,23644953000.0,22211848000.0,15872586000.0,15803149000.0,19059917000.0,14750845000.0
2066.0,16500140000.0,24132768000.0,21668837000.0,15603831000.0,25830530000.0,27819452000.0,16601799000.0,27067818000.0,26138558000.0,24713260000.0,15161985000.0,23947483000.0,22437773000.0,15252278000.0,15848020000.0,18929547000.0,14762336000.0
2067.0,15927794000.0,23976176000.0,21547287000.0,15191444000.0,26374031000.0,26541170000.0,16160683000.0,26353814000.0,25699023000.0,24536633000.0,14845443000.0,23923243000.0,22785012000.0,15421453000.0,15572040000.0,19275143000.0,14228670000.0
2068.0,15522950000.0,23687375000.0,21517763000.0,14852927000.0,28232460000.0,26967597000.0,16413959000.0,26297614000.0,25439697000.0,24909509000.0,14468927000.0,23619533000.0,22950230000.0,15825849000.0,15833360000.0,19475943000.0,14127194000.0
2069.0,15348855000.0,23273648000.0,21249413000.0,14471495000.0,28184470000.0,26033834000.0,16538492000.0,26669900000.0,24629885000.0,25618987000.0,14515632000.0,23502795000.0,23097800000.0,15749977000.0,15797811000.0,19724274000.0,13528502000.0
2070.0,15040855000.0,23129110000.0,21373542000.0,14398738000.0,27936596000.0,26232711000.0,16486883000.0,27284520000.0,24246792000.0,25235388000.0,14438221000.0,23159755000.0,23060283000.0,15833900000.0,15633773000.0,19769575000.0,13674904000.0
2071.0,15290213000.0,22143869000.0,20729630000.0,14534870000.0,27848796000.0,26288419000.0,16468913000.0,27748080000.0,23826106000.0,25135538000.0,14038555000.0,22691103000.0,23504302000.0,16148011000.0,15323218000.0,19854914000.0,13821294000.0
2072.0,14968620000.0,21903989000.0,20553950000.0,14637478000.0,27559166000.0,26263478000.0,16525910000.0,27945806000.0,24097493000.0,24757932000.0,13775272000.0,22362178000.0,23377250000.0,16407029000.0,14900401000.0,19892130000.0,13996504000.0
2073.0,14886134000.0,21827797000.0,20037714000.0,14810330000.0,26738508000.0,26221885000.0,15970739000.0,28291217000.0,24789993000.0,25233300000.0,13539607000.0,22391278000.0,23152804000.0,16488872000.0,14737623000.0,20089047000.0,13327350000.0
2074.0,14532691000.0,21107370000.0,20185600000.0,14749596000.0,26637455000.0,25498331000.0,15506344000.0,27895226000.0,24278977000.0,24479330000.0,13273783000.0,21695267000.0,22674690000.0,16402511000.0,14819464000.0,20359016000.0,13272863000.0
2075.0,14059057000.0,21540833000.0,20584722000.0,15212144000.0,26237673000.0,24517120000.0,15594786000.0,28257624000.0,23450786000.0,24356250000.0,13261716000.0,21548749000.0,22446880000.0,16105123000.0,14820375000.0,20604318000.0,12924967000.0
2076.0,14110530000.0,21123883000.0,21294797000.0,15110407000.0,26082056000.0,24697231000.0,15914152000.0,27596390000.0,23146047000.0,24808542000.0,12760769000.0,21074217000.0,22869043000.0,16161190000.0,15300226000.0,20111294000.0,12765568000.0
2077.0,14107789000.0,21250755000.0,20845250000.0,15507188000.0,26142542000.0,24993546000.0,16235800000.0,27624559000.0,22726035000.0,24786969000.0,12503334000.0,20949324000.0,22455566000.0,15755961000.0,15328470000.0,19833475000.0,12514442000.0
2078.0,14353207000.0,21408817000.0,20489150000.0,15799642000.0,26283692000.0,24654938000.0,16059314000.0,27561243000.0,22157910000.0,25527978000.0,12286053000.0,20532621000.0,22666893000.0,15454553000.0,15398302000.0,19413277000.0,12263031000.0
2079.0,14063591000.0,21473368000.0,20913371000.0,16031587000.0,26068017000.0,24285368000.0,16013872000.0,27655893000.0,22070948000.0,25147146000.0,11820590000.0,20804690000.0,22911855000.0,15484720000.0,14934817000.0,19629940000.0,12487421000.0
2080.0,13337268000.0,21307646000.0,21143695000.0,16258152000.0,25657575000.0,24187760000.0,16103235000.0,27353710000.0,22435932000.0,24791470000.0,11363327000.0,20637590000.0,23167570000.0,15209980000.0,14734701000.0,19711375000.0,12125191000.0
2081.0,13343748000.0,20859910000.0,20706521000.0,16151111000.0,25498490000.0,22937580000.0,16279668000.0,26980000000.0,21769812000.0,24424417000.0,11054162000.0,20399299000.0,23079784000.0,15393194000.0,15179454000.0,19623780000.0,12379020000.0
2082.0,13020977000.0,20481915000.0,20665688000.0,16333668000.0,25446892000.0,22310375000.0,16709297000.0,26928914000.0,21204918000.0,25124633000.0,10997324000.0,20176656000.0,23023895000.0,15100427000.0,15143469000.0,19710593000.0,12202582000.0
2083.0,12864234000.0,20803564000.0,20837366000.0,16191928000.0,25006658000.0,22489720000.0,16455579000.0,26597294000.0,20946799000.0,25211904000.0,10815669000.0,19978852000.0,23128340000.0,15230840000.0,15099926000.0,19723960000.0,12411851000.0
2084.0,12655830000.0,20797676000.0,20622862000.0,16034607000.0,24596484000.0,22070990000.0,16518258000.0,25465446000.0,21411270000.0,25168118000.0,10719358000.0,19612254000.0,22407290000.0,14944190000.0,14971043000.0,19746894000.0,12592063000.0
2085.0,12381401000.0,20223860000.0,20872495000.0,15774507000.0,24439812000.0,22395884000.0,16193250000.0,24766603000.0,20941525000.0,24733960000.0,10783000000.0,19513696000.0,22978340000.0,15154951000.0,14851458000.0,19612557000.0,12487089000.0
2086.0,12550050000.0,19712684000.0,21101445000.0,15749049000.0,24252457000.0,21560350000.0,15903633000.0,24991287000.0,20286237000.0,24441717000.0,10991702000.0,19407632000.0,23326646000.0,14952179000.0,14975420000.0,19186686000.0,12920600000.0
2087.0,12780747000.0,20308363000.0,21175871000.0,15656857000.0,23598252000.0,20919587000.0,15972304000.0,25030961000.0,20623104000.0,24422328000.0,11236052000.0,20183005000.0,23213005000.0,14408750000.0,14953762000.0,19141050000.0,13664889000.0
2088.0,12878552000.0,20275855000.0,21548550000.0,15589969000.0,23256863000.0,20653320000.0,16005293000.0,24889027000.0,19802558000.0,24521275000.0,11272126000.0,19821742000.0,22883475000.0,14066603000.0,14832790000.0,19065295000.0,13681480000.0
2089.0,13097584000.0,20812978000.0,21757480000.0,15767780000.0,22941784000.0,20786985000.0,15962191000.0,24974062000.0,19803036000.0,24645530000.0,11184936000.0,19250166000.0,22936406000.0,13881789000.0,15097544000.0,18900687000.0,13752436000.0
2090.0,13088498000.0,21297277000.0,22508354000.0,15635606000.0,23119143000.0,20566219000.0,15968671000.0,25863193000.0,19585298000.0,24490535000.0,11249349000.0,19028943000.0,22554767000.0,13983049000.0,14868498000.0,18754456000.0,14416362000.0
2091.0,13153835000.0,21189702000.0,22968998000.0,15367131000.0,23089488000.0,19923892000.0,16447358000.0,25106348000.0,19329982000.0,24359436000.0,11191652000.0,19363690000.0,22167955000.0,13777306000.0,14906382000.0,18472163000.0,14836673000.0
2092.0,13124076000.0,21210415000.0,23623970000.0,15421741000.0,22652963000.0,19404392000.0,16419268000.0,24106017000.0,19117658000.0,23885394000.0,11092870000.0,19222157000.0,22197883000.0,13575369000.0,15032736000.0,18278017000.0,14636119000.0
2093.0,13079636000.0,21321023000.0,23787256000.0,15335294000.0,22337230000.0,19399240000.0,16390064000.0,23694227000.0,19357868000.0,24106322000.0,11080750000.0,18851900000.0,21882909000.0,13690030000.0,14837730000.0,17930195000.0,14685025000.0
2094.0,12898291000.0,20909677000.0,23577965000.0,15298290000.0,21908566000.0,19261411000.0,16493653000.0,23739333000.0,19260504000.0,24464499000.0,11080019000.0,19031075000.0,22441452000.0,13385848000.0,15208204000.0,18109647000.0,14905993000.0
2095.0,12940138000.0,20733436000.0,23571163000.0,15306992000.0,21882368000.0,19264725000.0,16804965000.0,24155520000.0,19437017000.0,24163020000.0,11608459000.0,18842600000.0,23009587000.0,13339176000.0,15378147000.0,18538461000.0,15032592000.0
2096.0,12954617000.0,20600504000.0,23441226000.0,15132551000.0,21912115000.0,19059208000.0,16857996000.0,23865178000.0,19383820000.0,23616025000.0,11463969000.0,18709720000.0,23236418000.0,12978191000.0,15214175000.0,19142451000.0,15094488000.0
2097.0,12792862000.0,21097724000.0,23618634000.0,15001615000.0,21362661000.0,18611760000.0,16516825000.0,24086616000.0,19479308000.0,23677422000.0,11437940000.0,18246870000.0,23134730000.0,12563924000.0,14933115000.0,19335475000.0,14883971000.0
2098.0,12589288000.0,20682746000.0,24083104000.0,15005776000.0,21202272000.0,19108358000.0,16812301000.0,24179405000.0,19125496000.0,23979108000.0,11442011000.0,18013477000.0,23143416000.0,12552084000.0,14976039000.0,19725658000.0,14623797000.0
2099.0,13052685000.0,21648132000.0,24487035000.0,14758984000.0,22100775000.0,19136618000.0,16981677000.0,23713085000.0,19093688000.0,23523422000.0,11337986000.0,18400774000.0,22590890000.0,12334768000.0,15396422000.0,19182746000.0,14232331000.0
2100.0,13011010000.0,21958849000.0,24179560000.0,14637743000.0,22132111000.0,18731946000.0,17238020000.0,24082480000.0,19192672000.0,23171678000.0,11246400000.0,18050280000.0,22601339000.0,12138247000.0,15607064000.0,18681272000.0,14033273000.0
