time,EC-EARTH3-VEG,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,CESM2,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,CESM2-WACCM,GFDL-ESM4,NORESM2-MM,INM-CM5-0
2010.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0,60465648000.0
2011.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0,58547806000.0
2012.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0,57790243000.0
2013.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0,56235600000.0
2014.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0,55737490000.0
2015.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0,54232060000.0
2016.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0,52593234000.0
2017.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0,52103602000.0
2018.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0,50844090000.0
2019.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0,49261765000.0
2020.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0,47723913000.0
2021.0,46456033000.0,47071236000.0,46522120000.0,46562880000.0,47204130000.0,46470650000.0,46427040000.0,46867140000.0,47072240000.0,45733097000.0,46267840000.0,46138420000.0,48416260000.0,47085480000.0
2022.0,45574787000.0,45462905000.0,45643270000.0,45605335000.0,46576500000.0,45509583000.0,45816780000.0,44903660000.0,46420374000.0,45144965000.0,44126540000.0,43584627000.0,48480403000.0,46008955000.0
2023.0,43751210000.0,44655477000.0,43918442000.0,44846023000.0,46743220000.0,44472810000.0,44762550000.0,42491396000.0,45222937000.0,45316230000.0,44400693000.0,42125185000.0,47264980000.0,45535260000.0
2024.0,43632587000.0,42525594000.0,42943836000.0,44383590000.0,45341655000.0,43664410000.0,43947893000.0,41615053000.0,44450330000.0,43857924000.0,43433574000.0,39644490000.0,47325966000.0,44189390000.0
2025.0,43321606000.0,41140280000.0,43255554000.0,43681206000.0,44277133000.0,42629108000.0,43005936000.0,39563060000.0,44155548000.0,43885625000.0,43516707000.0,37584953000.0,45791126000.0,43044820000.0
2026.0,42079117000.0,40031900000.0,43277963000.0,42196034000.0,43263058000.0,43419513000.0,42143110000.0,38192198000.0,42380403000.0,43967242000.0,43659264000.0,36652184000.0,43376070000.0,41668640000.0
2027.0,41707150000.0,39162835000.0,42030445000.0,41931850000.0,42903654000.0,42473144000.0,41368560000.0,37048435000.0,40422445000.0,42243780000.0,42656227000.0,36147330000.0,41796846000.0,40767340000.0
2028.0,41071160000.0,37300814000.0,41174420000.0,42068107000.0,41853660000.0,39937655000.0,39665260000.0,35913413000.0,38417600000.0,40622800000.0,42636444000.0,34554937000.0,41031050000.0,40203952000.0
2029.0,40159730000.0,36428800000.0,40266880000.0,41293824000.0,41258996000.0,39041550000.0,38746477000.0,34994540000.0,37861870000.0,40695050000.0,41901950000.0,32857830000.0,39368690000.0,39173427000.0
2030.0,39939138000.0,33725612000.0,39025350000.0,40612848000.0,40083890000.0,37453554000.0,37111620000.0,34138018000.0,36960960000.0,39871807000.0,42025153000.0,31889652000.0,38764257000.0,37642654000.0
2031.0,39355208000.0,32444838000.0,38250970000.0,42001000000.0,40163850000.0,37637902000.0,36657710000.0,33183388000.0,36697660000.0,39308180000.0,40612550000.0,30866715000.0,38655630000.0,36616210000.0
2032.0,38761500000.0,31790463000.0,37503246000.0,40498622000.0,40916804000.0,37184074000.0,35213386000.0,32467005000.0,35088440000.0,37846794000.0,40296130000.0,29515774000.0,37030576000.0,36105700000.0
2033.0,39333863000.0,31201350000.0,37439660000.0,38952770000.0,40184860000.0,36604830000.0,33526815000.0,30882260000.0,34314592000.0,36871574000.0,39730807000.0,28385886000.0,36578420000.0,35370100000.0
2034.0,39089046000.0,30718034000.0,37962990000.0,38219570000.0,38661997000.0,35573027000.0,32023607000.0,30465874000.0,33742240000.0,34637246000.0,39773020000.0,27788360000.0,36235050000.0,33568520000.0
2035.0,38874067000.0,30266118000.0,38131310000.0,36487380000.0,38594100000.0,33931665000.0,31864584000.0,30080390000.0,33130800000.0,33151830000.0,38570275000.0,27777440000.0,35473630000.0,32707564000.0
2036.0,38565294000.0,29651132000.0,37205410000.0,34959536000.0,36987924000.0,32198142000.0,30971294000.0,29656996000.0,32332722000.0,32025481000.0,37967510000.0,26681217000.0,35018695000.0,31894454000.0
2037.0,38039050000.0,28344410000.0,35738090000.0,32847563000.0,36282565000.0,31634029000.0,29526866000.0,28593263000.0,31846550000.0,30639333000.0,37863928000.0,26029136000.0,34491600000.0,30737430000.0
2038.0,36096344000.0,27872240000.0,35280620000.0,32789594000.0,36057522000.0,31839099000.0,28065427000.0,26840300000.0,30970298000.0,30221068000.0,36728136000.0,25403500000.0,34541867000.0,30003956000.0
2039.0,34707890000.0,27568865000.0,34641646000.0,32161276000.0,35545317000.0,30797677000.0,26537660000.0,26059979000.0,30076234000.0,29778995000.0,35334660000.0,24645634000.0,33202467000.0,29277413000.0
2040.0,33904974000.0,27074527000.0,33923710000.0,31255974000.0,35112014000.0,29818345000.0,25495930000.0,24800037000.0,29084316000.0,28698278000.0,34984860000.0,23417586000.0,31647128000.0,29401640000.0
2041.0,33549520000.0,26347174000.0,33821358000.0,30526083000.0,33620132000.0,28935190000.0,24752523000.0,23862240000.0,28572652000.0,28195756000.0,34629964000.0,22731596000.0,29721040000.0,28821807000.0
2042.0,34008388000.0,26227677000.0,32870120000.0,30263755000.0,30918736000.0,27753790000.0,24266560000.0,22982957000.0,27406318000.0,27041260000.0,33198828000.0,22397204000.0,28373412000.0,27745310000.0
2043.0,33282654000.0,26129998000.0,32151323000.0,28939190000.0,30046500000.0,27449380000.0,23400569000.0,23108983000.0,26747419000.0,26986210000.0,32361701000.0,21556951000.0,28370786000.0,27385620000.0
2044.0,33607990000.0,25843894000.0,31346400000.0,28580848000.0,28643965000.0,27191001000.0,22651568000.0,22625673000.0,25630194000.0,25730450000.0,30966237000.0,21115507000.0,27370537000.0,27467130000.0
2045.0,33459290000.0,24998705000.0,31021916000.0,27775207000.0,27707568000.0,26008201000.0,21851210000.0,21920553000.0,24952300000.0,25210804000.0,29945367000.0,20620490000.0,26888542000.0,27431746000.0
2046.0,32538894000.0,23921508000.0,29532164000.0,26590476000.0,26765505000.0,25551028000.0,21947632000.0,21279582000.0,23549188000.0,24352640000.0,28778971000.0,20469821000.0,25757170000.0,26438853000.0
2047.0,32357749000.0,23533840000.0,29234210000.0,25734418000.0,25898275000.0,25002605000.0,21232962000.0,20370672000.0,22084448000.0,23613247000.0,27587213000.0,20575040000.0,25266813000.0,25658124000.0
2048.0,31374545000.0,23249693000.0,28563116000.0,26080498000.0,25249194000.0,24095836000.0,20874154000.0,19823888000.0,21886263000.0,22741492000.0,26014132000.0,20206858000.0,24708524000.0,24918780000.0
2049.0,31164740000.0,22920282000.0,27491240000.0,25797255000.0,23491488000.0,24134593000.0,20078934000.0,18744426000.0,20960444000.0,22237843000.0,24870613000.0,19515294000.0,23821500000.0,24810082000.0
2050.0,31132778000.0,22197948000.0,27227525000.0,25066246000.0,22878048000.0,23977673000.0,19287974000.0,18344055000.0,20186266000.0,22147064000.0,24842310000.0,19036295000.0,22891815000.0,23361286000.0
2051.0,31083942000.0,22190064000.0,26072834000.0,24425216000.0,22061285000.0,23625169000.0,18751724000.0,18032382000.0,19300866000.0,20850310000.0,23799644000.0,18512947000.0,21938868000.0,22433763000.0
2052.0,30394028000.0,21585031000.0,24996917000.0,24548500000.0,21769683000.0,23156664000.0,18928941000.0,17529618000.0,18303308000.0,20361128000.0,22879547000.0,18576550000.0,21099964000.0,21523020000.0
2053.0,28423852000.0,20806113000.0,24338090000.0,24036012000.0,21670320000.0,22822183000.0,18948864000.0,17617963000.0,17390480000.0,19658488000.0,22173360000.0,18430159000.0,20785860000.0,20927630000.0
2054.0,28132528000.0,21002764000.0,24029727000.0,23655127000.0,21104822000.0,22423253000.0,18681207000.0,16898120000.0,16689389000.0,19544870000.0,21322766000.0,17404600000.0,20536863000.0,20360862000.0
2055.0,27157154000.0,20790647000.0,23704207000.0,23985275000.0,21180072000.0,21852350000.0,18198299000.0,16662494000.0,16071063000.0,18803958000.0,20994441000.0,16723510000.0,20366730000.0,19768353000.0
2056.0,26359615000.0,20322898000.0,23152036000.0,23591455000.0,21285126000.0,21923213000.0,17908440000.0,16212476000.0,15483835000.0,18559588000.0,20714357000.0,16658263000.0,19930919000.0,19850727000.0
2057.0,26155411000.0,19704938000.0,22264136000.0,23420135000.0,20606400000.0,21011622000.0,17809926000.0,15846455000.0,14714388000.0,18063174000.0,19973126000.0,16440028000.0,19822553000.0,19239733000.0
2058.0,25929196000.0,18751090000.0,21382350000.0,22955799000.0,20453192000.0,20855134000.0,17454873000.0,15262846000.0,14131394000.0,17418805000.0,19045214000.0,16213041000.0,19581725000.0,19444197000.0
2059.0,25011988000.0,18352542000.0,20448864000.0,22844934000.0,19732718000.0,20126351000.0,17187848000.0,14537978000.0,13560724000.0,17145214000.0,17862427000.0,15605384000.0,19696015000.0,19323447000.0
2060.0,23785617000.0,18873930000.0,19590785000.0,22824434000.0,19440224000.0,19568781000.0,16895667000.0,14216908000.0,13197467000.0,17008388000.0,17632315000.0,15533554000.0,19550523000.0,19202404000.0
2061.0,23478532000.0,18909860000.0,19168674000.0,23093826000.0,18978114000.0,19489580000.0,16567049000.0,14299542000.0,12999410000.0,16591578000.0,17350527000.0,15363204000.0,19581840000.0,18777076000.0
2062.0,22359046000.0,18671335000.0,18688650000.0,22574050000.0,18639274000.0,18650116000.0,16117914000.0,14317962000.0,12953822000.0,16005293000.0,16956168000.0,14933298000.0,19567014000.0,19424130000.0
2063.0,21931903000.0,18382572000.0,17549687000.0,22186852000.0,18455925000.0,18538123000.0,15969649000.0,14181291000.0,12356473000.0,15843577000.0,16947662000.0,14656273000.0,19071793000.0,18977473000.0
2064.0,21543135000.0,18258401000.0,17216248000.0,22558771000.0,17970133000.0,18241016000.0,15080464000.0,14105118000.0,12284110000.0,15967366000.0,16595593000.0,14152095000.0,18553414000.0,18779992000.0
2065.0,21168536000.0,17974897000.0,17430153000.0,21332179000.0,17477265000.0,17912127000.0,15035611000.0,13655502000.0,11752423000.0,15732396000.0,16578872000.0,14361132000.0,17772330000.0,18547556000.0
2066.0,21158867000.0,17047961000.0,17668964000.0,20866654000.0,17062818000.0,18149435000.0,14838145000.0,13364314000.0,11465827000.0,15085592000.0,16457018000.0,14298317000.0,17420740000.0,18548453000.0
2067.0,20726708000.0,17139813000.0,17511823000.0,20654641000.0,16892929000.0,17870242000.0,14730064000.0,13200376000.0,10571430000.0,15686970000.0,16004226000.0,14770000000.0,16749177000.0,18547646000.0
2068.0,19734739000.0,16998743000.0,18150480000.0,21385267000.0,17035163000.0,17529225000.0,14114521000.0,12988613000.0,10225082000.0,15353453000.0,15577973000.0,14563124000.0,16377559000.0,18278850000.0
2069.0,18898729000.0,16433924000.0,18384080000.0,20934830000.0,16857763000.0,17118749000.0,13616783000.0,12458256000.0,10130381000.0,14767146000.0,15135432000.0,14421129000.0,16189329000.0,17929026000.0
2070.0,18787992000.0,15853637000.0,18553274000.0,20512375000.0,16673336000.0,16947602000.0,12959146000.0,12695502000.0,9950657000.0,14664746000.0,14621784000.0,14323414000.0,15557733000.0,17833148000.0
2071.0,18486358000.0,15576946000.0,17914331000.0,20341015000.0,16248457000.0,16531738000.0,12724238000.0,12762314000.0,9789185000.0,13938230000.0,13998918000.0,14478644000.0,14917630000.0,17679114000.0
2072.0,18286293000.0,15403330000.0,17678990000.0,19770634000.0,15958407000.0,16647013000.0,11959216000.0,12657077000.0,9458281000.0,14063943000.0,13792054000.0,14450245000.0,14355781000.0,17242165000.0
2073.0,17629346000.0,15239051000.0,18019543000.0,18709524000.0,15349304000.0,16814415000.0,11595064000.0,12550143000.0,9208163000.0,13655766000.0,13420981000.0,13944868000.0,13992891000.0,17189255000.0
2074.0,17220456000.0,15593361000.0,17513077000.0,18549780000.0,15147984000.0,16390025000.0,11171214000.0,12662585000.0,8910232000.0,13613158000.0,12915906000.0,13624523000.0,13809161000.0,17432132000.0
2075.0,17513148000.0,15115523000.0,17037178000.0,18326250000.0,14963169000.0,16502680000.0,10988774000.0,12412222000.0,8658162000.0,13702814000.0,12790222000.0,13389000000.0,13606105000.0,17424960000.0
2076.0,16733160000.0,14244064000.0,16532080000.0,18050010000.0,14732595000.0,16081960000.0,10393507000.0,12347034000.0,8410387500.0,13184607000.0,12539606000.0,12892330000.0,13363711000.0,16705408000.0
2077.0,16368253000.0,14122938000.0,16867502000.0,17691474000.0,14288996000.0,15716562000.0,10252868000.0,12105051000.0,8124950500.0,13040856000.0,12052716000.0,12029013000.0,13204492000.0,16505468000.0
2078.0,15878647000.0,13588468000.0,16634942000.0,17141740000.0,13992786000.0,15361561000.0,10059694000.0,11549360000.0,7785838000.0,14311193000.0,11527858000.0,11637168000.0,12879308000.0,16221328000.0
2079.0,15517972000.0,13401279000.0,16493806000.0,16973031000.0,13668978000.0,15140724000.0,9899678000.0,11383103000.0,7443146000.0,13633845000.0,11565381000.0,11000589000.0,12472472000.0,15773731000.0
2080.0,14714449000.0,13192054000.0,17074355000.0,16602990000.0,13198481000.0,14945620000.0,9746227000.0,11438523000.0,7265833000.0,13704372000.0,11453583000.0,10961789000.0,11626086000.0,15355929000.0
2081.0,14836077000.0,12984674000.0,16892759000.0,16685711000.0,12494595000.0,14564534000.0,9579291000.0,11325628000.0,7247579600.0,13343566000.0,11189205000.0,10906021000.0,11269840000.0,15151022000.0
2082.0,14429913000.0,13235039000.0,16565541000.0,16243453000.0,11853047000.0,14654344000.0,9237377000.0,11082513000.0,6860671000.0,13230704000.0,11206754000.0,10433338000.0,10733238000.0,14609785000.0
2083.0,13491257000.0,12903073000.0,16564349000.0,15538945000.0,11721817000.0,14831251000.0,8854424000.0,10818732000.0,6850245000.0,13135120000.0,10859160000.0,10313013000.0,10253877000.0,14655011000.0
2084.0,13499985000.0,12510452000.0,16746996000.0,15165755000.0,11245453000.0,14252366000.0,8835415000.0,10626148000.0,6746862600.0,13294629000.0,10406945000.0,10148180000.0,10012921000.0,14147368000.0
2085.0,13627877000.0,12531403000.0,17135974000.0,14997496000.0,11403412000.0,13880760000.0,8712451000.0,10358938000.0,6714972000.0,13186434000.0,10097071000.0,9433670000.0,9888362000.0,13479108000.0
2086.0,13415369000.0,12582068000.0,17202315000.0,14499141000.0,11574850000.0,13807527000.0,8576160000.0,10043545000.0,6356053000.0,12695155000.0,9894547000.0,9318667000.0,9471095000.0,13411390000.0
2087.0,13275730000.0,12578932000.0,17313843000.0,14346380000.0,11738326000.0,13431463000.0,8509390000.0,10398206000.0,6133609500.0,12791667000.0,9726851000.0,9289213000.0,9291540000.0,12814048000.0
2088.0,13149063000.0,11761531000.0,17003210000.0,13884235000.0,11673866000.0,12958129000.0,8277502000.0,10180810000.0,5851900400.0,12966442000.0,9546923000.0,9245668000.0,9165149000.0,12333861000.0
2089.0,12533499000.0,11365484000.0,17173453000.0,13550806000.0,11515523000.0,12099649000.0,7885578000.0,10001662000.0,5648781300.0,13065053000.0,9437075000.0,9120328000.0,8752565000.0,11975251000.0
2090.0,11917722000.0,11385840000.0,17224745000.0,12772848000.0,11316147000.0,11941250000.0,7671091000.0,9520000000.0,5667862500.0,13128018000.0,9258057000.0,8933526000.0,8694175000.0,12211571000.0
2091.0,11801775000.0,11356925000.0,17047507000.0,11983152000.0,11443613000.0,11658531000.0,7528912000.0,9563966000.0,5490613000.0,12473545000.0,9169732000.0,8631136000.0,8251878400.0,12061691000.0
2092.0,11147300000.0,11086536000.0,16874962000.0,11865784000.0,11215116000.0,11431216000.0,7359223300.0,9376336000.0,5488263000.0,12498359000.0,8913338000.0,8373756400.0,8040818000.0,11760418000.0
2093.0,10986648000.0,10644764000.0,16797418000.0,11507282000.0,11098689000.0,11172603000.0,7177368000.0,9369626000.0,5296790500.0,12458427000.0,8739598000.0,8418870000.0,7763102700.0,11760626000.0
2094.0,10237315000.0,10209091000.0,16925493000.0,11202294000.0,10805687000.0,10846336000.0,7103100400.0,9402535000.0,4954774500.0,12787146000.0,8754636000.0,8418394600.0,7346679000.0,11821900000.0
2095.0,10062740000.0,9622322000.0,17040590000.0,10917147000.0,10565425000.0,10565994000.0,7062054400.0,9585186000.0,4633392000.0,12586428000.0,8643779000.0,8580307500.0,7159801000.0,11713521000.0
2096.0,9838202000.0,9229332000.0,16898990000.0,10830449000.0,10194713000.0,10548686000.0,7041272300.0,9297437000.0,4432534000.0,12901257000.0,8840776000.0,8526009000.0,7349582300.0,11318272000.0
2097.0,9388471000.0,9018662000.0,16485640000.0,10403692000.0,10008206000.0,10468478000.0,6832105000.0,9156632000.0,4381782000.0,12776728000.0,8815533000.0,8619461000.0,7413769700.0,11436468000.0
2098.0,9202014000.0,8540050000.0,16550565000.0,10034668000.0,9760702000.0,10189469000.0,6944030000.0,9116682000.0,4386927600.0,12842497000.0,8658896000.0,8457077000.0,6905354000.0,11091959000.0
2099.0,8656096000.0,8031983600.0,16738918000.0,9958517000.0,10132106000.0,10203159000.0,6650943000.0,9023063000.0,4329107500.0,13091160000.0,8389287000.0,8493100000.0,6516132000.0,11225515000.0
2100.0,8119637000.0,8124125000.0,16831239000.0,9873202000.0,10346200000.0,9773116000.0,6446067000.0,9213332000.0,4135458000.0,13175045000.0,8485217300.0,8396059600.0,6491077000.0,10914725000.0
