time,CANESM5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR
2048.0,15640524000.0,19351896000.0,19419357000.0,22083891000.0
2049.0,15293685000.0,19289115000.0,18682925000.0,21042639000.0
2050.0,14089784000.0,18602463000.0,18163663000.0,20102860000.0
2051.0,13325019000.0,17414650000.0,17371017000.0,19757978000.0
2052.0,12802025000.0,16654944000.0,16950700000.0,19426845000.0
2053.0,12217818000.0,16006158000.0,16218456000.0,19029540000.0
2054.0,11322806000.0,15339800000.0,15588593000.0,18888327000.0
2055.0,10800944000.0,14875558000.0,14245881000.0,17962492000.0
2056.0,10776165000.0,14739623000.0,13806752000.0,17012552000.0
2057.0,10663124000.0,13692473000.0,12766771000.0,16065995000.0
2058.0,10461428000.0,13416841000.0,11856785000.0,15746618000.0
2059.0,10697060000.0,12898245000.0,11103519000.0,15276170000.0
2060.0,10579551000.0,12603441000.0,10604249000.0,14539721000.0
2061.0,10780781000.0,12555031000.0,10092837000.0,14266541000.0
2062.0,10384298000.0,12176946000.0,10082259000.0,13962522000.0
2063.0,10009465000.0,11712432000.0,9867581000.0,13593541000.0
2064.0,9971539000.0,11397003000.0,9410378000.0,12666794000.0
2065.0,9799412000.0,11276576000.0,9293187000.0,11788292000.0
2066.0,9597266000.0,10635036000.0,9136497000.0,11494947000.0
2067.0,9650746000.0,10373124000.0,8772073000.0,11484815000.0
2068.0,9268136000.0,10131478000.0,8675984000.0,11332956000.0
2069.0,8940386000.0,10214824000.0,8824336000.0,10748310000.0
2070.0,8685431000.0,9886265000.0,8681482000.0,10451980000.0
2071.0,8652046000.0,9840833000.0,8962528000.0,10136733000.0
2072.0,8434882000.0,9745654000.0,9045664000.0,9790870000.0
2073.0,8425160000.0,9837971000.0,9442367000.0,9710274000.0
2074.0,8124475400.0,9791949000.0,9480514000.0,9690401000.0
2075.0,8204327400.0,10171071000.0,9445796000.0,9607820000.0
2076.0,8625894000.0,10394661000.0,9642440000.0,9654041000.0
2077.0,8404152000.0,10960608000.0,9855205000.0,9499942000.0
2078.0,8379229000.0,10908042000.0,9751290000.0,9299356000.0
2079.0,8548414500.0,11013672000.0,9698895000.0,9419861000.0
2080.0,8353770000.0,11008420000.0,9940114000.0,9429752000.0
2081.0,8468244000.0,11160822000.0,9653608000.0,9521745000.0
2082.0,8695959000.0,11295497000.0,9511072000.0,9730984000.0
2083.0,8947459000.0,11458245000.0,9730537000.0,9609046000.0
2084.0,8950982000.0,11637394000.0,9811871000.0,9510790000.0
2085.0,8517655600.0,11735165000.0,9414551000.0,9288662000.0
2086.0,8391625000.0,11902596000.0,9547464000.0,9148202000.0
2087.0,8631474000.0,12121321000.0,9618338000.0,9119609000.0
2088.0,8486680600.0,11874754000.0,9549954000.0,9408164000.0
2089.0,9171800000.0,11929808000.0,9669044000.0,9281104000.0
2090.0,8650932000.0,12144162000.0,9610655000.0,9311037000.0
2091.0,9033976000.0,12138527000.0,9653401000.0,9621924000.0
2092.0,9106890000.0,11964859000.0,9501829000.0,9753889000.0
2093.0,9552886000.0,12264164000.0,9729965000.0,9947162000.0
2094.0,9657971000.0,12570162000.0,9629892000.0,10035945000.0
2095.0,9853008000.0,12696523000.0,9730395000.0,10106715000.0
2096.0,9731067000.0,12949672000.0,9861678000.0,9834319000.0
2097.0,10218864000.0,13516990000.0,9641898000.0,9891127000.0
2098.0,10693496000.0,13393744000.0,9869251000.0,9952330000.0
2099.0,11058390000.0,13457319000.0,9882490000.0,10104378000.0
2100.0,11176684000.0,13851361000.0,9592817000.0,10119530000.0
