time,CAMS-CSM1-0,ACCESS-ESM1-5,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,EC-EARTH3,TAIESM1,MRI-ESM2-0,INM-CM5-0,CESM2,CESM2-WACCM,EC-EARTH3-VEG,NORESM2-MM,CANESM5,CMCC-CM2-SR5,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR,ACCESS-CM2
2000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0,28333429000.0
2001.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0,28671502000.0
2002.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0,28380901000.0
2003.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0,28905034000.0
2004.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0,28533480000.0
2005.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0,28173410000.0
2006.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0,28184936000.0
2007.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0,28110880000.0
2008.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0,28038054000.0
2009.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0,27929586000.0
2010.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0,27877143000.0
2011.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0,27805241000.0
2012.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0
2013.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0
2014.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0
2015.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0
2016.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0
2017.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0
2018.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0
2019.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0
2020.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0
2021.0,26906237000.0,26863540000.0,26891155000.0,26953972000.0,26846978000.0,26849602000.0,26835622000.0,26935440000.0,26912602000.0,26899628000.0,27002214000.0,26885680000.0,26914632000.0,26986520000.0,26878446000.0,27154799000.0,26876936000.0,26909506000.0,26849755000.0
2022.0,26789992000.0,26800452000.0,26731993000.0,26822103000.0,26727096000.0,26746278000.0,26728681000.0,26787584000.0,26833226000.0,26786180000.0,26910872000.0,26772498000.0,26776703000.0,26761056000.0,26818976000.0,26995460000.0,26755633000.0,26773078000.0,26656668000.0
2023.0,26685874000.0,26728874000.0,26630398000.0,26720088000.0,26594646000.0,26613762000.0,26629513000.0,26718775000.0,26724375000.0,26691566000.0,26647656000.0,26828268000.0,26700140000.0,26664139000.0,26955350000.0,26827020000.0,26667796000.0,26665660000.0,26566890000.0
2024.0,26542717000.0,26545166000.0,26502090000.0,26612556000.0,26451945000.0,26489740000.0,26451513000.0,26785153000.0,26621233000.0,26571112000.0,26455017000.0,26624860000.0,26531566000.0,26498875000.0,26682110000.0,26685520000.0,26544884000.0,26792730000.0,26413800000.0
2025.0,26537308000.0,26420930000.0,26409167000.0,26515536000.0,26286143000.0,26598384000.0,26267128000.0,26547239000.0,26432637000.0,26451520000.0,26267271000.0,26444644000.0,26546637000.0,26400215000.0,26567133000.0,26549369000.0,26399179000.0,26507612000.0,26293162000.0
2026.0,26289471000.0,26369262000.0,26241608000.0,26405018000.0,26126127000.0,26255900000.0,26099770000.0,26457977000.0,26362515000.0,26428314000.0,26017683000.0,26396290000.0,26416220000.0,26316757000.0,26501329000.0,26484097000.0,26264916000.0,26309680000.0,26143384000.0
2027.0,26150926000.0,26142173000.0,26114077000.0,26272086000.0,26076926000.0,26086687000.0,25978348000.0,26400733000.0,26255342000.0,26261158000.0,26048967000.0,26225144000.0,26075804000.0,26130254000.0,26416509000.0,26343023000.0,26052700000.0,26219035000.0,26035331000.0
2028.0,26016653000.0,26166057000.0,25981594000.0,26112408000.0,25993892000.0,25868564000.0,25758153000.0,26197234000.0,26101539000.0,26167976000.0,25846432000.0,26087297000.0,25896333000.0,25931397000.0,26270904000.0,26246509000.0,25887994000.0,26077915000.0,25802033000.0
2029.0,25916553000.0,25976582000.0,25802068000.0,25931164000.0,25515080000.0,25725235000.0,25542777000.0,26110917000.0,26162897000.0,25971399000.0,25548114000.0,25877260000.0,25878632000.0,25782661000.0,26181904000.0,26127860000.0,25803737000.0,25899820000.0,25554676000.0
2030.0,25750858000.0,25841127000.0,25567425000.0,25791427000.0,25290263000.0,25545177000.0,25316660000.0,25990160000.0,25985208000.0,25828630000.0,25384610000.0,25778741000.0,26002594000.0,25818145000.0,26034366000.0,26128521000.0,25534126000.0,25656207000.0,25372373000.0
2031.0,25676126000.0,25600834000.0,25334960000.0,25666160000.0,25031496000.0,25380580000.0,25079654000.0,25830146000.0,25820527000.0,25635846000.0,25230502000.0,25716638000.0,25642088000.0,25514177000.0,25883754000.0,25936114000.0,25318770000.0,25589135000.0,25366016000.0
2032.0,25497580000.0,25378703000.0,25156942000.0,25516872000.0,24730510000.0,25237137000.0,24869782000.0,25746260000.0,25793438000.0,25584284000.0,25000057000.0,25533989000.0,25351832000.0,25305403000.0,25760795000.0,25821202000.0,25109438000.0,25324126000.0,24945744000.0
2033.0,25334704000.0,25218759000.0,24941072000.0,25377892000.0,24480950000.0,24980541000.0,24647740000.0,25763617000.0,25601577000.0,25404185000.0,24824930000.0,25392794000.0,25182392000.0,25137406000.0,25831234000.0,25716531000.0,24895812000.0,25117757000.0,24673274000.0
2034.0,25146563000.0,25114253000.0,24720435000.0,25221235000.0,24306490000.0,24715516000.0,24191013000.0,25574095000.0,25575682000.0,25388750000.0,24577264000.0,25255756000.0,25068410000.0,25120176000.0,25765480000.0,25639450000.0,24606048000.0,24981470000.0,24386662000.0
2035.0,24982899000.0,24938377000.0,24426967000.0,25243281000.0,23983968000.0,24742970000.0,23735589000.0,25473767000.0,25369570000.0,25171276000.0,24397627000.0,25094881000.0,24885789000.0,24824300000.0,25611293000.0,25623312000.0,24442278000.0,24758820000.0,24106185000.0
2036.0,24814768000.0,24733198000.0,24175628000.0,25015695000.0,23699660000.0,24366182000.0,23507413000.0,25334043000.0,25213723000.0,24950487000.0,24127382000.0,24884224000.0,24688730000.0,24640702000.0,25414898000.0,25463850000.0,24349118000.0,24542691000.0,23861953000.0
2037.0,24675830000.0,24771865000.0,24045212000.0,24856668000.0,23482600000.0,24166992000.0,23237442000.0,25217511000.0,25053440000.0,24789647000.0,23922487000.0,24730430000.0,24561973000.0,24453976000.0,25212887000.0,25349478000.0,24035965000.0,24394328000.0,23740040000.0
2038.0,24470868000.0,24460320000.0,23490367000.0,24698755000.0,23240830000.0,24032457000.0,22893370000.0,25064569000.0,25026550000.0,24682607000.0,23606473000.0,24571173000.0,24522140000.0,24216980000.0,25057812000.0,25189430000.0,23835498000.0,24155760000.0,23419933000.0
2039.0,24260186000.0,24619039000.0,23279235000.0,24513833000.0,22835870000.0,23810300000.0,22553510000.0,24916744000.0,24910363000.0,24422375000.0,23396116000.0,24403126000.0,24243112000.0,23978338000.0,25039618000.0,25102692000.0,23581270000.0,23950220000.0,23139960000.0
2040.0,24075876000.0,24158212000.0,22868752000.0,24287437000.0,22614897000.0,23617510000.0,22199646000.0,24746242000.0,24682465000.0,24208142000.0,23160947000.0,24218016000.0,24076347000.0,23776627000.0,24791249000.0,24961327000.0,23360766000.0,23793312000.0,22854535000.0
2041.0,24033830000.0,23955065000.0,22609678000.0,24114719000.0,22443016000.0,23508513000.0,21924348000.0,24577044000.0,24454779000.0,24016642000.0,22971286000.0,24021303000.0,23901473000.0,23540750000.0,24661844000.0,24789342000.0,23135836000.0,23617925000.0,22639116000.0
2042.0,23778429000.0,23772223000.0,22327495000.0,23931675000.0,22116090000.0,23160367000.0,21730306000.0,24320403000.0,24249920000.0,23902134000.0,22714964000.0,23792144000.0,23682994000.0,23364282000.0,24506118000.0,24713288000.0,22909452000.0,23353491000.0,22362075000.0
2043.0,23563018000.0,23590832000.0,22141573000.0,23782238000.0,21917768000.0,22875978000.0,21384106000.0,24124766000.0,24098953000.0,23455314000.0,22441937000.0,23663137000.0,23531303000.0,23104186000.0,24291789000.0,24588646000.0,22681756000.0,23081095000.0,22096566000.0
2044.0,23461974000.0,23389671000.0,21906220000.0,23616203000.0,21660713000.0,22741850000.0,21107990000.0,23938680000.0,23971877000.0,23451998000.0,22228488000.0,23565867000.0,23399027000.0,22865068000.0,24046338000.0,24464320000.0,22432078000.0,22835698000.0,21866828000.0
2045.0,23172577000.0,23229417000.0,21612368000.0,23430935000.0,21274860000.0,22537247000.0,20797970000.0,23754949000.0,23818217000.0,23073634000.0,21981053000.0,23205538000.0,23129444000.0,22479045000.0,23889842000.0,24373440000.0,22232594000.0,22445345000.0,21536745000.0
2046.0,22974765000.0,23048081000.0,21405354000.0,23292254000.0,20973658000.0,22342494000.0,20548807000.0,23521272000.0,23672402000.0,22724420000.0,21751490000.0,22974015000.0,22992177000.0,22133117000.0,23821430000.0,24232559000.0,21930947000.0,22178384000.0,21241053000.0
2047.0,22704574000.0,22814700000.0,21090972000.0,23107190000.0,20754510000.0,22105400000.0,20229394000.0,23305318000.0,23545508000.0,22451304000.0,21528465000.0,22769748000.0,22826445000.0,21808589000.0,23571763000.0,24080048000.0,21737394000.0,21966307000.0,21012756000.0
2048.0,22437530000.0,22676298000.0,20774089000.0,23027579000.0,20450664000.0,21739630000.0,19948257000.0,23051876000.0,23325374000.0,22071067000.0,21300066000.0,22523408000.0,22603094000.0,21497098000.0,23404167000.0,23969663000.0,21509149000.0,21720869000.0,21037752000.0
2049.0,22252080000.0,22746853000.0,20508514000.0,22769512000.0,20197536000.0,21587790000.0,19616573000.0,22758780000.0,23168231000.0,21713920000.0,21038537000.0,22315910000.0,22278390000.0,21184207000.0,23188828000.0,23800310000.0,21283097000.0,21486963000.0,20708778000.0
2050.0,22151487000.0,22519927000.0,20217168000.0,22599307000.0,20014815000.0,21483342000.0,19251330000.0,22455532000.0,23019794000.0,21469733000.0,20704672000.0,22087102000.0,21986845000.0,20903567000.0,22972103000.0,23768257000.0,21085202000.0,21313180000.0,20600142000.0
2051.0,21824406000.0,22314131000.0,19851626000.0,22428200000.0,19866841000.0,21230496000.0,18917930000.0,22167044000.0,22755144000.0,21168601000.0,20720042000.0,21760094000.0,21770217000.0,20628888000.0,22767450000.0,23478610000.0,21125780000.0,21152614000.0,20254247000.0
2052.0,21669319000.0,22214756000.0,19543490000.0,22234560000.0,19651041000.0,20941950000.0,18751502000.0,22078298000.0,22543809000.0,20900460000.0,20379267000.0,21417480000.0,21779247000.0,20384184000.0,22521494000.0,23333286000.0,20766134000.0,20904704000.0,20089090000.0
2053.0,21425010000.0,22056468000.0,19351798000.0,22032474000.0,19376020000.0,20661540000.0,18471483000.0,21850659000.0,22324552000.0,20659493000.0,20110270000.0,21155770000.0,21581015000.0,20059503000.0,22308850000.0,23128545000.0,20524310000.0,20609772000.0,19843727000.0
2054.0,21220336000.0,21846196000.0,19203383000.0,21815706000.0,19125590000.0,20502376000.0,18249855000.0,21513187000.0,22126203000.0,20346014000.0,19914700000.0,20835770000.0,21130377000.0,19849261000.0,22235595000.0,22982863000.0,20370043000.0,20340976000.0,19557945000.0
2055.0,21033327000.0,21626655000.0,18928265000.0,21630972000.0,18892206000.0,20233013000.0,17948280000.0,21360562000.0,21964728000.0,20053484000.0,19558636000.0,20572213000.0,20973974000.0,19524323000.0,21918407000.0,22809831000.0,20219783000.0,20122747000.0,19287470000.0
2056.0,20879964000.0,21513644000.0,18722190000.0,21419745000.0,18672194000.0,20086235000.0,17651714000.0,21120573000.0,21915177000.0,19756120000.0,19341576000.0,20371060000.0,20823753000.0,19124802000.0,21689467000.0,22607124000.0,20089328000.0,19907484000.0,19048538000.0
2057.0,20685103000.0,21432433000.0,18540677000.0,21249493000.0,18439158000.0,19843363000.0,17416790000.0,20902547000.0,21641400000.0,19513618000.0,19082828000.0,19990153000.0,21000186000.0,18781403000.0,21290000000.0,22328270000.0,19809960000.0,19670000000.0,18854672000.0
2058.0,20482732000.0,21158640000.0,18390320000.0,21095975000.0,18315557000.0,19588528000.0,17187734000.0,20682605000.0,21476252000.0,19257883000.0,18808890000.0,19766426000.0,20587368000.0,18460938000.0,21046230000.0,22172254000.0,19653829000.0,19333839000.0,18649465000.0
2059.0,20426449000.0,20944515000.0,18145886000.0,20931160000.0,18090602000.0,19330710000.0,16956518000.0,20470747000.0,21350375000.0,18947170000.0,18642108000.0,19472273000.0,20282618000.0,18261055000.0,20770996000.0,21976338000.0,19449807000.0,19126682000.0,18368565000.0
2060.0,20157198000.0,20691407000.0,17900833000.0,20796377000.0,17801282000.0,19195613000.0,16690082000.0,20261968000.0,21147134000.0,18646825000.0,18423245000.0,19176493000.0,20016312000.0,17979103000.0,20516067000.0,21825602000.0,19268039000.0,18935691000.0,18143009000.0
2061.0,20034177000.0,20539933000.0,17641198000.0,20587043000.0,17602836000.0,18864824000.0,16466929000.0,20041466000.0,20974879000.0,18373980000.0,18111660000.0,18850593000.0,19798600000.0,17709960000.0,20334918000.0,21697206000.0,19093926000.0,18621065000.0,17908054000.0
2062.0,19810347000.0,20301496000.0,17397307000.0,20378302000.0,17434995000.0,18590749000.0,16244884000.0,19908225000.0,20764768000.0,18028313000.0,17856365000.0,18566736000.0,19528860000.0,17483047000.0,20048642000.0,21561068000.0,18958674000.0,18456924000.0,17646068000.0
2063.0,19592038000.0,20090450000.0,17242909000.0,20180849000.0,17255035000.0,18354323000.0,16038952000.0,19705715000.0,20569758000.0,17739049000.0,17596822000.0,18277243000.0,19344480000.0,17194811000.0,19881712000.0,21280823000.0,18805987000.0,18185521000.0,17408815000.0
2064.0,19425917000.0,19873104000.0,17073809000.0,20005183000.0,17056255000.0,18370908000.0,15833636000.0,19519107000.0,20406016000.0,17435777000.0,17319436000.0,18101574000.0,19193526000.0,17006297000.0,19461091000.0,21041744000.0,18645895000.0,17986744000.0,17247610000.0
2065.0,19317105000.0,19652835000.0,16899987000.0,19831747000.0,16892155000.0,17876034000.0,15627239000.0,19329999000.0,20234582000.0,17302057000.0,17149060000.0,17806387000.0,19053634000.0,16795525000.0,19148155000.0,20949610000.0,18462358000.0,17736240000.0,16912504000.0
2066.0,19112636000.0,19382688000.0,16727411000.0,19687578000.0,16634577000.0,17804347000.0,15401122000.0,19022033000.0,20095275000.0,17050129000.0,16800831000.0,17557543000.0,18907701000.0,16594936000.0,19010032000.0,20748710000.0,18318834000.0,17548628000.0,16667851000.0
2067.0,18965981000.0,19133430000.0,16538314000.0,19517670000.0,16316777000.0,17509472000.0,15140065000.0,18789840000.0,19975094000.0,16761293000.0,16563507000.0,17323147000.0,18746108000.0,16327034000.0,18772417000.0,20494720000.0,18156235000.0,17312928000.0,16429667000.0
2068.0,18796034000.0,18971335000.0,16405864000.0,19347370000.0,16173798000.0,17263940000.0,14907094000.0,18596393000.0,19767990000.0,16499491000.0,16345671000.0,17023090000.0,18528666000.0,16052036000.0,18567367000.0,20253868000.0,18035296000.0,17078687000.0,16177914000.0
2069.0,18792415000.0,18634684000.0,16259263000.0,19183843000.0,16008151000.0,16961051000.0,14649218000.0,18373706000.0,19660818000.0,16282621000.0,16054300000.0,16769800000.0,18425696000.0,15789652000.0,18263687000.0,20059283000.0,17917805000.0,16879828000.0,15975535000.0
2070.0,18589886000.0,18324918000.0,16067721000.0,19047332000.0,15773607000.0,16734255000.0,14468128000.0,18248618000.0,19549497000.0,16068241000.0,15788883000.0,16415703000.0,18233797000.0,15615710000.0,18096882000.0,19910494000.0,17793420000.0,16668936000.0,15751143000.0
2071.0,18381100000.0,18150121000.0,15854870000.0,18904120000.0,15521733000.0,16561948000.0,14262014000.0,18084958000.0,19409523000.0,15806878000.0,15513437000.0,16095667000.0,18029270000.0,15398744000.0,17923332000.0,19704766000.0,17660545000.0,16462506000.0,15424728000.0
2072.0,18281812000.0,17956870000.0,15680259000.0,18716318000.0,15342879000.0,16288037000.0,13956142000.0,17930959000.0,19262562000.0,15621191000.0,15214200000.0,15866230000.0,17884236000.0,15137294000.0,17717460000.0,19498494000.0,17491845000.0,16226771000.0,15168795000.0
2073.0,18094560000.0,17751112000.0,15488836000.0,18570570000.0,15095577000.0,15974177000.0,13724233000.0,17765745000.0,19114109000.0,15347874000.0,14875296000.0,15592675000.0,17704724000.0,14886503000.0,17504307000.0,19319628000.0,17450020000.0,16043619000.0,14914631000.0
2074.0,18018564000.0,17549222000.0,15276092000.0,18442977000.0,14823970000.0,15778413000.0,13513670000.0,17646252000.0,18983627000.0,15091465000.0,14633059000.0,15273832000.0,17527554000.0,14673415000.0,17248164000.0,19146420000.0,17488818000.0,15773718000.0,14714451000.0
2075.0,17841880000.0,17238675000.0,15100940000.0,18232898000.0,14606941000.0,15573457000.0,13245733000.0,17442169000.0,18870335000.0,14875973000.0,14399537000.0,15035731000.0,17393103000.0,14471279000.0,17125641000.0,18932690000.0,17174052000.0,15550545000.0,14491741000.0
2076.0,17752635000.0,17079281000.0,14871612000.0,18202616000.0,14331717000.0,15325980000.0,13039378000.0,17164232000.0,18730090000.0,14570299000.0,14096525000.0,14790271000.0,17246550000.0,14219930000.0,16934964000.0,18769674000.0,17026976000.0,15332113000.0,14202690000.0
2077.0,17811233000.0,16905879000.0,14708334000.0,18044780000.0,14070867000.0,15007010000.0,12824688000.0,16961876000.0,18611528000.0,14350853000.0,13766327000.0,14393760000.0,17056253000.0,13951091000.0,16772096000.0,18569000000.0,16914568000.0,15124487000.0,13909499000.0
2078.0,17607498000.0,16633812000.0,14537700000.0,17923668000.0,13844321000.0,14755402000.0,12547015000.0,16774826000.0,18425540000.0,14072302000.0,13460751000.0,14205394000.0,16819513000.0,13672253000.0,16689276000.0,18396297000.0,16910867000.0,14919850000.0,13714891000.0
2079.0,17499462000.0,16442668000.0,14381957000.0,17788700000.0,13586806000.0,14562617000.0,12243902000.0,16644517000.0,18299710000.0,13815025000.0,13252136000.0,13970617000.0,16645647000.0,13412867000.0,16479633000.0,18274402000.0,16707813000.0,14747838000.0,13478816000.0
