time,MRI-ESM2-0
2000.0,28333429000.0
2001.0,28671502000.0
2002.0,28380901000.0
2003.0,28905034000.0
2004.0,28533480000.0
2005.0,28173410000.0
2006.0,28184936000.0
2007.0,28110880000.0
2008.0,28038054000.0
2009.0,27929586000.0
2010.0,27877143000.0
2011.0,27805241000.0
2012.0,27759036000.0
2013.0,27568898000.0
2014.0,27441768000.0
2015.0,27572281000.0
2016.0,27443560000.0
2017.0,27257694000.0
2018.0,27147590000.0
2019.0,27071609000.0
2020.0,27045728000.0
2021.0,26888595000.0
2022.0,26944274000.0
2023.0,26783860000.0
2024.0,26660827000.0
2025.0,26588631000.0
2026.0,26659488000.0
2027.0,26821247000.0
2028.0,26486070000.0
2029.0,26259223000.0
2030.0,26318125000.0
2031.0,26167308000.0
2032.0,26024530000.0
2033.0,25888227000.0
2034.0,25777922000.0
2035.0,25677510000.0
2036.0,25691382000.0
2037.0,25550033000.0
2038.0,25436142000.0
2039.0,25280528000.0
2040.0,25143925000.0
2041.0,25043010000.0
2042.0,24904614000.0
2043.0,24790220000.0
2044.0,24679535000.0
2045.0,24554090000.0
2046.0,24496910000.0
2047.0,24335366000.0
2048.0,24171060000.0
2049.0,23945568000.0
2050.0,23832120000.0
2051.0,23913780000.0
2052.0,23625447000.0
2053.0,23747115000.0
2054.0,23582585000.0
2055.0,23714660000.0
2056.0,23353696000.0
2057.0,23169038000.0
2058.0,22952507000.0
2059.0,22845670000.0
2060.0,22717411000.0
2061.0,22846224000.0
2062.0,22604902000.0
2063.0,22425045000.0
2064.0,22268560000.0
2065.0,22168938000.0
2066.0,22079984000.0
2067.0,21956663000.0
2068.0,21925396000.0
2069.0,21783106000.0
2070.0,21616249000.0
2071.0,21506011000.0
2072.0,21428668000.0
2073.0,21253771000.0
2074.0,21123150000.0
2075.0,21077776000.0
2076.0,20920216000.0
2077.0,20756156000.0
2078.0,20608995000.0
2079.0,20431254000.0
2080.0,20186350000.0
2081.0,20102373000.0
2082.0,19969161000.0
2083.0,19677835000.0
2084.0,19486394000.0
2085.0,19378020000.0
2086.0,19391340000.0
2087.0,19142609000.0
2088.0,19025152000.0
2089.0,18837610000.0
2090.0,18695991000.0
2091.0,18682823000.0
2092.0,18584510000.0
2093.0,18540964000.0
2094.0,18309421000.0
2095.0,18192695000.0
2096.0,18111713000.0
2097.0,18048260000.0
2098.0,17870551000.0
2099.0,17691150000.0
2100.0,17783691000.0
