time,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,MRI-ESM2-0,INM-CM5-0,INM-CM4-8,CMCC-CM2-SR5,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,NORESM2-MM
2000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0
2001.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0
2002.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0
2003.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0
2004.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0
2005.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0
2006.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0
2007.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0
2008.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0
2009.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0
2010.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0
2011.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0
2012.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0
2013.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0
2014.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0
2015.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0
2016.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0
2017.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0
2018.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0
2019.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0
2020.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0
2021.0,14043573000.0,13953414000.0,13901262000.0,13926866000.0,13921061000.0,13999887000.0,13950472000.0,13972010000.0,13913216000.0,13934773000.0,13941129000.0,13919892000.0,13920544000.0,13931307000.0
2022.0,13815126000.0,13796177000.0,13792504000.0,13762531000.0,13765557000.0,13865300000.0,13812800000.0,13888260000.0,13773712000.0,13795095000.0,13835095000.0,13754613000.0,13796653000.0,13798875000.0
2023.0,13784245000.0,13637846000.0,13615912000.0,13640198000.0,13687675000.0,13717682000.0,13704650000.0,13794328000.0,13637885000.0,13701554000.0,13771692000.0,13678276000.0,13680417000.0,13654345000.0
2024.0,13596791000.0,13498319000.0,13450470000.0,13506186000.0,13507699000.0,13606334000.0,13610718000.0,13694176000.0,13512168000.0,13639542000.0,13634882000.0,13520583000.0,13526815000.0,13540855000.0
2025.0,13481721000.0,13379100000.0,13337280000.0,13306956000.0,13350648000.0,13500301000.0,13442098000.0,13696686000.0,13387808000.0,13429465000.0,13474730000.0,13348429000.0,13507660000.0,13499145000.0
2026.0,13307079000.0,13238373000.0,13180840000.0,13139510000.0,13256379000.0,13464674000.0,13319778000.0,13492861000.0,13263070000.0,13270738000.0,13436343000.0,13212480000.0,13278414000.0,13271410000.0
2027.0,13159086000.0,13080443000.0,13035759000.0,12961461000.0,13014741000.0,13320985000.0,13197920000.0,13369940000.0,13098894000.0,13129446000.0,13340861000.0,13061580000.0,13168469000.0,13141580000.0
2028.0,12984884000.0,12948702000.0,12919460000.0,12747612000.0,12868281000.0,13183685000.0,13073466000.0,13218521000.0,12964283000.0,13035307000.0,13150142000.0,12964607000.0,13021610000.0,12974362000.0
2029.0,12752486000.0,12738782000.0,12747265000.0,12548340000.0,12776669000.0,13019689000.0,12903036000.0,13044833000.0,12837422000.0,12834174000.0,13070110000.0,12857937000.0,12845521000.0,12801998000.0
2030.0,12565624000.0,12563542000.0,12609317000.0,12359936000.0,12586537000.0,12862682000.0,12747341000.0,12917128000.0,12721454000.0,12753440000.0,12928151000.0,12659924000.0,12625262000.0,12652730000.0
2031.0,12312131000.0,12402119000.0,12452599000.0,12173549000.0,12384360000.0,12743914000.0,12659031000.0,12874591000.0,12610089000.0,12669870000.0,12838445000.0,12432595000.0,12438333000.0,12439389000.0
2032.0,12190760000.0,12148137000.0,12302523000.0,12007458000.0,12215653000.0,12593695000.0,12510474000.0,12662832000.0,12540360000.0,12446802000.0,12797524000.0,12240863000.0,12398029000.0,12572278000.0
2033.0,11990098000.0,11956786000.0,12171704000.0,11854692000.0,12036394000.0,12388516000.0,12318995000.0,12540483000.0,12408958000.0,12259687000.0,12657382000.0,12077668000.0,12135230000.0,12181823000.0
2034.0,11760319000.0,11813426000.0,12031192000.0,11658013000.0,11845303000.0,12245863000.0,12187548000.0,12396762000.0,12331367000.0,12089557000.0,12557594000.0,11861465000.0,11954110000.0,12035700000.0
2035.0,11541452000.0,11638628000.0,11838358000.0,11552626000.0,11642418000.0,12123765000.0,12026948000.0,12231673000.0,12115670000.0,11978198000.0,12537135000.0,12051647000.0,11772117000.0,11866215000.0
2036.0,11248041000.0,11505583000.0,11639959000.0,11371434000.0,11434251000.0,12044824000.0,11869666000.0,12030035000.0,11945899000.0,11935034000.0,12430960000.0,11617850000.0,11605888000.0,11714767000.0
2037.0,11193474000.0,11353578000.0,11468670000.0,11160517000.0,11235596000.0,11856146000.0,11782253000.0,11870807000.0,11794502000.0,11670430000.0,12442563000.0,11413485000.0,11450302000.0,11521414000.0
2038.0,10920269000.0,11140982000.0,11296959000.0,11013247000.0,11029060000.0,11729265000.0,11655572000.0,11685011000.0,11626500000.0,11518549000.0,12201449000.0,11217884000.0,11227632000.0,11394966000.0
2039.0,10665698000.0,10989995000.0,11103918000.0,10834956000.0,10813254000.0,11539268000.0,11496513000.0,11530703000.0,11508076000.0,11379796000.0,12032988000.0,11044221000.0,11072830000.0,11168111000.0
2040.0,10501810000.0,10801442000.0,10957904000.0,10666442000.0,10569713000.0,11383583000.0,11540978000.0,11397042000.0,11441986000.0,11156006000.0,12165403000.0,10830075000.0,10954434000.0,10945019000.0
2041.0,10343085000.0,10612795000.0,10830603000.0,10610382000.0,10303163000.0,11332689000.0,11362024000.0,11259043000.0,11280241000.0,10978776000.0,11815775000.0,10689160000.0,10757438000.0,10765676000.0
2042.0,10194643000.0,10368679000.0,10671127000.0,10404621000.0,10086242000.0,11086465000.0,11175194000.0,11093329000.0,11121701000.0,10800524000.0,11809552000.0,10507200000.0,10543457000.0,10588351000.0
2043.0,9922958000.0,10199891000.0,10552926000.0,10327037000.0,9862532000.0,10993374000.0,11034587000.0,10970624000.0,10980605000.0,10629315000.0,11727505000.0,10342076000.0,10405821000.0,10409598000.0
2044.0,9769176000.0,10056656000.0,10351454000.0,10098482000.0,9632262000.0,10889571000.0,10929360000.0,10799992000.0,10861925000.0,10456098000.0,11535983000.0,10152733000.0,10266866000.0,10228067000.0
2045.0,9516844000.0,9916699000.0,10189017000.0,9925463000.0,9422878000.0,10740154000.0,10793967000.0,10571333000.0,10709861000.0,10304010000.0,11495749000.0,9957433000.0,10062188000.0,10049077000.0
2046.0,9421031000.0,9684775000.0,10060865000.0,9778501000.0,9179989000.0,10588935000.0,10651275000.0,10390441000.0,10546423000.0,10120313000.0,11472709000.0,9749415000.0,9905242000.0,9840684000.0
2047.0,9202800000.0,9483500000.0,9919361000.0,9659742000.0,8923952000.0,10464173000.0,10681490000.0,10190314000.0,10408408000.0,10052565000.0,11266738000.0,9585169000.0,9730076000.0,9606443000.0
2048.0,8970236000.0,9339332000.0,9777474000.0,9499013000.0,8727051000.0,10361424000.0,10476347000.0,9996709000.0,10390551000.0,9831363000.0,11148705000.0,9393681000.0,9573838000.0,9417147000.0
2049.0,8763845000.0,9248596000.0,9539767000.0,9377092000.0,8460570000.0,10325860000.0,10295241000.0,9868703000.0,10338579000.0,9728240000.0,10997519000.0,9221882000.0,9372724000.0,9222751000.0
2050.0,8528265700.0,9041412000.0,9452869000.0,9232391000.0,8302344000.0,10133971000.0,10172908000.0,9687272000.0,10070800000.0,9533494000.0,10860785000.0,9019758000.0,9216392000.0,9078837000.0
2051.0,8388421000.0,8867823000.0,9264516000.0,9108634000.0,8112347000.0,10032241000.0,10040667000.0,9503847000.0,9904541000.0,9369223000.0,10721199000.0,8810063000.0,9073348000.0,8841846000.0
2052.0,8178772000.0,8683171000.0,9149211000.0,8972204000.0,7943426000.0,9872499000.0,9921183000.0,9352327000.0,9728884000.0,9225255000.0,10583669000.0,8623457000.0,8908912000.0,8604483000.0
2053.0,8003533000.0,8516343300.0,9002849000.0,8870865000.0,7710077400.0,9765323000.0,9811278000.0,9104968000.0,9606461000.0,9097917000.0,10417342000.0,8394139600.0,8717729000.0,8364386000.0
2054.0,7848253000.0,8394817500.0,8850572000.0,8728664000.0,7555206700.0,9642233000.0,9694654000.0,8931717000.0,9410474000.0,8966852000.0,10261465000.0,8181246000.0,8542614000.0,8157453000.0
