time,ACCESS-ESM1-5,EC-EARTH3-VEG,IPSL-CM6A-LR,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,ACCESS-CM2,NORESM2-MM,TAIESM1,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,CANESM5,MRI-ESM2-0,INM-CM4-8,INM-CM5-0,CMCC-CM2-SR5
2000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0
2001.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0
2002.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0
2003.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0
2004.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0
2005.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0
2006.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0
2007.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0
2008.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0
2009.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0
2010.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0
2011.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0
2012.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0
2013.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0
2014.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0
2015.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0
2016.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0
2017.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0
2018.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0
2019.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0
2020.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0
2021.0,13901902000.0,13920586000.0,13903536000.0,13915642000.0,13916963000.0,13913368000.0,13935118000.0,13903428000.0,13917238000.0,13963971000.0,14048792000.0,13924154000.0,13910333000.0,13921212000.0,13899532000.0,13882225000.0,14030088000.0,13899396000.0,13914557000.0
2022.0,13790378000.0,13787469000.0,13828100000.0,13815154000.0,13782928000.0,13748591000.0,13776288000.0,13924228000.0,13873227000.0,13796753000.0,13853716000.0,13771876000.0,13820021000.0,13796180000.0,13915611000.0,13730178000.0,13882949000.0,13766908000.0,13769883000.0
2023.0,13627224000.0,13713639000.0,13711084000.0,13692775000.0,13711077000.0,13549200000.0,13618917000.0,13712796000.0,13657228000.0,13662554000.0,13709595000.0,13678640000.0,13724137000.0,13660936000.0,13720773000.0,13580831000.0,13761514000.0,13660800000.0,13598691000.0
2024.0,13470321000.0,13606084000.0,13533011000.0,13486087000.0,13738865000.0,13375871000.0,13460042000.0,13553521000.0,13540116000.0,13571794000.0,13601940000.0,13534543000.0,13570260000.0,13548179000.0,13531372000.0,13406892000.0,13636310000.0,13513242000.0,13480701000.0
2025.0,13301316000.0,13479972000.0,13374767000.0,13336035000.0,13632527000.0,13168511000.0,13283352000.0,13499133000.0,13373336000.0,13357030000.0,13568600000.0,13383655000.0,13422146000.0,13370379000.0,13493894000.0,13256275000.0,13514027000.0,13367626000.0,13322547000.0
2026.0,13103526000.0,13353379000.0,13236941000.0,13165125000.0,13417220000.0,12990972000.0,13082309000.0,13573780000.0,13196470000.0,13221887000.0,13356934000.0,13241150000.0,13291384000.0,13275540000.0,13232270000.0,13026961000.0,13379102000.0,13246483000.0,13246603000.0
2027.0,12860498000.0,13179135000.0,13043003000.0,13044906000.0,13359244000.0,12816150000.0,12893510000.0,13323673000.0,12987076000.0,13006674000.0,13220104000.0,13115961000.0,13095526000.0,13077532000.0,13019382000.0,12837546000.0,13277981000.0,13073647000.0,13057533000.0
2028.0,12638230000.0,13006112000.0,12858632000.0,12862376000.0,13172051000.0,12608829000.0,12681399000.0,13180441000.0,12868673000.0,12808694000.0,13063639000.0,12950907000.0,13171308000.0,12942886000.0,12782428000.0,12618972000.0,13107268000.0,12885798000.0,12885436000.0
2029.0,12467217000.0,12829073000.0,12676765000.0,12836762000.0,13160813000.0,12390267000.0,12544506000.0,12908330000.0,12713176000.0,12612070000.0,12898281000.0,12803436000.0,12840277000.0,12776119000.0,12589309000.0,12412554000.0,12990523000.0,12710230000.0,12714334000.0
2030.0,12278364000.0,12633899000.0,12616843000.0,12565357000.0,12915193000.0,12171720000.0,12397388000.0,12723188000.0,12805655000.0,12385418000.0,12708889000.0,12604172000.0,12652369000.0,12607868000.0,12374866000.0,12142331000.0,12825388000.0,12520977000.0,12552266000.0
2031.0,12063946000.0,12438053000.0,12356473000.0,12427715000.0,12888703000.0,11964231000.0,12113575000.0,12559064000.0,12354932000.0,12173404000.0,12598817000.0,12504794000.0,12496801000.0,12450517000.0,12120392000.0,11875646000.0,12697844000.0,12355857000.0,12364539000.0
2032.0,11826063000.0,12310192000.0,12145499000.0,12289896000.0,12606862000.0,11787300000.0,11886727000.0,12516103000.0,12257412000.0,11898466000.0,12445311000.0,12411642000.0,12322055000.0,12248212000.0,11919047000.0,11652231000.0,12571677000.0,12197613000.0,12165111000.0
2033.0,11571065000.0,12183335000.0,11965480000.0,12125628000.0,12452345000.0,11519884000.0,11668149000.0,12290922000.0,12032617000.0,11653037000.0,12156082000.0,12191028000.0,12134794000.0,12028607000.0,11614916000.0,11393604000.0,12436128000.0,12038283000.0,12035820000.0
2034.0,11288252000.0,12120953000.0,11738056000.0,11954717000.0,12323222000.0,11322506000.0,11428035000.0,12072007000.0,11801647000.0,11408889000.0,11994543000.0,11975459000.0,11968930000.0,11776871000.0,11391115000.0,11108009000.0,12265580000.0,11864394000.0,11900354000.0
2035.0,11014140000.0,11866476000.0,11660984000.0,11738264000.0,12137001000.0,11515152000.0,11209687000.0,11824453000.0,11613784000.0,11233517000.0,11938954000.0,11840825000.0,11877684000.0,11525614000.0,11071675000.0,10821875000.0,12096869000.0,11764908000.0,11780825000.0
2036.0,10813686000.0,11706067000.0,11480233000.0,11569946000.0,11981444000.0,11181993000.0,11016034000.0,11613635000.0,11491161000.0,10952002000.0,11641300000.0,11648982000.0,11680302000.0,11275384000.0,10843662000.0,10528712000.0,11947818000.0,11576274000.0,11555313000.0
2037.0,10542694000.0,11671808000.0,11376023000.0,11357049000.0,11985538000.0,10888249000.0,10759240000.0,11418510000.0,11303106000.0,10657997000.0,11394505000.0,11480580000.0,11523358000.0,11064165000.0,10659402000.0,10310902000.0,11820879000.0,11388314000.0,11356361000.0
2038.0,10288210000.0,11389429000.0,11180649000.0,11206724000.0,11711729000.0,10645827000.0,10507834000.0,11200647000.0,11083381000.0,10318487000.0,11220896000.0,11374022000.0,11431498000.0,10820412000.0,10333911000.0,10084809000.0,11660983000.0,11192907000.0,11124532000.0
