time,ACCESS-ESM1-5,EC-EARTH3-VEG,IPSL-CM6A-LR,GFDL-ESM4,CAMS-CSM1-0,CESM2-WACCM,CESM2,ACCESS-CM2,NORESM2-MM,TAIESM1,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,EC-EARTH3,CANESM5,MRI-ESM2-0,INM-CM4-8,INM-CM5-0,CMCC-CM2-SR5
2039.0,10096450000.0,11228579000.0,11016815000.0,11099436000.0,11532767000.0,10408431000.0,10284075000.0,10944294000.0,10875781000.0,9998423000.0,11013857000.0,11115891000.0,11161544000.0,10554182000.0,10033065000.0,9800021000.0,11527436000.0,10977926000.0,10885224000.0
2040.0,9845903000.0,11021371000.0,10831098000.0,10919784000.0,11428368000.0,10227932000.0,10061574000.0,10623210000.0,10689655000.0,9631046000.0,10879099000.0,10945306000.0,10978196000.0,10280832000.0,10020434000.0,9538146000.0,11293826000.0,10840273000.0,10754194000.0
2041.0,9637559000.0,10831357000.0,10592066000.0,10835465000.0,11308890000.0,10036659000.0,9841691000.0,10347419000.0,10440689000.0,9488030000.0,10767190000.0,10816835000.0,10831166000.0,10033401000.0,9786409000.0,9200412000.0,11155690000.0,10728078000.0,10531238000.0
2042.0,9399751000.0,10607639000.0,10371608000.0,10661396000.0,11132412000.0,9875569000.0,9634836000.0,10068262000.0,10170260000.0,9162644000.0,10613946000.0,10559071000.0,10635557000.0,9764955000.0,9474905000.0,8989214000.0,11017256000.0,10534737000.0,10310057000.0
2043.0,9130877000.0,10393038000.0,10137683000.0,10490191000.0,10977706000.0,9704470000.0,9412000000.0,9764491000.0,9981302000.0,8847096000.0,10474489000.0,10353819000.0,10470855000.0,9479593000.0,9108941000.0,8702314000.0,10835967000.0,10356342000.0,10072036000.0
2044.0,8899811000.0,10257371000.0,9939385000.0,10295215000.0,10788472000.0,9481912000.0,9121315000.0,9453900000.0,9763638000.0,8507750000.0,10394952000.0,10158655000.0,10303345000.0,9213432000.0,8854223000.0,8402128400.0,10676964000.0,10169736000.0,9820980000.0
2045.0,8656549000.0,10049380000.0,9707433000.0,10125186000.0,10614730000.0,9258593000.0,8896068000.0,9163322000.0,9638344000.0,8192168000.0,10050604000.0,9938267000.0,10137539000.0,8918418000.0,8607468000.0,8141675000.0,10538128000.0,10005685000.0,9638326000.0
2046.0,8428841500.0,9841932000.0,9499196000.0,9931073000.0,10443983000.0,9070602000.0,8699773000.0,8903541000.0,9392556000.0,8014638600.0,9857219000.0,9809923000.0,9931960000.0,8687069000.0,8385296000.0,7868558300.0,10369110000.0,9844132000.0,9461453000.0
2047.0,8233316000.0,9618488000.0,9283919000.0,9735780000.0,10270631000.0,8793695000.0,8442403000.0,8535496700.0,9185250000.0,7663770600.0,9660363000.0,9560254000.0,9706101000.0,8441913300.0,8023729700.0,7600179700.0,10197528000.0,9712073000.0,9273207000.0
2048.0,7942973000.0,9429521000.0,9047148000.0,9556270000.0,10111173000.0,8580818000.0,8226115000.0,8185515500.0,8933620000.0,7375049700.0,9434126000.0,9345559000.0,9556944000.0,8181399000.0,7709665000.0,7283204600.0,10022311000.0,9541770000.0,9046263000.0
2049.0,7693083000.0,9211621000.0,8814765000.0,9402420000.0,9975588000.0,8410772500.0,7954656000.0,7875827700.0,8689708000.0,7053453300.0,9198845000.0,9102546000.0,9395941000.0,7951079000.0,7350751000.0,7023993300.0,9869437000.0,9548957000.0,8838226000.0
2050.0,7489477000.0,8981762000.0,8560017000.0,9200922000.0,10151477000.0,8226872000.0,7724806700.0,7545005000.0,8454904000.0,6859867000.0,8984751000.0,8914893000.0,9239626000.0,7711158000.0,7058422000.0,6838965000.0,9696782000.0,9361591000.0,8638524000.0
2051.0,7236944400.0,8737012000.0,8324428300.0,8978011000.0,9730009000.0,8010053000.0,7529878500.0,7193320400.0,8224523000.0,6500444000.0,8868826000.0,8650800000.0,8973258000.0,7496906000.0,6722380300.0,6629976600.0,9558090000.0,9129167000.0,8411777500.0
2052.0,7045183500.0,8451851300.0,8095360000.0,8811205000.0,9512344000.0,7770786000.0,7264015400.0,6932089300.0,7999293400.0,6319393000.0,8581012500.0,8432595500.0,8833164000.0,7250253000.0,6391957500.0,6374747600.0,9400638000.0,8941498000.0,8604240000.0
2053.0,6808437000.0,8186978300.0,7818036000.0,8630095000.0,9340382000.0,7529775000.0,7086792700.0,6702081000.0,7823935000.0,6045751000.0,8329637000.0,8240406000.0,8588790000.0,7059213000.0,6070421500.0,6123657000.0,9233662000.0,8760698000.0,8209907000.0
2054.0,6601598500.0,7927490600.0,7578353000.0,8432865000.0,9195277000.0,7358853000.0,6880115700.0,6481686500.0,7609363500.0,5807265000.0,8399708700.0,7988760000.0,8390552000.0,6832770000.0,5753007600.0,5936102000.0,9085116000.0,8599572000.0,7946987000.0
2055.0,6404312600.0,7728325600.0,7377749500.0,8199780400.0,9017934000.0,7203332000.0,6724304400.0,6173843000.0,7456286700.0,5540891600.0,8035958000.0,7780562000.0,8187757000.0,6580099600.0,5453587500.0,5738216400.0,8967896000.0,8419938000.0,7710233000.0
2056.0,6221965300.0,7481381400.0,7120847000.0,7998295000.0,8853854000.0,6921298400.0,6521649000.0,5929156000.0,7325025300.0,5374348300.0,7830070000.0,7586824700.0,7980460500.0,6372075000.0,5230483500.0,5507243500.0,8760820000.0,8294285300.0,7549143600.0
2057.0,6004155000.0,7209332000.0,6879014400.0,7821780000.0,8709902000.0,6722110000.0,6344824300.0,5710257000.0,7094615000.0,5123768300.0,7627497500.0,7354533000.0,7770563000.0,6215857700.0,5042374700.0,5340132400.0,8611398000.0,8176698400.0,7355046400.0
2058.0,5832175600.0,6978754600.0,6620056600.0,7679962600.0,8509315600.0,6550151000.0,6115316700.0,5519312400.0,6973758500.0,4934178000.0,7595377000.0,7149129700.0,7563656700.0,6014406000.0,4792424000.0,5153101300.0,8463148000.0,7987165700.0,7145203000.0
2059.0,5622450700.0,6738692000.0,6442707000.0,7397655000.0,8497470500.0,6326486000.0,5918696000.0,5317092000.0,6743654000.0,4729717000.0,7229511700.0,6960309000.0,7372784000.0,5877058600.0,4619101000.0,5137988000.0,8432453600.0,7829933600.0,6932218000.0
2060.0,5485650400.0,6497520600.0,6178364000.0,7161723400.0,8307666400.0,6089099300.0,5734267000.0,5056681500.0,6789530600.0,4504286700.0,7015556600.0,6743080400.0,7204523000.0,5709089300.0,4371990500.0,5004364000.0,8157542400.0,7652120000.0,6773301000.0
2061.0,5304231000.0,6272312300.0,6004093000.0,6987521000.0,8217031700.0,5842308600.0,5590826500.0,4925014500.0,6424203300.0,4351739400.0,6796630000.0,6502583000.0,6981909000.0,5542808600.0,4186008300.0,4808354000.0,7999651300.0,7484463600.0,6576837000.0
2062.0,5120945000.0,6127170000.0,5844404000.0,6747186000.0,7989560000.0,5641505000.0,5478850600.0,4757980000.0,6278615600.0,4215950300.0,6822433300.0,6281510400.0,6795662300.0,5367591400.0,4017628200.0,4666642400.0,7871932400.0,7350972000.0,6377233400.0
2063.0,4983712000.0,5902197000.0,5665386500.0,6561889300.0,7815179300.0,5605910500.0,5280108000.0,4609105000.0,6108921300.0,4066259000.0,6593155600.0,6105327000.0,6619608000.0,5175929000.0,3856637700.0,4555019000.0,7733372400.0,7169517000.0,6151997400.0
2064.0,4834203600.0,5714291000.0,5424792000.0,6390834000.0,7639338000.0,5373729300.0,5091780600.0,4452862000.0,5939827000.0,3892092700.0,6445590000.0,5940224000.0,6424567000.0,5013270500.0,3683693300.0,4616011300.0,7603761700.0,7004838000.0,5909529600.0
2065.0,4699431400.0,5533785600.0,5171438000.0,6164071400.0,7533284000.0,5235614700.0,4905176600.0,4291335400.0,5783479300.0,3704790800.0,6226479000.0,5748921300.0,6283144000.0,4873928000.0,3504456700.0,4321791500.0,7460871700.0,6848199000.0,5707951600.0
2066.0,4588401000.0,5374731000.0,4832523300.0,5971623400.0,7386583600.0,5028423000.0,4744979500.0,4123360300.0,5649526300.0,3601378800.0,6124919300.0,5506017000.0,6136886000.0,4722308000.0,3337066000.0,4197036000.0,7326797300.0,6709898000.0,5486460000.0
2067.0,4395181600.0,5258888700.0,4416760300.0,5784177700.0,7217583000.0,4836497400.0,4575581000.0,4003321000.0,5496736000.0,3421578000.0,5919782000.0,5341446700.0,5941752300.0,4544856000.0,3201937000.0,4082405400.0,7173040000.0,6575976400.0,5278230000.0
2068.0,4274181400.0,5053378600.0,4053300000.0,5587955000.0,7068227000.0,4629361700.0,4431732000.0,3856312000.0,5310269400.0,3295059500.0,6020482000.0,5202770400.0,5756643000.0,4404973000.0,3075427000.0,4007504000.0,7036297700.0,6438743600.0,5112621600.0
2069.0,4141259800.0,4926695000.0,3664606200.0,5366661000.0,6949851600.0,4528286700.0,4305583600.0,3807325000.0,5140746000.0,3175545900.0,5689195000.0,5011703000.0,5716312600.0,4245180400.0,2950164500.0,3887876600.0,6886293000.0,6292409300.0,4899393500.0
2070.0,3999678200.0,4761103400.0,3469561600.0,5191793700.0,6781929000.0,4363097000.0,4154426600.0,3626605000.0,4992165000.0,3063167000.0,5511481300.0,4830254000.0,5517672400.0,4087400700.0,2815260700.0,3761179600.0,6696656000.0,6167508500.0,4665396000.0
2071.0,3842673400.0,4620412000.0,3332125200.0,5030074000.0,6636908000.0,4190854700.0,4002204000.0,3503124200.0,4861042700.0,2989388500.0,5351022000.0,4667914000.0,5387210000.0,3941369600.0,2648487400.0,3687006500.0,6557219300.0,5999385000.0,4547966000.0
2072.0,3700725800.0,4445473000.0,3124151300.0,4885723000.0,6457808000.0,4020192000.0,3870117000.0,3377027000.0,4736041500.0,2885314300.0,5192616400.0,4519334000.0,5236686000.0,3810797600.0,2527933400.0,3558033000.0,6420863000.0,5828839000.0,4369650700.0
2073.0,3577332700.0,4302089000.0,2846767600.0,4646223000.0,6253620700.0,3869595100.0,3815571700.0,3307528200.0,4606163500.0,2768743700.0,5105071600.0,4348055600.0,5153680400.0,3685672400.0,2392413200.0,3467809300.0,6272795600.0,5790593000.0,4160946400.0
2074.0,3444068400.0,4136110800.0,2694782200.0,4506008600.0,6216689000.0,3722996500.0,3663188500.0,3166905300.0,4476301300.0,2669123600.0,4906858000.0,4310421500.0,5001107000.0,3567305000.0,2277281800.0,3348204800.0,6099279400.0,5621356500.0,3989917200.0
2075.0,3333525200.0,3949881600.0,2444487400.0,4318354000.0,6098783000.0,3647569000.0,3524905500.0,3041196300.0,4324414500.0,2575873500.0,4772579300.0,4100619300.0,4864823000.0,3462350000.0,2166491100.0,3250591000.0,5945712000.0,5444837000.0,3826857200.0
2076.0,3209420500.0,3813975600.0,2599238400.0,4144226000.0,5967047000.0,3510375000.0,3369854500.0,2921578200.0,4172193300.0,2490637000.0,4629435000.0,3938720300.0,4733819400.0,3329060600.0,2086952700.0,3177709600.0,5792903000.0,5329471000.0,3753783600.0
2077.0,3089183200.0,3707697700.0,2117823500.0,4009916400.0,5819333000.0,3347582500.0,3247822600.0,2788279800.0,4066937300.0,2400929000.0,4510847500.0,3795161300.0,4597559000.0,3227355000.0,2029249300.0,3072747800.0,5642968000.0,5220963000.0,3614176800.0
2078.0,3004935400.0,3566295600.0,1966952200.0,3903819000.0,5658303000.0,3190847000.0,3160877800.0,2689863200.0,3950711600.0,2328136700.0,4357222000.0,3685769200.0,4472851500.0,3137752000.0,1945318500.0,2991873300.0,5519182000.0,5117236000.0,3478689800.0
2079.0,2898781700.0,3433759700.0,1823234300.0,3758979600.0,5524273000.0,3047121000.0,3029072600.0,2594304500.0,3833961000.0,2248436000.0,4203147800.0,3583430700.0,4359194600.0,3021962000.0,1898437500.0,2876317700.0,5396641000.0,5020691500.0,3404921900.0
2080.0,2800010500.0,3281420800.0,1718502400.0,3641993700.0,5414455300.0,2935214000.0,2907525600.0,2512443400.0,3689017600.0,2176779000.0,3985108500.0,3499951400.0,4267187000.0,2915583700.0,1832088600.0,2780392700.0,5214349300.0,4904104000.0,3255312000.0
2081.0,2689131500.0,3134543400.0,1613399600.0,3520088800.0,5495123500.0,2852882200.0,2798467800.0,2410112500.0,3575700700.0,2075382300.0,3887912000.0,3367614000.0,4140946400.0,2824457200.0,1728671500.0,2693420000.0,5090696000.0,4808698400.0,3128997000.0
2082.0,2616495400.0,2997741800.0,1457565700.0,3484668700.0,5184103000.0,2753801200.0,2689419300.0,2342174000.0,3472731100.0,2029047000.0,3680329700.0,3250848500.0,4040504600.0,2723891000.0,1655015200.0,2613453600.0,4965594600.0,4716303000.0,3029741300.0
2083.0,2532720400.0,2835974400.0,1518087800.0,3393839600.0,5165008000.0,2626187800.0,2630977000.0,2291482000.0,3371885300.0,1942751600.0,3483237400.0,3167515000.0,3938341600.0,2644277800.0,1581769000.0,2527994400.0,4837674000.0,4620379000.0,2930841000.0
2084.0,2433572900.0,2707620400.0,1304400800.0,3248590600.0,4973792000.0,2547848700.0,2626902500.0,2209891300.0,3261944600.0,1864166700.0,3350448600.0,3082073300.0,3805526300.0,2571722000.0,1508941000.0,2433746000.0,4721309700.0,4532981000.0,2831498000.0
2085.0,2363254800.0,2592119600.0,1196924400.0,3147379500.0,4836916000.0,2457505500.0,2480470300.0,2136641300.0,3152184600.0,1785547600.0,3197392600.0,2993688000.0,3694148900.0,2490522000.0,1440310700.0,2356677400.0,4630065700.0,4452741600.0,2750555400.0
2086.0,2292201200.0,2468433400.0,1283752800.0,3057316400.0,4698921000.0,2383603200.0,2391020300.0,2051859600.0,3052572400.0,1731008900.0,3063145500.0,2886609700.0,3615013000.0,2424924700.0,1384485200.0,2286205200.0,4512530400.0,4346784000.0,2661183000.0
2087.0,2239271400.0,2356403500.0,1091958100.0,3010468600.0,4569791000.0,2292906500.0,2294765800.0,1988939500.0,2936497400.0,1656234500.0,2923954400.0,2791583000.0,3514212400.0,2337284000.0,1310243100.0,2234282800.0,4401569000.0,4282079000.0,2586635500.0
2088.0,2165289700.0,2239067600.0,992809540.0,2916694500.0,4420433400.0,2202356500.0,2213799400.0,1970314200.0,2838952400.0,1614735500.0,2786092800.0,2684594400.0,3388783400.0,2256005400.0,1269332900.0,2161883100.0,4328355000.0,4211251500.0,2493632000.0
2089.0,2074029600.0,2152483300.0,927091000.0,2862642200.0,4354204000.0,2130756900.0,2126145800.0,1885511000.0,2738481000.0,1519465100.0,2639776300.0,2611237400.0,3278972000.0,2175259100.0,1200674200.0,2100016000.0,4216937700.0,4121065700.0,2420150300.0
2090.0,2015413200.0,2054799900.0,937168600.0,2799841000.0,4585088500.0,2088938000.0,2042683400.0,1824056600.0,2649755100.0,1460775300.0,2510671400.0,2642683100.0,3201729800.0,2094309100.0,1133917700.0,2030410600.0,4132060400.0,4044189400.0,2350296600.0
2091.0,1944990300.0,1978629400.0,813274400.0,2718885000.0,4364177400.0,1994435100.0,1955403400.0,1777105700.0,2554859800.0,1413086200.0,2403357700.0,2533314300.0,3101414700.0,2005000000.0,1090234100.0,1980112100.0,4070517500.0,3983902500.0,2258156800.0
2092.0,1876930400.0,1914550300.0,777963700.0,2648294400.0,4147360500.0,1932984700.0,1864075800.0,1725770800.0,2471141000.0,1368602600.0,2288896000.0,2473071000.0,3013850400.0,1915281800.0,1037253700.0,1945354000.0,4008176000.0,3917878800.0,2189430800.0
2093.0,1825586000.0,1831222900.0,738556860.0,2599070200.0,3988463600.0,1823469600.0,1762080300.0,1630867100.0,2394142200.0,1300427100.0,2144442000.0,2406515000.0,2910984700.0,1879650400.0,1009744100.0,1891347000.0,3927683000.0,3893886500.0,2136657300.0
2094.0,1771756400.0,1778619500.0,704857200.0,2535395000.0,3848196000.0,1761784200.0,1668466600.0,1599150500.0,2317684500.0,1249897500.0,2047108200.0,2354119700.0,2849071600.0,1805573900.0,938434240.0,1853605800.0,3842626000.0,3787674600.0,2128539500.0
2095.0,1717205800.0,1715432600.0,662550600.0,2499099000.0,3760599300.0,1690028500.0,1590977800.0,1562521900.0,2239374600.0,1198059400.0,1962437500.0,2301027800.0,2773095000.0,1732212400.0,875540350.0,1813670100.0,3779995400.0,3716170000.0,2011524700.0
2096.0,1678848000.0,1668512100.0,625081500.0,2427218000.0,3655987200.0,1619369300.0,1516503000.0,1501887700.0,2183350800.0,1142970400.0,1900262700.0,2287457500.0,2669722000.0,1654389500.0,849403650.0,1789463000.0,3740303000.0,3631246600.0,2009009800.0
2097.0,1629120600.0,1609809500.0,590924100.0,2363184400.0,3554965500.0,1564664300.0,1447285800.0,1438195800.0,2102630000.0,1124510200.0,1816779100.0,2194419700.0,2594321700.0,1600753500.0,812918850.0,1743496000.0,3681024000.0,3585667300.0,1888829700.0
