time,MRI-ESM2-0,CAMS-CSM1-0,GFDL-ESM4,EC-EARTH3-VEG
2000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0
2001.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0
2002.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0
2003.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0
2004.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0
2005.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0
2006.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0
2007.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0
2008.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0
2009.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0
2010.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0
2011.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0
2012.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0
2013.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0
2014.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0
2015.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0
2016.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0
2017.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0
2018.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0
2019.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0
2020.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0
2021.0,13933767000.0,13970989000.0,13952402000.0,13910842000.0
2022.0,13758953000.0,13836784000.0,13990436000.0,13776569000.0
2023.0,13612358000.0,13682681000.0,13807648000.0,13704567000.0
2024.0,13428987000.0,13524322000.0,13677690000.0,13574878000.0
2025.0,13249940000.0,13395354000.0,13467716000.0,13444646000.0
2026.0,13065369000.0,13264382000.0,13392283000.0,13350690000.0
2027.0,12879985000.0,13165160000.0,13222929000.0,13168776000.0
2028.0,12611465000.0,13012012000.0,13049379000.0,13132173000.0
2029.0,12417373000.0,12889047000.0,12959939000.0,12925870000.0
2030.0,12186285000.0,12761003000.0,12812171000.0,12821583000.0
2031.0,11948586000.0,12607127000.0,12726243000.0,12753342000.0
2032.0,11705105000.0,12498214000.0,12538658000.0,12644775000.0
2033.0,11573825000.0,12332560000.0,12443042000.0,12441962000.0
2034.0,11370119000.0,12216438000.0,12227172000.0,12369661000.0
2035.0,11188444000.0,12060939000.0,12049165000.0,12111925000.0
2036.0,10952303000.0,11930148000.0,11897193000.0,12030848000.0
2037.0,10797932000.0,11783530000.0,11735055000.0,11859062000.0
2038.0,10599116000.0,11685035000.0,11579097000.0,11713628000.0
2039.0,10416039000.0,11589923000.0,11409722000.0,11648742000.0
2040.0,10210015000.0,11400871000.0,11271276000.0,11449703000.0
2041.0,10054509000.0,11247961000.0,11137619000.0,11259986000.0
2042.0,9894548000.0,11197414000.0,10931931000.0,11116645000.0
2043.0,9682503000.0,11168806000.0,10829714000.0,10977612000.0
2044.0,9507482000.0,10972307000.0,10680997000.0,10883820000.0
2045.0,9503543000.0,11069409000.0,10575588000.0,10740055000.0
2046.0,9335766000.0,10875585000.0,10413114000.0,10621307000.0
2047.0,9136559000.0,10642269000.0,10284772000.0,10505842000.0
2048.0,8950824000.0,10549356000.0,10121275000.0,10411608000.0
2049.0,9220504000.0,10435615000.0,10043402000.0,10282690000.0
2050.0,8811719000.0,10318176000.0,9889252000.0,10296464000.0
2051.0,8628957000.0,10252402000.0,9925628000.0,10109916000.0
2052.0,8525677600.0,10121881000.0,9720375000.0,9989177000.0
2053.0,8382404600.0,10021319000.0,9560697000.0,9855912000.0
2054.0,8266189000.0,10317045000.0,9423150000.0,9857132000.0
2055.0,8184685000.0,9997144000.0,9375707000.0,9755616000.0
2056.0,8098515000.0,9931585000.0,9184755000.0,9646761000.0
2057.0,7994683000.0,9910928000.0,9052469000.0,9526963000.0
2058.0,7891393500.0,10111744000.0,8903933000.0,9466231000.0
2059.0,7807031300.0,9798016000.0,8762358000.0,9481277000.0
2060.0,7709020700.0,9792601000.0,8687918000.0,9264950000.0
2061.0,7669168000.0,9798919000.0,8563447000.0,9182235000.0
2062.0,7555898400.0,9614476000.0,8480030700.0,9139670000.0
2063.0,7646209000.0,9627977000.0,8380536000.0,9110065000.0
2064.0,7479329000.0,9524484000.0,8278838000.0,9000820000.0
2065.0,7375864000.0,9490966000.0,8182193000.0,8896679000.0
2066.0,7374403600.0,9432458000.0,8115665000.0,8886067000.0
2067.0,7282518500.0,9494112000.0,8093150000.0,8775676000.0
2068.0,7200091600.0,9337867000.0,7995811000.0,8695536000.0
2069.0,7257438000.0,9667547000.0,7970795000.0,8741251000.0
2070.0,7221071000.0,9581309000.0,7887545000.0,8555923500.0
2071.0,7223515000.0,9546897000.0,8027727000.0,8578256400.0
2072.0,7203131400.0,9399357000.0,7772463600.0,8904635000.0
2073.0,7121586700.0,9317515000.0,7787396600.0,8412698600.0
2074.0,7079648000.0,9697433000.0,7785332000.0,8362368500.0
2075.0,7055168500.0,9467734000.0,7659614700.0,8343872000.0
2076.0,6982264000.0,9344268000.0,7563020300.0,8262782500.0
2077.0,6941559000.0,9441664000.0,7544675000.0,8235820500.0
2078.0,6893732000.0,9707217000.0,7472724500.0,8171098000.0
2079.0,7283902500.0,9385348000.0,7806251000.0,8195747300.0
2080.0,6941558000.0,9447860000.0,7504595500.0,8124553000.0
2081.0,6911637000.0,9535269000.0,7465586700.0,8045435400.0
2082.0,6818572300.0,9490850000.0,7443588600.0,8016815600.0
2083.0,6937545000.0,9402983000.0,7403344400.0,7956301000.0
2084.0,6939740700.0,9307183000.0,7361670700.0,8012024300.0
2085.0,6949270500.0,9840700000.0,7334105600.0,7902828500.0
2086.0,6886898000.0,9404447000.0,7642236000.0,7985992000.0
2087.0,6937682400.0,9312765000.0,7378938000.0,7961943000.0
2088.0,7156043000.0,9622843000.0,7491496400.0,8062266000.0
2089.0,6907972000.0,10192178000.0,7591481000.0,7865466400.0
2090.0,6866243000.0,10203009000.0,7346579000.0,7811180500.0
2091.0,7273065000.0,9705300000.0,7467643000.0,7781606400.0
2092.0,6992122000.0,9627504000.0,7774548000.0,7816664000.0
2093.0,7081075000.0,9427210000.0,7454898700.0,7742041000.0
2094.0,6947539500.0,10008283000.0,7335365600.0,7705340400.0
2095.0,7038308400.0,10258685000.0,7336473600.0,7681942000.0
2096.0,6925365000.0,10023424000.0,7525399600.0,7653444000.0
2097.0,6960982000.0,9803928000.0,7329749000.0,7684217300.0
2098.0,7223048700.0,9638074000.0,7351050000.0,7812407000.0
2099.0,6983793700.0,9972415000.0,7528817000.0,7860650500.0
2100.0,7034377700.0,10145848000.0,7635334000.0,7634679300.0
