time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,14924562000.0,14924562000.0,14924562000.0,14924562000.0
2001.0,14955207000.0,14955207000.0,14955207000.0,14955207000.0
2002.0,14965862000.0,14965862000.0,14965862000.0,14965862000.0
2003.0,14991736000.0,14991736000.0,14991736000.0,14991736000.0
2004.0,14978889000.0,14978889000.0,14978889000.0,14978889000.0
2005.0,14984530000.0,14984530000.0,14984530000.0,14984530000.0
2006.0,14964432000.0,14964432000.0,14964432000.0,14964432000.0
2007.0,14918734000.0,14918734000.0,14918734000.0,14918734000.0
2008.0,14871575000.0,14871575000.0,14871575000.0,14871575000.0
2009.0,14865704000.0,14865704000.0,14865704000.0,14865704000.0
2010.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0
2011.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0
2012.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0
2013.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0
2014.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0
2015.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0
2016.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0
2017.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0
2018.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0
2019.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0
2020.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0
2021.0,13899532000.0,13913368000.0,13882225000.0,13903536000.0
2022.0,13915611000.0,13748591000.0,13730178000.0,13828100000.0
2023.0,13720773000.0,13549200000.0,13580831000.0,13711084000.0
2024.0,13531372000.0,13375871000.0,13406892000.0,13533011000.0
2025.0,13493894000.0,13168511000.0,13256275000.0,13374767000.0
2026.0,13232270000.0,12990972000.0,13026961000.0,13236941000.0
2027.0,13019382000.0,12816150000.0,12837546000.0,13043003000.0
2028.0,12782428000.0,12608829000.0,12618972000.0,12858632000.0
2029.0,12589309000.0,12390267000.0,12412554000.0,12676765000.0
2030.0,12374866000.0,12171720000.0,12142331000.0,12616843000.0
2031.0,12118186000.0,11963651000.0,11877443000.0,12357907000.0
2032.0,11911008000.0,11787053000.0,11657064000.0,12147779000.0
2033.0,11602547000.0,11519246000.0,11400309000.0,11970391000.0
2034.0,11371893000.0,11322238000.0,11117466000.0,11742082000.0
2035.0,11048539000.0,11516475000.0,10830512000.0,11657719000.0
2036.0,10814994000.0,11182138000.0,10541136000.0,11478368000.0
2037.0,10622985000.0,10888028000.0,10324617000.0,11371910000.0
2038.0,10293898000.0,10644365000.0,10099510000.0,11173820000.0
2039.0,9996969000.0,10408551000.0,9817110000.0,10998220000.0
2040.0,9987236000.0,10225215000.0,9556527000.0,10815590000.0
2041.0,9594916000.0,9955503000.0,9267872000.0,10603365000.0
2042.0,9289000000.0,9773857000.0,9045305000.0,10363997000.0
2043.0,8988090000.0,9542173000.0,8810881000.0,10084281000.0
2044.0,8737155000.0,9361623000.0,8498085400.0,9834977000.0
2045.0,8453760500.0,9149916000.0,8227144700.0,9648384000.0
2046.0,8295052000.0,8911701000.0,7910263000.0,9399304000.0
2047.0,7964325000.0,8771647000.0,7645399000.0,9176737000.0
2048.0,8242802000.0,8540615000.0,7293939000.0,8904335000.0
2049.0,7538125300.0,8370855000.0,7024422400.0,8727776000.0
2050.0,7303082500.0,8146971600.0,6710056000.0,8482431500.0
2051.0,7192525300.0,7906543600.0,6466727400.0,8272334300.0
2052.0,6840909000.0,7707770000.0,6167530000.0,8201768400.0
2053.0,6622044700.0,7517290500.0,5891356700.0,7895416300.0
2054.0,6537958000.0,7283882500.0,5767570000.0,7754953000.0
2055.0,6401834500.0,7080765400.0,5532843500.0,7532252700.0
2056.0,6129021000.0,6931693000.0,5417320000.0,7390573600.0
2057.0,5926470000.0,6809741300.0,5237790700.0,7096035300.0
2058.0,5781851000.0,6568707000.0,5083491000.0,6859220500.0
2059.0,5571318000.0,6467098000.0,4891030500.0,6669873000.0
2060.0,5600851500.0,6234306000.0,4762885600.0,6445666000.0
2061.0,5317012500.0,6091704300.0,4657212400.0,6214669000.0
2062.0,5221000000.0,5940105700.0,4549437000.0,6034786000.0
2063.0,5045283300.0,5772248000.0,4488370000.0,5860809700.0
2064.0,4934651000.0,5712033000.0,4560166000.0,5932557300.0
2065.0,4798605300.0,5510675000.0,4427351000.0,5578777000.0
2066.0,4864157000.0,5381580300.0,4322874000.0,5291731000.0
2067.0,4582931000.0,5242812000.0,4382421000.0,4961431600.0
2068.0,4454373000.0,5150680600.0,4300295700.0,4708316700.0
2069.0,4347171000.0,5044130000.0,4298078700.0,4898021000.0
2070.0,4343430700.0,4980075500.0,4166603500.0,4339765000.0
2071.0,4161579800.0,4826513400.0,4154132200.0,4229515300.0
2072.0,4154106400.0,4736285700.0,4101735200.0,4056514000.0
2073.0,4027119600.0,4604852700.0,4097554200.0,3874965000.0
2074.0,4091380200.0,4587928000.0,4043446300.0,3859854600.0
2075.0,3896992300.0,4517354500.0,4086122500.0,3740220200.0
2076.0,3815925200.0,4398358000.0,4028571600.0,3883229700.0
2077.0,3712531700.0,4341305000.0,4051559200.0,3766657800.0
2078.0,3765785600.0,4391333400.0,3965556000.0,3458878200.0
2079.0,3626776300.0,4256113200.0,4013241000.0,4040617700.0
2080.0,3620429300.0,4201981200.0,3941271000.0,4280193300.0
2081.0,3622756600.0,4168040000.0,3957260000.0,4027749400.0
2082.0,3631055000.0,4203932000.0,3933194800.0,3972723500.0
2083.0,3956444200.0,4084955600.0,3905323800.0,3881319200.0
2084.0,3816143400.0,4033673000.0,3936251600.0,3867960000.0
2085.0,3745821700.0,4101265700.0,4059788000.0,3604408800.0
2086.0,3673671400.0,3999149800.0,4012554000.0,3791810000.0
2087.0,3688496400.0,3973911000.0,4089704700.0,3702471000.0
2088.0,3812234000.0,4026008600.0,4183803400.0,3703974000.0
2089.0,3688294100.0,4092377000.0,4144430800.0,3805473800.0
2090.0,3656476000.0,4241133000.0,4117105200.0,3703019800.0
2091.0,3683282700.0,4130380300.0,4242057200.0,3801678000.0
2092.0,3601254100.0,3973664500.0,4192385800.0,3823986200.0
2093.0,3770052600.0,3925029400.0,4152767000.0,3941776000.0
2094.0,3611586300.0,4132355000.0,4186121500.0,3785714400.0
2095.0,3594460700.0,4113637600.0,4145327900.0,3782643500.0
2096.0,3574881500.0,4043574000.0,4305348600.0,3859048400.0
2097.0,3577698000.0,3915062000.0,4461726700.0,3784559000.0
2098.0,3622943000.0,3894521600.0,4272401400.0,3671584300.0
2099.0,3643348700.0,3979449300.0,4321481700.0,3646106000.0
2100.0,3570695400.0,3954615800.0,4357368300.0,3607708400.0
