time,NORESM2-MM,ACCESS-ESM1-5,IPSL-CM6A-LR,EC-EARTH3-VEG,GFDL-ESM4,CESM2,ACCESS-CM2,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3,MRI-ESM2-0,CANESM5,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,MPI-ESM1-2-HR
2010.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0,14783069000.0
2011.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0,14741724000.0
2012.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0,14674836000.0
2013.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0,14588467000.0
2014.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0,14557918000.0
2015.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0,14467463000.0
2016.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0,14411967000.0
2017.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0,14320048000.0
2018.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0,14235409000.0
2019.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0,14121947000.0
2020.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0,14072377000.0
2021.0,13918888000.0,13905955000.0,13919701000.0,13987331000.0,13960425000.0,13935597000.0,13903446000.0,13872910000.0,13959987000.0,13899773000.0,13913808000.0,14024459000.0,13950550000.0,13970777000.0,13865131000.0,13917448000.0,13946932000.0
2022.0,13746486000.0,13741422000.0,13785771000.0,13817619000.0,13820340000.0,13757582000.0,13774077000.0,13738909000.0,13881532000.0,13815693000.0,13827114000.0,13997453000.0,13829715000.0,13851067000.0,13743175000.0,13787335000.0,13838472000.0
2023.0,13590472000.0,13633739000.0,13721359000.0,13690542000.0,13667285000.0,13661743000.0,13676526000.0,13623242000.0,13708649000.0,13668024000.0,13654996000.0,13903066000.0,13728254000.0,13738395000.0,13691238000.0,13641306000.0,13732264000.0
2024.0,13422439000.0,13486786000.0,13583846000.0,13555536000.0,13529564000.0,13523175000.0,13580489000.0,13454265000.0,13677393000.0,13539593000.0,13501122000.0,13777576000.0,13610849000.0,13576420000.0,13613763000.0,13505096000.0,13556859000.0
2025.0,13230598000.0,13323309000.0,13517647000.0,13415456000.0,13352334000.0,13379700000.0,13394607000.0,13300865000.0,13511190000.0,13445938000.0,13348277000.0,13624748000.0,13477970000.0,13450443000.0,13469432000.0,13370268000.0,13455500000.0
2026.0,13041812000.0,13166802000.0,13310335000.0,13225107000.0,13208390000.0,13240716000.0,13170084000.0,13189063000.0,13499198000.0,13310402000.0,13193996000.0,13550848000.0,13368767000.0,13310750000.0,13327056000.0,13159635000.0,13256052000.0
2027.0,12869224000.0,12947835000.0,13117566000.0,13102995000.0,13024348000.0,13088453000.0,12973649000.0,12988074000.0,13331344000.0,13151055000.0,12978172000.0,13328632000.0,13194619000.0,13148644000.0,13279021000.0,12966607000.0,13117278000.0
2028.0,12670355000.0,12789217000.0,12933704000.0,12968933000.0,12896270000.0,12915115000.0,12770992000.0,12829974000.0,13173671000.0,13003603000.0,12747503000.0,13171816000.0,13043700000.0,13086523000.0,13147537000.0,12903646000.0,12936726000.0
2029.0,12434168000.0,12675994000.0,12787674000.0,12785369000.0,12732567000.0,12785578000.0,12581903000.0,12797522000.0,13191039000.0,12841242000.0,12568783000.0,12916511000.0,12954612000.0,12871233000.0,13003938000.0,12703938000.0,12718715000.0
2030.0,12217385000.0,12458644000.0,12528131000.0,12635507000.0,12676731000.0,12626943000.0,12469409000.0,12545170000.0,13113521000.0,12641194000.0,12388986000.0,12779999000.0,12829487000.0,12702837000.0,12938791000.0,12507863000.0,12515715000.0
2031.0,12083320000.0,12256419000.0,12326802000.0,12529162000.0,12566753000.0,12425781000.0,12235326000.0,12371923000.0,12902878000.0,12464283000.0,12184718000.0,12598661000.0,12703645000.0,12612112000.0,12794675000.0,12343293000.0,12369882000.0
2032.0,11820598000.0,12016397000.0,12099939000.0,12338138000.0,12419114000.0,12258273000.0,12003837000.0,12230853000.0,12782157000.0,12275086000.0,11992226000.0,12357530000.0,12543358000.0,12424705000.0,12655439000.0,12186614000.0,12200140000.0
2033.0,11584774000.0,11842471000.0,11843334000.0,12152711000.0,12258644000.0,12099857000.0,11831826000.0,11997127000.0,12689180000.0,12119953000.0,11743820000.0,12100565000.0,12516535000.0,12297910000.0,12532338000.0,12005771000.0,12087390000.0
2034.0,11340157000.0,11628801000.0,11822999000.0,11985010000.0,12130703000.0,11978592000.0,11722452000.0,11772590000.0,13075174000.0,11956526000.0,11550365000.0,11858762000.0,12327212000.0,12207290000.0,12518015000.0,12024619000.0,11909111000.0
2035.0,11231441000.0,11444709000.0,11611619000.0,11832996000.0,11951494000.0,11764307000.0,11434957000.0,11583068000.0,12544459000.0,11758590000.0,11318056000.0,11777562000.0,12225637000.0,12067001000.0,12403914000.0,11683602000.0,11753069000.0
2036.0,11008339000.0,11271486000.0,11305034000.0,11631429000.0,11768423000.0,11517375000.0,11287416000.0,11361781000.0,12355848000.0,11551113000.0,11060845000.0,11384477000.0,12041865000.0,11871892000.0,12251451000.0,11448242000.0,11672791000.0
2037.0,10821401000.0,11055663000.0,11083729000.0,11493024000.0,11678482000.0,11327923000.0,11249066000.0,11257207000.0,12278060000.0,11387725000.0,10775932000.0,11759159000.0,11931814000.0,11755616000.0,12171119000.0,11240288000.0,11450622000.0
2038.0,10637593000.0,10850043000.0,10864140000.0,11273193000.0,11575325000.0,11113271000.0,10953583000.0,11030422000.0,12157166000.0,11189949000.0,10521936000.0,11157207000.0,11763644000.0,11820447000.0,12109482000.0,10996898000.0,11291094000.0
2039.0,10468276000.0,10691198000.0,10628123000.0,11091502000.0,11414134000.0,10924341000.0,10744872000.0,10804536000.0,11995353000.0,11039380000.0,10277989000.0,10804192000.0,11616795000.0,11569397000.0,11999801000.0,10795113000.0,11107826000.0
2040.0,10260766000.0,10487575000.0,10450152000.0,10934544000.0,11292004000.0,10723108000.0,10536620000.0,10593895000.0,11931483000.0,10858718000.0,9954213000.0,10533740000.0,11559540000.0,11453448000.0,11912312000.0,10625172000.0,10960026000.0
2041.0,10133468000.0,10221719000.0,10174663000.0,10792057000.0,11233950000.0,10503600000.0,10322808000.0,10391179000.0,11792996000.0,10674502000.0,9669762000.0,10278700000.0,11469532000.0,11343055000.0,11728876000.0,10371430000.0,10973065000.0
2042.0,9904744000.0,10053619000.0,10019154000.0,10659884000.0,11379832000.0,10313216000.0,10213599000.0,10319561000.0,11721157000.0,10533543000.0,9381203000.0,10018894000.0,11326631000.0,11218572000.0,11610563000.0,10259871000.0,10796280000.0
2043.0,9696055000.0,9789698000.0,9749050000.0,10559617000.0,11196699000.0,10044624000.0,9957693000.0,10002087000.0,11906096000.0,10336194000.0,9394098000.0,9726176000.0,11294938000.0,11110833000.0,11576769000.0,10048132000.0,10611384000.0
2044.0,9533512000.0,9596225000.0,9714232000.0,10435483000.0,10952608000.0,9834154000.0,9706780000.0,9805434000.0,11521747000.0,10144530000.0,9105570000.0,9493431000.0,11130915000.0,11039363000.0,11775974000.0,9852031000.0,10519582000.0
2045.0,9327707000.0,9361040000.0,9459964000.0,10218301000.0,10817172000.0,9622761000.0,9517465000.0,9594384000.0,11387195000.0,9981200000.0,8840287000.0,9424062000.0,11021399000.0,10953386000.0,11511065000.0,9715160000.0,10438972000.0
2046.0,9153302000.0,9193048000.0,9227695000.0,10147640000.0,10670897000.0,9486361000.0,9310213000.0,9348670000.0,11262585000.0,9804534000.0,8666693000.0,9091525000.0,10930360000.0,10833837000.0,11363816000.0,9609153000.0,10263678000.0
2047.0,8954494000.0,9002039000.0,9364992000.0,9983107000.0,10547984000.0,9402630000.0,9093412000.0,9112460000.0,11218443000.0,9621145000.0,8456623000.0,8992963000.0,10873314000.0,10691734000.0,11211319000.0,9501439000.0,10107003000.0
2048.0,8807009000.0,8809993000.0,9024073000.0,9846815000.0,10435075000.0,9126911000.0,8932710000.0,8907957000.0,11055033000.0,9416157000.0,8238166500.0,8678215000.0,10701573000.0,10572390000.0,11168501000.0,9275777000.0,9928409000.0
2049.0,8733407000.0,8609305000.0,8937140000.0,9730520000.0,10365640000.0,9021346000.0,8668758000.0,8736888000.0,10991035000.0,9228212000.0,8132846600.0,8752847000.0,10578887000.0,10455770000.0,10996332000.0,9118109000.0,9811662000.0
2050.0,8595568000.0,8459770000.0,8744269000.0,9623120000.0,10294772000.0,8815489000.0,8438142000.0,8562049000.0,11010081000.0,9044087000.0,7924744700.0,8848223000.0,10433381000.0,10329813000.0,10920292000.0,8933975000.0,9708469000.0
2051.0,8445256000.0,8292612000.0,8524484600.0,9458425000.0,10145236000.0,8674846000.0,8266760700.0,8431452000.0,10820055000.0,8886112000.0,7788062000.0,8435688000.0,10518104000.0,10224414000.0,10821335000.0,9032456000.0,9550702000.0
2052.0,8257215000.0,8084791300.0,8364088300.0,9338001000.0,10044619000.0,8495422000.0,8054138400.0,8255366700.0,10687221000.0,8730045000.0,7692180000.0,8499739000.0,10266876000.0,10109566000.0,10685071000.0,8913543000.0,9461048000.0
2053.0,8126083000.0,7912842000.0,8328296000.0,9205301000.0,10011658000.0,8288641000.0,7822891500.0,8055736000.0,10583901000.0,8553964500.0,7472514600.0,8488147500.0,10230983000.0,9986967000.0,10568312000.0,8706899000.0,9309822000.0
2054.0,8023256000.0,7765459000.0,8151203000.0,9080529000.0,10039981000.0,8367501300.0,7621482000.0,7903766000.0,10526459000.0,8382417400.0,7378944500.0,8128726000.0,10312505000.0,9877603000.0,10453485000.0,8553052700.0,9178904000.0
2055.0,7848081400.0,7593676300.0,8126501000.0,8966938000.0,9757771000.0,7998331400.0,7439487000.0,7743312000.0,10522871000.0,8261641000.0,7270861300.0,8044675600.0,10133087000.0,9773683000.0,10361401000.0,8434159000.0,9020265000.0
2056.0,7785340000.0,7512038000.0,8178743000.0,8859171000.0,9662701000.0,7855732700.0,7531425300.0,7661099000.0,10363862000.0,8109184000.0,7175070000.0,7786238500.0,10033853000.0,9698327000.0,10225817000.0,8325233700.0,8927951000.0
2057.0,7834151000.0,7385330000.0,7989235000.0,8878965000.0,9594387000.0,7690160000.0,7300767000.0,7437079600.0,10261036000.0,7963529000.0,7101355000.0,7824380400.0,10025359000.0,9606701000.0,10173104000.0,8271955000.0,8815116000.0
2058.0,7599276500.0,7256678000.0,7929131500.0,8726636000.0,9446274000.0,7567732000.0,7034891300.0,7318247000.0,10167354000.0,7890127400.0,6929854000.0,7963126300.0,9905197000.0,9575381000.0,10043070000.0,8146641000.0,8702633000.0
2059.0,7525970000.0,7157949000.0,7836617000.0,8559507500.0,9395775000.0,7436336000.0,6857840600.0,7133004300.0,10059967000.0,7763737600.0,6940973000.0,7545051600.0,9782559000.0,9467748000.0,9885459000.0,8094850000.0,8646903000.0
2060.0,7392013300.0,7056955000.0,7624619500.0,8458776000.0,9257597000.0,7346721300.0,6689386500.0,7030031400.0,10233170000.0,7664952300.0,6797068000.0,7614536700.0,9928827000.0,9418142000.0,9841351000.0,8063580700.0,8523545600.0
2061.0,7351451000.0,6944407600.0,7499741700.0,8481933300.0,9156130000.0,7242082000.0,6507585000.0,6894795300.0,9917813000.0,7610319000.0,6728758300.0,7332074500.0,9659074000.0,9332670000.0,9717793000.0,8035124700.0,8444513000.0
2062.0,7240553500.0,6872853000.0,7488599000.0,8372214300.0,9065566000.0,7369494000.0,6342056400.0,6834690600.0,9777836000.0,7451983400.0,6856846000.0,7175848400.0,9592815000.0,9238735000.0,9798045000.0,7996582400.0,8461682000.0
2063.0,7095805000.0,6791559000.0,7493259000.0,8199686700.0,8957532000.0,6992477000.0,6238358000.0,6726019600.0,9666657000.0,7337790000.0,6647359500.0,7137133600.0,9580452000.0,9169716000.0,9657869000.0,7835374600.0,8451207000.0
2064.0,6998627300.0,6681630700.0,7292715500.0,8101989000.0,8873335000.0,6911795000.0,6086290400.0,6666962400.0,9630760000.0,7247116000.0,6520002000.0,7021744600.0,9523933000.0,9254585000.0,9478613000.0,7747402000.0,8239216600.0
2065.0,7041466400.0,6583860700.0,7337950700.0,8185849300.0,8744753000.0,6795369500.0,5951257600.0,6586096000.0,9667439000.0,7501904000.0,6501105000.0,6881915400.0,9479370000.0,9278518000.0,9413198000.0,7737491000.0,8156352000.0
2066.0,6915809000.0,6542404000.0,7149848000.0,8037132000.0,8644454000.0,6742097000.0,5823480300.0,6468550000.0,9494487000.0,7114264600.0,6541868500.0,7082642400.0,9432436000.0,9051095000.0,9414901000.0,7633584000.0,8091862500.0
2067.0,6864346600.0,6482938000.0,7116738000.0,7918074000.0,8537751000.0,6589993500.0,5685744600.0,6386979000.0,9450331000.0,7075770400.0,6341181000.0,6751737300.0,9339066000.0,9001701000.0,9227514000.0,7585004000.0,8135863300.0
2068.0,6740580400.0,6383411000.0,7102514000.0,7821229600.0,8407835000.0,6551577600.0,5655638500.0,6313126000.0,9330257000.0,7054342000.0,6266557400.0,6584951000.0,9277032000.0,8956717000.0,9169141000.0,7521190400.0,8001566000.0
2069.0,6667772400.0,6332887000.0,7472054300.0,7796444000.0,8271689000.0,6444818400.0,5669727000.0,6227983400.0,9635224000.0,6919359500.0,6600682500.0,6426971000.0,9248927000.0,8897503000.0,9030351000.0,7435634700.0,8005472000.0
2070.0,6798727700.0,6249757000.0,7309195300.0,7680749000.0,8209708500.0,6434300000.0,5470645000.0,6165675000.0,9568026000.0,6832030700.0,6183675400.0,6386015700.0,9152504000.0,8860173000.0,8967897000.0,7412964000.0,7919824000.0
2071.0,6574870500.0,6173338600.0,7021383000.0,7616286700.0,8138832400.0,6316366300.0,5536748000.0,6069449000.0,9353979000.0,6996585000.0,6134519300.0,6487612000.0,9276470000.0,8888810000.0,8856504000.0,7325567500.0,7809014000.0
2072.0,6503962600.0,6111052300.0,7005216000.0,7709196300.0,7970445300.0,6307070500.0,5344092700.0,5999905000.0,9203318000.0,6731764700.0,6136139000.0,6115981000.0,9192116000.0,9002863000.0,8809447000.0,7351770600.0,7769664000.0
2073.0,6463672000.0,6065595400.0,6873639000.0,7572050000.0,8067717000.0,6201175600.0,5243680300.0,5984525300.0,9156976000.0,6684885000.0,6017846300.0,6022649300.0,9132628000.0,8858480000.0,8815542000.0,7217433600.0,7747008500.0
2074.0,6445177000.0,6006603000.0,6879470600.0,7470646000.0,7840275500.0,6113233000.0,5172487000.0,5889191000.0,9128199000.0,6631844400.0,6040387000.0,6081366000.0,9190505000.0,8770351000.0,8705458000.0,7335016400.0,7717258000.0
2075.0,6382705000.0,5934683600.0,6767189500.0,7401027000.0,7746340400.0,6083623000.0,5317091000.0,5864119000.0,9008362000.0,6597856000.0,5946327000.0,5903131000.0,9037056000.0,8743038000.0,8698283000.0,7266054000.0,7662949000.0
2076.0,6316329000.0,5869062700.0,6750030000.0,7360228000.0,7621328400.0,6044857000.0,5047381500.0,5787131400.0,9083318000.0,6549959700.0,5897689600.0,5695575000.0,8958551000.0,8956147000.0,8480339500.0,7299603500.0,7608123000.0
2077.0,6457859600.0,5785720000.0,6855560000.0,7317302000.0,7699175000.0,5953098000.0,4970894000.0,5814853000.0,9130483000.0,6488191500.0,5864082400.0,5693016600.0,8950679000.0,8710709000.0,8379163000.0,7228511700.0,7624517600.0
2078.0,6265512000.0,5729725000.0,6661964300.0,7255803400.0,7993871400.0,5948970000.0,4962717700.0,5719209000.0,8944454000.0,6448262000.0,5802359300.0,5569731000.0,9028454000.0,8947341000.0,8299911700.0,7501929500.0,7514028500.0
2079.0,6291279000.0,5754123000.0,6593945000.0,7186723300.0,7696240600.0,5875397000.0,5013741600.0,5712674000.0,8959497000.0,6409611300.0,5992278500.0,5518779000.0,9082403000.0,8659600000.0,8217908700.0,7219587000.0,7493589500.0
2080.0,6184772000.0,5628346000.0,6555999700.0,7149907000.0,7455151600.0,5790675500.0,4868678000.0,5669208000.0,9330562000.0,6449702000.0,5800443400.0,5473796000.0,8895373000.0,8623966000.0,8444321000.0,7178641400.0,7432904000.0
2081.0,6142723600.0,5590282000.0,6641884700.0,7120374300.0,7405989400.0,5738392600.0,4811648500.0,5734313000.0,8979549000.0,6365159000.0,5747566000.0,5372079600.0,8893507000.0,8605851000.0,8186240000.0,7336858000.0,7409706000.0
2082.0,6164907500.0,5536297000.0,6452734000.0,7114315000.0,7307992600.0,5852708400.0,4756225000.0,5571203000.0,8831811000.0,6298912000.0,5949509000.0,5855473000.0,8836918000.0,8553921000.0,8039023000.0,7219529700.0,7444008400.0
2083.0,6128839700.0,5515966500.0,6405018600.0,7051685000.0,7191677000.0,5710446000.0,4726869000.0,5494209000.0,8766122000.0,6282538500.0,5736067000.0,5396562400.0,8844044000.0,8528883700.0,8040166000.0,7436110000.0,7599549400.0
2084.0,6081241000.0,5452930600.0,6349022000.0,6966969300.0,7109584400.0,5627858000.0,4703171000.0,5454444000.0,8693812000.0,6357720000.0,5755058700.0,5464409000.0,8858308000.0,8537224000.0,7903625000.0,7226558500.0,7408971000.0
2085.0,6237591000.0,5415687700.0,6306817000.0,6917201000.0,7043563000.0,5855967700.0,4643629600.0,5564477400.0,8640881000.0,6351573000.0,5799400400.0,5534618000.0,8795790000.0,8800406000.0,7904419000.0,7983997400.0,7345016000.0
2086.0,6111925000.0,5374584300.0,6280664000.0,6856863000.0,7019825000.0,5697654300.0,4608039400.0,5490213400.0,8595282000.0,6235001300.0,5771519000.0,5595165000.0,8772541000.0,8504217000.0,7836663000.0,7379546600.0,7524065300.0
2087.0,6119313000.0,5359262000.0,6286270000.0,6804496000.0,6935153700.0,5625805000.0,4699900400.0,5393337000.0,8670399000.0,6214723600.0,5705265700.0,5959522000.0,8769250000.0,8519086000.0,7953556000.0,7284317700.0,7380722000.0
2088.0,6498387000.0,5300231000.0,6158067700.0,6739998700.0,6908001300.0,5558519000.0,4553662000.0,5342590500.0,8492310000.0,6201033000.0,5933782500.0,5648744400.0,8750672000.0,8449483000.0,7777533400.0,7231099000.0,7302129000.0
2089.0,6157759000.0,5248058000.0,6102672400.0,6667720000.0,6879386000.0,5538297300.0,4537003500.0,5287512600.0,8490934300.0,6478229000.0,5932407300.0,5955629000.0,8716018000.0,8421395000.0,7871463000.0,7699866000.0,7287242000.0
2090.0,6084477400.0,5229881000.0,6062671000.0,6609564000.0,6830529000.0,5657755600.0,4725987000.0,5298113000.0,8420875000.0,6355467000.0,5810626000.0,5713539600.0,8708366000.0,8379085300.0,7751291000.0,7326601700.0,7782582000.0
2091.0,6059056600.0,5181414400.0,6089542000.0,6548854000.0,6766412300.0,5689202000.0,4535976000.0,5222602000.0,8393170400.0,6273923600.0,5761682000.0,5603797500.0,8725149000.0,8422264300.0,7754216400.0,7261311000.0,7967428600.0
2092.0,6059750400.0,5142869500.0,6524539400.0,6490252300.0,6674567000.0,5540728000.0,4508345300.0,5242524700.0,8329540600.0,6315344000.0,5776313300.0,5597969400.0,8673694000.0,8431486000.0,8212825000.0,7240538600.0,7479668700.0
2093.0,6008145400.0,5091733000.0,6013795300.0,6500229000.0,6748375600.0,5462667300.0,4509599000.0,5207716000.0,8455426000.0,6270569000.0,5713520600.0,5725987300.0,8851454000.0,8358574000.0,7784979500.0,7166941700.0,7434113000.0
2094.0,6001134600.0,5050992600.0,6027158000.0,6430405000.0,6647573000.0,5461776400.0,4549636000.0,5153431600.0,8371097600.0,6219819000.0,5757050400.0,6180223000.0,8707273000.0,8444776400.0,8006258000.0,7402487000.0,7772351500.0
2095.0,6091842600.0,5017373700.0,6051780600.0,6378980400.0,6676271600.0,5666481700.0,4453703700.0,5744255500.0,8315747000.0,6201275000.0,5694883000.0,5898137000.0,8645060000.0,8346932700.0,7738750500.0,7248663000.0,7515600000.0
2096.0,6106956300.0,5043642400.0,6188580000.0,6358743000.0,7251317000.0,5536171000.0,4406278000.0,5200772000.0,8434580000.0,6720029000.0,5697710600.0,5729781000.0,8622363000.0,8302547000.0,7986294000.0,7209299000.0,7686395000.0
2097.0,5970161700.0,4966071000.0,6212411400.0,6374918700.0,6851057000.0,5391132700.0,4429100000.0,5237804000.0,8412617700.0,6380553700.0,6037213700.0,5786904000.0,8636093000.0,8479217000.0,7721084000.0,7275361000.0,7414013400.0
2098.0,6635415000.0,4935066000.0,6226566700.0,6266073600.0,6791551500.0,5387951000.0,5734058000.0,5437567000.0,8270309000.0,6231186400.0,5711108000.0,5674345500.0,8576549400.0,8400303000.0,7880220000.0,7184673300.0,7406306000.0
2099.0,6019073000.0,4899360300.0,6276197000.0,6227995000.0,6694331400.0,5480028700.0,5021692000.0,5097430500.0,8214013000.0,6206330000.0,5657199000.0,5823120000.0,8595201000.0,8341920000.0,7818831400.0,7195928600.0,7406243300.0
2100.0,6067291000.0,4881606000.0,6249188400.0,6202759000.0,6632845000.0,5344699000.0,4554775600.0,5160792000.0,8518316000.0,6248194600.0,6345935400.0,5918252000.0,8822525000.0,8433340400.0,8047336000.0,7170537000.0,7479536000.0
