time,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5,IPSL-CM6A-LR,CANESM5,ACCESS-CM2
2050.0,6651854700000.0,5960657000000.0,6815661000000.0,6123449500000.0,4531873000000.0,5954946500000.0
2051.0,6635582400000.0,5920972600000.0,6802223700000.0,6075985000000.0,4406823600000.0,5901100000000.0
2052.0,6617677400000.0,5830458000000.0,6766296300000.0,6030194000000.0,4280721300000.0,5859164300000.0
2053.0,6609226400000.0,5748391700000.0,6729777000000.0,5972503300000.0,4156909000000.0,5817281000000.0
2054.0,6588146400000.0,5678132000000.0,6698275700000.0,5920283700000.0,4034610300000.0,5760107000000.0
2055.0,6563043500000.0,5629974000000.0,6652522700000.0,5896169000000.0,3918280300000.0,5719136000000.0
2056.0,6523463400000.0,5557478000000.0,6626637000000.0,5880441000000.0,3815458000000.0,5670924000000.0
2057.0,6481645000000.0,5466783500000.0,6604495000000.0,5825834000000.0,3708965600000.0,5620790500000.0
2058.0,6462518000000.0,5386554300000.0,6584399300000.0,5760995000000.0,3600090700000.0,5570845700000.0
2059.0,6433507000000.0,5293830000000.0,6557876600000.0,5711256400000.0,3498436700000.0,5524495500000.0
2060.0,6395984300000.0,5208996300000.0,6527665000000.0,5673065000000.0,3398605000000.0,5496474000000.0
2061.0,6369250400000.0,5134753500000.0,6500477600000.0,5646655700000.0,3299175800000.0,5449621400000.0
2062.0,6329939300000.0,5063181000000.0,6476650000000.0,5611477500000.0,3202458600000.0,5404166700000.0
2063.0,6307123000000.0,4993510000000.0,6458602000000.0,5557579700000.0,3097194400000.0,5346010600000.0
2064.0,6285790500000.0,4902985700000.0,6435163300000.0,5524632400000.0,3006387200000.0,5288763000000.0
2065.0,6262864500000.0,4824999000000.0,6405495500000.0,5490807400000.0,2933125300000.0,5238626000000.0
2066.0,6233385300000.0,4730926000000.0,6373839500000.0,5440005500000.0,2863971700000.0,5183178000000.0
2067.0,6201276400000.0,4646120000000.0,6317466000000.0,5409888300000.0,2790876800000.0,5128890000000.0
2068.0,6167605500000.0,4571555000000.0,6257914000000.0,5360392300000.0,2710682000000.0,5088486600000.0
2069.0,6125724000000.0,4496703000000.0,6196453000000.0,5334412000000.0,2625791600000.0,5016720000000.0
2070.0,6098293600000.0,4411890300000.0,6117999500000.0,5281562500000.0,2544497600000.0,4976954000000.0
2071.0,6083668000000.0,4322203500000.0,6064572000000.0,5240084000000.0,2472379200000.0,4915491500000.0
2072.0,6054835400000.0,4259824500000.0,5988145400000.0,5175586000000.0,2397831000000.0,4859629000000.0
2073.0,6008622000000.0,4169005500000.0,5922134000000.0,5124619000000.0,2319629700000.0,4803610500000.0
2074.0,5961982000000.0,4109968900000.0,5867795600000.0,5091610300000.0,2264873000000.0,4784775500000.0
2075.0,5932982000000.0,4061321200000.0,5797304000000.0,5045550600000.0,2200767600000.0,4731805000000.0
2076.0,5895706000000.0,4001729300000.0,5735485300000.0,5009064300000.0,2140917500000.0,4686390000000.0
2077.0,5876208000000.0,3946477800000.0,5685137400000.0,4949610600000.0,2076977800000.0,4645084700000.0
2078.0,5830071000000.0,3899360000000.0,5631732400000.0,4916998000000.0,2006183600000.0,4594872600000.0
2079.0,5807974400000.0,3827226000000.0,5575994000000.0,4870551600000.0,1940117500000.0,4547333000000.0
2080.0,5781307000000.0,3771407300000.0,5531797300000.0,4817506300000.0,1878507500000.0,4501773000000.0
2081.0,5746568700000.0,3725944700000.0,5470680500000.0,4778830000000.0,1826479100000.0,4445945000000.0
2082.0,5720957000000.0,3680652500000.0,5410668000000.0,4733823000000.0,1771989500000.0,4410464000000.0
2083.0,5676547000000.0,3639978200000.0,5372141600000.0,4701741000000.0,1718749400000.0,4374237800000.0
2084.0,5649559700000.0,3600637200000.0,5340758000000.0,4662361600000.0,1670382500000.0,4322932300000.0
2085.0,5602676000000.0,3565187800000.0,5309944300000.0,4626486000000.0,1626253400000.0,4267775400000.0
2086.0,5569211000000.0,3527539000000.0,5266906500000.0,4593762700000.0,1575878400000.0,4178694400000.0
2087.0,5532786000000.0,3469768400000.0,5242484700000.0,4547269400000.0,1528765100000.0,4127554800000.0
2088.0,5506129700000.0,3429176700000.0,5211060400000.0,4510204300000.0,1490568700000.0,4078971400000.0
2089.0,5473986700000.0,3386092800000.0,5185555000000.0,4471580000000.0,1453337100000.0,4042540200000.0
2090.0,5447805000000.0,3356700700000.0,5145578000000.0,4443715700000.0,1417105800000.0,3987850700000.0
2091.0,5410591000000.0,3313269500000.0,5123140500000.0,4412814700000.0,1376777100000.0,3933885200000.0
2092.0,5342277000000.0,3288954600000.0,5094914400000.0,4377220500000.0,1340377000000.0,3877496400000.0
2093.0,5313027600000.0,3262522000000.0,5072315500000.0,4332773400000.0,1300455400000.0,3792004200000.0
2094.0,5259331000000.0,3225811400000.0,5035470600000.0,4296231400000.0,1257439200000.0,3712027200000.0
2095.0,5206495000000.0,3198864900000.0,4995769400000.0,4266385700000.0,1220019200000.0,3623157000000.0
2096.0,5153899400000.0,3159221900000.0,4978485000000.0,4233548500000.0,1175897500000.0,3565683500000.0
2097.0,5123846000000.0,3112820300000.0,4945250000000.0,4192810000000.0,1139236300000.0,3491083800000.0
2098.0,5072285600000.0,3085624100000.0,4910980000000.0,4161238000000.0,1100866400000.0,3434379000000.0
2099.0,4995591000000.0,3054519500000.0,4872481000000.0,4136823700000.0,1060421040000.0,3389389300000.0
2100.0,4932105000000.0,3019329500000.0,4840676000000.0,4106108800000.0,1025449900000.0,3354280300000.0
2101.0,4911109500000.0,2998369800000.0,4814587000000.0,4063757600000.0,986603060000.0,3277929000000.0
2102.0,4881676500000.0,2978441300000.0,4772257600000.0,4037831800000.0,948041000000.0,3235737000000.0
2103.0,4857948000000.0,2960610600000.0,4753836000000.0,4000247400000.0,915106370000.0,3186995000000.0
2104.0,4819142600000.0,2926730300000.0,4728838700000.0,3977981500000.0,877965740000.0,3113471700000.0
2105.0,4773990400000.0,2909325500000.0,4681248500000.0,3938629500000.0,843068400000.0,3043402000000.0
2106.0,4733821500000.0,2898808800000.0,4662231000000.0,3908927500000.0,812443440000.0,2977548000000.0
2107.0,4686874000000.0,2881051700000.0,4639067000000.0,3873712400000.0,782648400000.0,2914083700000.0
2108.0,4644281500000.0,2862776800000.0,4615864000000.0,3840141000000.0,759383400000.0,2848235500000.0
2109.0,4613524700000.0,2838658300000.0,4581777500000.0,3812696000000.0,735385000000.0,2819334000000.0
2110.0,4581647000000.0,2810833800000.0,4559946000000.0,3792195300000.0,714477140000.0,2776851300000.0
2111.0,4534322600000.0,2787387600000.0,4538515300000.0,3763459600000.0,694677100000.0,2738363800000.0
2112.0,4500434700000.0,2756516000000.0,4509223000000.0,3731321800000.0,677407900000.0,2701860800000.0
2113.0,4463275000000.0,2739012000000.0,4465749000000.0,3697164700000.0,663519400000.0,2671930800000.0
2114.0,4434968000000.0,2723125400000.0,4442980600000.0,3655842000000.0,646671600000.0,2618819300000.0
2115.0,4415843000000.0,2714214300000.0,4420449300000.0,3632131000000.0,632171600000.0,2584525400000.0
2116.0,4387448600000.0,2696624000000.0,4390671400000.0,3603383200000.0,618283900000.0,2545214300000.0
2117.0,4368008700000.0,2680291900000.0,4361238000000.0,3570341000000.0,603497370000.0,2474774400000.0
2118.0,4356782700000.0,2658353300000.0,4338798800000.0,3546966400000.0,591326100000.0,2421046000000.0
2119.0,4330558800000.0,2639518500000.0,4297777500000.0,3520857400000.0,578372200000.0,2372639400000.0
2120.0,4306480700000.0,2617963400000.0,4271168300000.0,3478783800000.0,565443400000.0,2321454500000.0
2121.0,4269812200000.0,2606076500000.0,4227627700000.0,3460856500000.0,553465800000.0,2272909600000.0
2122.0,4240214000000.0,2583792700000.0,4194371600000.0,3434961400000.0,540510950000.0,2239540000000.0
2123.0,4222526400000.0,2574511500000.0,4151974300000.0,3410252800000.0,529644880000.0,2157464100000.0
2124.0,4180206700000.0,2574534800000.0,4124785000000.0,3376887400000.0,517837230000.0,2084089500000.0
2125.0,4145151500000.0,2567061400000.0,4093681600000.0,3348558800000.0,509903400000.0,2006551100000.0
2126.0,4095974600000.0,2560047000000.0,4051498200000.0,3329858500000.0,499473220000.0,1953708500000.0
2127.0,4062518700000.0,2557619000000.0,4011529600000.0,3305936300000.0,487761300000.0,1886079500000.0
2128.0,4023682300000.0,2549395200000.0,3973539000000.0,3283971200000.0,477845750000.0,1843996300000.0
2129.0,4000136000000.0,2546478000000.0,3940478000000.0,3259937300000.0,468816530000.0,1802838100000.0
2130.0,3970230400000.0,2536431200000.0,3893424800000.0,3233300300000.0,460164760000.0,1771957500000.0
2131.0,3938707600000.0,2539505000000.0,3845543400000.0,3202966000000.0,451334300000.0,1736384600000.0
2132.0,3925989000000.0,2530332000000.0,3782103500000.0,3189210600000.0,443054420000.0,1698936300000.0
2133.0,3892045400000.0,2523077000000.0,3741753500000.0,3165452200000.0,433946950000.0,1674629600000.0
2134.0,3839302300000.0,2523629000000.0,3696737600000.0,3135439600000.0,424649900000.0,1648637600000.0
2135.0,3806018100000.0,2525297000000.0,3661791800000.0,3136066000000.0,415939170000.0,1630681800000.0
2136.0,3789938800000.0,2524836800000.0,3609408300000.0,3122009700000.0,407879300000.0,1602555600000.0
2137.0,3763188000000.0,2515189400000.0,3574961300000.0,3099218100000.0,402457460000.0,1583374500000.0
2138.0,3739905000000.0,2516923200000.0,3537120500000.0,3080569700000.0,394103360000.0,1542889300000.0
2139.0,3715734700000.0,2522883600000.0,3504815200000.0,3055538400000.0,387638130000.0,1520522400000.0
2140.0,3685701000000.0,2516387600000.0,3452762000000.0,3030686400000.0,380475180000.0,1506351900000.0
2141.0,3664857000000.0,2515231600000.0,3407456200000.0,3005298800000.0,372957540000.0,1496113300000.0
2142.0,3650328700000.0,2517561800000.0,3370092600000.0,2991420300000.0,366092160000.0,1474615200000.0
2143.0,3601674800000.0,2520205800000.0,3343321400000.0,2967012600000.0,360634700000.0,1458023400000.0
2144.0,3585625000000.0,2521489700000.0,3328335000000.0,2956049500000.0,355570840000.0,1446539000000.0
2145.0,3545711500000.0,2516871500000.0,3308787000000.0,2940557600000.0,352685620000.0,1433588000000.0
2146.0,3517920300000.0,2527579000000.0,3275399400000.0,2925861500000.0,348888730000.0,1418009100000.0
2147.0,3492386200000.0,2522516800000.0,3254101200000.0,2908012400000.0,344525440000.0,1399970600000.0
2148.0,3484460300000.0,2522273800000.0,3228095000000.0,2890261300000.0,338550620000.0,1375738900000.0
2149.0,3455300400000.0,2521252800000.0,3208640200000.0,2871380700000.0,333866430000.0,1352302000000.0
2150.0,3433372800000.0,2521031000000.0,3199184000000.0,2851657700000.0,328861700000.0,1342453800000.0
2151.0,3419162000000.0,2517129200000.0,3198112800000.0,2829287400000.0,323697770000.0,1326329400000.0
2152.0,3390090200000.0,2514459000000.0,3183394000000.0,2806290000000.0,320133960000.0,1309962800000.0
2153.0,3383033300000.0,2514161800000.0,3182336000000.0,2791869300000.0,317153250000.0,1298641500000.0
2154.0,3362585600000.0,2515431600000.0,3168175700000.0,2772990000000.0,315901670000.0,1288288600000.0
2155.0,3350733800000.0,2516720500000.0,3152812200000.0,2756182000000.0,313039220000.0,1278800300000.0
2156.0,3320245000000.0,2519305000000.0,3144843000000.0,2738656400000.0,308712200000.0,1272499000000.0
2157.0,3301354000000.0,2524568600000.0,3138082000000.0,2733848000000.0,305635430000.0,1268350200000.0
2158.0,3285265000000.0,2524023400000.0,3131645600000.0,2725666600000.0,302257370000.0,1250127000000.0
2159.0,3262139300000.0,2525985000000.0,3122044600000.0,2717488300000.0,298287140000.0,1236900800000.0
2160.0,3240056000000.0,2522544300000.0,3115396600000.0,2710339300000.0,294486180000.0,1228901300000.0
2161.0,3231314600000.0,2528181200000.0,3102936700000.0,2704002800000.0,292030000000.0,1219068300000.0
2162.0,3215944300000.0,2537938700000.0,3082528800000.0,2691352500000.0,289871170000.0,1209998900000.0
2163.0,3208170700000.0,2542100000000.0,3069056400000.0,2673068000000.0,288675500000.0,1199642500000.0
2164.0,3175080800000.0,2545843200000.0,3064897000000.0,2669696800000.0,287768970000.0,1195359200000.0
2165.0,3162645000000.0,2545023000000.0,3051847000000.0,2655496000000.0,286043930000.0,1190449500000.0
2166.0,3145282000000.0,2551089200000.0,3037735400000.0,2653453300000.0,283464860000.0,1181035300000.0
2167.0,3122238800000.0,2557347400000.0,3026077000000.0,2634087100000.0,282588350000.0,1175667200000.0
2168.0,3112636800000.0,2557026200000.0,3015009600000.0,2623070300000.0,281366430000.0,1171891300000.0
2169.0,3087289800000.0,2557496000000.0,2997265000000.0,2614763500000.0,280417700000.0,1169461300000.0
2170.0,3077859000000.0,2560502800000.0,2986820200000.0,2606158800000.0,279024630000.0,1165379200000.0
2171.0,3062304900000.0,2561894300000.0,2977920500000.0,2590998500000.0,278890550000.0,1154005000000.0
2172.0,3029540000000.0,2564599800000.0,2957947000000.0,2581402700000.0,279068100000.0,1151619200000.0
2173.0,2995934500000.0,2568171600000.0,2950878700000.0,2576564600000.0,278396080000.0,1154445200000.0
2174.0,2977002000000.0,2577056000000.0,2943750800000.0,2565842400000.0,278590420000.0,1153561800000.0
2175.0,2955795500000.0,2580784300000.0,2930370000000.0,2550898000000.0,277703400000.0,1151059800000.0
2176.0,2952083300000.0,2586568000000.0,2918947500000.0,2533358300000.0,276997370000.0,1146019000000.0
2177.0,2932798000000.0,2591322000000.0,2912691200000.0,2528695800000.0,275833360000.0,1142678400000.0
2178.0,2925119700000.0,2590868200000.0,2893957300000.0,2523239800000.0,275363460000.0,1139818200000.0
2179.0,2915387300000.0,2598413300000.0,2882621000000.0,2511055400000.0,275300250000.0,1137083500000.0
2180.0,2907684200000.0,2604861500000.0,2873520800000.0,2495644400000.0,274446810000.0,1134071800000.0
2181.0,2904097800000.0,2606444000000.0,2857605300000.0,2483368200000.0,274212590000.0,1130816000000.0
2182.0,2899903500000.0,2606499600000.0,2831635700000.0,2464366500000.0,273518220000.0,1129474000000.0
2183.0,2888889500000.0,2610485300000.0,2806891700000.0,2455955600000.0,273997500000.0,1128366100000.0
2184.0,2880529200000.0,2621651800000.0,2796194400000.0,2449504700000.0,273324260000.0,1123071000000.0
2185.0,2870183500000.0,2634954300000.0,2782984000000.0,2441589000000.0,271727640000.0,1117380700000.0
2186.0,2860693800000.0,2641278300000.0,2761904600000.0,2434324500000.0,270543450000.0,1113605100000.0
2187.0,2845009800000.0,2646382700000.0,2735632500000.0,2427893600000.0,272152820000.0,1108131600000.0
2188.0,2824875500000.0,2649936400000.0,2714200200000.0,2417281700000.0,270206190000.0,1103237900000.0
2189.0,2811163000000.0,2657017100000.0,2686884200000.0,2413394400000.0,268654180000.0,1099697200000.0
2190.0,2804710000000.0,2669597000000.0,2673560800000.0,2399845700000.0,266742700000.0,1095129000000.0
2191.0,2793602300000.0,2676842000000.0,2644196500000.0,2384089800000.0,265604460000.0,1092691500000.0
2192.0,2775325000000.0,2679635200000.0,2625405000000.0,2377310500000.0,263368150000.0,1089156740000.0
2193.0,2763870000000.0,2677913400000.0,2586765400000.0,2366898000000.0,261722750000.0,1088329300000.0
2194.0,2763799400000.0,2691097200000.0,2565978500000.0,2351993200000.0,259582150000.0,1083480540000.0
2195.0,2741520600000.0,2700623700000.0,2563194700000.0,2345551800000.0,257310280000.0,1074329500000.0
2196.0,2723439700000.0,2701786300000.0,2555110200000.0,2339426500000.0,255570410000.0,1067517400000.0
2197.0,2724671000000.0,2712684000000.0,2543464000000.0,2329988600000.0,253495130000.0,1057102760000.0
2198.0,2717894300000.0,2718518000000.0,2525963200000.0,2311759900000.0,251546390000.0,1047127000000.0
2199.0,2713971300000.0,2724237000000.0,2496951500000.0,2301646900000.0,248464500000.0,1044352400000.0
2200.0,2710541000000.0,2734444200000.0,2479170500000.0,2295587000000.0,246707570000.0,1040531060000.0
2201.0,2698288800000.0,2744978500000.0,2469025000000.0,2290882400000.0,244741570000.0,1036406360000.0
2202.0,2688326800000.0,2747680700000.0,2443632700000.0,2285924800000.0,242602340000.0,1030942100000.0
2203.0,2685062600000.0,2749750300000.0,2431334700000.0,2282329000000.0,239408660000.0,1027312700000.0
2204.0,2674766000000.0,2753186000000.0,2420127800000.0,2276239900000.0,237363300000.0,1020245800000.0
2205.0,2663599800000.0,2757402800000.0,2402405300000.0,2267604300000.0,234987800000.0,1018076270000.0
2206.0,2653383300000.0,2765003700000.0,2391803000000.0,2254563400000.0,232010000000.0,1014731830000.0
2207.0,2648386000000.0,2767647700000.0,2378044300000.0,2246799000000.0,229142460000.0,1011210700000.0
2208.0,2638443700000.0,2767370800000.0,2365166700000.0,2237350300000.0,226225420000.0,1008524700000.0
2209.0,2627835300000.0,2773997300000.0,2347996800000.0,2231012000000.0,223692670000.0,1006949300000.0
2210.0,2605058000000.0,2780321300000.0,2334822000000.0,2224910500000.0,221287480000.0,1007925260000.0
2211.0,2602819600000.0,2783551400000.0,2323632400000.0,2219052000000.0,218756020000.0,1006109800000.0
2212.0,2591439000000.0,2794498000000.0,2313090500000.0,2213684400000.0,216252090000.0,1004100400000.0
2213.0,2574760300000.0,2792104100000.0,2298550000000.0,2213622300000.0,213355950000.0,1001735000000.0
2214.0,2573659300000.0,2793599700000.0,2290472500000.0,2208050700000.0,210955550000.0,1002285800000.0
2215.0,2566594200000.0,2797579300000.0,2276180400000.0,2204906800000.0,208293560000.0,998846800000.0
2216.0,2552775300000.0,2802628700000.0,2264682200000.0,2192596300000.0,205591860000.0,1002388300000.0
2217.0,2541582800000.0,2805750300000.0,2256932000000.0,2189285100000.0,203482610000.0,1001936300000.0
2218.0,2529210100000.0,2810634800000.0,2242335500000.0,2188985000000.0,202527000000.0,1001590700000.0
2219.0,2524173800000.0,2817941800000.0,2226666600000.0,2184647900000.0,200101200000.0,999283500000.0
2220.0,2521786000000.0,2824409400000.0,2222820000000.0,2182055000000.0,198493720000.0,997521750000.0
2221.0,2513129700000.0,2829174000000.0,2217274000000.0,2180693400000.0,197185590000.0,996851800000.0
2222.0,2498214000000.0,2840441700000.0,2211453900000.0,2178421800000.0,194826260000.0,995857660000.0
2223.0,2495820300000.0,2846611500000.0,2204687100000.0,2179235800000.0,193534690000.0,993909600000.0
2224.0,2487422600000.0,2851405800000.0,2201757000000.0,2172527200000.0,192169310000.0,994781100000.0
2225.0,2485396000000.0,2856841600000.0,2190141200000.0,2167302800000.0,190705430000.0,994364700000.0
2226.0,2479136200000.0,2863791000000.0,2183108800000.0,2165954000000.0,189396060000.0,995375200000.0
2227.0,2473093800000.0,2875131400000.0,2174320200000.0,2156891100000.0,188007090000.0,996341000000.0
2228.0,2468292300000.0,2881109600000.0,2163991800000.0,2156500900000.0,186435670000.0,994372300000.0
2229.0,2461604000000.0,2881907900000.0,2158701200000.0,2153944300000.0,185131960000.0,993836340000.0
2230.0,2445224000000.0,2886563000000.0,2164075700000.0,2146249100000.0,184037920000.0,992322450000.0
2231.0,2420415700000.0,2903835400000.0,2162275400000.0,2135996600000.0,182820300000.0,989886600000.0
2232.0,2417783500000.0,2903556500000.0,2159049600000.0,2136212800000.0,181911780000.0,989050500000.0
2233.0,2415173000000.0,2909309200000.0,2157178800000.0,2135370100000.0,182682030000.0,988091700000.0
2234.0,2414075000000.0,2915894000000.0,2161014200000.0,2131306700000.0,182003910000.0,985336840000.0
2235.0,2411551800000.0,2927722200000.0,2159089700000.0,2122843600000.0,180737100000.0,986381300000.0
2236.0,2411673000000.0,2937845200000.0,2157857100000.0,2113885000000.0,179438200000.0,982842740000.0
2237.0,2401409000000.0,2945224800000.0,2160458200000.0,2111375900000.0,178640370000.0,980536500000.0
2238.0,2395403000000.0,2954089200000.0,2160395200000.0,2108563400000.0,178154490000.0,980867940000.0
2239.0,2383402200000.0,2965377400000.0,2149749400000.0,2108027700000.0,178147000000.0,978823900000.0
2240.0,2377331200000.0,2975978700000.0,2145040000000.0,2100675600000.0,178213520000.0,976452400000.0
2241.0,2375475000000.0,2981714700000.0,2144558500000.0,2097895200000.0,177782060000.0,976820600000.0
2242.0,2361343300000.0,2988278800000.0,2129783800000.0,2100319100000.0,178086410000.0,977633150000.0
2243.0,2354733600000.0,2997486000000.0,2123946300000.0,2097241800000.0,178062150000.0,975011600000.0
2244.0,2354788000000.0,3003648300000.0,2114486300000.0,2091591100000.0,177560680000.0,974080970000.0
2245.0,2349924600000.0,3012069400000.0,2107753500000.0,2084819000000.0,177356540000.0,976382700000.0
2246.0,2344827000000.0,3016100200000.0,2092193700000.0,2085627800000.0,177870180000.0,976454800000.0
2247.0,2341874700000.0,3029755200000.0,2085414600000.0,2084748000000.0,177294870000.0,977481760000.0
2248.0,2340462500000.0,3036980400000.0,2064868700000.0,2084811300000.0,178399480000.0,978256860000.0
2249.0,2336420300000.0,3040862800000.0,2039878500000.0,2080411900000.0,178838950000.0,978417400000.0
2250.0,2338795600000.0,3053384400000.0,2031106700000.0,2074915900000.0,179701970000.0,977052100000.0
2251.0,2338583200000.0,3054937000000.0,2021302100000.0,2074429900000.0,180335170000.0,975731560000.0
2252.0,2344933700000.0,3068233300000.0,2009399200000.0,2077624100000.0,180384150000.0,976135800000.0
2253.0,2339219700000.0,3078475000000.0,1991986400000.0,2074740800000.0,180813040000.0,973726740000.0
2254.0,2335545200000.0,3090265400000.0,1989711800000.0,2067721700000.0,180144960000.0,971750970000.0
2255.0,2333171300000.0,3103691400000.0,1986521300000.0,2064099000000.0,179752680000.0,971824960000.0
2256.0,2330335600000.0,3100662000000.0,1989091400000.0,2057994800000.0,179287160000.0,971874040000.0
2257.0,2320084000000.0,3115316400000.0,1982601200000.0,2058910400000.0,178596000000.0,970701500000.0
2258.0,2307326700000.0,3125800900000.0,1971325000000.0,2059985600000.0,177259710000.0,971848000000.0
2259.0,2302797000000.0,3139074300000.0,1965794100000.0,2059319100000.0,176854480000.0,970612300000.0
2260.0,2296220200000.0,3149891600000.0,1960095300000.0,2056216000000.0,176910420000.0,970171200000.0
2261.0,2289125600000.0,3151378800000.0,1951902900000.0,2051862800000.0,176307630000.0,964358700000.0
2262.0,2288340200000.0,3158530300000.0,1951295100000.0,2052740700000.0,176766760000.0,956336240000.0
2263.0,2279597400000.0,3164080400000.0,1951549400000.0,2046543300000.0,176196340000.0,948085700000.0
2264.0,2274905600000.0,3168894200000.0,1949791200000.0,2045407000000.0,175944930000.0,945914900000.0
