time,ACCESS-CM2,CESM2,MPI-ESM1-2-HR,NORESM2-MM,TAIESM1,CAMS-CSM1-0,CESM2-WACCM,IPSL-CM6A-LR,GFDL-ESM4,CMCC-CM2-SR5,EC-EARTH3,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5
2012.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0,135043740000.0
2013.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0,135577510000.0
2014.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0,134959600000.0
2015.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0,135629545000.0
2016.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0,134959030000.0
2017.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0,134652490000.0
2018.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0,134775750000.0
2019.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0,134728410000.0
2020.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0,134715810000.0
2021.0,134537320000.0,134348190000.0,134504050000.0,135072260000.0,135060650000.0,135033560000.0,134464010000.0,134509010000.0,134636220000.0,134519330000.0,136075660000.0,134748710000.0,134526570000.0,134852540000.0,134682760000.0,134506150000.0,134392680000.0,134946570000.0,134480660000.0
2022.0,134308660000.0,134348090000.0,134451610000.0,135274406000.0,134406110000.0,135270870000.0,134427705000.0,134827250000.0,136132714000.0,134341435000.0,134723120000.0,134723600000.0,134365800000.0,134583900000.0,134482420000.0,134567490000.0,134915860000.0,134362370000.0,134376900000.0
2023.0,134339810000.0,134230070000.0,134789235000.0,134863310000.0,134208004000.0,135353880000.0,134406460000.0,134462610000.0,134670440000.0,134877580000.0,134597670000.0,134580530000.0,134309224000.0,134244480000.0,134269420000.0,134329270000.0,134454750000.0,134220330000.0,134364725000.0
2024.0,134068530000.0,134246590000.0,134359700000.0,134344210000.0,134218160000.0,134922370000.0,134011830000.0,134536090000.0,134981680000.0,134896740000.0,134444990000.0,134389180000.0,134189720000.0,134007170000.0,134029844000.0,134271074000.0,134404900000.0,134472070000.0,134341190000.0
2025.0,133945480000.0,134432020000.0,134466420000.0,134463480000.0,133878920000.0,134236390000.0,134026400000.0,134199450000.0,134067630000.0,134446100000.0,134778850000.0,134342345000.0,134183440000.0,134015660000.0,134325240000.0,133939540000.0,134201310000.0,134053820000.0,133952676000.0
2026.0,134380225000.0,133994260000.0,134024690000.0,134239780000.0,133577650000.0,134055060000.0,133804510000.0,133732114000.0,133907775000.0,135784330000.0,134346340000.0,134266130000.0,134105940000.0,134120640000.0,133644300000.0,133897765000.0,134069210000.0,133927980000.0,134479820000.0
2027.0,133869690000.0,133652570000.0,134419440000.0,134052640000.0,133420270000.0,134080660000.0,133672020000.0,133969300000.0,134334170000.0,134186880000.0,133919465000.0,133914770000.0,133930410000.0,133721440000.0,133437920000.0,133865775000.0,133709816000.0,133937910000.0,133900030000.0
2028.0,133590510000.0,133616340000.0,133831780000.0,133968970000.0,133290710000.0,133843610000.0,133379100000.0,133917620000.0,134067356000.0,133826380000.0,133883210000.0,133708870000.0,134037080000.0,133448160000.0,133326790000.0,133608200000.0,133574120000.0,133675420000.0,133799160000.0
2029.0,133367054000.0,134308830000.0,134255990000.0,133779170000.0,133155004000.0,133647990000.0,133578490000.0,134147826000.0,133535010000.0,133805930000.0,133840310000.0,133843230000.0,133860120000.0,133131890000.0,133197360000.0,133621050000.0,133991520000.0,133733890000.0,133677900000.0
2030.0,133565130000.0,133640090000.0,133812500000.0,133691790000.0,132830390000.0,133827715000.0,134225060000.0,133992420000.0,133528240000.0,134038350000.0,133931900000.0,133676830000.0,134354690000.0,132973830000.0,133241780000.0,133454880000.0,133751460000.0,134257550000.0,134307610000.0
2031.0,133102370000.0,133785580000.0,133862760000.0,133612550000.0,132683390000.0,133740790000.0,133332260000.0,133211900000.0,133505890000.0,134109920000.0,133845295000.0,133497880000.0,133839610000.0,133543030000.0,133029230000.0,133457355000.0,133527600000.0,133380670000.0,133400580000.0
2032.0,132913190000.0,133574000000.0,133590360000.0,133854870000.0,132705170000.0,133814340000.0,132978570000.0,133228250000.0,133170090000.0,133597495000.0,133432590000.0,133584400000.0,133941445000.0,133067060000.0,132847230000.0,133267340000.0,133127440000.0,133352060000.0,133613630000.0
2033.0,132829340000.0,133327940000.0,133253330000.0,134307740000.0,132594975000.0,133874690000.0,132882770000.0,133185675000.0,133309910000.0,133062240000.0,133254470000.0,133336220000.0,135166755000.0,132688850000.0,132770340000.0,133213980000.0,133021114000.0,133585100000.0,133018380000.0
2034.0,132748255000.0,133039120000.0,133125130000.0,133488484000.0,132255490000.0,133803820000.0,132844580000.0,133645170000.0,132803560000.0,133408550000.0,133124555000.0,133249740000.0,134359050000.0,132519305000.0,132510930000.0,133000176000.0,133072560000.0,133518600000.0,132887410000.0
2035.0,132895910000.0,133014890000.0,133169150000.0,133142360000.0,132009270000.0,134014026000.0,132697330000.0,133276220000.0,133387160000.0,133166090000.0,133050100000.0,133440020000.0,134079545000.0,132543380000.0,132375904000.0,132887495000.0,133391560000.0,133951760000.0,132846174000.0
2036.0,132543594000.0,132876860000.0,133169810000.0,133387180000.0,131803640000.0,133920750000.0,132527970000.0,132783660000.0,132624425000.0,132998360000.0,132865470000.0,133153580000.0,133608235000.0,132831630000.0,132236600000.0,132752870000.0,132755730000.0,133270430000.0,132641915000.0
2037.0,132443455000.0,132700750000.0,133151330000.0,133704204000.0,131392410000.0,133360665000.0,132311720000.0,132579820000.0,132554080000.0,133809710000.0,132898330000.0,132729100000.0,134253150000.0,132196860000.0,131922180000.0,133317950000.0,132570080000.0,133616000000.0,133104990000.0
2038.0,132202740000.0,132895820000.0,132964614000.0,132979290000.0,131225020000.0,133306970000.0,132019380000.0,132680860000.0,132426870000.0,132642820000.0,132786815000.0,132592480000.0,133559940000.0,131783295000.0,131614000000.0,132765050000.0,132556430000.0,132784110000.0,132481940000.0
2039.0,131876080000.0,132921030000.0,132826720000.0,133280670000.0,130925820000.0,133093850000.0,131762440000.0,132228530000.0,132649730000.0,132398990000.0,132481860000.0,132571990000.0,133226770000.0,131418650000.0,131406050000.0,132297466000.0,132353516000.0,132972750000.0,132375160000.0
2040.0,131714580000.0,132325300000.0,133059170000.0,133056905000.0,130519560000.0,132973445000.0,131587920000.0,132213920000.0,132074910000.0,132396786000.0,132312360000.0,132371366000.0,133365060000.0,131419480000.0,131224190000.0,132139480000.0,132186690000.0,132532230000.0,132492870000.0
2041.0,131683930000.0,132159930000.0,132621540000.0,132739970000.0,129908810000.0,132761820000.0,131608450000.0,131974890000.0,131952320000.0,132214820000.0,132181254000.0,132246315000.0,133103930000.0,131135610000.0,131166470000.0,132348680000.0,131934330000.0,132369640000.0,132356550000.0
2042.0,131614610000.0,132017570000.0,132500910000.0,132422210000.0,129747845000.0,132858630000.0,131816800000.0,131668090000.0,131802950000.0,131972860000.0,131971630000.0,132341470000.0,132987260000.0,130839120000.0,130913800000.0,131997150000.0,131874120000.0,132253020000.0,132044650000.0
2043.0,131600770000.0,131803775000.0,132411070000.0,132889040000.0,129258594000.0,132528770000.0,131287940000.0,131495354000.0,131651265000.0,131766900000.0,131885200000.0,131888020000.0,133210690000.0,130691520000.0,130630390000.0,131973276000.0,131910615000.0,132876165000.0,131951470000.0
2044.0,131052810000.0,131683630000.0,132291035000.0,132209100000.0,128843910000.0,132689730000.0,131144425000.0,131252036000.0,131665570000.0,131818720000.0,131552990000.0,131676635000.0,132816450000.0,130437490000.0,130462400000.0,131678780000.0,131561960000.0,132539760000.0,131918910000.0
2045.0,130667230000.0,131586760000.0,132133600000.0,132073054000.0,128407405000.0,132320630000.0,130730610000.0,130918875000.0,131626870000.0,131525560000.0,131485050000.0,131631060000.0,132780240000.0,129934970000.0,130458320000.0,131538076000.0,131274730000.0,131973050000.0,131616170000.0
2046.0,130396770000.0,131408920000.0,132063510000.0,132316770000.0,128047190000.0,133488050000.0,130545885000.0,130577970000.0,131366910000.0,131433185000.0,131252855000.0,131324300000.0,132812230000.0,129805025000.0,130135740000.0,131183450000.0,131074564000.0,131776580000.0,131661650000.0
2047.0,130107880000.0,131454980000.0,132162780000.0,131899100000.0,127605370000.0,132779220000.0,130045510000.0,130342440000.0,131170080000.0,131115040000.0,131120160000.0,131221400000.0,132655830000.0,129529620000.0,129695050000.0,131021320000.0,130701050000.0,131900760000.0,131377600000.0
2048.0,129833580000.0,130992185000.0,131980570000.0,131815020000.0,127128910000.0,132817355000.0,129678180000.0,130203440000.0,130897450000.0,130862146000.0,130804830000.0,131651640000.0,132563750000.0,129061870000.0,129113650000.0,130751545000.0,130534560000.0,131638270000.0,131084930000.0
2049.0,129570960000.0,130560550000.0,131798606000.0,131873680000.0,126539070000.0,132327670000.0,129442824000.0,129949830000.0,130970436000.0,130714180000.0,130299130000.0,131411575000.0,132777840000.0,128931406000.0,128950624000.0,130378150000.0,130269440000.0,131962180000.0,130841430000.0
2050.0,129329810000.0,130165370000.0,131883960000.0,131599230000.0,126025860000.0,131980490000.0,129137990000.0,129521520000.0,130708140000.0,130356360000.0,129865650000.0,131084900000.0,132245140000.0,128944420000.0,128435570000.0,130241080000.0,129889490000.0,131311380000.0,130691200000.0
2051.0,129021090000.0,129975370000.0,131506140000.0,131481290000.0,125564650000.0,131903890000.0,128638850000.0,128992530000.0,130305745000.0,130166964000.0,129756630000.0,130915360000.0,132250480000.0,128458310000.0,128346230000.0,130055550000.0,129680220000.0,130830490000.0,130150830000.0
2052.0,128775680000.0,129591990000.0,131219800000.0,131215290000.0,124864150000.0,131535560000.0,128393265000.0,128646510000.0,130180400000.0,129722786000.0,129632070000.0,131023430000.0,132805450000.0,128284890000.0,127992580000.0,129776330000.0,129395440000.0,130995760000.0,130136830000.0
2053.0,128475750000.0,129310130000.0,131016350000.0,131048580000.0,123781145000.0,131689420000.0,127917750000.0,128300016000.0,129908350000.0,129638640000.0,129230460000.0,130921460000.0,132148690000.0,127967240000.0,127516670000.0,129515170000.0,129173950000.0,130632900000.0,129880280000.0
2054.0,128270500000.0,128992550000.0,130881820000.0,130921890000.0,123006570000.0,131186610000.0,127662490000.0,128163880000.0,129703090000.0,129419720000.0,129050330000.0,130598370000.0,132085440000.0,127801060000.0,127071000000.0,129152590000.0,128902050000.0,130470050000.0,129617790000.0
2055.0,127884670000.0,128447640000.0,130700575000.0,130587450000.0,122476610000.0,131438610000.0,127128460000.0,127837310000.0,129510790000.0,128959726000.0,128638610000.0,130593060000.0,132039350000.0,127491580000.0,126760930000.0,128770190000.0,128553500000.0,130272756000.0,129364340000.0
2056.0,127433290000.0,128183510000.0,130560480000.0,130354350000.0,121521200000.0,131356680000.0,126742260000.0,127321416000.0,129301900000.0,128712155000.0,128333410000.0,130150130000.0,131930145000.0,127106290000.0,126155960000.0,128632860000.0,128359660000.0,130350160000.0,129150300000.0
2057.0,126430390000.0,127887390000.0,130464870000.0,130320930000.0,120601264000.0,132090260000.0,126276950000.0,127179964000.0,129086235000.0,128335130000.0,128175090000.0,129947900000.0,131786600000.0,126754420000.0,125816460000.0,128250470000.0,128189145000.0,130031050000.0,129135935000.0
2058.0,126089850000.0,127410405000.0,130289700000.0,130456320000.0,119822140000.0,131630260000.0,125810614000.0,126331820000.0,128900506000.0,128027754000.0,127792080000.0,129814130000.0,131776710000.0,126419320000.0,125414370000.0,127767510000.0,127693070000.0,130036015000.0,128775094000.0
2059.0,125505356000.0,126913340000.0,130095650000.0,129972920000.0,119162890000.0,131188860000.0,125169500000.0,125989070000.0,128576774000.0,127592235000.0,127221900000.0,129403216000.0,131426025000.0,125952160000.0,125091080000.0,127462064000.0,127410010000.0,129462690000.0,128356975000.0
2060.0,125239435000.0,126371095000.0,129897670000.0,129840200000.0,117724070000.0,130594620000.0,124366210000.0,125385970000.0,128329870000.0,127067190000.0,126696915000.0,129401455000.0,131232800000.0,125568030000.0,124402336000.0,127105690000.0,127065760000.0,129038160000.0,127929630000.0
2061.0,124669450000.0,125537700000.0,129725070000.0,129648250000.0,116625550000.0,130677830000.0,123798000000.0,124894814000.0,128144960000.0,126743570000.0,126302410000.0,129232850000.0,131451600000.0,125208480000.0,123921110000.0,126557540000.0,126724150000.0,128673390000.0,127520580000.0
2062.0,124177160000.0,125112680000.0,129571370000.0,129365115000.0,115909440000.0,130011810000.0,123059050000.0,124422240000.0,127727520000.0,126396890000.0,125808340000.0,128967340000.0,131114760000.0,124551670000.0,123375190000.0,126290120000.0,125983710000.0,128295320000.0,127199100000.0
2063.0,123869660000.0,124514600000.0,129419320000.0,129188150000.0,114703770000.0,130164610000.0,122155880000.0,124172260000.0,127510320000.0,125876490000.0,125338755000.0,128773820000.0,131129795000.0,124345050000.0,122418880000.0,125781690000.0,125487410000.0,127598890000.0,126509690000.0
2064.0,123338850000.0,123824750000.0,129161870000.0,129081156000.0,113781500000.0,129703920000.0,121515710000.0,123421975000.0,127280830000.0,125383200000.0,124846570000.0,128590860000.0,130827530000.0,124152120000.0,121804956000.0,125477930000.0,124928520000.0,127168496000.0,125731290000.0
2065.0,122977400000.0,123061930000.0,129152700000.0,128903870000.0,112676240000.0,129729940000.0,120962930000.0,122916815000.0,126632700000.0,125111394000.0,124014910000.0,128388465000.0,130681730000.0,123493310000.0,121276360000.0,124911170000.0,124603100000.0,126924325000.0,125333290000.0
2066.0,122475530000.0,122702900000.0,129044050000.0,129318560000.0,111319155000.0,129558240000.0,120066220000.0,122679206000.0,126222940000.0,125047450000.0,123441320000.0,128139420000.0,130496570000.0,123087000000.0,120800575000.0,124582355000.0,124039170000.0,126352160000.0,125019110000.0
2067.0,122084794000.0,122143000000.0,128832815000.0,128743930000.0,110056320000.0,129822830000.0,119151100000.0,122297320000.0,125892690000.0,124607890000.0,123121300000.0,128010486000.0,130349130000.0,122656810000.0,120210440000.0,124168730000.0,123250610000.0,125687595000.0,124495266000.0
2068.0,121060690000.0,121563440000.0,128580710000.0,128100930000.0,109280535000.0,129172220000.0,118183620000.0,121130670000.0,125501506000.0,124084584000.0,122849380000.0,127872745000.0,130241840000.0,121884710000.0,119536950000.0,123400040000.0,122536750000.0,125116550000.0,123886200000.0
2069.0,120399920000.0,120766010000.0,128134780000.0,127429845000.0,107978440000.0,128740130000.0,117068415000.0,120316985000.0,125105760000.0,123820030000.0,122196190000.0,127260670000.0,130056815000.0,121269600000.0,118961900000.0,122866110000.0,122204865000.0,124469140000.0,123342960000.0
2070.0,119616815000.0,120297950000.0,127732370000.0,127455960000.0,106746850000.0,128699140000.0,116193755000.0,119747750000.0,124685330000.0,123227095000.0,121544340000.0,127042280000.0,129914560000.0,120774820000.0,118201380000.0,122191110000.0,121356660000.0,123940170000.0,122506610000.0
2071.0,119063520000.0,119413510000.0,127673160000.0,127050530000.0,105329170000.0,128509260000.0,114927740000.0,118834364000.0,124407230000.0,122734820000.0,121254950000.0,126833470000.0,130114494000.0,120025070000.0,117559615000.0,121635960000.0,120839800000.0,123251876000.0,121779175000.0
2072.0,118566970000.0,118400650000.0,127366280000.0,126833040000.0,104060880000.0,128930390000.0,114271300000.0,118355690000.0,124130220000.0,122168705000.0,120568890000.0,126524080000.0,129717570000.0,119206850000.0,116883110000.0,120941790000.0,119941915000.0,122567655000.0,120995730000.0
2073.0,117758484000.0,117134760000.0,127195160000.0,126208614000.0,102772150000.0,128554490000.0,113146580000.0,117430890000.0,123731894000.0,121791220000.0,119454270000.0,126258690000.0,129916710000.0,118596290000.0,116076590000.0,120263930000.0,119276310000.0,122255530000.0,120296030000.0
2074.0,117028030000.0,116434740000.0,126909220000.0,126067040000.0,101196140000.0,128296660000.0,111743025000.0,116367655000.0,123934120000.0,121057000000.0,118882360000.0,126988665000.0,129623196000.0,118227395000.0,115703070000.0,118861730000.0,118701130000.0,121352660000.0,119356840000.0
2075.0,116488510000.0,115346290000.0,126740320000.0,125923720000.0,99495320000.0,128111305000.0,110522350000.0,115753420000.0,123138550000.0,120642040000.0,118370435000.0,125798880000.0,129689170000.0,117608650000.0,114826870000.0,118124100000.0,117936810000.0,120785590000.0,118402930000.0
2076.0,115771330000.0,114481316000.0,126514290000.0,125478500000.0,98066150000.0,127382495000.0,109665510000.0,114788090000.0,122552150000.0,120085955000.0,117503950000.0,125289610000.0,129064680000.0,116734780000.0,114245610000.0,117422850000.0,117343060000.0,120365570000.0,117636020000.0
2077.0,114816840000.0,113651250000.0,126353830000.0,125242565000.0,96795240000.0,127177540000.0,108155910000.0,113791740000.0,122116284000.0,119465660000.0,116295340000.0,125226700000.0,128795010000.0,115959620000.0,113451080000.0,116423570000.0,116576850000.0,119768140000.0,116865335000.0
2078.0,113619650000.0,112381330000.0,125781705000.0,124838980000.0,94923120000.0,127014050000.0,107189740000.0,112848840000.0,121852850000.0,118977360000.0,115617960000.0,125402560000.0,128439120000.0,115397770000.0,112635600000.0,115743340000.0,115956940000.0,119111880000.0,115970015000.0
2079.0,112719400000.0,111010095000.0,125645690000.0,124687696000.0,92781550000.0,126764900000.0,105879750000.0,112037280000.0,121307790000.0,118457926000.0,114859480000.0,125004220000.0,128129840000.0,114225005000.0,111801130000.0,114667180000.0,115208100000.0,118632950000.0,114888990000.0
2080.0,112051420000.0,110000830000.0,125471010000.0,124275860000.0,91078870000.0,126499630000.0,104035475000.0,110962310000.0,120816270000.0,117706480000.0,113785000000.0,124152740000.0,127977320000.0,113292345000.0,110984160000.0,114134900000.0,113877990000.0,117612140000.0,113524580000.0
2081.0,110972000000.0,109167700000.0,125061276000.0,124219605000.0,89501630000.0,126421210000.0,102593675000.0,110099620000.0,120107590000.0,116748890000.0,112712990000.0,123946060000.0,127572976000.0,112678175000.0,110314250000.0,113147180000.0,113193484000.0,116892490000.0,112807160000.0
2082.0,110148940000.0,107864680000.0,124686780000.0,123592480000.0,88033730000.0,126106350000.0,101157190000.0,109208035000.0,119694410000.0,115605500000.0,111767520000.0,123560250000.0,127407550000.0,111926320000.0,109227480000.0,111908140000.0,112353270000.0,116097516000.0,111536580000.0
2083.0,109170390000.0,106508220000.0,124256310000.0,123205110000.0,86037810000.0,126208990000.0,99685210000.0,108411280000.0,119152560000.0,114800910000.0,110730850000.0,123337610000.0,127171830000.0,111073120000.0,108592370000.0,111097850000.0,111334100000.0,115484480000.0,110377705000.0
2084.0,107875370000.0,105515160000.0,123580010000.0,122955890000.0,83804316000.0,125874520000.0,98173820000.0,107202990000.0,118836090000.0,114273690000.0,109228966000.0,122795200000.0,126968590000.0,110282390000.0,107806300000.0,109851230000.0,110782990000.0,114620680000.0,109413030000.0
2085.0,106869785000.0,104446706000.0,123160580000.0,122498080000.0,82068530000.0,125736500000.0,96474540000.0,106080380000.0,118273130000.0,113351930000.0,107731575000.0,122809065000.0,126670140000.0,109560590000.0,107116400000.0,108478770000.0,110147084000.0,113750385000.0,107609360000.0
2086.0,105488090000.0,102844490000.0,122638190000.0,122607820000.0,80155900000.0,125471220000.0,94587050000.0,105058615000.0,117416490000.0,112547865000.0,106673590000.0,122090690000.0,126605410000.0,108541890000.0,106095590000.0,107224810000.0,109114920000.0,113003500000.0,106495934000.0
2087.0,104558990000.0,101292170000.0,122330460000.0,121910166000.0,78563885000.0,124893410000.0,92892530000.0,103900650000.0,117085740000.0,111771580000.0,105277170000.0,121595050000.0,126274730000.0,107691530000.0,105453960000.0,106412605000.0,108323455000.0,112407510000.0,105106070000.0
2088.0,103124664000.0,99621640000.0,121785230000.0,121458385000.0,76712420000.0,124605270000.0,90947750000.0,102819050000.0,116513180000.0,111082720000.0,104139910000.0,121064055000.0,126219170000.0,106714290000.0,104789746000.0,105509050000.0,107379870000.0,111381470000.0,104080850000.0
2089.0,102008040000.0,98429620000.0,121191040000.0,121075900000.0,75248886000.0,125275580000.0,88835390000.0,101700600000.0,115842800000.0,110216660000.0,103196190000.0,120681320000.0,125550540000.0,105848830000.0,103828505000.0,104132910000.0,106535840000.0,110604290000.0,102813475000.0
2090.0,100792754000.0,96645010000.0,120790160000.0,120517660000.0,73518940000.0,124205720000.0,87014950000.0,100625660000.0,115229565000.0,109400580000.0,101750280000.0,120166620000.0,125026600000.0,105157600000.0,102949536000.0,102843785000.0,105550720000.0,109920770000.0,101902440000.0
2091.0,99553460000.0,94957090000.0,120404010000.0,120078850000.0,71327100000.0,123770500000.0,84908474000.0,99334700000.0,114717410000.0,108464540000.0,100181040000.0,119792010000.0,124836870000.0,103938450000.0,102209390000.0,101654650000.0,104034090000.0,108919890000.0,100610030000.0
2092.0,98346610000.0,93221480000.0,119889250000.0,119548180000.0,69581940000.0,123929340000.0,82702350000.0,97820350000.0,114262890000.0,107842945000.0,98588720000.0,119335100000.0,124629250000.0,102748545000.0,101203390000.0,100325390000.0,103253590000.0,107991880000.0,99119990000.0
2093.0,97292860000.0,90934960000.0,119367650000.0,118881860000.0,67902630000.0,123743000000.0,80441370000.0,96017430000.0,113415580000.0,106946680000.0,97035180000.0,118889240000.0,124324220000.0,101875070000.0,100157840000.0,98869850000.0,102290700000.0,107279590000.0,97405720000.0
2094.0,95923990000.0,88465100000.0,118981540000.0,118422170000.0,65810375000.0,123020894000.0,77797030000.0,94335450000.0,112624450000.0,105767210000.0,95899650000.0,118082990000.0,124062940000.0,100813005000.0,99493626000.0,97453180000.0,100808920000.0,106622770000.0,95958510000.0
2095.0,94429480000.0,87124160000.0,118288130000.0,117881400000.0,63610753000.0,122838204000.0,75776524000.0,93063360000.0,111622136000.0,104340210000.0,94269470000.0,117550890000.0,123636130000.0,99563810000.0,98764960000.0,95935410000.0,99155870000.0,105613870000.0,94047216000.0
2096.0,92873480000.0,84754040000.0,117620220000.0,117555044000.0,62229873000.0,122315645000.0,73619360000.0,91972040000.0,110799480000.0,103373270000.0,92784640000.0,116889480000.0,123205150000.0,97989780000.0,97577220000.0,94920760000.0,97755150000.0,104558715000.0,92054630000.0
2097.0,91665580000.0,82299770000.0,117168914000.0,117123420000.0,60429062000.0,122127480000.0,71486280000.0,90259990000.0,110093900000.0,102311670000.0,91154970000.0,116245955000.0,122811380000.0,97073810000.0,96426250000.0,93087195000.0,96630810000.0,103164050000.0,90047620000.0
