time,MPI-ESM1-2-HR,NORESM2-MM,CESM2-WACCM,CAMS-CSM1-0,GFDL-ESM4,IPSL-CM6A-LR,ACCESS-CM2,CESM2,BCC-CSM2-MR,FGOALS-F3-L,EC-EARTH3-VEG,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,INM-CM5-0
2050.0,131488160000.0,132435050000.0,129354465000.0,132329380000.0,131746170000.0,130516690000.0,129947160000.0,129434214000.0,128422715000.0,131041480000.0,131307670000.0,131302490000.0,131602610000.0,130492220000.0,131920170000.0,131024290000.0,132455990000.0
2051.0,131193370000.0,131812390000.0,129121260000.0,132096050000.0,131997100000.0,130400810000.0,130197080000.0,129410860000.0,128285770000.0,130844230000.0,130907000000.0,130591050000.0,131432964000.0,130346800000.0,131776670000.0,130759885000.0,132402090000.0
2052.0,131028074000.0,132074660000.0,128806420000.0,132047856000.0,131102260000.0,130435210000.0,129891030000.0,129133850000.0,128042050000.0,130625970000.0,130803400000.0,130115430000.0,131240850000.0,130075690000.0,131911180000.0,131121150000.0,132163650000.0
2053.0,131067070000.0,131850790000.0,128371630000.0,131757195000.0,130691750000.0,130242850000.0,129326420000.0,128593030000.0,127687250000.0,130901650000.0,130730410000.0,130113100000.0,131116130000.0,129896460000.0,131862364000.0,130926290000.0,132465740000.0
2054.0,130658800000.0,131501875000.0,128138710000.0,131441120000.0,130373090000.0,129943180000.0,129169970000.0,128481395000.0,127307660000.0,130443256000.0,130249564000.0,130075560000.0,131618090000.0,129705140000.0,131702374000.0,130443790000.0,132602340000.0
2055.0,131297110000.0,131286250000.0,127928020000.0,131432866000.0,130381210000.0,129900160000.0,129087365000.0,128117105000.0,127206105000.0,130059690000.0,130240080000.0,130356290000.0,131121850000.0,130429910000.0,131271640000.0,130398620000.0,132090356000.0
2056.0,131644604000.0,131330600000.0,127588400000.0,131759940000.0,130889425000.0,129993925000.0,128825530000.0,127779330000.0,126889484000.0,129703000000.0,130044010000.0,130157310000.0,131059550000.0,129662130000.0,131121530000.0,130259990000.0,131923910000.0
2057.0,130787660000.0,130985380000.0,127117050000.0,130846230000.0,130223645000.0,129341740000.0,128874730000.0,127611790000.0,126614495000.0,129582980000.0,129696270000.0,129560460000.0,131127770000.0,129323560000.0,130681810000.0,130974100000.0,131656570000.0
2058.0,131410560000.0,130953220000.0,126919524000.0,130876160000.0,130149286000.0,129132000000.0,128666680000.0,127319830000.0,126021070000.0,129220780000.0,129552600000.0,129538710000.0,130870470000.0,128934140000.0,130508460000.0,130391990000.0,131583386000.0
2059.0,130383690000.0,130896880000.0,126694220000.0,130722690000.0,130093050000.0,129887445000.0,127968944000.0,127148155000.0,125710890000.0,129056050000.0,129392940000.0,129090430000.0,130503670000.0,128814980000.0,130332720000.0,130174190000.0,132076590000.0
2060.0,130293500000.0,130758940000.0,126357905000.0,130787170000.0,129730450000.0,128858000000.0,127467315000.0,126661590000.0,125522290000.0,128928200000.0,129290790000.0,128920210000.0,130400330000.0,128983340000.0,130327320000.0,129992360000.0,131605684000.0
2061.0,130085356000.0,130752870000.0,126016094000.0,131141530000.0,129338150000.0,128214210000.0,127090780000.0,126214990000.0,125088280000.0,128488800000.0,129048050000.0,128970800000.0,130148390000.0,129641955000.0,130133940000.0,129779080000.0,131539034000.0
2062.0,130085224000.0,130632340000.0,125687870000.0,131322356000.0,129276730000.0,128175320000.0,126856995000.0,125889890000.0,124526120000.0,128689455000.0,129059430000.0,128902370000.0,130260900000.0,130202124000.0,130039366000.0,129616960000.0,131300080000.0
2063.0,129753660000.0,130835120000.0,125198660000.0,130395240000.0,129140970000.0,128304360000.0,126332210000.0,125628710000.0,123861600000.0,128117300000.0,128790260000.0,128584900000.0,129957020000.0,128620430000.0,129837810000.0,130232300000.0,131269755000.0
2064.0,129487340000.0,130492820000.0,124956220000.0,130298930000.0,129143520000.0,127833040000.0,126117690000.0,125166750000.0,123387560000.0,127595960000.0,128417150000.0,128302875000.0,129722710000.0,128130556000.0,129586700000.0,129524466000.0,131206160000.0
2065.0,129663950000.0,130620820000.0,124439904000.0,130059830000.0,129121320000.0,127584166000.0,125937500000.0,125154080000.0,122991010000.0,127195770000.0,128106545000.0,128414380000.0,129645230000.0,127960730000.0,129658160000.0,130757270000.0,131800500000.0
2066.0,129413775000.0,130015090000.0,123918920000.0,130341920000.0,128928680000.0,126953420000.0,125709290000.0,124689130000.0,122382760000.0,127254610000.0,128092890000.0,128354755000.0,129707475000.0,127772390000.0,129820115000.0,130568120000.0,131677815000.0
2067.0,129603190000.0,129975550000.0,123414634000.0,130068230000.0,128958460000.0,126746804000.0,125009080000.0,124004000000.0,122027470000.0,126762510000.0,127602010000.0,127882820000.0,129682596000.0,127652990000.0,129786680000.0,129253600000.0,131371770000.0
2068.0,129360445000.0,129951030000.0,123333480000.0,130078835000.0,128685850000.0,126969680000.0,124740166000.0,124019790000.0,121134770000.0,126386410000.0,127323690000.0,127506600000.0,129596150000.0,127523680000.0,129002500000.0,129142194000.0,131195085000.0
2069.0,129268640000.0,130198995000.0,122948070000.0,129724424000.0,128386360000.0,126686990000.0,124588670000.0,123602170000.0,120625545000.0,126295335000.0,127328360000.0,127229430000.0,128942250000.0,126898990000.0,128884300000.0,128863355000.0,131565990000.0
2070.0,129181920000.0,129845940000.0,122410860000.0,129835160000.0,128229730000.0,126176230000.0,124297920000.0,123233124000.0,120426750000.0,126222120000.0,127111410000.0,126783780000.0,128750174000.0,126714490000.0,128935710000.0,128674770000.0,131772420000.0
2071.0,128691490000.0,129938370000.0,122223346000.0,129500410000.0,128026160000.0,126089840000.0,124289160000.0,123001630000.0,120139500000.0,125816850000.0,127070030000.0,127109230000.0,128300380000.0,127005380000.0,128796566000.0,128782390000.0,130802420000.0
2072.0,128948765000.0,129337110000.0,121810050000.0,129002290000.0,127833010000.0,126117930000.0,123838820000.0,122365550000.0,119645995000.0,125589980000.0,126765210000.0,126665875000.0,128168660000.0,126422000000.0,128411296000.0,128463320000.0,130680250000.0
2073.0,128502850000.0,129065340000.0,121024220000.0,128828790000.0,127640160000.0,125818315000.0,124028990000.0,121917735000.0,119117960000.0,125336830000.0,126438770000.0,126067460000.0,128174200000.0,126177985000.0,128207310000.0,128054260000.0,130663030000.0
2074.0,128371710000.0,128946905000.0,120544400000.0,128809180000.0,127924330000.0,125388850000.0,123320350000.0,121757710000.0,118360285000.0,124919420000.0,126083680000.0,125973880000.0,128060195000.0,126018550000.0,128243200000.0,128136080000.0,130456790000.0
2075.0,128546560000.0,128883065000.0,120184030000.0,129030760000.0,127502950000.0,125132930000.0,122691560000.0,121370910000.0,118293520000.0,125181890000.0,125696610000.0,125641480000.0,128070060000.0,125709976000.0,127977450000.0,128118006000.0,130387040000.0
2076.0,128324890000.0,129167250000.0,119663890000.0,128793020000.0,127920366000.0,125172160000.0,122594900000.0,121186620000.0,117933480000.0,124499040000.0,126012965000.0,125427890000.0,127374920000.0,125764895000.0,127877825000.0,127602920000.0,130197140000.0
2077.0,127928130000.0,128221050000.0,119233440000.0,128486340000.0,127598090000.0,125313980000.0,122520250000.0,120751890000.0,117841535000.0,124933865000.0,126514640000.0,125300530000.0,127104475000.0,125260464000.0,127178465000.0,127704290000.0,130124660000.0
2078.0,127639960000.0,128144280000.0,118844965000.0,128618130000.0,127305480000.0,124915690000.0,121905540000.0,120312840000.0,117147020000.0,124237900000.0,125490400000.0,125101425000.0,127530680000.0,125032420000.0,126689900000.0,127464670000.0,131070530000.0
2079.0,127721300000.0,128004030000.0,118234500000.0,128416570000.0,126698060000.0,124896380000.0,121725330000.0,119779320000.0,116403450000.0,123488400000.0,125145040000.0,124650770000.0,126629134000.0,124795650000.0,126528090000.0,128458660000.0,130279970000.0
2080.0,127348515000.0,128188190000.0,117953760000.0,128003540000.0,126629626000.0,124621730000.0,121117180000.0,119565400000.0,116106700000.0,123427710000.0,124708440000.0,124612444000.0,126581400000.0,124579635000.0,126395154000.0,127435350000.0,130116430000.0
2081.0,127366320000.0,127677250000.0,116951620000.0,128084870000.0,126574900000.0,124135860000.0,121398985000.0,119379500000.0,115898100000.0,123077570000.0,124384440000.0,124153110000.0,126415010000.0,124241780000.0,125999280000.0,127468010000.0,129950810000.0
2082.0,126905560000.0,129312230000.0,116512610000.0,127753190000.0,126647850000.0,123396030000.0,120750050000.0,119007625000.0,115594220000.0,122902266000.0,124057680000.0,124070670000.0,126653020000.0,123899550000.0,125843600000.0,128419135000.0,129975075000.0
2083.0,126673150000.0,128098130000.0,116196480000.0,127721160000.0,126202160000.0,123264530000.0,120127830000.0,118827200000.0,115485510000.0,122587390000.0,123701420000.0,123788420000.0,126038310000.0,123456550000.0,126057620000.0,127690160000.0,130034640000.0
2084.0,126538630000.0,127655650000.0,115654840000.0,127467940000.0,126180060000.0,122983880000.0,120122750000.0,118276150000.0,115055510000.0,122228965000.0,123760160000.0,123630240000.0,125515880000.0,123190290000.0,125162210000.0,127198020000.0,129780970000.0
2085.0,126337210000.0,127366250000.0,115051590000.0,127181505000.0,125858824000.0,122830316000.0,119777060000.0,117798130000.0,114362620000.0,122001760000.0,123315225000.0,123113400000.0,125301500000.0,122972455000.0,124789530000.0,127529435000.0,129671496000.0
2086.0,126479655000.0,127317840000.0,114668300000.0,127057040000.0,125633480000.0,122794650000.0,119749810000.0,117273150000.0,113987820000.0,121761160000.0,123089430000.0,123537990000.0,125348880000.0,122758950000.0,124550636000.0,127920680000.0,129679010000.0
2087.0,126207840000.0,127492910000.0,113848640000.0,126735570000.0,125287910000.0,122664165000.0,119070530000.0,116769810000.0,113895000000.0,121569800000.0,122632350000.0,122674210000.0,124770730000.0,122400320000.0,124336620000.0,127501260000.0,129411370000.0
2088.0,126660665000.0,127087526000.0,113282980000.0,126500585000.0,125182350000.0,122378340000.0,118451180000.0,116246725000.0,113577060000.0,121811250000.0,122432800000.0,121847590000.0,124473020000.0,122249710000.0,124284805000.0,127146230000.0,129917340000.0
2089.0,125705010000.0,126720330000.0,112871970000.0,126315910000.0,125127475000.0,122273100000.0,118080635000.0,116169740000.0,113220500000.0,121328300000.0,122033920000.0,121654755000.0,124458840000.0,121779670000.0,123841390000.0,126768710000.0,129387905000.0
2090.0,125487100000.0,126628170000.0,112233275000.0,127016034000.0,125274570000.0,122401970000.0,117719695000.0,115741770000.0,112389970000.0,121009870000.0,121767510000.0,121822590000.0,124272550000.0,121338150000.0,123592330000.0,126865920000.0,129370090000.0
2091.0,125150120000.0,126820670000.0,111911354000.0,126530510000.0,124909930000.0,121813660000.0,117274165000.0,115136160000.0,111826530000.0,120722610000.0,121331835000.0,121588070000.0,124003500000.0,120925585000.0,123494780000.0,126672290000.0,129453320000.0
2092.0,125142430000.0,126450524000.0,111477424000.0,126817830000.0,124676055000.0,120740490000.0,116938900000.0,114969460000.0,111601140000.0,120388200000.0,121051110000.0,121235915000.0,123755430000.0,120720105000.0,123316120000.0,126793190000.0,128987505000.0
2093.0,124926400000.0,126340825000.0,110685766000.0,126315660000.0,124309815000.0,120633200000.0,116477750000.0,114580540000.0,111089870000.0,120211580000.0,120652140000.0,120567570000.0,124056980000.0,120584170000.0,123173495000.0,126291250000.0,129024550000.0
2094.0,124800230000.0,126111465000.0,110326930000.0,126224440000.0,124174746000.0,120644350000.0,116146890000.0,113867460000.0,110759850000.0,119679650000.0,120254180000.0,120116980000.0,123506280000.0,120045330000.0,122866780000.0,126069530000.0,129224410000.0
2095.0,124436820000.0,125897370000.0,109608410000.0,125891400000.0,123993590000.0,120143700000.0,115572540000.0,113280630000.0,110291160000.0,119538745000.0,119838180000.0,119725090000.0,123261490000.0,119952030000.0,122194430000.0,125631955000.0,129358150000.0
2096.0,124480880000.0,125625620000.0,109025530000.0,125355190000.0,124205330000.0,120210420000.0,115373190000.0,112549000000.0,110345950000.0,119141600000.0,119719485000.0,119595580000.0,123563920000.0,119773100000.0,122015600000.0,125646190000.0,129024246000.0
2097.0,123911184000.0,125612130000.0,108133190000.0,125101370000.0,124919640000.0,119374580000.0,114819880000.0,112378010000.0,110197520000.0,118759860000.0,119411245000.0,119674724000.0,123874030000.0,119332180000.0,121925116000.0,125398890000.0,129643890000.0
2098.0,123690850000.0,125421790000.0,107537390000.0,124985880000.0,124115750000.0,119169580000.0,114690515000.0,111699990000.0,109435720000.0,118490235000.0,118732210000.0,118984890000.0,123476590000.0,118966490000.0,121688334000.0,125397510000.0,128867110000.0
2099.0,123997970000.0,125197020000.0,106879830000.0,125088820000.0,123781160000.0,118785335000.0,114668675000.0,111192100000.0,109188970000.0,118121415000.0,118437290000.0,118704620000.0,122482370000.0,118644990000.0,121461480000.0,125533170000.0,128732010000.0
2100.0,124132130000.0,124859965000.0,106280140000.0,125494790000.0,123667700000.0,118714384000.0,114335950000.0,110769150000.0,109441280000.0,117803920000.0,118168310000.0,118823930000.0,122153550000.0,118193440000.0,121466580000.0,125246810000.0,128578120000.0
