time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,87720215000.0,87720215000.0
2001.0,88084726000.0,88084726000.0
2002.0,87772640000.0,87772640000.0
2003.0,87558816000.0,87558816000.0
2004.0,87372366000.0,87372366000.0
2005.0,87214590000.0,87214590000.0
2006.0,87091950000.0,87091950000.0
2007.0,87041974000.0,87041974000.0
2008.0,86983156000.0,86983156000.0
2009.0,87343600000.0,87343600000.0
2010.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0
2021.0,84795875000.0,84740490000.0
2022.0,84700970000.0,84402710000.0
2023.0,84450040000.0,84637990000.0
2024.0,83910435000.0,86712610000.0
2025.0,83558660000.0,84158900000.0
2026.0,84062920000.0,84380475000.0
2027.0,83247380000.0,83309810000.0
2028.0,82799250000.0,82975530000.0
2029.0,82380960000.0,82971870000.0
2030.0,81828810000.0,82481220000.0
2031.0,81179190000.0,81610965000.0
2032.0,80632110000.0,81396470000.0
2033.0,79983215000.0,81853780000.0
2034.0,79384030000.0,80750230000.0
2035.0,78944125000.0,81042720000.0
2036.0,78049214000.0,79991100000.0
2037.0,77439170000.0,79271100000.0
2038.0,76893770000.0,79649510000.0
2039.0,76320460000.0,78431764000.0
2040.0,75814420000.0,79615460000.0
2041.0,75196785000.0,81417890000.0
2042.0,74422120000.0,79153635000.0
2043.0,73839270000.0,77041670000.0
2044.0,72831900000.0,75973440000.0
2045.0,72208680000.0,75270530000.0
2046.0,71392630000.0,74508760000.0
2047.0,70793670000.0,74195080000.0
2048.0,70049080000.0,73376590000.0
2049.0,69186930000.0,72490500000.0
2050.0,71849345000.0,72064310000.0
2051.0,68607058000.0,71348584000.0
2052.0,67429765000.0,70435226000.0
2053.0,66861138000.0,69417570000.0
2054.0,66484507000.0,68591380000.0
2055.0,65870620000.0,67521143000.0
2056.0,65711640000.0,66862584000.0
2057.0,64963514000.0,66413466000.0
2058.0,65020670000.0,65633440000.0
2059.0,64280965000.0,64773560000.0
2060.0,65813017000.0,63627480000.0
2061.0,64221840000.0,62811080000.0
2062.0,63256070000.0,61833740000.0
2063.0,62341382000.0,60713603000.0
2064.0,61463687000.0,60188123000.0
2065.0,60864190000.0,58962203000.0
2066.0,60747180000.0,58055197000.0
2067.0,60443214000.0,57587737000.0
2068.0,59828154000.0,56578080000.0
2069.0,59155620000.0,56161980000.0
2070.0,58668216000.0,54971265000.0
2071.0,58016207000.0,54536528000.0
2072.0,57546613000.0,52861000000.0
2073.0,58017020000.0,52006670000.0
2074.0,57773900000.0,51245232000.0
2075.0,56517423000.0,50319217000.0
2076.0,56275170000.0,49440154000.0
2077.0,56157483000.0,48543980000.0
2078.0,55165720000.0,47578915000.0
2079.0,54838870000.0,46536675000.0
2080.0,54366920000.0,45952393000.0
2081.0,54555570000.0,45219426000.0
2082.0,53992630000.0,44112350000.0
2083.0,53284730000.0,43101460000.0
2084.0,53095375000.0,42624660000.0
2085.0,52551990000.0,41881690000.0
2086.0,52232475000.0,41265148000.0
2087.0,55725793000.0,40584300000.0
2088.0,51853450000.0,39826797000.0
2089.0,51128033000.0,39600783000.0
2090.0,50719322000.0,38911150000.0
2091.0,50168300000.0,38344892000.0
2092.0,49954865000.0,37823110000.0
2093.0,49644274000.0,37181985000.0
2094.0,49387000000.0,36784243000.0
2095.0,49010660000.0,36404187000.0
2096.0,48785605000.0,35866018000.0
2097.0,49170838000.0,35397906000.0
2098.0,48306303000.0,35718060000.0
2099.0,47824134000.0,34695950000.0
2100.0,47764365000.0,34085920000.0
