time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0,87720215000.0
2001.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0,88084726000.0
2002.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0,87772640000.0
2003.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0,87558816000.0
2004.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0,87372366000.0
2005.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0,87214590000.0
2006.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0,87091950000.0
2007.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0,87041974000.0
2008.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0,86983156000.0
2009.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0,87343600000.0
2010.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0,86918750000.0
2011.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0,86789276000.0
2012.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0,86721060000.0
2013.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0,86814000000.0
2014.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0,86552640000.0
2015.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0,86340700000.0
2016.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0,86155590000.0
2017.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0,85840134000.0
2018.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0,85609170000.0
2019.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0,85404220000.0
2020.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0,85076230000.0
2021.0,84961200000.0,84943550000.0,84783470000.0,84756470000.0,84910800000.0
2022.0,84520380000.0,84826270000.0,84882350000.0,84683310000.0,84731320000.0
2023.0,84253260000.0,84291480000.0,84316750000.0,85791710000.0,84246580000.0
2024.0,84012680000.0,83946010000.0,83939710000.0,85178210000.0,84025810000.0
2025.0,83431950000.0,83488540000.0,83938615000.0,84344050000.0,83354345000.0
2026.0,83162006000.0,83172750000.0,83800500000.0,83853210000.0,83139360000.0
2027.0,83026920000.0,82809020000.0,83178660000.0,83392130000.0,82500580000.0
2028.0,82322520000.0,82677900000.0,83058115000.0,82822680000.0,81405150000.0
2029.0,81657960000.0,81942820000.0,82318410000.0,82738840000.0,80595350000.0
2030.0,80876750000.0,81870530000.0,81757720000.0,82857470000.0,80358285000.0
2031.0,79733300000.0,80779380000.0,81215710000.0,81881645000.0,79246180000.0
2032.0,79257900000.0,80127205000.0,80415710000.0,81416905000.0,78501520000.0
2033.0,79274360000.0,79499770000.0,80111080000.0,81000505000.0,77340030000.0
2034.0,79492440000.0,79322750000.0,79214035000.0,80903850000.0,76233530000.0
2035.0,79215710000.0,79395520000.0,78657340000.0,80583460000.0,74965650000.0
2036.0,78314270000.0,78599950000.0,78065700000.0,80697750000.0,74352550000.0
2037.0,77266444000.0,78088220000.0,77113330000.0,80073680000.0,73780855000.0
2038.0,76528030000.0,76936940000.0,77264855000.0,79915550000.0,72902460000.0
2039.0,75973260000.0,76228534000.0,76335840000.0,79099720000.0,71820880000.0
2040.0,75086700000.0,75387630000.0,75326430000.0,78912540000.0,71105220000.0
2041.0,74582500000.0,74989625000.0,74324870000.0,78272635000.0,70107030000.0
2042.0,73846430000.0,73956090000.0,73230524000.0,78482470000.0,68623528000.0
2043.0,72748655000.0,73206600000.0,72456590000.0,77667950000.0,67363627000.0
2044.0,71890220000.0,72606200000.0,71712055000.0,78051790000.0,66401087000.0
2045.0,70940140000.0,71941880000.0,71216095000.0,76650185000.0,65776370000.0
2046.0,70084970000.0,71797580000.0,70235260000.0,76201050000.0,64797483000.0
2047.0,69545450000.0,70886015000.0,69375795000.0,75812960000.0,63876220000.0
2048.0,69644706000.0,70218240000.0,68577670000.0,75364475000.0,62762586000.0
2049.0,68249395000.0,69702935000.0,68581663000.0,74688420000.0,61769232000.0
2050.0,67234927000.0,68712060000.0,67652387000.0,74237220000.0,60754485000.0
2051.0,66483380000.0,67914174000.0,66927567000.0,73702070000.0,59690455000.0
2052.0,65734246000.0,68146016000.0,66049417000.0,73467510000.0,58598474000.0
2053.0,65937950000.0,67278213000.0,65151120000.0,72984895000.0,57738682000.0
2054.0,64651210000.0,66710077000.0,65147916000.0,72150794000.0,56760290000.0
2055.0,63746617000.0,65939223000.0,63914512000.0,71660940000.0,55565955000.0
2056.0,62873430000.0,65334330000.0,63334253000.0,71139740000.0,54297560000.0
2057.0,62330544000.0,64620134000.0,62494740000.0,71782605000.0,53011510000.0
2058.0,61046764000.0,63966660000.0,61574107000.0,70797920000.0,52021395000.0
2059.0,60277050000.0,63464340000.0,60588225000.0,70524035000.0,51332560000.0
2060.0,59684774000.0,62914474000.0,59549450000.0,70381380000.0,50196996000.0
2061.0,58958205000.0,62280077000.0,58711180000.0,69525470000.0,49072970000.0
2062.0,58069940000.0,61774864000.0,57900835000.0,69038650000.0,48036344000.0
2063.0,57299857000.0,61370343000.0,56865505000.0,68807550000.0,47087096000.0
2064.0,57096573000.0,60622946000.0,55970075000.0,67968893000.0,46316106000.0
2065.0,55824490000.0,60395110000.0,55077370000.0,67933220000.0,45262390000.0
2066.0,55568260000.0,60118282000.0,54171190000.0,67195847000.0,44387496000.0
2067.0,54792510000.0,59255443000.0,53445600000.0,67623477000.0,43695370000.0
2068.0,53881782000.0,59655170000.0,52813177000.0,66145570000.0,43231113000.0
2069.0,52999560000.0,58662883000.0,52224700000.0,66114490000.0,41998640000.0
2070.0,52743844000.0,61548860000.0,51526357000.0,65303680000.0,40989420000.0
2071.0,52608836000.0,58554230000.0,51432526000.0,64761630000.0,40217166000.0
2072.0,51283840000.0,57165470000.0,50235160000.0,64385085000.0,39446872000.0
2073.0,50837504000.0,57301860000.0,49810813000.0,64160354000.0,38463330000.0
2074.0,50014384000.0,56644630000.0,49122537000.0,63529630000.0,37539332000.0
2075.0,49037870000.0,56393126000.0,48481770000.0,62929863000.0,36643110000.0
2076.0,48476266000.0,55792830000.0,47694606000.0,62528176000.0,36498153000.0
2077.0,49597493000.0,55247090000.0,47076740000.0,62350020000.0,35199128000.0
2078.0,47901573000.0,55018480000.0,46691190000.0,61506950000.0,34436410000.0
2079.0,46885590000.0,54551065000.0,46114853000.0,61284094000.0,33678168000.0
2080.0,46557690000.0,54009827000.0,46133772000.0,61086400000.0,32901601000.0
2081.0,47586312000.0,54254973000.0,45006260000.0,60113730000.0,32252516000.0
2082.0,45444465000.0,53166035000.0,44670530000.0,59653288000.0,31747564000.0
2083.0,44708913000.0,53102410000.0,44131610000.0,59246146000.0,31037379000.0
2084.0,44338880000.0,53878714000.0,43555996000.0,59379474000.0,30439004000.0
2085.0,45975392000.0,52525863000.0,43976684000.0,58441070000.0,33506537000.0
2086.0,44239850000.0,52366615000.0,43610448000.0,57990844000.0,30743407000.0
2087.0,43167370000.0,51802240000.0,42750853000.0,57724970000.0,29596846000.0
2088.0,42803077000.0,51437322000.0,41896948000.0,57093110000.0,28768629000.0
2089.0,42586726000.0,51471335000.0,41553203000.0,56677940000.0,28047670000.0
2090.0,42225443000.0,54143030000.0,41079360000.0,56757940000.0,27545033000.0
2091.0,41801216000.0,55881576000.0,40967094000.0,56212476000.0,27104176000.0
2092.0,41277840000.0,52323824000.0,41008062000.0,56424296000.0,26640720000.0
2093.0,40892630000.0,52367487000.0,40475110000.0,55293230000.0,26031317000.0
2094.0,41787376000.0,51463524000.0,39927222000.0,54913147000.0,25605110000.0
2095.0,40253223000.0,51403088000.0,39496647000.0,55154184000.0,25746300000.0
2096.0,39970840000.0,51552027000.0,39228453000.0,54283460000.0,25099975000.0
2097.0,41403027000.0,50892878000.0,42025620000.0,54236470000.0,24384535000.0
2098.0,39583425000.0,51367563000.0,41287440000.0,54021526000.0,24097927000.0
2099.0,39245230000.0,50764860000.0,39201477000.0,54168965000.0,23743848000.0
2100.0,39126307000.0,51812340000.0,38475020000.0,54160015000.0,23533040000.0
