time,GFDL-ESM4,CMCC-CM2-SR5,NORESM2-MM,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,ACCESS-CM2,ACCESS-ESM1-5,CESM2,MRI-ESM2-0,INM-CM4-8,INM-CM5-0,MPI-ESM1-2-HR,EC-EARTH3,CAMS-CSM1-0,IPSL-CM6A-LR,CESM2-WACCM,TAIESM1
2010.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0,289706400000.0
2011.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0,287324180000.0
2012.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0,286665340000.0
2013.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0,287234900000.0
2014.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0,284290320000.0
2015.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0,280241080000.0
2016.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0,282270920000.0
2017.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0,278696460000.0
2018.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0,278501750000.0
2019.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0
2020.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0
2021.0,264487220000.0,272726880000.0,264632520000.0,269044700000.0,266806770000.0,265408990000.0,263888900000.0,263899040000.0,266502640000.0,270506600000.0,270506930000.0,270085000000.0,267899580000.0,266900720000.0,269213940000.0,265288120000.0,268177980000.0,268042350000.0,267713840000.0
2022.0,260948840000.0,270226470000.0,262184120000.0,266406500000.0,268068500000.0,263603130000.0,259741520000.0,261160760000.0,264266140000.0,266416690000.0,269876940000.0,268963050000.0,262722900000.0,264007240000.0,264055050000.0,261325600000.0,267888540000.0,264261220000.0,262438190000.0
2023.0,258435700000.0,265626340000.0,258092480000.0,265151330000.0,267599480000.0,259576510000.0,251135600000.0,255085820000.0,262337640000.0,262431160000.0,268192780000.0,267129550000.0,260539450000.0,261490020000.0,265512390000.0,255206420000.0,263556780000.0,261678020000.0,259206510000.0
2024.0,255852130000.0,265608540000.0,255945870000.0,258326180000.0,263520190000.0,260655270000.0,244980630000.0,251323200000.0,260526640000.0,260788960000.0,262223690000.0,264627960000.0,258578550000.0,259470330000.0,261948100000.0,251709160000.0,260520820000.0,257922660000.0,257231340000.0
2025.0,253146370000.0,262424510000.0,252425040000.0,257177520000.0,259691450000.0,260232690000.0,239721250000.0,248568300000.0,259077750000.0,257284000000.0,258189310000.0,265183820000.0,253135850000.0,257865700000.0,256933940000.0,248099750000.0,255423380000.0,253887680000.0,254308060000.0
2026.0,250079900000.0,261859360000.0,245908850000.0,253250570000.0,260588680000.0,259194360000.0,235872390000.0,242809750000.0,254081810000.0,253622480000.0,251825590000.0,265993680000.0,252631960000.0,254846620000.0,254530340000.0,245138160000.0,252657100000.0,252223720000.0,247469230000.0
2027.0,245137340000.0,258771710000.0,241729080000.0,249224410000.0,257485780000.0,256665100000.0,231673070000.0,240652290000.0,252412180000.0,252485880000.0,246434840000.0,267269590000.0,248588270000.0,251559220000.0,249718690000.0,240504680000.0,246843970000.0,250703070000.0,246760620000.0
2028.0,239729890000.0,254826430000.0,242415580000.0,240840250000.0,252569320000.0,252527760000.0,222179340000.0,235120300000.0,251668480000.0,254010980000.0,244277330000.0,268442200000.0,246211330000.0,247463560000.0,250320260000.0,236512720000.0,240536270000.0,250255030000.0,239190310000.0
2029.0,239061660000.0,251493960000.0,243513180000.0,240638030000.0,251098870000.0,249536710000.0,214898430000.0,231517910000.0,249649230000.0,249426210000.0,241719350000.0,266576360000.0,244845040000.0,247232870000.0,245631450000.0,232764830000.0,235547900000.0,243855100000.0,233026130000.0
2030.0,236867160000.0,244943770000.0,239199320000.0,238247260000.0,243937940000.0,248367840000.0,208937700000.0,227019850000.0,245456470000.0,246094580000.0,235419580000.0,264338160000.0,242684410000.0,245855370000.0,240711220000.0,228556130000.0,231892060000.0,239435300000.0,225944500000.0
2031.0,231461040000.0,241023580000.0,236525060000.0,234454900000.0,240420630000.0,245371620000.0,199552220000.0,221013900000.0,242712480000.0,242444850000.0,233226400000.0,260812900000.0,236956340000.0,240885020000.0,230423090000.0,222118080000.0,227630060000.0,237105300000.0,221561470000.0
2032.0,228540940000.0,239099990000.0,233706180000.0,234342860000.0,238231370000.0,243910740000.0,193627500000.0,216174690000.0,241758780000.0,235961530000.0,229147000000.0,259645820000.0,233856100000.0,238006030000.0,223818500000.0,217928900000.0,220587310000.0,232945880000.0,214900400000.0
2033.0,221889360000.0,236462780000.0,229910860000.0,233264960000.0,235240400000.0,242856330000.0,190287580000.0,212560220000.0,239739680000.0,229233950000.0,225105100000.0,255914230000.0,229153980000.0,234929520000.0,219032580000.0,210857560000.0,217148400000.0,228015060000.0,209977000000.0
2034.0,216756340000.0,234506520000.0,223686440000.0,229100960000.0,230281120000.0,241309680000.0,186718900000.0,206935590000.0,236646020000.0,225753170000.0,220554300000.0,251380100000.0,224023220000.0,232349750000.0,212391920000.0,207383840000.0,214910440000.0,223042950000.0,203039160000.0
2035.0,212493530000.0,229286260000.0,222109090000.0,224942640000.0,228836660000.0,238604930000.0,181257570000.0,203132650000.0,230701240000.0,224108510000.0,214879390000.0,249630210000.0,216963800000.0,225951290000.0,204031770000.0,199105410000.0,208667250000.0,221069250000.0,197431160000.0
2036.0,210056950000.0,224793180000.0,215677710000.0,222508900000.0,227001550000.0,235501750000.0,174811300000.0,199711560000.0,226055780000.0,222182830000.0,212505230000.0,246602400000.0,210998030000.0,220903650000.0,198828410000.0,195435360000.0,205388040000.0,216384000000.0,188293960000.0
2037.0,206398900000.0,219873180000.0,211788230000.0,221320820000.0,224742930000.0,231669300000.0,169130180000.0,192742540000.0,225031550000.0,220188660000.0,212083800000.0,243729480000.0,206719480000.0,218610190000.0,190080270000.0,191641760000.0,201701180000.0,212000500000.0,184105070000.0
2038.0,203605300000.0,216345890000.0,206061600000.0,218850850000.0,219528740000.0,229808820000.0,162774170000.0,190679200000.0,220803320000.0,215540190000.0,206139500000.0,241088410000.0,202682910000.0,213571800000.0,185239010000.0,183752180000.0,198914460000.0,208810640000.0,176461970000.0
2039.0,198747320000.0,210956550000.0,206010700000.0,216979500000.0,216685050000.0,226192230000.0,157476720000.0,185867490000.0,221135980000.0,212771060000.0,203525850000.0,239817570000.0,199064030000.0,209653580000.0,181668020000.0,178140020000.0,192399340000.0,206813820000.0,171671750000.0
2040.0,194740650000.0,206418560000.0,201781260000.0,212684140000.0,213213770000.0,225760170000.0,154060600000.0,181886060000.0,215973720000.0,207417930000.0,200210420000.0,237525570000.0,192543300000.0,203839230000.0,176882800000.0,175985700000.0,185823970000.0,203727540000.0,164620830000.0
2041.0,188180190000.0,202952110000.0,195498870000.0,209041240000.0,209573040000.0,221666340000.0,148743770000.0,176680810000.0,214520250000.0,205359900000.0,196243230000.0,235472900000.0,189941970000.0,199965930000.0,170252940000.0,172949860000.0,180777960000.0,200131310000.0,160695390000.0
2042.0,185825850000.0,198126300000.0,190905340000.0,203603230000.0,205820040000.0,219728400000.0,143120380000.0,171227320000.0,212608930000.0,204371030000.0,191007870000.0,231323650000.0,186892860000.0,197010310000.0,165187860000.0,169767400000.0,175151070000.0,194716140000.0,156422930000.0
2043.0,180335230000.0,191581370000.0,189248030000.0,200349300000.0,199264300000.0,218344140000.0,139885220000.0,168841400000.0,211940770000.0,200990640000.0,187969320000.0,232649130000.0,182164060000.0,191945000000.0,157076550000.0,167981450000.0,170026900000.0,189312250000.0,151647500000.0
2044.0,174856390000.0,184572720000.0,183977330000.0,195443970000.0,197045160000.0,214000620000.0,132748280000.0,165982010000.0,207789240000.0,198883720000.0,181235660000.0,230961410000.0,178240880000.0,187441460000.0,149807680000.0,164511070000.0,164983870000.0,183890950000.0,145866740000.0
2045.0,172774690000.0,176813870000.0,181380660000.0,191972150000.0,191442190000.0,209649300000.0,127332800000.0,161255740000.0,207157000000.0,195182020000.0,175139820000.0,227322680000.0,174675000000.0,183648570000.0,143288350000.0,164855680000.0,159884510000.0,181442940000.0,137290150000.0
2046.0,169858580000.0,172227920000.0,177565530000.0,186786200000.0,187733670000.0,207946800000.0,122525450000.0,158801000000.0,204229890000.0,190569450000.0,170363760000.0,222571500000.0,172479630000.0,179321550000.0,139440770000.0,161828420000.0,152751260000.0,176625190000.0,134488550000.0
2047.0,166367610000.0,165635540000.0,174137560000.0,182669920000.0,184624460000.0,203276620000.0,118710480000.0,153040080000.0,201476130000.0,184959430000.0,165230410000.0,220479110000.0,167787900000.0,175383070000.0,132562620000.0,158099210000.0,145566420000.0,173407400000.0,129331060000.0
2048.0,164225880000.0,161947040000.0,168989980000.0,178036210000.0,179229300000.0,199238940000.0,114024096000.0,148787970000.0,197774230000.0,181605340000.0,159373050000.0,216560010000.0,165607820000.0,172335380000.0,128392220000.0,154988330000.0,139455150000.0,169350150000.0,123418575000.0
2049.0,160783630000.0,155681520000.0,163587400000.0,175426470000.0,176150860000.0,195613440000.0,109440940000.0,145103600000.0,193052790000.0,177830500000.0,154158200000.0,213187890000.0,165295800000.0,169681620000.0,121651880000.0,148144850000.0,134370970000.0,164345360000.0,117839940000.0
2050.0,156362230000.0,152536270000.0,156800290000.0,169476340000.0,172332480000.0,191361370000.0,103437010000.0,139787440000.0,185139920000.0,172008140000.0,149487340000.0,208909840000.0,163664250000.0,166998880000.0,116606330000.0,143961310000.0,129233830000.0,160375360000.0,113044570000.0
2051.0,153624260000.0,149731260000.0,152775110000.0,163657920000.0,166889680000.0,188920510000.0,98749650000.0,134528700000.0,183620040000.0,167286820000.0,144940610000.0,205392050000.0,160442250000.0,165182640000.0,110984550000.0,141418680000.0,123710240000.0,156726890000.0,107422410000.0
2052.0,149070800000.0,146432130000.0,148710640000.0,159256480000.0,163123300000.0,185559550000.0,93252650000.0,130219610000.0,179187960000.0,161445660000.0,139347890000.0,201917350000.0,155495240000.0,161770910000.0,105790360000.0,139193100000.0,118738560000.0,152578930000.0,104031950000.0
2053.0,144742400000.0,140941130000.0,147066110000.0,152457220000.0,159045830000.0,181970960000.0,89558950000.0,125187710000.0,173047760000.0,155286100000.0,135393210000.0,196526340000.0,153298670000.0,156277010000.0,100978190000.0,134683190000.0,113730265000.0,149564400000.0,98762530000.0
2054.0,141898290000.0,134370750000.0,142584350000.0,149292340000.0,154094880000.0,176331820000.0,84919070000.0,118065810000.0,168937000000.0,152770890000.0,130755650000.0,194709450000.0,149714700000.0,153572740000.0,97883046000.0,131413750000.0,109176110000.0,143166540000.0,93902220000.0
2055.0,138338500000.0,130434610000.0,140639450000.0,143663280000.0,150796810000.0,169465540000.0,81739630000.0,112937140000.0,164005560000.0,150051720000.0,126826830000.0,190195450000.0,145237980000.0,149379370000.0,92938150000.0,129185040000.0,104287120000.0,137415780000.0,88784640000.0
2056.0,135752090000.0,127360540000.0,137372670000.0,137172350000.0,147459260000.0,160761410000.0,76662500000.0,108773880000.0,156940060000.0,146505840000.0,122723210000.0,186482000000.0,140270930000.0,146966740000.0,89726950000.0,125498390000.0,99000074000.0,137147050000.0,83832890000.0
2057.0,132141010000.0,122237700000.0,134223766000.0,133776850000.0,143591100000.0,156516610000.0,73659990000.0,103745640000.0,152925830000.0,141827490000.0,120348990000.0,185367700000.0,135663730000.0,144452120000.0,85060660000.0,122617180000.0,94571050000.0,131071435000.0,80830540000.0
2058.0,129028050000.0,119982940000.0,130742630000.0,129076584000.0,141116340000.0,153856840000.0,69968265000.0,99924790000.0,147916690000.0,139777600000.0,115713490000.0,181688170000.0,130887950000.0,143235830000.0,80357710000.0,121905090000.0,90220590000.0,126868636000.0,76717015000.0
2059.0,125755260000.0,116079485000.0,126219990000.0,125311780000.0,138130440000.0,149624460000.0,66549137000.0,95307540000.0,145014870000.0,134493750000.0,113740500000.0,179777390000.0,129947290000.0,142057900000.0,77949070000.0,119465250000.0,85983980000.0,124902350000.0,72820960000.0
2060.0,121555350000.0,110813050000.0,122568920000.0,118218340000.0,134286910000.0,147022530000.0,62702653000.0,91317200000.0,139032900000.0,129855365000.0,109277550000.0,177258990000.0,128070220000.0,137570320000.0,74787930000.0,116386210000.0,82085855000.0,120750940000.0,68444107000.0
2061.0,118839350000.0,106343720000.0,119405340000.0,115155616000.0,129795555000.0,143344700000.0,57727242000.0,86241570000.0,134719230000.0,126169710000.0,106015630000.0,174198130000.0,125568680000.0,133754140000.0,70761640000.0,114204520000.0,77800640000.0,116133880000.0,63911506000.0
2062.0,117093070000.0,101245500000.0,115727380000.0,110560470000.0,125184840000.0,140412350000.0,54450270000.0,82570380000.0,130225390000.0,120355500000.0,104169320000.0,169965440000.0,123914530000.0,131329290000.0,67934188000.0,111464950000.0,74000860000.0,112514350000.0,60868510000.0
2063.0,116182470000.0,96246920000.0,111349870000.0,107837880000.0,118233840000.0,136768780000.0,51574050000.0,79231920000.0,127206180000.0,118520200000.0,102104154000.0,164859250000.0,121959710000.0,128789110000.0,66385072000.0,109256870000.0,69302060000.0,109299440000.0,57805353000.0
2064.0,113098440000.0,91499815000.0,107516190000.0,104641260000.0,114556666000.0,133970380000.0,47853416000.0,76431580000.0,123888630000.0,112548460000.0,99329930000.0,161357640000.0,118626660000.0,126498460000.0,63845212000.0,107713946000.0,64826044000.0,107629840000.0,54947512000.0
2065.0,110692155000.0,87857910000.0,103349020000.0,100086890000.0,111063650000.0,128065950000.0,44501066000.0,72958030000.0,124433800000.0,109422570000.0,96247010000.0,157113660000.0,115409070000.0,121604150000.0,61386416000.0,106016800000.0,61161873000.0,104422466000.0,52887620000.0
2066.0,107357420000.0,84029020000.0,100231496000.0,97029980000.0,104640910000.0,123906470000.0,41710547000.0,69912945000.0,122982070000.0,104447360000.0,94043470000.0,152206400000.0,112809116000.0,118843515000.0,59803230000.0,102783260000.0,57641083000.0,99728350000.0,50728583000.0
2067.0,104839430000.0,79406870000.0,96914915000.0,91686490000.0,100778330000.0,119808220000.0,39691604000.0,66255990000.0,117533300000.0,100665975000.0,92021280000.0,147015990000.0,110829690000.0,115421640000.0,57078800000.0,99180420000.0,54460560000.0,97087140000.0,48978940000.0
2068.0,102464930000.0,75688680000.0,92846590000.0,88420730000.0,98048720000.0,116887000000.0,37122820000.0,61942764000.0,114959980000.0,96887170000.0,92617875000.0,142993720000.0,109303450000.0,111564460000.0,53891510000.0,97251810000.0,51303342000.0,94448130000.0,46878392000.0
2069.0,100551660000.0,71740720000.0,91503950000.0,84657390000.0,95153220000.0,113667890000.0,34780280000.0,58257416000.0,111519965000.0,95711490000.0,89537360000.0,138371650000.0,107883680000.0,107776130000.0,51402015000.0,96494630000.0,48321690000.0,91571340000.0,43974590000.0
2070.0,97708730000.0,68873580000.0,86790900000.0,80802340000.0,93584170000.0,108949230000.0,32403927000.0,55006000000.0,105691570000.0,92911490000.0,86777920000.0,134392170000.0,105657926000.0,103872040000.0,48832700000.0,95117410000.0,45636130000.0,90083100000.0,42073915000.0
2071.0,95263300000.0,66744447000.0,84077945000.0,78501130000.0,91143980000.0,103632404000.0,29454096000.0,51397990000.0,99825110000.0,90429770000.0,84735470000.0,131569260000.0,102606170000.0,100509350000.0,46145880000.0,92493010000.0,43025867000.0,86942830000.0,39961272000.0
2072.0,91726110000.0,64238498000.0,82815300000.0,74675910000.0,88625360000.0,100933040000.0,27793254000.0,48292300000.0,98156130000.0,87542510000.0,81742995000.0,128768900000.0,99157640000.0,96871120000.0,44411826000.0,88845296000.0,39914740000.0,85244330000.0,37532490000.0
2073.0,88871450000.0,60816327000.0,82106900000.0,69902190000.0,84802820000.0,96508140000.0,25712610000.0,45172580000.0,95922690000.0,85330690000.0,78963294000.0,124817040000.0,96977830000.0,93124076000.0,41893966000.0,86360140000.0,36821750000.0,80957750000.0,34979800000.0
2074.0,85311640000.0,58086890000.0,80442770000.0,66608410000.0,81302350000.0,92076620000.0,23905989000.0,42381670000.0,92822900000.0,82338110000.0,76874420000.0,120539185000.0,94332980000.0,89116470000.0,39456220000.0,84771770000.0,34753675000.0,78031440000.0,32935762000.0
2075.0,83116630000.0,55078744000.0,78926905000.0,62459527000.0,79589800000.0,90216830000.0,21786464000.0,39727948000.0,88641446000.0,78981450000.0,74609230000.0,117191350000.0,91556320000.0,85617330000.0,37606072000.0,81608240000.0,31650530000.0,75533870000.0,31147262000.0
2076.0,80852310000.0,53169242000.0,77539940000.0,59115688000.0,77302890000.0,86057340000.0,19723310000.0,37059100000.0,86247550000.0,76830876000.0,72514440000.0,114581650000.0,88483270000.0,82661570000.0,35048813000.0,78691800000.0,28568090000.0,72911980000.0,28704600000.0
2077.0,79230280000.0,50299515000.0,75530985000.0,56185900000.0,74550075000.0,81869020000.0,17990050000.0,34542570000.0,83331830000.0,73703416000.0,70699430000.0,111942020000.0,84921330000.0,79160700000.0,32584757000.0,76128370000.0,26119715000.0,70164770000.0,27040993000.0
2078.0,77288940000.0,46966900000.0,73286360000.0,52982567000.0,72495670000.0,77147970000.0,16379251000.0,32486756000.0,78552150000.0,71410040000.0,69320385000.0,108495870000.0,81897010000.0,75241470000.0,30399392000.0,74384880000.0,23830970000.0,66338247000.0,25599848000.0
2079.0,74851080000.0,44027515000.0,71622670000.0,50418730000.0,69396600000.0,72652610000.0,14993875000.0,30331476000.0,74941460000.0,68962525000.0,67686560000.0,105340660000.0,79357200000.0,72855660000.0,28593484000.0,71543865000.0,20868045000.0,64585950000.0,23594496000.0
2080.0,73056360000.0,41108280000.0,68701344000.0,47287476000.0,68955775000.0,69062650000.0,13328511000.0,28269089000.0,70822560000.0,66781917000.0,65980576000.0,100490250000.0,76922140000.0,70215950000.0,26581402000.0,68354400000.0,18801715000.0,60906754000.0,21889235000.0
2081.0,70963090000.0,37950830000.0,66261377000.0,43921440000.0,66609975000.0,63926477000.0,11944734000.0,26218883000.0,67912806000.0,63641047000.0,64500360000.0,98878360000.0,75762880000.0,67257410000.0,24944523000.0,67184493000.0,16674229000.0,58589160000.0,20358978000.0
2082.0,68369910000.0,36171235000.0,63897006000.0,41523180000.0,64354680000.0,60416900000.0,10800783000.0,24136813000.0,65528254000.0,61085720000.0,64455225000.0,95380720000.0,73902820000.0,64637070000.0,22751070000.0,65375666000.0,14727242000.0,55559700000.0,18851144000.0
2083.0,65310530000.0,33664106000.0,61944816000.0,37839940000.0,62291427000.0,56643068000.0,9667282000.0,22073684000.0,63893262000.0,57308650000.0,62695158000.0,91406660000.0,70940210000.0,61000560000.0,20674101000.0,64880185000.0,13090813000.0,52637835000.0,17489785000.0
2084.0,63321182000.0,31382209000.0,60066963000.0,35482354000.0,59921076000.0,54109647000.0,8471328000.0,20426340000.0,61979247000.0,54716174000.0,61786960000.0,89427755000.0,68916890000.0,58750108000.0,18930696000.0,62210675000.0,11910060000.0,49531530000.0,16069910000.0
2085.0,61291070000.0,29302995000.0,56671216000.0,32214960000.0,57962200000.0,51919110000.0,7345913300.0,18417504000.0,59833810000.0,52527514000.0,60731785000.0,87397880000.0,67252793000.0,56781353000.0,16798430000.0,60839395000.0,10682574000.0,46237580000.0,15146267000.0
2086.0,58662863000.0,27269243000.0,53593154000.0,29845750000.0,56270074000.0,48799620000.0,6657699300.0,16459635000.0,56395060000.0,50902454000.0,59122460000.0,85667410000.0,65042060000.0,53898330000.0,15129424000.0,59874470000.0,9302250000.0,44153266000.0,13914900000.0
2087.0,57164730000.0,25184074000.0,51158147000.0,27558306000.0,52693840000.0,45984362000.0,6076155000.0,14584781000.0,53288854000.0,48455340000.0,57554630000.0,84272955000.0,63242953000.0,52270600000.0,13413130000.0,57256075000.0,8190571000.0,41905980000.0,12848100000.0
2088.0,55181197000.0,23859137000.0,49568096000.0,25570419000.0,50110120000.0,43093920000.0,5521498600.0,12997281000.0,50711320000.0,46150380000.0,55648547000.0,82244400000.0,61838500000.0,49909613000.0,11893021000.0,55237665000.0,6931589600.0,39112684000.0,11921240000.0
2089.0,52905464000.0,22119301000.0,47104147000.0,23373365000.0,48737083000.0,40598770000.0,4725461500.0,11727712000.0,46971490000.0,43703310000.0,53117985000.0,80128670000.0,59703150000.0,46727172000.0,10678284000.0,54462980000.0,6070542000.0,37813600000.0,11115011000.0
2090.0,51342820000.0,20344404000.0,45329797000.0,21662140000.0,47918305000.0,39018316000.0,4149159000.0,10192822000.0,44161757000.0,42021695000.0,51306230000.0,76853690000.0,56963793000.0,45010047000.0,9376797000.0,53335884000.0,5182020000.0,35778744000.0,10036803000.0
2091.0,49516360000.0,18876330000.0,42915344000.0,19241325000.0,45819625000.0,36956525000.0,3641346800.0,8777709000.0,42336334000.0,40154726000.0,49903470000.0,75640290000.0,54008553000.0,42841940000.0,8135789000.0,51683607000.0,4438344000.0,33661823000.0,8881449000.0
2092.0,47119413000.0,17299618000.0,40492280000.0,17580587000.0,44103516000.0,35064720000.0,3084389000.0,7642333700.0,40872290000.0,37596733000.0,48740786000.0,73491320000.0,52122690000.0,41083540000.0,7107389400.0,50263015000.0,3749987800.0,31554187000.0,8292134000.0
2093.0,44326790000.0,16009386000.0,39468880000.0,15904256000.0,42973975000.0,32779973000.0,2699419600.0,6518641000.0,38175396000.0,35505906000.0,47430480000.0,71716720000.0,50832577000.0,38519124000.0,6188205000.0,48731628000.0,3157188900.0,29432105000.0,7435023000.0
2094.0,41802076000.0,14429254000.0,37709193000.0,14174121000.0,40337580000.0,30936020000.0,2367684000.0,5536243700.0,36004487000.0,34245396000.0,46362812000.0,69177640000.0,49041592000.0,37036870000.0,5339239000.0,46973927000.0,2654896000.0,27486618000.0,6809571300.0
2095.0,39855700000.0,13222612000.0,35946640000.0,12668829000.0,38548950000.0,29355640000.0,2060454100.0,4693650000.0,33928172000.0,32428306000.0,45049050000.0,66667414000.0,47278977000.0,35654390000.0,4650403300.0,46178060000.0,2150081000.0,25534863000.0,6306779000.0
2096.0,38189950000.0,11879563000.0,34907220000.0,11491909000.0,37214634000.0,26963524000.0,1813032200.0,3957576400.0,31347431000.0,30379932000.0,44799427000.0,65169430000.0,45336715000.0,34188001000.0,4069806000.0,44634100000.0,1575650300.0,23676684000.0,5786537500.0
2097.0,36554750000.0,10442926000.0,32763042000.0,10132502000.0,35205394000.0,25377423000.0,1653754500.0,3332984300.0,29748664000.0,28604482000.0,43389110000.0,62534672000.0,42885510000.0,32319970000.0,3537632000.0,42902143000.0,1153198000.0,22044826000.0,5231729000.0
