time,MRI-ESM2-0
2000.0,308662860000.0
2001.0,309850870000.0
2002.0,308222260000.0
2003.0,302702360000.0
2004.0,300083380000.0
2005.0,298332550000.0
2006.0,298250900000.0
2007.0,294091650000.0
2008.0,294983570000.0
2009.0,294025500000.0
2010.0,289706400000.0
2011.0,287324180000.0
2012.0,286665340000.0
2013.0,287234900000.0
2014.0,284290320000.0
2015.0,280241080000.0
2016.0,282270920000.0
2017.0,278696460000.0
2018.0,278501750000.0
2019.0,273197190000.0
2020.0,271084750000.0
2021.0,268034030000.0
2022.0,266789100000.0
2023.0,266158780000.0
2024.0,264801470000.0
2025.0,261160450000.0
2026.0,255196070000.0
2027.0,252474520000.0
2028.0,252624680000.0
2029.0,247370320000.0
2030.0,244824970000.0
2031.0,243178550000.0
2032.0,241830380000.0
2033.0,238702620000.0
2034.0,235680780000.0
2035.0,233085340000.0
2036.0,229022220000.0
2037.0,225311620000.0
2038.0,222085200000.0
2039.0,218749960000.0
2040.0,213877780000.0
2041.0,210565020000.0
2042.0,206750970000.0
2043.0,201626060000.0
2044.0,198235520000.0
2045.0,194718100000.0
2046.0,187450640000.0
2047.0,184524960000.0
2048.0,180087130000.0
2049.0,176756650000.0
2050.0,170137910000.0
2051.0,165685050000.0
2052.0,163784970000.0
2053.0,160418860000.0
2054.0,156834300000.0
2055.0,154030670000.0
2056.0,152486840000.0
2057.0,147048400000.0
2058.0,144834220000.0
2059.0,141183960000.0
2060.0,137542880000.0
2061.0,134913294000.0
2062.0,131138710000.0
2063.0,128732150000.0
2064.0,128101230000.0
2065.0,125566040000.0
2066.0,122117340000.0
2067.0,118882340000.0
2068.0,115475366000.0
2069.0,113824370000.0
2070.0,111661490000.0
2071.0,109974120000.0
2072.0,107945590000.0
2073.0,105650770000.0
2074.0,104296300000.0
2075.0,102817645000.0
2076.0,100745290000.0
2077.0,99569754000.0
2078.0,97813240000.0
2079.0,96171230000.0
2080.0,94045520000.0
2081.0,93173760000.0
2082.0,91568960000.0
2083.0,88822260000.0
2084.0,88011375000.0
2085.0,87080600000.0
2086.0,86164610000.0
2087.0,84057130000.0
2088.0,82712035000.0
2089.0,80337740000.0
2090.0,79975340000.0
2091.0,78097580000.0
2092.0,77192510000.0
2093.0,75353480000.0
2094.0,74280990000.0
2095.0,72117990000.0
2096.0,71433140000.0
2097.0,70285435000.0
2098.0,69758410000.0
2099.0,68558553000.0
2100.0,67248120000.0
