time,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,CESM2,GFDL-ESM4,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,MPI-ESM1-2-HR,IPSL-CM6A-LR,CESM2-WACCM,CAMS-CSM1-0,MRI-ESM2-0
2019.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0,273197190000.0
2020.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0,271084750000.0
2021.0,270037370000.0,266044150000.0,268234150000.0,269312340000.0,266430990000.0,264703180000.0,268191990000.0,267540700000.0,269505630000.0,269065160000.0,269582520000.0,269209420000.0,271536340000.0,269873630000.0,268945000000.0,268110200000.0,269693440000.0
2022.0,267356100000.0,262208200000.0,267322080000.0,264891550000.0,262530580000.0,259416640000.0,261539140000.0,265949020000.0,266179870000.0,265416690000.0,266450910000.0,261767940000.0,266090070000.0,269251720000.0,270354400000.0,266560550000.0,265003020000.0
2023.0,261921110000.0,258281010000.0,261152210000.0,261322600000.0,259526870000.0,251326780000.0,261667160000.0,263242370000.0,268338320000.0,262612370000.0,264578710000.0,258728070000.0,263453520000.0,269281030000.0,266200500000.0,266173600000.0,261781880000.0
2024.0,259182510000.0,255385200000.0,257323370000.0,258682780000.0,254023240000.0,245070170000.0,256055130000.0,262940690000.0,264549270000.0,261505810000.0,260498370000.0,251388700000.0,259617690000.0,268542430000.0,262626400000.0,262171570000.0,261108800000.0
2025.0,257144160000.0,253000830000.0,250700070000.0,252272120000.0,250586900000.0,240678980000.0,252309930000.0,260530490000.0,262224690000.0,260615140000.0,255678600000.0,250080130000.0,254456680000.0,263641600000.0,257455850000.0,260285050000.0,258528770000.0
2026.0,255088900000.0,248580330000.0,248758580000.0,247769000000.0,248569050000.0,236296930000.0,252231930000.0,257375390000.0,257140570000.0,257679640000.0,253938190000.0,244619120000.0,248380590000.0,259914350000.0,254629300000.0,258093800000.0,254976100000.0
2027.0,252957030000.0,246350990000.0,244651900000.0,247462500000.0,248158470000.0,231750220000.0,247201140000.0,252393260000.0,252197700000.0,252980580000.0,247870370000.0,240701490000.0,245793440000.0,255172300000.0,251808600000.0,252849300000.0,250522520000.0
2028.0,248783110000.0,241928080000.0,239657400000.0,241197090000.0,244692570000.0,227543800000.0,246722870000.0,249545380000.0,248836460000.0,249698880000.0,242531810000.0,234677000000.0,239256110000.0,253248270000.0,249273070000.0,247751970000.0,244098240000.0
2029.0,243754980000.0,237204370000.0,233571680000.0,239593850000.0,242066670000.0,220972900000.0,243331890000.0,245583170000.0,242174300000.0,247172330000.0,238494560000.0,227635900000.0,235986620000.0,249456070000.0,246619880000.0,244679080000.0,238937400000.0
2030.0,239014410000.0,233100670000.0,229635490000.0,237664060000.0,239784310000.0,215818650000.0,240829190000.0,239359300000.0,235600280000.0,245995290000.0,232844950000.0,221767430000.0,231738700000.0,247549020000.0,241996580000.0,240279750000.0,237323340000.0
2031.0,233937000000.0,227448750000.0,222505240000.0,238937920000.0,233956000000.0,210056090000.0,239400650000.0,237726900000.0,228539350000.0,246852910000.0,229745660000.0,218160020000.0,228929110000.0,242004100000.0,236880050000.0,236246270000.0,236638200000.0
2032.0,232063390000.0,221885500000.0,219614720000.0,239183400000.0,230885830000.0,202719640000.0,235508760000.0,232562210000.0,226759720000.0,245470220000.0,227341650000.0,216036660000.0,224698680000.0,236151060000.0,232610610000.0,230928740000.0,233978680000.0
2033.0,230241190000.0,217096340000.0,217547750000.0,236803800000.0,225841530000.0,197107240000.0,231588220000.0,230353270000.0,223900990000.0,242206080000.0,222925520000.0,209414550000.0,219923220000.0,232815020000.0,229572360000.0,226066000000.0,229854150000.0
2034.0,227592950000.0,212619440000.0,212369180000.0,237487820000.0,222809310000.0,190095110000.0,227806950000.0,228965060000.0,218455380000.0,237829230000.0,220421900000.0,205253130000.0,219401720000.0,227622270000.0,228099150000.0,220719700000.0,224934530000.0
2035.0,223717570000.0,208918700000.0,204385220000.0,237640070000.0,217711430000.0,183006970000.0,228067210000.0,224290080000.0,220107950000.0,234814420000.0,217292850000.0,199990870000.0,216950440000.0,222364570000.0,223489180000.0,216708580000.0,218148900000.0
2036.0,220729030000.0,205070190000.0,199551900000.0,235790530000.0,214879300000.0,179427440000.0,223400280000.0,222621580000.0,217257410000.0,229658590000.0,214450670000.0,193587170000.0,212162670000.0,216223240000.0,220653270000.0,214458090000.0,216451730000.0
2037.0,217426310000.0,201644690000.0,199073170000.0,233853490000.0,210438230000.0,174529300000.0,216669600000.0,221626780000.0,213884220000.0,227279370000.0,210928010000.0,187488320000.0,209167700000.0,211160400000.0,216249600000.0,212156510000.0,211456660000.0
2038.0,212197260000.0,197525080000.0,198622100000.0,231424700000.0,204804570000.0,170698560000.0,212848800000.0,216018010000.0,210078660000.0,224551780000.0,208126850000.0,183340400000.0,204670420000.0,208735040000.0,211329140000.0,208565040000.0,208330310000.0
2039.0,207877650000.0,195154740000.0,193829830000.0,230337200000.0,199464340000.0,166604900000.0,207932880000.0,210324640000.0,207109400000.0,221885870000.0,203841570000.0,179430130000.0,203190600000.0,205596020000.0,209711890000.0,206200700000.0,205351340000.0
2040.0,204093490000.0,189770150000.0,193343720000.0,228552460000.0,195526870000.0,161031100000.0,205565790000.0,211317850000.0,205969850000.0,221855780000.0,201404650000.0,175918900000.0,199442040000.0,200309000000.0,205124600000.0,204378800000.0,202334860000.0
2041.0,198518720000.0,186989380000.0,188481930000.0,230414250000.0,189686680000.0,155079230000.0,201830470000.0,207706980000.0,203217320000.0,220252490000.0,198793970000.0,170785690000.0,197476220000.0,192748060000.0,196222100000.0,198870270000.0,197291500000.0
2042.0,195976680000.0,181744100000.0,184820380000.0,230494650000.0,184576870000.0,150030990000.0,198704680000.0,205727960000.0,199522780000.0,217450320000.0,196441060000.0,166238240000.0,196780400000.0,188530590000.0,191022810000.0,195151200000.0,193211630000.0
2043.0,191567300000.0,179168610000.0,178715310000.0,226999550000.0,176663090000.0,143857600000.0,197586010000.0,202904010000.0,198404650000.0,214416670000.0,192858930000.0,163645780000.0,197197250000.0,185841750000.0,187775030000.0,192287500000.0,188804960000.0
2044.0,187882110000.0,176154360000.0,177026580000.0,223880870000.0,171993680000.0,135962250000.0,192912050000.0,201287100000.0,197150240000.0,212142230000.0,186778200000.0,159315500000.0,194274600000.0,183914230000.0,182580890000.0,189564600000.0,186345520000.0
2045.0,187010300000.0,173328650000.0,172771570000.0,222019030000.0,167233290000.0,133066080000.0,191540070000.0,198598720000.0,194331790000.0,208851940000.0,183518770000.0,157089510000.0,191278000000.0,181231100000.0,178563150000.0,184899900000.0,184317430000.0
2046.0,187675590000.0,170659550000.0,168236920000.0,216623780000.0,161874000000.0,127863160000.0,186291520000.0,196470280000.0,188959240000.0,208295800000.0,179732040000.0,153923240000.0,187710640000.0,177371770000.0,175954770000.0,181912760000.0,178608800000.0
2047.0,182649900000.0,167352600000.0,164822470000.0,213403100000.0,155659710000.0,122822940000.0,182717070000.0,192736400000.0,185863930000.0,206990480000.0,175675770000.0,148675990000.0,184580340000.0,174427640000.0,168692070000.0,177263850000.0,172603620000.0
2048.0,179722000000.0,164576610000.0,161241630000.0,209710250000.0,151304680000.0,119406310000.0,180438000000.0,189441880000.0,183609640000.0,203782300000.0,170972860000.0,143735360000.0,181968370000.0,168186970000.0,162030490000.0,171101220000.0,169717330000.0
2049.0,176718840000.0,160026200000.0,155981230000.0,208379840000.0,144005940000.0,116629370000.0,174555330000.0,189060760000.0,180655160000.0,199638170000.0,167859600000.0,140907680000.0,181726360000.0,166893750000.0,159563070000.0,169410050000.0,167733360000.0
2050.0,174158790000.0,156636090000.0,154636440000.0,205879590000.0,139287560000.0,114219560000.0,171489500000.0,182960340000.0,176742890000.0,196294410000.0,164800990000.0,137039050000.0,181745810000.0,161758020000.0,154328660000.0,167561410000.0,165734840000.0
2051.0,174211370000.0,153446240000.0,151592090000.0,203264360000.0,133761780000.0,112512926000.0,168848650000.0,180433630000.0,172081840000.0,195495720000.0,160389530000.0,132997380000.0,177067080000.0,158416320000.0,152607640000.0,164965060000.0,164552160000.0
2052.0,172477800000.0,149630400000.0,150119560000.0,203049730000.0,128814990000.0,110221270000.0,166517770000.0,178006980000.0,169344650000.0,192623000000.0,158889740000.0,131059480000.0,173688210000.0,153854790000.0,151061040000.0,162534670000.0,162577060000.0
2053.0,169205200000.0,145091120000.0,148257850000.0,200857980000.0,126022080000.0,105868240000.0,163347020000.0,174910340000.0,167065500000.0,192549450000.0,157444600000.0,127521230000.0,172819280000.0,148760120000.0,149358440000.0,160007670000.0,161047630000.0
2054.0,165469650000.0,143613350000.0,144017340000.0,198273200000.0,121379420000.0,101738630000.0,160720830000.0,171725030000.0,164734200000.0,189048850000.0,156975380000.0,124200990000.0,171508240000.0,145526260000.0,147828460000.0,158622000000.0,158013620000.0
2055.0,163729150000.0,141802830000.0,140289650000.0,194064320000.0,118748660000.0,98464860000.0,158776670000.0,168666740000.0,160681790000.0,184212110000.0,154327060000.0,119842914000.0,170606120000.0,142276200000.0,145485200000.0,154969500000.0,157028450000.0
2056.0,158255870000.0,139850060000.0,137565980000.0,193739050000.0,116696050000.0,94503700000.0,156348840000.0,166141890000.0,155805170000.0,182516040000.0,153348750000.0,116784390000.0,167382020000.0,138931780000.0,142520700000.0,150890740000.0,153858100000.0
2057.0,157270200000.0,137684170000.0,135521360000.0,196537960000.0,112784410000.0,92025130000.0,153911800000.0,161672120000.0,152071960000.0,181223920000.0,152555360000.0,114388120000.0,165139710000.0,134154985000.0,140442220000.0,148763330000.0,150601350000.0
2058.0,156369700000.0,135418240000.0,132211565000.0,197371310000.0,111621080000.0,89266750000.0,153229480000.0,158920720000.0,149525090000.0,179374400000.0,149319140000.0,111437095000.0,164881960000.0,130281180000.0,141052100000.0,144712680000.0,147601900000.0
2059.0,153746160000.0,133000460000.0,130667600000.0,198650660000.0,108882360000.0,86373080000.0,152411130000.0,155338200000.0,148304840000.0,175367390000.0,145833750000.0,110104880000.0,162258600000.0,126162430000.0,139405200000.0,142905030000.0,145041230000.0
2060.0,152545280000.0,129582560000.0,126266900000.0,195797420000.0,104447110000.0,82870300000.0,151167650000.0,154828210000.0,145267440000.0,174527450000.0,140845300000.0,107991980000.0,157036530000.0,123896046000.0,137798340000.0,139719930000.0,142604390000.0
2061.0,151559590000.0,127121540000.0,122114900000.0,191723450000.0,101024710000.0,80850305000.0,149843790000.0,152538510000.0,143364330000.0,172341560000.0,137547140000.0,105420500000.0,154417200000.0,121938860000.0,137208865000.0,136113870000.0,140016650000.0
2062.0,147954660000.0,123047020000.0,121614650000.0,190288000000.0,98811126000.0,77484090000.0,147556710000.0,150435860000.0,140272100000.0,170293700000.0,134819740000.0,103240920000.0,150952950000.0,119090750000.0,135385880000.0,132951245000.0,136807965000.0
2063.0,147361140000.0,119907280000.0,118391470000.0,189848860000.0,95876020000.0,74377670000.0,144218370000.0,149067300000.0,138455990000.0,169617030000.0,132116185000.0,101265870000.0,149803240000.0,115876710000.0,133874450000.0,129879065000.0,135489350000.0
2064.0,144893210000.0,116991760000.0,115697130000.0,190828950000.0,91257960000.0,71152430000.0,140487210000.0,147979470000.0,134999610000.0,164620300000.0,130011980000.0,98712910000.0,146790960000.0,111781690000.0,132844770000.0,127414230000.0,135064610000.0
2065.0,143109370000.0,113873986000.0,113374460000.0,189389910000.0,87060800000.0,68093858000.0,140855300000.0,145376310000.0,128769974000.0,159908680000.0,128273000000.0,97466900000.0,144074500000.0,110672470000.0,131010314000.0,125198590000.0,134291186000.0
2066.0,139615170000.0,112125575000.0,112237036000.0,189045030000.0,85215970000.0,65976550000.0,141635940000.0,142103560000.0,125710540000.0,157767480000.0,126420165000.0,96055950000.0,142443040000.0,107372530000.0,128200720000.0,122670965000.0,134211620000.0
2067.0,141864930000.0,110076764000.0,111367520000.0,186795400000.0,81877670000.0,63447798000.0,141996030000.0,139406100000.0,122928340000.0,155822770000.0,123361540000.0,94019660000.0,141261420000.0,105478800000.0,126847190000.0,121412360000.0,132891870000.0
2068.0,141572600000.0,108282000000.0,107390394000.0,182105620000.0,79289040000.0,60970123000.0,140542820000.0,136335020000.0,121371560000.0,154897510000.0,119456410000.0,90993540000.0,137537420000.0,104062480000.0,124673390000.0,122614900000.0,130632696000.0
2069.0,139689180000.0,105294660000.0,105384430000.0,179803930000.0,75612490000.0,58614964000.0,140981450000.0,134343295000.0,119406625000.0,152482600000.0,114956240000.0,87756390000.0,135705940000.0,101836750000.0,123175610000.0,121174160000.0,128968730000.0
2070.0,136588894000.0,103056286000.0,104552790000.0,176625090000.0,73957730000.0,56097542000.0,140155130000.0,132301290000.0,117936430000.0,150836900000.0,112548585000.0,84318355000.0,132919660000.0,98268545000.0,121938400000.0,119170020000.0,126202150000.0
2071.0,133948890000.0,100587800000.0,101353110000.0,172792860000.0,71465290000.0,53352640000.0,136980630000.0,130420650000.0,117022820000.0,149887070000.0,110535246000.0,82225380000.0,131147160000.0,94223110000.0,123587280000.0,117550790000.0,126794280000.0
2072.0,132777360000.0,97778420000.0,99045270000.0,169394900000.0,69309610000.0,51292700000.0,137271620000.0,130158820000.0,115656040000.0,148500860000.0,107848560000.0,79905915000.0,128756580000.0,90770270000.0,122210820000.0,115960180000.0,124807920000.0
2073.0,131469860000.0,96363170000.0,98023940000.0,167110160000.0,67968570000.0,49462563000.0,135508520000.0,128450314000.0,113367360000.0,147544110000.0,106143736000.0,78848205000.0,127947730000.0,88052240000.0,121137240000.0,111659580000.0,124162650000.0
2074.0,130753940000.0,93428834000.0,95805470000.0,162521500000.0,66469040000.0,47629830000.0,134733130000.0,124679390000.0,112831110000.0,146513000000.0,104273070000.0,76544960000.0,126358480000.0,85606560000.0,118746006000.0,109920270000.0,123476940000.0
2075.0,128539420000.0,91318630000.0,93773010000.0,158160290000.0,64636240000.0,45061650000.0,133636825000.0,123397670000.0,110845380000.0,144511340000.0,102285250000.0,73671156000.0,125291540000.0,84548550000.0,117303420000.0,108364720000.0,121746375000.0
2076.0,127747870000.0,90051960000.0,91162180000.0,154080220000.0,62949510000.0,43210535000.0,133628020000.0,121998115000.0,108815510000.0,141262930000.0,100047970000.0,71459300000.0,123137590000.0,82012170000.0,115816800000.0,107686855000.0,121040720000.0
2077.0,125881295000.0,88583830000.0,88946655000.0,151794780000.0,60990820000.0,41673077000.0,130872540000.0,120068890000.0,107553825000.0,140093800000.0,98401165000.0,69269930000.0,120690156000.0,79457340000.0,114466660000.0,106389316000.0,119860620000.0
2078.0,124912270000.0,87244825000.0,86321130000.0,146148870000.0,59518845000.0,40062270000.0,130667610000.0,120924330000.0,107658120000.0,136955430000.0,95788590000.0,67916407000.0,119118500000.0,77988020000.0,111993390000.0,104165980000.0,119828600000.0
2079.0,122698220000.0,85805515000.0,85264670000.0,144311960000.0,57340360000.0,38260793000.0,129551204000.0,119212320000.0,106707970000.0,135141160000.0,93418906000.0,65815710000.0,115740410000.0,76673780000.0,114239530000.0,102189680000.0,118547880000.0
2080.0,120798260000.0,84026974000.0,82895860000.0,142889030000.0,55972205000.0,37114184000.0,131402670000.0,118287120000.0,104807630000.0,132749840000.0,92909300000.0,64244384000.0,112913900000.0,75964750000.0,112910880000.0,99803210000.0,118403630000.0
2081.0,119930290000.0,81427276000.0,82253350000.0,139755780000.0,54444820000.0,35661996000.0,128933495000.0,118447010000.0,103959260000.0,132035420000.0,90027790000.0,63170134000.0,111097880000.0,74896280000.0,111737950000.0,98205426000.0,116991130000.0
2082.0,118386060000.0,79709280000.0,80781800000.0,136243585000.0,52464180000.0,34794303000.0,127363160000.0,115483400000.0,104441840000.0,130611630000.0,88733180000.0,61107474000.0,111112495000.0,72228020000.0,113631750000.0,96232880000.0,116060320000.0
2083.0,118020670000.0,77918600000.0,78197400000.0,133713930000.0,50630447000.0,32903473000.0,127374380000.0,112927900000.0,103073050000.0,130885410000.0,87186640000.0,59796263000.0,109309200000.0,70700245000.0,110683320000.0,94128190000.0,115288610000.0
2084.0,118883836000.0,76723020000.0,75034690000.0,131724070000.0,49641533000.0,31421260000.0,127256230000.0,111036070000.0,100479340000.0,129357720000.0,85005370000.0,58189040000.0,107399310000.0,68803210000.0,109976355000.0,93351540000.0,116817790000.0
2085.0,118851020000.0,75663580000.0,73237225000.0,129266570000.0,48333177000.0,30514633000.0,127106120000.0,109923450000.0,99359440000.0,126232060000.0,82923970000.0,56426295000.0,105323090000.0,67603513000.0,109672680000.0,91652850000.0,117052830000.0
2086.0,116689710000.0,75067690000.0,71261880000.0,129489535000.0,45450220000.0,28932401000.0,128573104000.0,108716515000.0,98465595000.0,123409440000.0,80688420000.0,54826000000.0,103575220000.0,65679766000.0,109123944000.0,90590760000.0,116339840000.0
2087.0,114541650000.0,73143800000.0,68665217000.0,128626020000.0,43976640000.0,27719297000.0,124752630000.0,106485800000.0,97300890000.0,119934880000.0,78922230000.0,54308310000.0,101680190000.0,63364465000.0,107096240000.0,88714870000.0,116211670000.0
2088.0,113085300000.0,72057620000.0,67511472000.0,126127580000.0,42069144000.0,26154588000.0,124886360000.0,105877280000.0,96833250000.0,118204555000.0,77576135000.0,53137703000.0,99697115000.0,62110134000.0,106432700000.0,87157645000.0,114594726000.0
2089.0,112709620000.0,70090700000.0,65818825000.0,124230460000.0,41198070000.0,25244097000.0,125779770000.0,106293310000.0,96870750000.0,116110430000.0,76124840000.0,51651293000.0,99668520000.0,60804740000.0,106258290000.0,86012080000.0,113657250000.0
2090.0,110123780000.0,69155110000.0,64149570000.0,123272330000.0,40041767000.0,24289987000.0,123861440000.0,105009150000.0,95923814000.0,113429910000.0,75507180000.0,50656825000.0,97719290000.0,59147080000.0,104389260000.0,83708850000.0,111838110000.0
2091.0,107881860000.0,68145070000.0,63441175000.0,120327350000.0,38830940000.0,22582108000.0,122112800000.0,102914070000.0,93977630000.0,111310940000.0,75059190000.0,49353687000.0,96890356000.0,57146106000.0,103758316000.0,81698100000.0,111302030000.0
2092.0,104589830000.0,67565285000.0,63629660000.0,118372450000.0,36651688000.0,21498237000.0,120038785000.0,101698840000.0,92029210000.0,109951590000.0,73285190000.0,47824170000.0,95151710000.0,55224304000.0,101950775000.0,80082780000.0,111150040000.0
2093.0,102152370000.0,66849976000.0,62250398000.0,117372790000.0,34355063000.0,20956287000.0,119057740000.0,101552620000.0,90949630000.0,107827356000.0,72485730000.0,47111750000.0,93229450000.0,53436290000.0,100954330000.0,80249630000.0,110551425000.0
2094.0,100895425000.0,66141045000.0,60613698000.0,115730260000.0,32584059000.0,19980032000.0,117117250000.0,100828350000.0,90673810000.0,107986960000.0,70910020000.0,45857755000.0,92771380000.0,51711582000.0,99839480000.0,78604485000.0,108627960000.0
2095.0,100431330000.0,64870820000.0,58139402000.0,114541170000.0,30809008000.0,19352031000.0,118609180000.0,98507890000.0,91353930000.0,106439130000.0,69128200000.0,44922925000.0,91393870000.0,50834653000.0,97700160000.0,77194910000.0,107103175000.0
2096.0,100412830000.0,63925950000.0,56946130000.0,113791300000.0,28962654000.0,18406461000.0,118447730000.0,97700770000.0,89740410000.0,105566450000.0,67934786000.0,44114420000.0,89275730000.0,49572147000.0,98912120000.0,76638320000.0,106808670000.0
2097.0,98523740000.0,63390003000.0,55746216000.0,111974880000.0,27192044000.0,17352460000.0,116325850000.0,97119390000.0,88329630000.0,102282580000.0,67597836000.0,42833306000.0,87459180000.0,49111335000.0,99096520000.0,75136480000.0,107951055000.0
2098.0,98316690000.0,63359693000.0,53598570000.0,108992710000.0,25927547000.0,16766150000.0,115756210000.0,96028850000.0,86820210000.0,102178275000.0,66400070000.0,41741857000.0,86206530000.0,48064115000.0,97563720000.0,74988560000.0,107859430000.0
2099.0,96370460000.0,62535340000.0,52348252000.0,107727420000.0,24808262000.0,16095295000.0,115776170000.0,96299000000.0,85770140000.0,99665680000.0,66331234000.0,40565230000.0,84961000000.0,46734954000.0,96886060000.0,74410250000.0,108163630000.0
2100.0,94686110000.0,62076300000.0,50525024000.0,106449760000.0,23778638000.0,15079602000.0,115534350000.0,94293560000.0,84965050000.0,98003500000.0,64845767000.0,38768243000.0,83309120000.0,45237817000.0,95381890000.0,74233690000.0,107832640000.0
