time,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,CNRM-CM6-1,IITM-ESM,MPI-ESM1-2-HR,CANESM5,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,MIROC6,CESM2-WACCM,TAIESM1,EC-EARTH3
2000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0,41255590000.0
2001.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0,41137670000.0
2002.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0,41065693000.0
2003.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0,41084780000.0
2004.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0,40997306000.0
2005.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0,41033585000.0
2006.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0,41415670000.0
2007.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0,41197044000.0
2008.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0,40993833000.0
2009.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0,40893972000.0
2010.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0,40826990000.0
2011.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0
2012.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0
2013.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0
2014.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0
2015.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0
2016.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0
2017.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0
2018.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0
2019.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0
2020.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0
2021.0,40904057000.0,41262998000.0,40978470000.0,41232090000.0,40408228000.0,40785700000.0,40501096000.0,40618205000.0,40648704000.0,40604926000.0,40471000000.0,40786465000.0,40380834000.0,40448890000.0
2022.0,40469070000.0,40397170000.0,40637030000.0,40476815000.0,40348557000.0,41890517000.0,40418070000.0,40425366000.0,40491504000.0,40763326000.0,40424260000.0,41071580000.0,40451244000.0,40367790000.0
2023.0,40384356000.0,40393404000.0,40761336000.0,40378044000.0,40272085000.0,41087750000.0,40326780000.0,40431935000.0,40440360000.0,40423645000.0,40442120000.0,40689684000.0,40316735000.0,40334630000.0
2024.0,40577680000.0,40344326000.0,40495153000.0,40341246000.0,40236425000.0,40733917000.0,40246837000.0,40301660000.0,40444084000.0,40367116000.0,40355148000.0,40580125000.0,40205455000.0,40181154000.0
2025.0,40672050000.0,40397520000.0,40363606000.0,40331276000.0,40149475000.0,40569170000.0,40082250000.0,40384660000.0,40282440000.0,40319040000.0,40309970000.0,40348770000.0,40187550000.0,40061506000.0
2026.0,40241906000.0,40235060000.0,40251340000.0,40378910000.0,40094400000.0,40467040000.0,40292610000.0,40273360000.0,40206450000.0,40247185000.0,40196125000.0,40252522000.0,40193170000.0,40012990000.0
2027.0,40304226000.0,40141480000.0,40269853000.0,41524937000.0,40017340000.0,40450785000.0,40057725000.0,40164030000.0,40143130000.0,40187986000.0,40406913000.0,40229573000.0,40009675000.0,39925977000.0
2028.0,40168770000.0,40388846000.0,40157024000.0,41041830000.0,39999115000.0,40401183000.0,39852080000.0,40207030000.0,40059930000.0,40114754000.0,40085713000.0,40561906000.0,39929760000.0,39807490000.0
2029.0,40068256000.0,40369850000.0,40061436000.0,40494875000.0,39974384000.0,40627930000.0,39717080000.0,40142107000.0,40023970000.0,40088430000.0,40039805000.0,40913830000.0,39823393000.0,39668027000.0
2030.0,40044850000.0,40228094000.0,40009134000.0,41672737000.0,39862567000.0,40528560000.0,39722357000.0,40432173000.0,39992330000.0,40082272000.0,40203203000.0,40438313000.0,39692673000.0,39517733000.0
2031.0,40050410000.0,40032866000.0,39880960000.0,40389110000.0,39723786000.0,40389890000.0,39576076000.0,40147177000.0,39893004000.0,40678728000.0,39917056000.0,40515070000.0,39518966000.0,39340343000.0
2032.0,39863940000.0,39941837000.0,40016114000.0,40353860000.0,39726330000.0,40256434000.0,39633805000.0,40039457000.0,39801045000.0,40190510000.0,39833930000.0,41215193000.0,39337340000.0,39150666000.0
2033.0,40379605000.0,39843290000.0,39678956000.0,40148060000.0,39566430000.0,40235848000.0,39281500000.0,40553640000.0,39698440000.0,40048714000.0,39760500000.0,40200940000.0,39205155000.0,38902735000.0
2034.0,39828210000.0,39994495000.0,39614390000.0,40136250000.0,39411556000.0,40196846000.0,39137386000.0,40091280000.0,39619834000.0,39896560000.0,39603600000.0,40051114000.0,38911914000.0,38642557000.0
2035.0,39908940000.0,39706132000.0,39460270000.0,40017605000.0,39263347000.0,40122330000.0,39027460000.0,39981700000.0,39571366000.0,39793922000.0,39483355000.0,39932297000.0,38663480000.0,38375805000.0
2036.0,39713563000.0,39623480000.0,39347982000.0,40739840000.0,39143596000.0,40170110000.0,38792086000.0,39869387000.0,39491880000.0,39880350000.0,39398470000.0,39775117000.0,38432453000.0,38161506000.0
2037.0,39870010000.0,39522630000.0,39174484000.0,40464700000.0,38992495000.0,39996416000.0,38645903000.0,40012900000.0,39354905000.0,39669658000.0,39290010000.0,40012587000.0,38073033000.0,37931184000.0
2038.0,39563575000.0,39463838000.0,39016124000.0,40196858000.0,39007044000.0,39902245000.0,38386856000.0,39963177000.0,39235117000.0,39566610000.0,39172833000.0,39641797000.0,37679395000.0,37804360000.0
2039.0,39835400000.0,39319640000.0,38978830000.0,40020816000.0,38802067000.0,39879620000.0,38240180000.0,39845335000.0,39136190000.0,39462700000.0,39059116000.0,39510204000.0,37586473000.0,37694276000.0
2040.0,39611330000.0,39783400000.0,38674500000.0,40642245000.0,38651556000.0,39802302000.0,38106890000.0,39638487000.0,39018860000.0,39758885000.0,38925853000.0,39324738000.0,37244203000.0,37273900000.0
2041.0,39475540000.0,39086432000.0,38519510000.0,40033100000.0,38481870000.0,39702774000.0,37856604000.0,39566262000.0,38878454000.0,39329330000.0,39023850000.0,39211663000.0,36725637000.0,36959277000.0
2042.0,39287070000.0,38935080000.0,38287303000.0,39970025000.0,38309925000.0,39712650000.0,37794353000.0,39503348000.0,38680260000.0,39708795000.0,38731547000.0,39026156000.0,36245012000.0,36470174000.0
2043.0,39122770000.0,38728307000.0,38052870000.0,40159396000.0,38121775000.0,39858500000.0,37438920000.0,39573025000.0,38484173000.0,39160880000.0,38606380000.0,38868910000.0,35949183000.0,36070890000.0
2044.0,38984778000.0,38768750000.0,37820236000.0,39922156000.0,37929726000.0,40060050000.0,37054370000.0,39358200000.0,38242680000.0,38956003000.0,38416110000.0,38568792000.0,35580300000.0,35756710000.0
2045.0,38830540000.0,38530707000.0,37501714000.0,39881300000.0,37668860000.0,39854854000.0,36810420000.0,39223534000.0,38160433000.0,38821364000.0,38347640000.0,38362325000.0,35122282000.0,35356295000.0
2046.0,38671840000.0,38344810000.0,37209424000.0,40152220000.0,37470814000.0,39606180000.0,36481500000.0,39119716000.0,37896890000.0,38518497000.0,38111880000.0,38151324000.0,34632425000.0,34614792000.0
2047.0,38514012000.0,38129435000.0,36835434000.0,39917080000.0,37194240000.0,39866937000.0,36081850000.0,39025193000.0,37641265000.0,38318760000.0,37909790000.0,38037094000.0,33887967000.0,33886824000.0
2048.0,38287634000.0,38085247000.0,36292645000.0,39774250000.0,36917735000.0,39371006000.0,35678118000.0,38848150000.0,37410850000.0,38014493000.0,37635285000.0,38088495000.0,33309106000.0,33182298000.0
2049.0,38060487000.0,38122557000.0,35857770000.0,39471657000.0,36557300000.0,39570870000.0,35215933000.0,38815840000.0,37202050000.0,37727887000.0,37428842000.0,37701005000.0,32740809000.0,32630548000.0
2050.0,37771510000.0,37814247000.0,35528830000.0,39376417000.0,36216950000.0,39259100000.0,34771247000.0,38667840000.0,36997145000.0,37440750000.0,37209280000.0,37387182000.0,31925285000.0,32009056000.0
2051.0,37508780000.0,37343592000.0,35126518000.0,39446974000.0,35932970000.0,39239836000.0,34284874000.0,39068213000.0,36784920000.0,37142057000.0,37038950000.0,37039096000.0,31454685000.0,31487164000.0
2052.0,37385912000.0,37176443000.0,34714108000.0,39551780000.0,35567460000.0,39348625000.0,33696803000.0,38468723000.0,36643670000.0,37078036000.0,36880640000.0,36921140000.0,30895735000.0,30731973000.0
2053.0,37049475000.0,37027422000.0,34426753000.0,39597924000.0,35246346000.0,39137750000.0,33215687000.0,38301150000.0,36214780000.0,36746527000.0,36578906000.0,36544573000.0,30108097000.0,30187567000.0
2054.0,36777214000.0,36842920000.0,33904169000.0,38993460000.0,34875675000.0,38895444000.0,32737522000.0,38156485000.0,35854553000.0,36309823000.0,36307490000.0,36248650000.0,29240054000.0,29617517000.0
2055.0,36472910000.0,36645958000.0,33362560000.0,38952018000.0,34414764000.0,38927127000.0,32435134000.0,37989134000.0,35604280000.0,35846820000.0,35967287000.0,35955683000.0,28434106000.0,28924172000.0
2056.0,36014890000.0,36750053000.0,32871268000.0,38798160000.0,34077872000.0,38945255000.0,31935939000.0,37813682000.0,35299420000.0,35556786000.0,35571515000.0,35655586000.0,27731251000.0,28341797000.0
2057.0,35599794000.0,37232312000.0,32382046000.0,38592780000.0,33690090000.0,38936027000.0,31504828000.0,37652470000.0,34784883000.0,35280600000.0,35213340000.0,35266384000.0,26981738000.0,27753626000.0
2058.0,35650540000.0,36073734000.0,31929403000.0,38506210000.0,33309780000.0,38630355000.0,30985646000.0,37578146000.0,34481926000.0,34997020000.0,34871464000.0,34911875000.0,26497624000.0,27169102000.0
2059.0,34992034000.0,35729910000.0,31292256000.0,38378824000.0,32886300000.0,38508140000.0,30614501000.0,37640946000.0,34095235000.0,34632840000.0,34504245000.0,34455780000.0,25840226000.0,26443080000.0
2060.0,34572116000.0,35307725000.0,30747965000.0,38331744000.0,32525113000.0,38508147000.0,30128267000.0,37509235000.0,33828846000.0,34386350000.0,34125460000.0,34087280000.0,25397596000.0,25839760000.0
2061.0,34144967000.0,34994820000.0,30195157000.0,38020674000.0,32151950000.0,38254047000.0,29546295000.0,37458264000.0,33311465000.0,33920205000.0,33832983000.0,33581533000.0,24880275000.0,25312571000.0
2062.0,33498886000.0,34841362000.0,29661397000.0,37936150000.0,31734438000.0,38125904000.0,28920005000.0,37125865000.0,32943884000.0,33360198000.0,33517398000.0,33253270000.0,24197884000.0,24804667000.0
2063.0,32898058000.0,34529735000.0,29227117000.0,37858537000.0,31270685000.0,38020063000.0,28213877000.0,36947354000.0,32566764000.0,33341665000.0,33192417000.0,32766660000.0,23702678000.0,24316664000.0
2064.0,32377475000.0,34407506000.0,28527622000.0,37999055000.0,30928787000.0,38095300000.0,27609680000.0,37090083000.0,32282487000.0,33035080000.0,32806050000.0,32364669000.0,23060881000.0,23627889000.0
2065.0,31775773000.0,33980220000.0,27948300000.0,37477250000.0,30505050000.0,37777520000.0,27097516000.0,36597540000.0,31705268000.0,32958237000.0,32326074000.0,32053156000.0,22465423000.0,23113070000.0
2066.0,30994735000.0,33683292000.0,27424092000.0,37266248000.0,30005780000.0,37673480000.0,26462947000.0,36340440000.0,31153916000.0,32517880000.0,31778028000.0,31602170000.0,21874475000.0,22572147000.0
2067.0,30318060000.0,33367001000.0,26885640000.0,37031223000.0,29592682000.0,37484460000.0,25974465000.0,36121280000.0,30552430000.0,32053850000.0,31342820000.0,31142273000.0,21415190000.0,22126828000.0
2068.0,29706256000.0,32979864000.0,26300807000.0,36757664000.0,29281587000.0,37308994000.0,25333332000.0,35903386000.0,29971892000.0,31657350000.0,30902366000.0,30756225000.0,20966949000.0,21471025000.0
2069.0,29224706000.0,32517515000.0,25759939000.0,36388635000.0,28935990000.0,37107737000.0,24632734000.0,35753050000.0,29525604000.0,31238767000.0,30444095000.0,30116045000.0,20284539000.0,20900983000.0
2070.0,28656927000.0,31940037000.0,25295841000.0,36240800000.0,28574327000.0,37030306000.0,24291700000.0,35490427000.0,29007204000.0,30633665000.0,30023230000.0,29642715000.0,19761950000.0,20277875000.0
2071.0,27974025000.0,31503413000.0,24680872000.0,35950445000.0,28174182000.0,36875338000.0,23818045000.0,35194680000.0,28463888000.0,30299316000.0,29545210000.0,30042866000.0,19134702000.0,19641557000.0
2072.0,27061686000.0,31372012000.0,24046014000.0,35731284000.0,27809360000.0,36695270000.0,23078666000.0,34961910000.0,27977568000.0,29882722000.0,29080891000.0,29148465000.0,18274228000.0,19073745000.0
2073.0,26219860000.0,30791346000.0,23463369000.0,35525116000.0,27468976000.0,36509120000.0,22417807000.0,34717704000.0,27539098000.0,29626964000.0,28447650000.0,28550124000.0,17593383000.0,18459922000.0
2074.0,25578783000.0,30374730000.0,22802414000.0,35271240000.0,26982140000.0,36725110000.0,21647813000.0,34508943000.0,27052524000.0,29460100000.0,27798942000.0,27875230000.0,16975236000.0,17802980000.0
2075.0,24855525000.0,30311852000.0,22154895000.0,34961367000.0,26499019000.0,36325260000.0,21056879000.0,34082994000.0,26517758000.0,28768565000.0,27456567000.0,27445950000.0,16121136000.0,17106669000.0
2076.0,24311420000.0,29684860000.0,21545978000.0,34431920000.0,26054680000.0,36041105000.0,20133898000.0,34094496000.0,26014812000.0,28477180000.0,26876412000.0,26837574000.0,15461885000.0,16238510000.0
2077.0,23592004000.0,29306812000.0,20755993000.0,34027966000.0,25506126000.0,35858720000.0,19623387000.0,33607741000.0,25366956000.0,28043430000.0,26311438000.0,26234020000.0,14813004000.0,15529783000.0
2078.0,22689530000.0,28863193000.0,20129580000.0,33724807000.0,25074778000.0,35788700000.0,19172840000.0,33361326000.0,24851493000.0,27722766000.0,25730530000.0,25635170000.0,14209129000.0,14786259000.0
2079.0,21985452000.0,28390218000.0,19150387000.0,33382350000.0,24584178000.0,35511816000.0,18383763000.0,33063676000.0,24282124000.0,27199894000.0,25124932000.0,25108083000.0,13654477000.0,14258501000.0
2080.0,20861540000.0,27883784000.0,18428664000.0,33247721000.0,24145994000.0,35500466000.0,17872884000.0,32847820000.0,23824388000.0,26760050000.0,24394162000.0,24493935000.0,13207918000.0,13648467000.0
2081.0,19890907000.0,27364706000.0,17678383000.0,32705298000.0,23734206000.0,35164690000.0,17282052000.0,32608037000.0,23203144000.0,26170022000.0,23840866000.0,24096807000.0,12834563000.0,13186737000.0
2082.0,19097182000.0,26881673000.0,17040588000.0,32305056000.0,23346936000.0,35069200000.0,16581503000.0,32353968000.0,22566120000.0,25654796000.0,23160435000.0,23265987000.0,12333361000.0,12787646000.0
2083.0,18378934000.0,26386444000.0,16282842000.0,31809622000.0,22882380000.0,34876756000.0,16010892000.0,32271788000.0,21887140000.0,25098158000.0,22635825000.0,22689067000.0,11827273000.0,12331510000.0
2084.0,17531550000.0,25956164000.0,15457428000.0,31303051000.0,22331640000.0,34774840000.0,15449309000.0,31745208000.0,21230582000.0,24573227000.0,22148426000.0,22020140000.0,11347561000.0,11819266000.0
2085.0,16812347000.0,25375355000.0,14671542000.0,30845485000.0,21948900000.0,34650976000.0,14912267000.0,31493304000.0,20656038000.0,24206047000.0,21667561000.0,21762296000.0,10952898000.0,11425481000.0
