time,IPSL-CM6A-LR,CNRM-ESM2-1,UKESM1-0-LL,CNRM-CM6-1,IITM-ESM,MPI-ESM1-2-HR,CANESM5,GFDL-ESM4,KACE-1-0-G,MRI-ESM2-0,MIROC6,CESM2-WACCM,TAIESM1,EC-EARTH3
2086.0,16073610000.0,24784505000.0,14034780000.0,30362080000.0,21545163000.0,34446610000.0,14417171000.0,31199170000.0,20243420000.0,23827196000.0,21066470000.0,20849760000.0,10579319000.0,10969687000.0
2087.0,15278735000.0,24271750000.0,13334566000.0,29767580000.0,21181700000.0,34500833000.0,13863139000.0,30901973000.0,19556098000.0,23532450000.0,20430006000.0,20317176000.0,10123444000.0,10412176000.0
2088.0,14622126000.0,23696988000.0,12640764000.0,29204918000.0,20659333000.0,34058270000.0,13356901000.0,30548740000.0,18872324000.0,23010765000.0,19935687000.0,19577254000.0,9700807000.0,10021283000.0
2089.0,13994985000.0,23150166000.0,12051014000.0,28706350000.0,20144845000.0,33829550000.0,12690189000.0,30293332000.0,18380830000.0,22626093000.0,19413987000.0,19038925000.0,9191482000.0,9524439000.0
2090.0,13482896000.0,22642800000.0,11385278000.0,27956980000.0,19685014000.0,33698669000.0,12151987000.0,29899940000.0,17926115000.0,22205078000.0,18809258000.0,18308067000.0,8967835000.0,9135285000.0
2091.0,12671004000.0,22109344000.0,10868448000.0,27396116000.0,19278363000.0,33483620000.0,11549060000.0,29591132000.0,17418025000.0,21725854000.0,18220300000.0,17722470000.0,8562302500.0,8743523000.0
2092.0,12090360000.0,21394002000.0,10284340000.0,26773965000.0,18871572000.0,33235980000.0,10825787000.0,29298696000.0,16890258000.0,21257230000.0,17527507000.0,17022632000.0,7981328400.0,8380031500.0
2093.0,11542026000.0,20714977000.0,9785074000.0,26054468000.0,18480243000.0,32907026000.0,10221251000.0,29003977000.0,16509221000.0,20695028000.0,16930244000.0,16483380000.0,7555509000.0,8042471000.0
2094.0,11033414000.0,20133341000.0,9260856000.0,25434524000.0,17825495000.0,32704051000.0,9669832000.0,28781513000.0,15811238000.0,20295719000.0,16284362000.0,15665149000.0,7188844000.0,7740041700.0
2095.0,10527777000.0,19419892000.0,8735696000.0,24773230000.0,17425388000.0,32418701000.0,9195076000.0,28344885000.0,15271394000.0,19906940000.0,15873914000.0,14970369000.0,6649351000.0,7398196000.0
2096.0,9949820000.0,18800138000.0,8174647300.0,24070167000.0,16953873000.0,32097985000.0,8750319000.0,28032723000.0,14694804000.0,19563805000.0,15398882000.0,14187233000.0,6424739300.0,6732742000.0
2097.0,9214169000.0,18228496000.0,7544256500.0,23174152000.0,16411909000.0,31898395000.0,8350382600.0,27575892000.0,14205568000.0,19105450000.0,14922857000.0,13637818000.0,6034738000.0,6337040000.0
2098.0,8500031500.0,17625780000.0,6994816000.0,22479616000.0,15999287000.0,31643834000.0,7914707500.0,27162012000.0,13781423000.0,18840142000.0,14366905000.0,13111011000.0,5689820700.0,5996757500.0
2099.0,7905774000.0,16959340000.0,6366314000.0,21825020000.0,15516803000.0,31387142000.0,7348214300.0,26756980000.0,13163691000.0,18325174000.0,13808171000.0,12545537000.0,5246209000.0,5584163300.0
2100.0,7409425400.0,16168977000.0,5790911500.0,21055504000.0,15039526000.0,31075023000.0,6820267000.0,26414787000.0,12688591000.0,17960083000.0,13303431000.0,11884959000.0,4732174000.0,4905449000.0
