time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,41255590000.0,41255590000.0
2001.0,41137670000.0,41137670000.0
2002.0,41065693000.0,41065693000.0
2003.0,41084780000.0,41084780000.0
2004.0,40997306000.0,40997306000.0
2005.0,41033585000.0,41033585000.0
2006.0,41415670000.0,41415670000.0
2007.0,41197044000.0,41197044000.0
2008.0,40993833000.0,40993833000.0
2009.0,40893972000.0,40893972000.0
2010.0,40826990000.0,40826990000.0
2011.0,40770724000.0,40770724000.0
2012.0,40751840000.0,40751840000.0
2013.0,40739030000.0,40739030000.0
2014.0,40773260000.0,40773260000.0
2015.0,40663687000.0,40663687000.0
2016.0,40618150000.0,40618150000.0
2017.0,40577855000.0,40577855000.0
2018.0,40843534000.0,40843534000.0
2019.0,40717242000.0,40717242000.0
2020.0,40583963000.0,40583963000.0
2021.0,40511734000.0,40583524000.0
2022.0,40411628000.0,40835195000.0
2023.0,41170880000.0,40523014000.0
2024.0,40507650000.0,40312553000.0
2025.0,41250787000.0,40220754000.0
2026.0,41987015000.0,40322930000.0
2027.0,40836780000.0,40168514000.0
2028.0,40475190000.0,39973410000.0
2029.0,40310985000.0,39880196000.0
2030.0,40755030000.0,39789410000.0
2031.0,40651620000.0,40080860000.0
2032.0,40470057000.0,39777386000.0
2033.0,40164770000.0,39751090000.0
2034.0,40167640000.0,39573524000.0
2035.0,40145146000.0,39401447000.0
2036.0,40015106000.0,39341640000.0
2037.0,39978115000.0,39142654000.0
2038.0,39855750000.0,38996333000.0
2039.0,39981220000.0,38848434000.0
2040.0,39689875000.0,38788784000.0
2041.0,39796793000.0,38605988000.0
2042.0,39467786000.0,38368370000.0
2043.0,39352308000.0,38230060000.0
2044.0,40013705000.0,37992616000.0
2045.0,39692853000.0,37795150000.0
2046.0,39393776000.0,37667287000.0
2047.0,39309144000.0,37528478000.0
2048.0,39026870000.0,37170870000.0
2049.0,38870830000.0,36907053000.0
2050.0,39224947000.0,36574250000.0
2051.0,38638928000.0,36294200000.0
2052.0,38423654000.0,36056890000.0
2053.0,38287626000.0,36131422000.0
2054.0,38048735000.0,35582260000.0
2055.0,37829190000.0,35354890000.0
2056.0,37570617000.0,35112170000.0
2057.0,37386250000.0,34943156000.0
2058.0,37203680000.0,34654826000.0
2059.0,36905222000.0,34262809000.0
2060.0,36665356000.0,34125085000.0
2061.0,36383293000.0,33654428000.0
2062.0,36007866000.0,33285648000.0
2063.0,35617927000.0,33103718000.0
2064.0,35138050000.0,32860727000.0
2065.0,34723946000.0,32655475000.0
2066.0,34417345000.0,32201824000.0
2067.0,33985706000.0,31957645000.0
2068.0,33420261000.0,31535358000.0
2069.0,32970377000.0,31319646000.0
2070.0,32369670000.0,31198851000.0
2071.0,31877194000.0,30993945000.0
2072.0,31434957000.0,30499215000.0
2073.0,31201000000.0,30179748000.0
2074.0,30591860000.0,29802756000.0
2075.0,30036760000.0,29550594000.0
2076.0,29380186000.0,29499160000.0
2077.0,28722704000.0,29739979000.0
2078.0,28391905000.0,28732017000.0
2079.0,27786027000.0,28305744000.0
2080.0,27162982000.0,28145598000.0
2081.0,26472038000.0,27755497000.0
2082.0,26052770000.0,27707420000.0
2083.0,25245252000.0,28266613000.0
2084.0,24523650000.0,27059490000.0
2085.0,23742427000.0,27225498000.0
2086.0,23081750000.0,26530003000.0
2087.0,22352685000.0,26026324000.0
2088.0,21573566000.0,25699168000.0
2089.0,20888914000.0,25260507000.0
2090.0,19943555000.0,24972012000.0
2091.0,19298458000.0,24670644000.0
2092.0,18767634000.0,24293620000.0
2093.0,18261164000.0,24016163000.0
2094.0,17706758000.0,23770114000.0
2095.0,16872167000.0,23426490000.0
2096.0,16216069000.0,23301618000.0
2097.0,15767694000.0,22809076000.0
2098.0,15210423000.0,23143170000.0
2099.0,14638934000.0,22196939000.0
2100.0,13845800000.0,22023485000.0
