time,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR
2067.0,26859557000.0,33335400000.0,35242754000.0,26707239000.0,33136890000.0
2068.0,26264414000.0,33459597000.0,34703712000.0,26205299000.0,32772600000.0
2069.0,25857675000.0,33644767000.0,34941420000.0,25617360000.0,32380404000.0
2070.0,25454520000.0,32767894000.0,34410344000.0,25112190000.0,31954084000.0
2071.0,24911952000.0,32410884000.0,33956133000.0,24758700000.0,31410220000.0
2072.0,24594516000.0,31900082000.0,33738953000.0,24379345000.0,31212569000.0
2073.0,23896230000.0,31665226000.0,33434022000.0,23835843000.0,30755265000.0
2074.0,23407964000.0,31271590000.0,33059830000.0,23597107000.0,30769015000.0
2075.0,22968484000.0,30851414000.0,33204435000.0,23210367000.0,30200603000.0
2076.0,22306470000.0,30812373000.0,32595767000.0,22719949000.0,29574758000.0
2077.0,21778200000.0,30350488000.0,32476754000.0,22223026000.0,29259198000.0
2078.0,21263620000.0,30211731000.0,32310383000.0,21912576000.0,28831062000.0
2079.0,20793936000.0,30034928000.0,31885630000.0,21634916000.0,28389554000.0
2080.0,20438518000.0,30407709000.0,31790250000.0,21159143000.0,27938554000.0
2081.0,20218612000.0,29386832000.0,31362374000.0,20759716000.0,28469280000.0
2082.0,19376531000.0,29113072000.0,31118146000.0,20424380000.0,27572890000.0
2083.0,18908950000.0,29562204000.0,31825660000.0,19930554000.0,27013124000.0
2084.0,18349464000.0,29142594000.0,30700945000.0,19567192000.0,26576700000.0
2085.0,17831782000.0,28549487000.0,30765664000.0,18955454000.0,25906727000.0
2086.0,17408076000.0,28288836000.0,30436182000.0,18630756000.0,25457973000.0
2087.0,16935405000.0,28431282000.0,30112700000.0,18264154000.0,25087610000.0
2088.0,16459051000.0,28421950000.0,29862580000.0,18054027000.0,24680800000.0
2089.0,16051816000.0,27864838000.0,29646490000.0,17701112000.0,24246082000.0
2090.0,15585469000.0,27725337000.0,29165148000.0,17394630000.0,23833917000.0
2091.0,15265901000.0,27299324000.0,28953254000.0,17141410000.0,23523643000.0
2092.0,14942422000.0,27004637000.0,29029430000.0,17038570000.0,22893748000.0
2093.0,14593763000.0,27996154000.0,28276918000.0,16659653000.0,22605179000.0
2094.0,14341028000.0,26646252000.0,28332382000.0,16399001000.0,21810550000.0
2095.0,13919486000.0,26331560000.0,28396532000.0,16100461000.0,21694237000.0
2096.0,13470285000.0,27536394000.0,27712002000.0,15667171000.0,22187487000.0
2097.0,13210976000.0,33369278000.0,27373998000.0,15415741000.0,20992756000.0
2098.0,12906734000.0,28499820000.0,27061752000.0,15780726000.0,20667340000.0
2099.0,12566376000.0,26585297000.0,27067271000.0,15032964000.0,20215007000.0
2100.0,12295881000.0,26735790000.0,26678833000.0,15016644000.0,19818975000.0
