time,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,UKESM1-0-LL
2043.0,605461900.0,670581800.0,586205800.0,539995200.0
2044.0,595192060.0,652715300.0,571844200.0,526604960.0
2045.0,575452200.0,752303550.0,563823300.0,507951200.0
2046.0,576493250.0,700750660.0,556581440.0,488933760.0
2047.0,623602600.0,646995700.0,542615900.0,482486980.0
2048.0,562083260.0,630455360.0,527707040.0,474475740.0
2049.0,543101300.0,683456640.0,520920450.0,457445730.0
2050.0,530707460.0,611221760.0,506755330.0,443662240.0
2051.0,523355170.0,610245950.0,497410240.0,430839900.0
2052.0,509852860.0,597671300.0,493131740.0,419298240.0
2053.0,501111680.0,596964400.0,486711230.0,408763600.0
2054.0,492554500.0,606219100.0,474454340.0,398754300.0
2055.0,481741220.0,578899100.0,465482020.0,381578000.0
2056.0,470066500.0,574382200.0,476681470.0,373612500.0
2057.0,463074530.0,572863000.0,470155460.0,386931300.0
2058.0,455550700.0,567071000.0,500659100.0,367992260.0
2059.0,466294700.0,563676100.0,460297000.0,359300800.0
2060.0,457605100.0,564420600.0,481187970.0,353244670.0
2061.0,444873440.0,556149200.0,487703460.0,351267300.0
2062.0,436560600.0,560833150.0,448808260.0,477949340.0
2063.0,581332800.0,554853250.0,447650240.0,347527170.0
2064.0,435652220.0,554422900.0,459888800.0,349233020.0
2065.0,426726980.0,547912300.0,490730270.0,336694340.0
2066.0,420619680.0,541444030.0,473750270.0,329814500.0
2067.0,463315100.0,549334300.0,461223870.0,320810980.0
2068.0,431735580.0,564643200.0,441387100.0,352393920.0
2069.0,410194460.0,550930700.0,475527650.0,311789860.0
2070.0,421330850.0,553965950.0,458595840.0,308954140.0
2071.0,406535870.0,667016500.0,446571700.0,319466850.0
2072.0,536467400.0,592803500.0,455326140.0,309562900.0
2073.0,427412350.0,548265600.0,453719870.0,301994300.0
2074.0,489773200.0,562247900.0,512284500.0,296611550.0
2075.0,402905540.0,568751360.0,604685000.0,333731650.0
2076.0,419100060.0,553168400.0,509165920.0,314649730.0
2077.0,498790750.0,550021400.0,494605100.0,291251460.0
2078.0,413114700.0,541003200.0,480372400.0,303315780.0
2079.0,407949300.0,652524350.0,464275550.0,300835520.0
2080.0,420069300.0,593074700.0,455807200.0,300411170.0
2081.0,420783520.0,556885000.0,482186500.0,293228030.0
2082.0,407568700.0,611634560.0,459856800.0,358938900.0
2083.0,400973900.0,573228300.0,463107040.0,287073820.0
2084.0,399026080.0,561040830.0,463511680.0,282642100.0
2085.0,406264930.0,556174660.0,454837150.0,574823940.0
2086.0,395971040.0,551947140.0,453061380.0,298261570.0
2087.0,428764540.0,555009300.0,452134080.0,283909200.0
2088.0,437364260.0,552824900.0,671156030.0,279495680.0
2089.0,521811300.0,550228740.0,579985800.0,281134750.0
2090.0,436823550.0,576303500.0,488878560.0,282765570.0
2091.0,504235740.0,614688200.0,514953660.0,281562660.0
2092.0,457540500.0,569063400.0,576215300.0,275717700.0
2093.0,488185760.0,563672500.0,481742370.0,276208770.0
2094.0,576002600.0,563874560.0,479013100.0,275010430.0
2095.0,575503000.0,553354050.0,525842100.0,271640960.0
2096.0,498160200.0,571635000.0,486094080.0,299853340.0
2097.0,461835170.0,554581400.0,509177800.0,298338200.0
2098.0,443373730.0,711821400.0,487510980.0,298297300.0
2099.0,447322400.0,717523100.0,481263300.0,351683550.0
2100.0,496025630.0,640071100.0,557242900.0,313212320.0
