time,MRI-ESM2-0,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,IPSL-CM6A-LR
2000.0,1141216300.0,1141216300.0,1141216300.0,1141216300.0,1141216300.0
2001.0,1137683800.0,1137683800.0,1137683800.0,1137683800.0,1137683800.0
2002.0,1146079100.0,1146079100.0,1146079100.0,1146079100.0,1146079100.0
2003.0,1144961400.0,1144961400.0,1144961400.0,1144961400.0,1144961400.0
2004.0,1152996400.0,1152996400.0,1152996400.0,1152996400.0,1152996400.0
2005.0,1168947600.0,1168947600.0,1168947600.0,1168947600.0,1168947600.0
2006.0,1170152100.0,1170152100.0,1170152100.0,1170152100.0,1170152100.0
2007.0,1159079000.0,1159079000.0,1159079000.0,1159079000.0,1159079000.0
2008.0,1154137300.0,1154137300.0,1154137300.0,1154137300.0,1154137300.0
2009.0,1152215600.0,1152215600.0,1152215600.0,1152215600.0,1152215600.0
2010.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0,1169344000.0
2011.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0,1148443100.0
2012.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0,1147433700.0
2013.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0,1140791900.0
2014.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0,1138924000.0
2015.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0,1131808000.0
2016.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0,1124786000.0
2017.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0,1121599200.0
2018.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0,1114045300.0
2019.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0,1104197500.0
2020.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0,1093194400.0
2021.0,1066496260.0,1097363200.0,1082134500.0,1081748500.0,1078608500.0
2022.0,1053776000.0,1085350400.0,1067243140.0,1067246700.0,1075712100.0
2023.0,1030042050.0,1067968100.0,1042531000.0,1052531700.0,1060391550.0
2024.0,1009542140.0,1084000600.0,1026839550.0,1033000450.0,1044108700.0
2025.0,980217100.0,1049017150.0,1011053200.0,1010939840.0,1024900860.0
2026.0,955974850.0,1036382460.0,977723700.0,992389600.0,1019334460.0
2027.0,937528960.0,1016042600.0,949007100.0,966786500.0,1003713500.0
2028.0,908235000.0,1001645440.0,925291970.0,933291400.0,992396350.0
2029.0,876589060.0,984504400.0,929278600.0,917609150.0,964603000.0
2030.0,831360500.0,967757950.0,885828030.0,886145100.0,940858800.0
2031.0,809631040.0,946757600.0,845441860.0,863701440.0,941649200.0
2032.0,784637100.0,936589900.0,816254340.0,820929150.0,909895040.0
2033.0,820617100.0,922571140.0,788074100.0,788549900.0,886826300.0
2034.0,746378600.0,916848400.0,749275000.0,754730500.0,873503200.0
2035.0,717215740.0,891495000.0,719243140.0,729200500.0,859202370.0
2036.0,685404700.0,881199900.0,695943700.0,698308200.0,827755600.0
2037.0,665611600.0,869116600.0,657957200.0,665829900.0,803745600.0
2038.0,668009200.0,838253200.0,622745500.0,634466940.0,778195300.0
2039.0,630841540.0,833195900.0,597001100.0,620520000.0,755518400.0
2040.0,619247100.0,807795840.0,571235460.0,589776600.0,735853760.0
2041.0,598651000.0,779477060.0,536473300.0,561540800.0,719344800.0
2042.0,608943170.0,749742700.0,505835840.0,544910140.0,688438460.0
2043.0,566937600.0,731846100.0,486195460.0,512125280.0,673028800.0
2044.0,544965100.0,718190400.0,468421800.0,478232480.0,647686340.0
2045.0,530191140.0,703388600.0,448057800.0,453383200.0,618680300.0
2046.0,517093900.0,689378200.0,432497700.0,429248770.0,594465660.0
2047.0,501053820.0,657947000.0,409892380.0,399302080.0,577232400.0
2048.0,490761500.0,642329100.0,388836960.0,382036740.0,555297340.0
2049.0,484638050.0,627553100.0,369629470.0,369059740.0,526334270.0
2050.0,469457020.0,617090560.0,348861660.0,344516500.0,500582370.0
2051.0,453706500.0,608532800.0,328163360.0,327244900.0,486180200.0
2052.0,439894620.0,591432200.0,315988960.0,312228350.0,474463840.0
2053.0,427458080.0,647715600.0,302679550.0,299226620.0,462081760.0
2054.0,413462660.0,573640000.0,287789980.0,278900580.0,453834900.0
2055.0,404861660.0,563714600.0,276028770.0,262369090.0,434791140.0
2056.0,403211460.0,543406900.0,265759490.0,258235440.0,416609630.0
2057.0,381584350.0,537466800.0,256541440.0,253441580.0,396309120.0
2058.0,375760740.0,532038460.0,235883980.0,241349200.0,388127500.0
2059.0,366810000.0,519253280.0,227505730.0,249450670.0,375450050.0
2060.0,360968200.0,503908320.0,220323070.0,237470830.0,358508770.0
2061.0,368634240.0,489621060.0,212126830.0,244990830.0,351201120.0
2062.0,347721020.0,476412540.0,203804130.0,223993740.0,342595170.0
2063.0,337889470.0,463303650.0,192573570.0,215841870.0,332918880.0
2064.0,336341820.0,453656160.0,183104450.0,214929470.0,316592420.0
2065.0,328361000.0,452573300.0,176352560.0,208273890.0,303908900.0
2066.0,312089800.0,484499970.0,170375250.0,199966000.0,297131230.0
2067.0,302394880.0,433815840.0,163854060.0,199405630.0,293704060.0
2068.0,295698800.0,425630820.0,160037440.0,189463100.0,282656130.0
2069.0,298738050.0,418026430.0,156008700.0,183240370.0,269511500.0
2070.0,285895840.0,409982560.0,150457810.0,179450130.0,262300200.0
2071.0,287537300.0,400100480.0,148954200.0,193175650.0,253564370.0
2072.0,277477380.0,393465570.0,151456780.0,177860130.0,246501580.0
2073.0,285408060.0,468886700.0,141178380.0,173504370.0,241139520.0
2074.0,278874880.0,384748480.0,151604200.0,170380580.0,238711280.0
2075.0,344101950.0,403098530.0,134876510.0,178244420.0,233676780.0
2076.0,316982140.0,375118270.0,133432870.0,236304000.0,238149840.0
2077.0,371553440.0,369808640.0,131296050.0,173442500.0,224696640.0
2078.0,295800130.0,389047550.0,127768560.0,168520820.0,216376270.0
2079.0,288680220.0,379776960.0,145678200.0,180527540.0,219641950.0
2080.0,285094820.0,357161000.0,126214216.0,164609950.0,219591630.0
2081.0,287255000.0,369072960.0,124120930.0,176215630.0,213327070.0
2082.0,289908860.0,351655040.0,120951460.0,180722510.0,228407020.0
2083.0,290683650.0,354985800.0,117847190.0,183014900.0,211943760.0
2084.0,323649280.0,346272400.0,115087750.0,174849070.0,210208930.0
2085.0,295136000.0,344104300.0,114991820.0,162506430.0,205658060.0
2086.0,297565920.0,347754880.0,112167480.0,160388880.0,204139520.0
2087.0,295915360.0,343741100.0,140232940.0,180582350.0,204617420.0
2088.0,283978080.0,342153500.0,123297820.0,165231340.0,302618180.0
2089.0,284377540.0,376792350.0,112859180.0,275785150.0,204645340.0
2090.0,304724350.0,335716930.0,109782480.0,163093630.0,202852210.0
2091.0,285327360.0,331771140.0,107073290.0,220222740.0,248454540.0
