time,MIROC6,TAIESM1,KACE-1-0-G,CNRM-ESM2-1,MRI-ESM2-0,UKESM1-0-LL,CANESM5,EC-EARTH3,CNRM-CM6-1,IPSL-CM6A-LR,CESM2-WACCM,MPI-ESM1-2-HR,GFDL-ESM4
2047.0,633629300.0,497424000.0,436388200.0,770493950.0,592737860.0,345763460.0,444959000.0,599746050.0,674436600.0,586545800.0,632825500.0,781819200.0,668562100.0
2048.0,616808060.0,469355360.0,417429730.0,763714700.0,578660740.0,331345120.0,419857380.0,587422460.0,660466940.0,563502700.0,613063900.0,776502340.0,633672400.0
2049.0,589296640.0,458571260.0,401862660.0,748966700.0,564518600.0,316273500.0,403505180.0,568611100.0,665898100.0,552226500.0,608720400.0,759170000.0,622063000.0
2050.0,572290940.0,440455330.0,385291600.0,732278300.0,555753800.0,309816450.0,388191650.0,553782850.0,647483000.0,522762100.0,591127900.0,747819700.0,599997100.0
2051.0,550353600.0,419107700.0,366031040.0,726462300.0,542474100.0,297166980.0,377698300.0,565250370.0,626160450.0,505210500.0,575819460.0,738058200.0,580771300.0
2052.0,558159500.0,407066660.0,354456640.0,707087700.0,528052480.0,283011170.0,360541800.0,536635550.0,609734700.0,484638100.0,556697600.0,730525000.0,560211400.0
2053.0,534229400.0,396804830.0,337195100.0,705013400.0,519552130.0,266377340.0,334927520.0,522189730.0,603771840.0,472425100.0,542815500.0,718213400.0,552220600.0
2054.0,522175520.0,382945570.0,323137250.0,691898300.0,505520860.0,250885980.0,327924000.0,516644960.0,587411400.0,462835000.0,529157630.0,708154000.0,557191900.0
2055.0,506461120.0,365955000.0,308972900.0,684348600.0,497665060.0,235925170.0,350255360.0,502261630.0,574457340.0,454585860.0,515023780.0,689946600.0,528943230.0
2056.0,498036770.0,353579170.0,304106750.0,665306300.0,483106270.0,225445810.0,307860380.0,488909820.0,563371260.0,447494800.0,502097000.0,671762600.0,507285340.0
2057.0,488297180.0,336941860.0,291115460.0,648122400.0,470697600.0,218362580.0,294243500.0,476236200.0,548152260.0,429106880.0,487648030.0,665659970.0,486735550.0
2058.0,477484450.0,325864480.0,277433060.0,620037400.0,459655040.0,205859760.0,287344860.0,465938750.0,538084200.0,414922880.0,471980400.0,657180500.0,468975580.0
2059.0,463514620.0,311347940.0,266619660.0,611353200.0,438608160.0,194234910.0,266400200.0,457340160.0,522977760.0,403910140.0,457611360.0,639638340.0,452280130.0
2060.0,461292830.0,304396500.0,254155870.0,587069250.0,424305440.0,179928960.0,252512100.0,445015000.0,511788000.0,391653730.0,445598660.0,625086500.0,432200100.0
2061.0,447329380.0,290384770.0,252086190.0,573748100.0,410836500.0,175019500.0,237479580.0,435705020.0,491355300.0,380180500.0,426351360.0,610743740.0,418051940.0
2062.0,433437000.0,275141300.0,243924880.0,570363900.0,409894530.0,163727410.0,220957950.0,417631460.0,474497380.0,366975300.0,407968100.0,681229700.0,407696580.0
2063.0,418518460.0,264476700.0,228521890.0,552560260.0,397609440.0,154187570.0,214236850.0,409794200.0,460887650.0,356660130.0,399891970.0,597346600.0,392805730.0
2064.0,407390180.0,250262660.0,215326240.0,529629020.0,381057120.0,149527090.0,203482140.0,400148640.0,462754880.0,343996600.0,390799200.0,587651460.0,380804350.0
2065.0,403903330.0,238323870.0,207277070.0,509129660.0,367964800.0,139992830.0,189713010.0,391883900.0,447611650.0,332095520.0,374963940.0,574940100.0,365873900.0
2066.0,392189920.0,223333070.0,201128020.0,490347970.0,356468000.0,138662900.0,182298430.0,384462050.0,430899200.0,317891330.0,361507230.0,546516600.0,354644260.0
2067.0,378169200.0,216296670.0,194930640.0,480339600.0,345374980.0,132043940.0,168946430.0,368381000.0,413590850.0,310842800.0,349233280.0,532895680.0,344084060.0
2068.0,368966240.0,210199040.0,184246200.0,465620300.0,350485760.0,126252940.0,170250240.0,362541200.0,397014720.0,297134180.0,340109150.0,508125950.0,328787170.0
2069.0,357747400.0,202100140.0,181341010.0,446869060.0,334525730.0,119932696.0,157417900.0,353533060.0,385753920.0,280525340.0,330100300.0,495703260.0,314049820.0
2070.0,364751520.0,194288500.0,173132880.0,444548900.0,325487900.0,116333410.0,140627340.0,345980100.0,367234880.0,267445680.0,321942700.0,475594800.0,308563840.0
2071.0,350842700.0,206274960.0,234102640.0,425839970.0,317376450.0,107782630.0,131863890.0,373343260.0,361050940.0,257737740.0,302352860.0,451784900.0,295034660.0
2072.0,336111580.0,189157760.0,170027660.0,417413060.0,301897760.0,102766760.0,127738400.0,336920350.0,342331200.0,246809390.0,290874340.0,444327520.0,289691870.0
2073.0,324337950.0,181707200.0,165800300.0,398884670.0,288349060.0,96947100.0,121822330.0,324515650.0,332411360.0,236568830.0,279988670.0,430258000.0,272919500.0
2074.0,309213820.0,174123360.0,158430400.0,385994100.0,276970080.0,93173130.0,115472450.0,314766500.0,323665800.0,226959180.0,270034270.0,415942050.0,265691700.0
2075.0,295234300.0,169038670.0,155437920.0,375977800.0,266448540.0,88720400.0,111754600.0,303333800.0,312046140.0,216172020.0,258313800.0,414041440.0,251712140.0
2076.0,284671260.0,160584770.0,150026740.0,360744670.0,260550200.0,83128320.0,103724120.0,291581000.0,297139330.0,204223330.0,250083900.0,395869100.0,244390420.0
2077.0,277927780.0,152967330.0,146281740.0,359188380.0,253834510.0,80352184.0,99474184.0,284100740.0,289009600.0,192611900.0,240968640.0,386293470.0,238037710.0
2078.0,264782050.0,146737660.0,144417250.0,341860160.0,248133300.0,76618664.0,93574640.0,275531500.0,280097470.0,183489010.0,231515120.0,365843740.0,234023360.0
2079.0,257113900.0,141861090.0,139075940.0,330547870.0,239453040.0,70781540.0,88063110.0,265266370.0,266514480.0,174318940.0,223533630.0,353211360.0,224716020.0
2080.0,239919900.0,130320584.0,138332750.0,318730180.0,231953980.0,65988396.0,84765200.0,256609490.0,252904700.0,167270690.0,208221580.0,346406430.0,213789980.0
2081.0,233779460.0,125671910.0,135561950.0,305175200.0,224944080.0,60154016.0,78789150.0,239297710.0,242906430.0,157812830.0,199106290.0,334399520.0,208515920.0
2082.0,224702300.0,117389770.0,132596110.0,296800540.0,218781490.0,58123636.0,75886470.0,227894990.0,232597470.0,147830530.0,191857280.0,321098780.0,200529620.0
2083.0,216037860.0,113104650.0,128306776.0,282468300.0,213154560.0,56608012.0,71958540.0,217544690.0,224904220.0,139916980.0,185509000.0,306203740.0,197752480.0
2084.0,205324500.0,107890200.0,127940230.0,271002780.0,207460540.0,56107130.0,68685110.0,205225570.0,213245040.0,134557070.0,181785900.0,292330880.0,193380930.0
2085.0,197771970.0,106520696.0,139664720.0,259693760.0,206963060.0,51438956.0,67222300.0,190968940.0,206307260.0,131685130.0,180401140.0,278487840.0,187410770.0
2086.0,189500590.0,103590190.0,120474010.0,245264960.0,201437570.0,48311188.0,60865210.0,181629040.0,197284100.0,128361816.0,172597760.0,267307500.0,183713600.0
2087.0,184172660.0,100784750.0,114504660.0,229062420.0,197399760.0,45738090.0,57353852.0,168992220.0,192048240.0,124503016.0,167755490.0,253135820.0,176340000.0
2088.0,176032130.0,92626930.0,109854104.0,275287970.0,193017250.0,42673610.0,55777916.0,161077170.0,192097390.0,123097890.0,163274620.0,244343250.0,172349460.0
2089.0,169945890.0,88859780.0,104840960.0,220838190.0,190829390.0,39595596.0,53448924.0,159363180.0,183288700.0,117918620.0,159055600.0,229748770.0,168542780.0
2090.0,165515260.0,84145650.0,103183256.0,212888860.0,187027840.0,35043756.0,49466810.0,150316220.0,179831220.0,113055180.0,156122340.0,223851620.0,168255100.0
2091.0,158027540.0,80864030.0,98805370.0,206440620.0,182274910.0,32630600.0,48627132.0,143912340.0,168748670.0,107456430.0,151123070.0,203971940.0,163650580.0
2092.0,153523180.0,75698730.0,94711580.0,191557900.0,176534770.0,30890630.0,46502476.0,137395220.0,165723440.0,98000160.0,146180420.0,192634990.0,157644720.0
2093.0,149981070.0,74393460.0,90952530.0,181454060.0,173864590.0,29894078.0,45201210.0,127566520.0,163375570.0,94271850.0,140549800.0,183541680.0,149296420.0
2094.0,146618740.0,69048410.0,86895830.0,172480530.0,168009800.0,27879716.0,40851530.0,123122856.0,156107980.0,86972960.0,135696900.0,167907800.0,146783020.0
2095.0,137255650.0,67383304.0,81882760.0,168014160.0,163815220.0,24336812.0,39995110.0,117559510.0,152943170.0,82256104.0,132204390.0,155533220.0,142421650.0
2096.0,139483120.0,62442476.0,78966430.0,162775790.0,158958290.0,24432346.0,40309160.0,111394170.0,146991730.0,78053896.0,128047544.0,148495220.0,137721840.0
2097.0,133946250.0,59016020.0,76291610.0,159779940.0,155439820.0,22621856.0,35793790.0,102620776.0,141231420.0,70930850.0,129097784.0,143307340.0,130900960.0
2098.0,128618100.0,54845656.0,74674080.0,155293330.0,155658050.0,20925930.0,33781140.0,100047100.0,135628930.0,66744496.0,124778490.0,134929420.0,135638130.0
2099.0,123402700.0,52560290.0,72718850.0,174017600.0,150154900.0,20388180.0,33242168.0,96887510.0,129781670.0,62933092.0,123126216.0,132600650.0,128569576.0
2100.0,134365330.0,51534784.0,69982984.0,148934540.0,147682880.0,19025030.0,33300724.0,92070540.0,128668230.0,60138776.0,120835530.0,126164920.0,125071660.0
