time,INM-CM4-8,INM-CM5-0,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CESM2,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,MPI-ESM1-2-HR
2000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0,135861570000.0
2001.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0,136269380000.0
2002.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0,136406290000.0
2003.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0,135867640000.0
2004.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0,135917010000.0
2005.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0,135682450000.0
2006.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0,135495100000.0
2007.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0,135323116000.0
2008.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0,135374180000.0
2009.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0,135271170000.0
2010.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0,135132520000.0
2011.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0,135000500000.0
2012.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0,135152484000.0
2013.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0,135690710000.0
2014.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0,135068344000.0
2015.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0,135738610000.0
2016.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0,135067320000.0
2017.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0,134759030000.0
2018.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0,134884475000.0
2019.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0,134834150000.0
2020.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0,134823990000.0
2021.0,134938040000.0,135307430000.0,134508405000.0,134793680000.0,135598735000.0,134520260000.0,134840830000.0,134875850000.0,134607600000.0,135031970000.0,135333340000.0,134685130000.0,134607420000.0
2022.0,134853380000.0,134796820000.0,134537690000.0,134986580000.0,134709850000.0,134481090000.0,134680020000.0,134661070000.0,134672870000.0,134754350000.0,134898655000.0,134587466000.0,134775360000.0
2023.0,134546555000.0,134879190000.0,134668026000.0,135138400000.0,135302270000.0,134050090000.0,134792280000.0,134572290000.0,134968970000.0,134441610000.0,134578350000.0,134313460000.0,134589374000.0
2024.0,134491740000.0,134578390000.0,134121685000.0,134565080000.0,134579140000.0,133896560000.0,134375400000.0,134393140000.0,134540870000.0,135115900000.0,134591390000.0,134305230000.0,134115566000.0
2025.0,134322050000.0,134566680000.0,134074065000.0,134315450000.0,134374000000.0,133790876000.0,134723730000.0,134260540000.0,134233560000.0,134288300000.0,134423180000.0,134474580000.0,134711660000.0
2026.0,134126620000.0,134746920000.0,134367060000.0,134487970000.0,134524535000.0,133524250000.0,134080090000.0,134237380000.0,134479850000.0,134172270000.0,134451690000.0,134158200000.0,134543330000.0
2027.0,134172270000.0,135146130000.0,133951820000.0,134455320000.0,134211580000.0,133368910000.0,133897890000.0,133887615000.0,133875320000.0,133898230000.0,135054705000.0,133944230000.0,133921630000.0
2028.0,133861130000.0,134738010000.0,134339770000.0,134939345000.0,133903750000.0,133253890000.0,133780090000.0,133970100000.0,134696460000.0,134010870000.0,134278290000.0,134009815000.0,134198436000.0
2029.0,133683315000.0,134184755000.0,133744810000.0,134315950000.0,133865955000.0,133847030000.0,134049180000.0,134165120000.0,133917330000.0,133694190000.0,134231150000.0,133885670000.0,133738160000.0
2030.0,133443670000.0,134077930000.0,133889230000.0,134799390000.0,133672124000.0,133184460000.0,133880460000.0,133846900000.0,133555495000.0,133603530000.0,134059060000.0,133656855000.0,134340880000.0
2031.0,133285265000.0,133956820000.0,134263660000.0,133987190000.0,134000770000.0,132917535000.0,133435210000.0,134145925000.0,133438640000.0,133720550000.0,133998130000.0,133583130000.0,133829460000.0
2032.0,133182070000.0,133790830000.0,133649370000.0,133840626000.0,133813470000.0,132727880000.0,133098120000.0,133986075000.0,133517550000.0,133875940000.0,134671810000.0,133515485000.0,133612090000.0
2033.0,133242110000.0,133806694000.0,133507260000.0,133691460000.0,134543655000.0,132548650000.0,133421160000.0,133416210000.0,134892340000.0,133351470000.0,135284150000.0,134398886000.0,133353460000.0
2034.0,133155990000.0,133588640000.0,133385660000.0,133521710000.0,133410810000.0,132336206000.0,132955810000.0,133349966000.0,133788210000.0,133176290000.0,134432416000.0,133975430000.0,133372580000.0
2035.0,133189550000.0,133528250000.0,133852905000.0,133310710000.0,133353200000.0,132405730000.0,133114995000.0,133156600000.0,133967650000.0,133018750000.0,134869066000.0,133470320000.0,133175820000.0
2036.0,132852110000.0,133435920000.0,133380700000.0,133406286000.0,133138260000.0,131965880000.0,132807090000.0,132996070000.0,133059920000.0,132848665000.0,134801860000.0,133093966000.0,133513150000.0
2037.0,132755186000.0,133371760000.0,132982500000.0,133307080000.0,132890070000.0,131647300000.0,132376660000.0,133386700000.0,133174534000.0,132697570000.0,134638510000.0,133491110000.0,133048025000.0
2038.0,132751420000.0,133196940000.0,132870726000.0,133138530000.0,132770340000.0,131505680000.0,132346765000.0,133629895000.0,133185995000.0,133284140000.0,133760745000.0,133391050000.0,133007450000.0
2039.0,132332610000.0,133493450000.0,132857910000.0,133143110000.0,132604486000.0,131212030000.0,132127785000.0,132922440000.0,132768790000.0,132608410000.0,133633655000.0,133265220000.0,133104070000.0
2040.0,132429790000.0,133077310000.0,132404760000.0,132901840000.0,132479560000.0,131085860000.0,131692640000.0,132640990000.0,132760680000.0,132458000000.0,133298640000.0,133159090000.0,132824960000.0
2041.0,132167280000.0,133049100000.0,132259320000.0,132773970000.0,132310065000.0,130763070000.0,131455890000.0,132612340000.0,133041350000.0,132290510000.0,133269350000.0,132864614000.0,132645610000.0
2042.0,132033110000.0,133304844000.0,132319370000.0,132665610000.0,132235166000.0,130483620000.0,131224540000.0,132302190000.0,133014630000.0,132120040000.0,133271920000.0,132589126000.0,132558070000.0
2043.0,132143050000.0,133182880000.0,132114070000.0,132417446000.0,131993100000.0,130135960000.0,130952120000.0,132095820000.0,132353680000.0,131914660000.0,133139280000.0,132531724000.0,132311300000.0
2044.0,131854520000.0,132847810000.0,131928850000.0,132293430000.0,132218040000.0,129766290000.0,130844900000.0,132216185000.0,132254015000.0,131777420000.0,132955510000.0,132459550000.0,132123206000.0
2045.0,131739590000.0,132713920000.0,131915750000.0,132173136000.0,131954810000.0,129367280000.0,130847605000.0,131849860000.0,132343830000.0,131633840000.0,132804770000.0,132489450000.0,132150190000.0
2046.0,131672550000.0,132621330000.0,132300800000.0,132156060000.0,131649570000.0,128976070000.0,130150695000.0,131694320000.0,132140210000.0,131497340000.0,134833690000.0,132374490000.0,131999810000.0
2047.0,131329470000.0,132423524000.0,131544210000.0,132121485000.0,131636170000.0,128835764000.0,129589250000.0,131462510000.0,132100964000.0,131633750000.0,133367140000.0,132220580000.0,131859500000.0
2048.0,131414800000.0,132291880000.0,131348780000.0,131803415000.0,131199320000.0,128541565000.0,129403710000.0,131109994000.0,131763300000.0,131107010000.0,133159920000.0,132163370000.0,131677580000.0
2049.0,131294850000.0,132189640000.0,131090960000.0,131725750000.0,130797520000.0,128133020000.0,129287430000.0,131005250000.0,132032590000.0,130750860000.0,132773800000.0,132035140000.0,131476900000.0
2050.0,131407380000.0,132281280000.0,131092070000.0,131577910000.0,130487950000.0,127941330000.0,129198670000.0,130660360000.0,131741810000.0,130698920000.0,132650850000.0,131946600000.0,131559520000.0
2051.0,130665260000.0,132756570000.0,130774335000.0,131344880000.0,130365145000.0,127563900000.0,129037180000.0,130477460000.0,131459440000.0,130365235000.0,132400366000.0,131970640000.0,131191235000.0
2052.0,130275200000.0,132461625000.0,130526980000.0,131079610000.0,130089400000.0,127211150000.0,128539440000.0,130256270000.0,131156886000.0,130182185000.0,132505575000.0,131852870000.0,130978840000.0
2053.0,130179290000.0,132334650000.0,130357610000.0,130875800000.0,130237235000.0,126795100000.0,128152986000.0,129958090000.0,131028180000.0,129671545000.0,132105120000.0,131553860000.0,130557714000.0
2054.0,130015120000.0,132309450000.0,130417080000.0,130695170000.0,129791620000.0,126371100000.0,127807030000.0,129748620000.0,130858844000.0,129370220000.0,132144890000.0,131414516000.0,130611600000.0
2055.0,130167090000.0,131790300000.0,129844860000.0,130233540000.0,129499720000.0,126147440000.0,127577506000.0,129552570000.0,130704710000.0,129125330000.0,132141335000.0,131385750000.0,130313810000.0
2056.0,129789040000.0,132020980000.0,129721060000.0,130087080000.0,129345640000.0,125667380000.0,127243920000.0,129277310000.0,130566330000.0,128611700000.0,132155695000.0,131320740000.0,130186950000.0
2057.0,129568330000.0,131636850000.0,129744690000.0,129914200000.0,128978260000.0,125153340000.0,126792490000.0,129060440000.0,130385170000.0,128255790000.0,131743390000.0,131069390000.0,130082990000.0
2058.0,129420330000.0,131260875000.0,129483350000.0,129735680000.0,128708140000.0,124572115000.0,126213270000.0,128760130000.0,130280360000.0,127851815000.0,131693680000.0,130844660000.0,130156340000.0
2059.0,129223385000.0,131122635000.0,128952270000.0,129449890000.0,128453430000.0,124041260000.0,125590830000.0,128425026000.0,130063270000.0,127452185000.0,131336250000.0,130715330000.0,129614570000.0
2060.0,129166640000.0,130923900000.0,128595940000.0,129135200000.0,128230640000.0,123358220000.0,125246160000.0,128195630000.0,129815460000.0,127145410000.0,131279520000.0,130782814000.0,129274400000.0
2061.0,129153430000.0,130846000000.0,128443220000.0,128799810000.0,127963560000.0,122753630000.0,124852820000.0,127912620000.0,129700995000.0,126621920000.0,130786525000.0,130523140000.0,129001234000.0
2062.0,128931365000.0,130801170000.0,128467720000.0,128641140000.0,127517470000.0,122161500000.0,124164150000.0,127558640000.0,129595154000.0,126306300000.0,131046620000.0,130382760000.0,129075990000.0
2063.0,128736035000.0,130758615000.0,128027296000.0,128534690000.0,126903610000.0,121258750000.0,123785020000.0,126888290000.0,129393510000.0,125852660000.0,130838150000.0,130183290000.0,128604316000.0
2064.0,128859640000.0,130799165000.0,127795855000.0,128182810000.0,126663040000.0,120843010000.0,123397710000.0,126600260000.0,129140080000.0,125427140000.0,130577760000.0,129940900000.0,128352035000.0
2065.0,128172016000.0,130401590000.0,127317090000.0,127664185000.0,126198235000.0,120449350000.0,123006210000.0,126175805000.0,128999285000.0,124805370000.0,130484220000.0,129821336000.0,128143780000.0
2066.0,127950860000.0,130478014000.0,127076220000.0,127363645000.0,125985464000.0,119979020000.0,122499510000.0,125574930000.0,128745730000.0,124387790000.0,131217875000.0,129623750000.0,127816990000.0
2067.0,127735640000.0,130518925000.0,126746630000.0,126975330000.0,125685880000.0,119206290000.0,122136260000.0,125137110000.0,128466190000.0,123902080000.0,130467594000.0,129371150000.0,127520250000.0
2068.0,127467930000.0,130200100000.0,126373030000.0,126656274000.0,125124380000.0,118880960000.0,121777640000.0,124783650000.0,128223450000.0,123209200000.0,129973625000.0,129446310000.0,127133060000.0
2069.0,127076650000.0,130321930000.0,126233310000.0,126018036000.0,124664230000.0,118410895000.0,121221180000.0,124268160000.0,128066090000.0,122662050000.0,129863524000.0,129189840000.0,126927670000.0
2070.0,126769770000.0,130305850000.0,125802730000.0,125556605000.0,124271210000.0,118084346000.0,120627570000.0,123950465000.0,127857566000.0,122072230000.0,129852520000.0,128852500000.0,126680500000.0
2071.0,126446840000.0,131340980000.0,125638670000.0,125184790000.0,123773400000.0,117360820000.0,120098324000.0,123313670000.0,127728520000.0,121364750000.0,130059950000.0,128744390000.0,126058300000.0
2072.0,126298550000.0,130522580000.0,125507674000.0,124583090000.0,123242020000.0,117630710000.0,119483376000.0,122768050000.0,127208200000.0,120778690000.0,129514390000.0,128266470000.0,125679130000.0
2073.0,126132590000.0,130045870000.0,124736200000.0,124154980000.0,122818806000.0,116158820000.0,118839200000.0,122179530000.0,126786390000.0,120272920000.0,129007900000.0,127923210000.0,125465560000.0
2074.0,125938290000.0,129726430000.0,124162390000.0,123572625000.0,122277970000.0,115523130000.0,117969130000.0,121576290000.0,126499000000.0,119415734000.0,129111474000.0,127649190000.0,125097796000.0
2075.0,125685020000.0,129810310000.0,123847480000.0,122954200000.0,121583935000.0,114968920000.0,117365550000.0,121021050000.0,126216510000.0,118943620000.0,128651010000.0,127607710000.0,124939300000.0
2076.0,125284210000.0,129277846000.0,123590190000.0,122535174000.0,120928090000.0,114039540000.0,116932800000.0,120468260000.0,125981480000.0,118055720000.0,128539320000.0,126936970000.0,124622400000.0
2077.0,124867900000.0,128947585000.0,122873950000.0,121825305000.0,120476490000.0,113659440000.0,115933290000.0,119546175000.0,125664990000.0,117320760000.0,128280010000.0,126810956000.0,124141690000.0
2078.0,124605140000.0,128893920000.0,122267970000.0,121332790000.0,120013020000.0,113361740000.0,114997900000.0,118984220000.0,125157655000.0,116019530000.0,128138810000.0,126558945000.0,123950980000.0
2079.0,124522070000.0,128812530000.0,121804130000.0,120623760000.0,119048170000.0,112961900000.0,114351374000.0,118075700000.0,124850690000.0,115475980000.0,127830760000.0,126333850000.0,123682185000.0
2080.0,124156035000.0,128740770000.0,121119120000.0,119810720000.0,118358730000.0,112185660000.0,113910370000.0,117153980000.0,124502100000.0,114534780000.0,127575040000.0,126143290000.0,123418940000.0
2081.0,123934250000.0,128409166000.0,120193120000.0,119670700000.0,117566930000.0,111406660000.0,113285700000.0,116395230000.0,124088840000.0,113796080000.0,127427730000.0,126105740000.0,123029070000.0
2082.0,123868740000.0,128235200000.0,119617950000.0,118949536000.0,116653000000.0,110789180000.0,112399880000.0,115537280000.0,123704074000.0,113153230000.0,128102480000.0,125603840000.0,122376946000.0
2083.0,123249370000.0,127922480000.0,118890226000.0,118243660000.0,116148000000.0,110061900000.0,111701156000.0,114679740000.0,123510520000.0,112378780000.0,127760020000.0,125491730000.0,121958060000.0
2084.0,122953620000.0,127886120000.0,118391010000.0,117753520000.0,115359940000.0,109658340000.0,111172190000.0,113810480000.0,123115050000.0,111221790000.0,126897000000.0,125203250000.0,121622690000.0
2085.0,122707840000.0,127639480000.0,117658160000.0,117060780000.0,114377170000.0,108986530000.0,110555020000.0,113063820000.0,122732100000.0,110269210000.0,126799460000.0,124780580000.0,121183020000.0
2086.0,122498450000.0,127590960000.0,117180600000.0,116260364000.0,113230100000.0,108260570000.0,109543620000.0,112011210000.0,122203505000.0,109394050000.0,126402930000.0,124222270000.0,120692330000.0
2087.0,122308846000.0,127348890000.0,116625990000.0,115378040000.0,112510845000.0,107736660000.0,108937550000.0,111167950000.0,121812990000.0,108409450000.0,126073300000.0,123983720000.0,120253610000.0
2088.0,122038720000.0,127200870000.0,115809460000.0,114587930000.0,111842740000.0,107032660000.0,108365280000.0,110322200000.0,121607390000.0,107560930000.0,126259980000.0,123769880000.0,119778360000.0
2089.0,121759695000.0,127338660000.0,115241710000.0,113892700000.0,110792570000.0,106438115000.0,107588830000.0,109136580000.0,121196590000.0,106310900000.0,125765510000.0,123642260000.0,119304810000.0
2090.0,121645140000.0,126669300000.0,114407055000.0,113113380000.0,109926700000.0,105635690000.0,106871910000.0,108475830000.0,120539080000.0,104978090000.0,125748175000.0,123122030000.0,118834520000.0
2091.0,121033920000.0,126504940000.0,113347910000.0,112510165000.0,108728060000.0,104785330000.0,106150860000.0,107540505000.0,120581460000.0,103447320000.0,125607895000.0,122788520000.0,118641150000.0
2092.0,120926450000.0,126237114000.0,112319940000.0,111600845000.0,107839910000.0,104198560000.0,105317900000.0,106198520000.0,119843520000.0,102287540000.0,125351190000.0,122429490000.0,118185600000.0
2093.0,120543445000.0,126303450000.0,111041495000.0,110916166000.0,106757276000.0,103314150000.0,104387390000.0,105157060000.0,119452115000.0,100720460000.0,124709960000.0,122100510000.0,117646010000.0
2094.0,119905720000.0,125841080000.0,110181070000.0,109938640000.0,105789050000.0,102365020000.0,103603910000.0,103966564000.0,119151510000.0,99709880000.0,124502350000.0,121822100000.0,116796645000.0
