time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CESM2-WACCM
2059.0,127817990000.0,127881330000.0,128216840000.0,125416490000.0
2060.0,126882144000.0,127575840000.0,127961490000.0,124800230000.0
2061.0,126492480000.0,127169420000.0,127631570000.0,124293980000.0
2062.0,125975000000.0,126791310000.0,127631010000.0,123893060000.0
2063.0,125697670000.0,126692490000.0,126876066000.0,123334790000.0
2064.0,125268430000.0,126289880000.0,126961680000.0,122894530000.0
2065.0,124956670000.0,125398280000.0,126033690000.0,121946590000.0
2066.0,124792980000.0,125182440000.0,125799240000.0,121495650000.0
2067.0,124380290000.0,124750090000.0,125304870000.0,120988950000.0
2068.0,124374475000.0,124270700000.0,124464570000.0,120438570000.0
2069.0,124367090000.0,123965030000.0,124168830000.0,119933534000.0
2070.0,123558445000.0,123565870000.0,123913470000.0,119128515000.0
2071.0,123076110000.0,123271870000.0,123280310000.0,118164000000.0
2072.0,122444956000.0,122827240000.0,122697860000.0,117567594000.0
2073.0,121939930000.0,122542730000.0,122473650000.0,116893150000.0
2074.0,121424860000.0,122222230000.0,122155790000.0,116225750000.0
2075.0,121363366000.0,121960006000.0,121892840000.0,115300640000.0
2076.0,120827580000.0,121397040000.0,121167300000.0,114782765000.0
2077.0,120384070000.0,120909210000.0,120782316000.0,114268360000.0
2078.0,119824550000.0,120343855000.0,120339130000.0,113786290000.0
2079.0,119384330000.0,119975140000.0,119700365000.0,112883600000.0
2080.0,119010600000.0,119711850000.0,119430010000.0,112205640000.0
2081.0,118928000000.0,119208165000.0,119055520000.0,111585346000.0
2082.0,118547235000.0,118772720000.0,118512280000.0,110923560000.0
2083.0,117908130000.0,118280860000.0,117993940000.0,110355005000.0
2084.0,117619690000.0,117874570000.0,117745410000.0,109451076000.0
2085.0,117046200000.0,117183240000.0,116951670000.0,108956380000.0
2086.0,116754370000.0,116929740000.0,116617890000.0,108262180000.0
2087.0,116250100000.0,117096950000.0,116579120000.0,107639860000.0
2088.0,116047560000.0,116560700000.0,115943920000.0,107202700000.0
2089.0,115411590000.0,116076040000.0,115393490000.0,106435080000.0
2090.0,115032600000.0,115550160000.0,114988340000.0,105348130000.0
2091.0,114880960000.0,115261620000.0,113974436000.0,104379980000.0
2092.0,114618510000.0,114652360000.0,113836250000.0,103674820000.0
2093.0,114137090000.0,114100860000.0,113196920000.0,103000890000.0
2094.0,113983816000.0,113368285000.0,112683930000.0,102290500000.0
2095.0,113356170000.0,113078460000.0,111985940000.0,101464820000.0
2096.0,112878470000.0,112849160000.0,111227290000.0,100805000000.0
2097.0,112491995000.0,112802570000.0,110695916000.0,99809450000.0
2098.0,112221340000.0,112436930000.0,110155645000.0,98993710000.0
2099.0,111806415000.0,111863660000.0,109473390000.0,98444060000.0
2100.0,111649960000.0,111429330000.0,109119420000.0,97455650000.0
