time,MRI-ESM2-0
2000.0,135861570000.0
2001.0,136269380000.0
2002.0,136406290000.0
2003.0,135867640000.0
2004.0,135917010000.0
2005.0,135682450000.0
2006.0,135495100000.0
2007.0,135323116000.0
2008.0,135374180000.0
2009.0,135271170000.0
2010.0,135132520000.0
2011.0,135000500000.0
2012.0,135152484000.0
2013.0,135690710000.0
2014.0,135068344000.0
2015.0,135738610000.0
2016.0,135067320000.0
2017.0,134759030000.0
2018.0,134884475000.0
2019.0,134834150000.0
2020.0,134823990000.0
2021.0,134672770000.0
2022.0,134431834000.0
2023.0,134263980000.0
2024.0,134389280000.0
2025.0,134462100000.0
2026.0,134451134000.0
2027.0,134131060000.0
2028.0,133722310000.0
2029.0,133703344000.0
2030.0,133581420000.0
2031.0,134202245000.0
2032.0,133537450000.0
2033.0,133281300000.0
2034.0,133401110000.0
2035.0,133184120000.0
2036.0,133407930000.0
2037.0,133143170000.0
2038.0,132998046000.0
2039.0,132710695000.0
2040.0,132625810000.0
2041.0,132609786000.0
2042.0,132395050000.0
2043.0,132389470000.0
2044.0,132181660000.0
2045.0,133057950000.0
2046.0,132198170000.0
2047.0,131917360000.0
2048.0,131769025000.0
2049.0,131550224000.0
2050.0,131440110000.0
2051.0,131409570000.0
2052.0,131025340000.0
2053.0,130977290000.0
2054.0,130832190000.0
2055.0,130671890000.0
2056.0,131047604000.0
2057.0,131086150000.0
2058.0,130612120000.0
2059.0,130220090000.0
2060.0,130243720000.0
2061.0,129881310000.0
2062.0,129732755000.0
2063.0,129432690000.0
2064.0,129006720000.0
2065.0,128815260000.0
2066.0,128619954000.0
2067.0,128314240000.0
2068.0,127922045000.0
2069.0,127721340000.0
2070.0,127321690000.0
2071.0,127416870000.0
2072.0,126791140000.0
2073.0,126077740000.0
2074.0,126011860000.0
2075.0,125852290000.0
2076.0,125582930000.0
2077.0,125308530000.0
2078.0,124930590000.0
2079.0,125036890000.0
2080.0,124539030000.0
2081.0,124094410000.0
2082.0,123814590000.0
2083.0,123448220000.0
2084.0,123189450000.0
2085.0,123163690000.0
2086.0,122338340000.0
2087.0,121547150000.0
2088.0,121107240000.0
2089.0,120801240000.0
2090.0,120059085000.0
2091.0,119729725000.0
2092.0,119263640000.0
2093.0,118986015000.0
2094.0,118342150000.0
2095.0,117847780000.0
2096.0,117297460000.0
2097.0,116841030000.0
2098.0,116316320000.0
2099.0,115999310000.0
2100.0,115269894000.0
