time,MPI-ESM1-2-HR,MRI-ESM2-0,EC-EARTH3,INM-CM4-8,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,CAMS-CSM1-0,GFDL-ESM4,NORESM2-MM,CESM2-WACCM,INM-CM5-0,CESM2
2046.0,45909340000.0,29022800000.0,19868960000.0,42164826000.0,40046916000.0,29338350000.0,40615730000.0,62242533000.0,46513783000.0,30814945000.0,41153446000.0,30773037000.0,34707403000.0
2047.0,44494823000.0,28530455000.0,19004627000.0,41537323000.0,36817134000.0,27528778000.0,39933575000.0,60162620000.0,45706027000.0,29332703000.0,39413110000.0,30607300000.0,31297178000.0
2048.0,42532545000.0,27220912000.0,18158387000.0,40633065000.0,34663790000.0,26507790000.0,37606720000.0,58111463000.0,44600350000.0,27160060000.0,38360576000.0,28946434000.0,27818932000.0
2049.0,42573330000.0,25036073000.0,17447662000.0,37865760000.0,33383553000.0,26127376000.0,35535430000.0,57204367000.0,42339357000.0,26441861000.0,36693150000.0,28351410000.0,25514934000.0
2050.0,40214630000.0,24303778000.0,17284670000.0,36621963000.0,31424094000.0,24763175000.0,34452406000.0,56296420000.0,41247867000.0,25396406000.0,35620220000.0,28203930000.0,23653880000.0
2051.0,37401756000.0,22739378000.0,16982483000.0,35616362000.0,30466595000.0,23084212000.0,33609271000.0,53034893000.0,39883030000.0,24352070000.0,34019220000.0,27365171000.0,22285408000.0
2052.0,35924790000.0,22322764000.0,15387853000.0,34337390000.0,29038868000.0,21525470000.0,31456465000.0,52838072000.0,39074636000.0,23161086000.0,33500890000.0,26672431000.0,21778725000.0
2053.0,33885377000.0,21656670000.0,14279874000.0,32790008000.0,28594250000.0,20509660000.0,30011742000.0,51235920000.0,35780346000.0,21082388000.0,31130032000.0,24801050000.0,20532535000.0
2054.0,32834863000.0,21205598000.0,13232378000.0,31830122000.0,27894460000.0,18704384000.0,29231018000.0,50393280000.0,34915230000.0,19716737000.0,29778012000.0,23526230000.0,18692786000.0
2055.0,31495696000.0,21692320000.0,12386576000.0,30903431000.0,27561085000.0,18220345000.0,28403034000.0,51698990000.0,33422369000.0,18670025000.0,27912760000.0,21794947000.0,17769320000.0
2056.0,30232992000.0,21457664000.0,12120967000.0,30756555000.0,25965562000.0,17095485000.0,25922791000.0,49777283000.0,32187855000.0,16992833000.0,26196419000.0,20445604000.0,16904510000.0
2057.0,30722300000.0,20459629000.0,11727346000.0,29069453000.0,24536408000.0,16175075000.0,24994280000.0,49057180000.0,29817416000.0,15689380000.0,24220326000.0,19567614000.0,15982405000.0
2058.0,29713744000.0,19486314000.0,10676830000.0,27157215000.0,24261628000.0,15251488000.0,23230312000.0,47227990000.0,29254224000.0,14990743000.0,23377490000.0,18967112000.0,15889623000.0
2059.0,28844456000.0,19411732000.0,10148286000.0,25259030000.0,23135027000.0,14698904000.0,22031466000.0,45929260000.0,28480793000.0,13255770000.0,23137245000.0,18343520000.0,14668197000.0
2060.0,28258497000.0,18094076000.0,9412499000.0,24427014000.0,22572421000.0,13634147000.0,21020000000.0,45019652000.0,27634354000.0,12934624000.0,21191039000.0,16908038000.0,14241163000.0
2061.0,28734603000.0,17561817000.0,8471718400.0,22458964000.0,21958779000.0,12420558000.0,20499956000.0,43927216000.0,27049488000.0,12104275000.0,20473403000.0,15760145000.0,13587707000.0
2062.0,26606582000.0,16635056000.0,8554496500.0,21371628000.0,21264350000.0,11653943000.0,18806180000.0,42143334000.0,26009481000.0,11127058000.0,19049218000.0,15373228000.0,12650402000.0
2063.0,24026130000.0,16713757000.0,7781701000.0,19741938000.0,19834923000.0,10752992000.0,17466335000.0,41730860000.0,24823435000.0,10689268000.0,17544192000.0,14058664000.0,11992972000.0
2064.0,21650006000.0,16323900000.0,7457362400.0,18966614000.0,18855300000.0,9951630000.0,15380555000.0,39239730000.0,24209682000.0,10530739000.0,16311044000.0,13717353000.0,11879113000.0
2065.0,20741149000.0,16008287000.0,6829279700.0,19285594000.0,17669500000.0,9470835000.0,14263456000.0,37177110000.0,23152632000.0,9630399000.0,15428664000.0,13144168000.0,11066612000.0
2066.0,20774423000.0,15715441000.0,6881243600.0,18434947000.0,17234620000.0,9108395000.0,13540584000.0,34911760000.0,23187260000.0,8946128000.0,15114561000.0,12976131000.0,10315611000.0
2067.0,18687990000.0,15240739000.0,6381613600.0,16931440000.0,16580442000.0,9171140000.0,12753099000.0,35344600000.0,21679077000.0,8367469600.0,14146616000.0,12626950000.0,9823329000.0
2068.0,17984078000.0,14893254000.0,6091027500.0,15581760000.0,15084476000.0,8592714000.0,11567432000.0,34606280000.0,20219249000.0,7748031000.0,13189707000.0,12384005000.0,10123030000.0
2069.0,17599654000.0,14160199000.0,5805458000.0,14434095000.0,14045415000.0,8221655600.0,10336390000.0,34334050000.0,19376830000.0,7321629700.0,12912761000.0,11899345000.0,9619813000.0
2070.0,17195598000.0,13419563000.0,5348435500.0,13182199000.0,13434378000.0,7610883600.0,9817681000.0,32966790000.0,17922148000.0,7085019000.0,12101133000.0,11171973000.0,9379896000.0
2071.0,16920332000.0,12633093000.0,4526092300.0,12566387000.0,13058433000.0,7274500000.0,8976189000.0,31239401000.0,16757339000.0,6456748000.0,11543000000.0,10672566000.0,9605064000.0
2072.0,16422986000.0,12128154000.0,4208663300.0,11922703000.0,12319510000.0,6727368000.0,8588960300.0,30399451000.0,17165184000.0,5784083000.0,11500770000.0,10365231000.0,8903733000.0
2073.0,16347971000.0,11487634000.0,4035655000.0,11330136000.0,11944097000.0,6393128000.0,7957341700.0,27579415000.0,16151944000.0,5642900000.0,11302073000.0,9809084000.0,8286229000.0
2074.0,14385547000.0,11384922000.0,3722404000.0,11279313000.0,11248854000.0,6161453000.0,7790039000.0,27826872000.0,14584475000.0,5388151300.0,10745238000.0,9398819000.0,7178874000.0
2075.0,13517498000.0,10865257000.0,3359540200.0,10231550000.0,10767963000.0,5620611600.0,7752134000.0,27644799000.0,13814449000.0,5201101300.0,10526432000.0,9465864000.0,7109485000.0
2076.0,12845660000.0,10343183000.0,3151806200.0,10090940000.0,10670953000.0,5328747500.0,7430447000.0,26896224000.0,13105568000.0,4819009500.0,10069512000.0,8920507000.0,7492576000.0
2077.0,12605334000.0,10255784000.0,2989672400.0,9313417000.0,9694700000.0,5148197400.0,6906532400.0,25608767000.0,13077994000.0,4710861300.0,9727229000.0,9022579000.0,7200627700.0
2078.0,12246632000.0,9436894000.0,2796917200.0,9192083000.0,9445440000.0,4812502500.0,5962327000.0,24565459000.0,12594089000.0,4576055300.0,9241728000.0,8649974000.0,7001837000.0
2079.0,12547169000.0,9115024000.0,2595086600.0,9254736000.0,9126025000.0,4415670000.0,5642882000.0,22240903000.0,12189073000.0,4539840000.0,8784371000.0,8133772000.0,6903246300.0
2080.0,11774669000.0,9012618000.0,2240961000.0,8944441000.0,8650880000.0,4147619000.0,5393044000.0,22063219000.0,11268415000.0,4387977700.0,7862913000.0,7918514700.0,6809235000.0
2081.0,11743310000.0,9055477000.0,2217220600.0,8432476000.0,8583950300.0,3815663600.0,5050244000.0,21557709000.0,10864506000.0,4271261000.0,7497275000.0,7470832000.0,6432876500.0
2082.0,11627275000.0,9187621000.0,2138749300.0,8441352000.0,8215091700.0,3329140500.0,4648454700.0,20828240000.0,10737094000.0,4148555300.0,6716399600.0,6919855000.0,6289887000.0
2083.0,11000286000.0,9008999000.0,1966686100.0,8189870600.0,8184226300.0,3042797800.0,4394222600.0,20027652000.0,10078840000.0,3925896200.0,6046957600.0,6603531300.0,5663442000.0
2084.0,10392149000.0,8526584300.0,2057077600.0,8137055700.0,7735816000.0,2773774000.0,4253305000.0,19513866000.0,9888589000.0,3517639000.0,5591421400.0,6180662300.0,5229635000.0
2085.0,10543634000.0,8256674000.0,1900597800.0,7671360000.0,7391522300.0,2563303200.0,4090090800.0,19378397000.0,9451749000.0,3343561200.0,5354391000.0,5531314700.0,5152315000.0
2086.0,9460569000.0,8058075000.0,1764900100.0,7492800000.0,7034923000.0,2273347800.0,3403240400.0,18605715000.0,8943017000.0,3100446000.0,5072998400.0,5562404000.0,4593863700.0
2087.0,8716037000.0,7530660400.0,1664163500.0,7279824400.0,6752587300.0,1923491500.0,3001800200.0,17577550000.0,8780135000.0,2897690400.0,4716598300.0,5500034600.0,4400929300.0
2088.0,8123936300.0,6825317400.0,1579252200.0,7248086000.0,6674140000.0,1895543700.0,2789548300.0,15557882000.0,8691142000.0,2604656600.0,4574254600.0,5036018700.0,4337864700.0
2089.0,7778786300.0,6477656600.0,1673141500.0,6606570000.0,6539725300.0,1819923500.0,2602430500.0,15239167000.0,8394255000.0,2522518800.0,4319308300.0,4264595700.0,3965354200.0
2090.0,7474773000.0,6118238700.0,1616101600.0,6076186000.0,6332082700.0,1787553900.0,2279648500.0,14692200000.0,8138988000.0,2351857700.0,4226576600.0,3999450000.0,3948401400.0
2091.0,7356606000.0,5813693000.0,1581409800.0,5699722000.0,6166330400.0,1655673100.0,2152626400.0,14171422000.0,7829671000.0,2170811100.0,3954850800.0,3614983700.0,3787972400.0
2092.0,7400242000.0,5558396000.0,1545030900.0,5433029000.0,5875198500.0,1642069200.0,2098640000.0,13694200000.0,7413023000.0,2210926000.0,3647386400.0,3226366200.0,3586003000.0
2093.0,6938436000.0,5414017500.0,1550040800.0,5069249000.0,5928114000.0,1512020600.0,1900853600.0,13504818000.0,7312997000.0,2170510600.0,3243343600.0,3111471400.0,3426247400.0
2094.0,6393408000.0,5622134300.0,1402816900.0,4575501300.0,5636611000.0,1362072800.0,1640476700.0,12980671000.0,6716295000.0,2024687000.0,2888807200.0,2980737800.0,2962038300.0
2095.0,5825575000.0,5185003500.0,1355678100.0,4428161000.0,5380686300.0,1277223700.0,1608226700.0,12697420000.0,6389285400.0,2020461200.0,2695742000.0,2614868000.0,2790294300.0
2096.0,5544200700.0,5006162400.0,1242988400.0,4209052400.0,5175809000.0,1121642500.0,1435137800.0,12093590000.0,5914717000.0,1954125400.0,2221691600.0,2357175000.0,2670050300.0
2097.0,5234978300.0,4614436400.0,1003562700.0,3930066400.0,4893418500.0,1042761800.0,1389893600.0,11221317000.0,5833198600.0,1752713100.0,2066574200.0,2302505000.0,2604805600.0
2098.0,5318393300.0,4411620400.0,917347900.0,3627719700.0,4919034400.0,1042824450.0,1180547100.0,10447173000.0,5389258000.0,1651859300.0,1852591200.0,2273997000.0,2570815700.0
2099.0,5403492000.0,4169435400.0,892068350.0,3365486600.0,4603753500.0,969720300.0,1061690430.0,10328700000.0,5107523600.0,1616153900.0,1582406500.0,2192850000.0,2236612600.0
2100.0,5307887600.0,3945153500.0,853421800.0,3149145000.0,4108288000.0,929815700.0,940959360.0,10458418000.0,4808766500.0,1514408300.0,1433014500.0,1915222300.0,1884516100.0
