time,CAMS-CSM1-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,MRI-ESM2-0,MPI-ESM1-2-HR,EC-EARTH3,INM-CM5-0,CESM2,CESM2-WACCM,CMCC-CM2-SR5,GFDL-ESM4,NORESM2-MM
2047.0,51552063000.0,38359278000.0,24884617000.0,31323453000.0,36953660000.0,28406915000.0,35548877000.0,31485993000.0,38126776000.0,33643325000.0,42368780000.0,42715490000.0,48574590000.0,32228040000.0
2048.0,50894635000.0,35494543000.0,22823911000.0,28995185000.0,35488090000.0,27015535000.0,35879408000.0,30923274000.0,37255870000.0,32899934000.0,40736797000.0,39678300000.0,47962250000.0,30853470000.0
2049.0,49812040000.0,35798913000.0,21390990000.0,27895558000.0,34533376000.0,26816901000.0,34650034000.0,28285655000.0,36140690000.0,31558762000.0,39695300000.0,38656200000.0,48168497000.0,28468621000.0
2050.0,49693016000.0,33319485000.0,20789508000.0,26947367000.0,33437426000.0,25632252000.0,32850985000.0,26422470000.0,35458000000.0,30041002000.0,37247484000.0,37404406000.0,47354680000.0,27408294000.0
2051.0,47891108000.0,32678058000.0,19688750000.0,24858948000.0,31660876000.0,24020716000.0,31670522000.0,24746450000.0,34708990000.0,29652599000.0,36993350000.0,35877200000.0,45573624000.0,26605418000.0
2052.0,45811565000.0,32137048000.0,19472245000.0,24473550000.0,30904576000.0,23473752000.0,31407753000.0,23023192000.0,32691410000.0,28304792000.0,38578890000.0,32983878000.0,44847915000.0,26072220000.0
2053.0,44894642000.0,32334600000.0,18561650000.0,24132536000.0,29464496000.0,22910320000.0,29728856000.0,20925905000.0,31571374000.0,26994014000.0,38636750000.0,31642798000.0,44780630000.0,24410790000.0
2054.0,40940570000.0,31108401000.0,18001514000.0,22949134000.0,28014463000.0,22064718000.0,29477218000.0,20097479000.0,31307352000.0,25201775000.0,37887545000.0,28437504000.0,43574804000.0,23044594000.0
2055.0,39705230000.0,30333747000.0,17385947000.0,21776396000.0,27187587000.0,20494828000.0,29493633000.0,18551290000.0,29280270000.0,24208920000.0,35912745000.0,26825548000.0,43013610000.0,22076158000.0
2056.0,40350900000.0,28939250000.0,16067709000.0,19975086000.0,26471506000.0,19861731000.0,29273660000.0,17403574000.0,28320460000.0,23509545000.0,33841824000.0,26814368000.0,42236977000.0,21439273000.0
2057.0,40709165000.0,28756361000.0,15519485000.0,19227970000.0,25650805000.0,19733640000.0,27953844000.0,16748844000.0,27079928000.0,22380165000.0,32764873000.0,23901342000.0,41586553000.0,20656800000.0
2058.0,41006334000.0,28016323000.0,14132883000.0,17914053000.0,24858243000.0,19273250000.0,26646546000.0,15998585000.0,26872890000.0,21155301000.0,31912624000.0,22463472000.0,40920620000.0,19176659000.0
2059.0,40245060000.0,27530519000.0,13368021000.0,17493070000.0,24330658000.0,18898473000.0,26009213000.0,14477028000.0,25708026000.0,20809740000.0,33073758000.0,20900119000.0,39862940000.0,17218527000.0
2060.0,40415090000.0,26265550000.0,12959512000.0,16668457000.0,23627037000.0,18140410000.0,25436025000.0,13489311000.0,23760998000.0,19899937000.0,32212255000.0,19206025000.0,39107035000.0,16744681000.0
2061.0,39410480000.0,26134426000.0,12027372000.0,16074399000.0,24110787000.0,17151184000.0,24327252000.0,13144285000.0,23017273000.0,18972900000.0,31477447000.0,17578433000.0,38874497000.0,16299045000.0
2062.0,38444122000.0,25661231000.0,11476334000.0,15772441000.0,23624270000.0,17532400000.0,23466398000.0,12752061000.0,21977480000.0,17752052000.0,29414110000.0,15674556000.0,37365522000.0,15251914000.0
2063.0,39354106000.0,23645587000.0,10968797000.0,15087071000.0,22238300000.0,17369786000.0,23129141000.0,12629521000.0,21723904000.0,17716738000.0,28372748000.0,15458565000.0,37461713000.0,14446798000.0
2064.0,39870350000.0,23435102000.0,10213337000.0,14824944000.0,20876250000.0,16246699000.0,21955684000.0,12339589000.0,20830894000.0,17308164000.0,27153682000.0,14728982000.0,37575303000.0,14277705000.0
2065.0,37753004000.0,22864771000.0,9650878000.0,13961231000.0,19810556000.0,15940794000.0,19701615000.0,11725122000.0,21033839000.0,16184372000.0,25907120000.0,14218468000.0,36041270000.0,14026059000.0
2066.0,38472910000.0,22141000000.0,9259557000.0,13648081000.0,19915310000.0,15855271000.0,18882460000.0,11276330000.0,19252920000.0,15479240000.0,24451994000.0,13051858000.0,35230460000.0,14047824000.0
2067.0,38065582000.0,21443025000.0,8832574000.0,13048367000.0,19415480000.0,15343830000.0,19116081000.0,11658028000.0,18410031000.0,15482945000.0,23948149000.0,11987223000.0,34800210000.0,14488676000.0
2068.0,38986965000.0,20325421000.0,8396302300.0,12507474000.0,18667114000.0,14911899000.0,17980367000.0,10658094000.0,17819658000.0,14981318000.0,24063183000.0,11704306000.0,33977270000.0,13420271000.0
2069.0,39191730000.0,18848594000.0,8285939000.0,12229068000.0,18377042000.0,14224233000.0,17375984000.0,10576474000.0,16555356000.0,14721881000.0,22793658000.0,11346828000.0,33253677000.0,12795294000.0
2070.0,38513650000.0,17567859000.0,8114654700.0,12130884000.0,17573472000.0,14369396000.0,15485823000.0,10527271000.0,15900932000.0,13885042000.0,21561459000.0,11609354000.0,32431933000.0,12563753000.0
2071.0,38585848000.0,17026905000.0,7582716400.0,11400838000.0,16942127000.0,14028346000.0,15542066000.0,9957172000.0,15759345000.0,13499347000.0,20540752000.0,11407260000.0,31461569000.0,11985404000.0
2072.0,37173290000.0,16565015000.0,7249433600.0,10803316000.0,16987027000.0,13846682000.0,15241549000.0,9685378000.0,15069975000.0,13289672000.0,20883040000.0,11405646000.0,31251593000.0,11400766000.0
2073.0,35709026000.0,15926782000.0,6812757000.0,10766661000.0,16720498000.0,13134839000.0,14396521000.0,9893157000.0,14207104000.0,13198494000.0,20009730000.0,10938444000.0,30861880000.0,11257312000.0
2074.0,35213900000.0,15437751000.0,6753677300.0,10130189000.0,16822811000.0,12647722000.0,14662936000.0,9500477000.0,13813484000.0,13115333000.0,18917272000.0,10513989000.0,30530167000.0,10743097000.0
2075.0,34544824000.0,14405352000.0,6858504000.0,9678490000.0,16557295000.0,12569692000.0,14406785000.0,9148056000.0,13418995000.0,13176531000.0,17933054000.0,10169446000.0,30366312000.0,10481463000.0
2076.0,34497098000.0,14439971000.0,6827449000.0,9450754000.0,16296109000.0,12436554000.0,14929717000.0,9060252000.0,13228603000.0,11836180000.0,17404051000.0,10312172000.0,29044533000.0,10433138000.0
2077.0,33850210000.0,13477452000.0,7001694700.0,9079707000.0,16209709000.0,12123441000.0,14739887000.0,8442146300.0,13074648000.0,11518184000.0,15907261000.0,9857624000.0,28003183000.0,9895583000.0
2078.0,33413081000.0,13030770000.0,7001267700.0,9165497000.0,16134961000.0,12536632000.0,15421184000.0,8197003000.0,12554248000.0,11271233000.0,14941308000.0,9371084000.0,26559650000.0,9557560000.0
2079.0,31831904000.0,11846061000.0,7261940000.0,9151535000.0,16097111000.0,11932106000.0,14533755000.0,7654554000.0,12020021000.0,12601698000.0,14283187000.0,8949366000.0,27360199000.0,9855059000.0
2080.0,31699430000.0,11596102000.0,7063535000.0,9226203000.0,16093138000.0,11432538000.0,14700482000.0,7539006500.0,11726475000.0,11608685000.0,14305465000.0,8447790600.0,26172672000.0,9785978000.0
2081.0,31775308000.0,11400754000.0,7097443000.0,9207226000.0,15202967000.0,11346902000.0,14523974000.0,7908187600.0,12303377000.0,11709835000.0,13524842000.0,8325105700.0,25851840000.0,9279201000.0
2082.0,30691772000.0,10858554000.0,7072460000.0,9204825000.0,15506874000.0,11416245000.0,14792565000.0,7999896600.0,11873937000.0,11010969000.0,13110006000.0,8247164400.0,24794257000.0,9015754000.0
2083.0,31230353000.0,10637134000.0,7210946600.0,9088952000.0,14835979000.0,11119360000.0,14479822000.0,7706706000.0,11640385000.0,10852939000.0,13574612000.0,7598487000.0,24151681000.0,8354700300.0
2084.0,29823293000.0,10772785000.0,7193367600.0,9205556000.0,14165953000.0,11086045000.0,13741283000.0,7766957600.0,11629932000.0,10562863000.0,13214537000.0,7021604000.0,23388760000.0,8072643000.0
2085.0,28953369000.0,10331435000.0,7185914000.0,9712414000.0,14120950000.0,11045706000.0,13936925000.0,7812152300.0,11303319000.0,9935411000.0,12435702000.0,6800445000.0,23126220000.0,8131107300.0
2086.0,27676985000.0,9345371000.0,7047490600.0,9520877000.0,13021421000.0,10693360000.0,13240702000.0,7628836400.0,10808946000.0,9751661000.0,12098669000.0,6309113000.0,22928079000.0,7967120400.0
2087.0,28357333000.0,9148422000.0,7003646000.0,9490517000.0,12914424000.0,10365023000.0,12020074000.0,7295166500.0,10582113000.0,9405080000.0,11748624000.0,5654052400.0,22084817000.0,7640153000.0
2088.0,27848704000.0,8969189000.0,6525101000.0,9035795000.0,13222643000.0,10220093000.0,12115744000.0,6763981000.0,10164969000.0,9028383000.0,11281093000.0,4920908300.0,21648378000.0,7191017500.0
2089.0,26989855000.0,8757297000.0,6135587300.0,9127496000.0,13106353000.0,10062119000.0,12257042000.0,6567029000.0,10469877000.0,8675224000.0,10735388000.0,4261891800.0,21182013000.0,7005704700.0
2090.0,26984094000.0,8477643300.0,6020975600.0,8690606000.0,13229750000.0,10075965000.0,12055914000.0,6744832000.0,9693608000.0,8251752000.0,10202522000.0,3937495600.0,20653787000.0,6953675000.0
2091.0,27156232000.0,8263879700.0,5975423000.0,8538529300.0,12763570000.0,10057691000.0,12059761000.0,6698614000.0,9607454000.0,8261076500.0,10074589000.0,3975214000.0,20676330000.0,6937130500.0
2092.0,26646282000.0,8173874700.0,5704908300.0,8548673000.0,12764536000.0,9759777000.0,11672466000.0,6788889000.0,9353433000.0,8022280000.0,10109443000.0,3644818000.0,21178640000.0,6519493000.0
2093.0,25321644000.0,7882091500.0,5473725000.0,8552761300.0,12625336000.0,9613275000.0,11517181000.0,6913990000.0,9064131000.0,7253316000.0,9875746000.0,3618095400.0,19633578000.0,6316759000.0
2094.0,25656713000.0,7734566000.0,5700140000.0,8392727000.0,12758431000.0,9479110000.0,11217076000.0,6714435000.0,9052677000.0,7460875300.0,9681442000.0,3724390700.0,18895670000.0,5969835000.0
2095.0,25575221000.0,7568188400.0,5474772500.0,8205094400.0,12706119000.0,9487208000.0,11363102000.0,6472153000.0,8529691000.0,6851752400.0,9945377000.0,3684279300.0,18534068000.0,6158553000.0
2096.0,25587638000.0,7314224000.0,5322727000.0,8296170500.0,12705827000.0,9586066000.0,10280473000.0,6573522000.0,8098482000.0,6712607000.0,9721724000.0,3935601700.0,18069369000.0,6017867300.0
2097.0,25509528000.0,6933534000.0,5362787300.0,8641525000.0,12706089000.0,9881340000.0,9693740000.0,6389195000.0,8045833700.0,6422626300.0,9426380000.0,3886679000.0,17410974000.0,5918073300.0
2098.0,24444310000.0,6844708000.0,5277387300.0,8659390000.0,12713358000.0,9974709000.0,9773562000.0,6302127600.0,8232355000.0,6160958000.0,9302018000.0,3829544000.0,16978387000.0,5951881700.0
2099.0,23485309000.0,6628181500.0,5318590000.0,8664686000.0,12373488000.0,9917481000.0,9399297000.0,6402263600.0,7487723000.0,6260923400.0,8962976000.0,3741005800.0,16063089000.0,5988390400.0
2100.0,23736424000.0,6789697500.0,5264676000.0,8673431000.0,12459859000.0,9588975000.0,9022848000.0,6253077500.0,7312954400.0,6396725000.0,8668288000.0,3768269300.0,16240045000.0,5572408300.0
